player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Daniel Jones,39395,QB,NYG,8,95,13.7,0,21,3,8,17.9,9.5,77.9,6.3,0,15,13,17,9,95,74,6,19,22,15,3,20.0,23.2,4,15.8,3.2
Justin Fields,82118,QB,CHI,8,93,11.8,0,6,4,9,18.3,26.9,73.1,5.4,0,22,11,17,25,93,68,5,13,12,22,4,14.0,12.9,9,23.7,4.3
Matt Ryan,4317,QB,IND,7,91,14.3,0,14,2,6,8.8,26.4,80.2,8.8,0,10,13,8,24,91,73,8,19,19,10,2,20.9,20.9,2,11.0,2.2
Kyler Murray,38334,QB,ARZ,8,88,13.6,0,1,2,3,30.7,17.0,87.5,3.4,0,12,12,27,15,88,77,3,13,22,12,3,14.8,25.0,7,13.6,3.4
Justin Herbert,28237,QB,LAC,7,88,9.1,0,27,0,7,22.7,25.0,80.7,6.8,0,12,8,20,22,88,71,6,18,17,12,3,20.5,19.3,5,13.6,3.4
Patrick Mahomes,11765,QB,KC,7,88,10.2,0,16,4,10,12.5,27.3,78.4,6.8,0,15,9,11,24,88,69,6,15,20,15,2,17.0,22.7,1,17.0,2.3
Davis Mills,52269,QB,HST,7,83,16.9,0,13,2,4,34.9,7.2,86.7,3.6,0,9,14,29,6,83,72,3,14,16,9,3,16.9,19.3,3,10.8,3.6
Joe Burrow,28022,QB,CIN,8,82,14.6,0,7,0,2,23.2,30.5,91.5,4.9,0,4,12,19,25,82,75,4,10,15,4,2,12.2,18.3,2,4.9,2.4
Jared Goff,10635,QB,DET,7,81,7.4,0,11,2,3,21.0,27.2,86.4,3.7,0,7,6,17,22,81,70,3,19,12,7,5,23.5,14.8,2,8.6,6.2
Matthew Stafford,4924,QB,LA,7,80,21.3,0,26,0,0,28.8,30.0,95.0,-1.3,0,3,17,23,24,80,76,-1,15,18,3,3,18.8,22.5,3,3.8,3.8
Josh Allen,46601,QB,BUF,7,78,15.4,0,4,2,7,15.4,15.4,76.9,9.0,0,13,12,12,12,78,60,7,14,21,13,0,17.9,26.9,4,16.7,0.0
Kirk Cousins,7102,QB,MIN,7,77,16.9,0,18,1,2,20.8,11.7,87.0,9.1,0,4,13,16,9,77,67,7,28,10,4,6,36.4,13.0,1,5.2,7.8
Geno Smith,7820,QB,SEA,8,76,14.5,0,29,2,2,17.1,25.0,82.9,7.9,0,6,11,13,19,76,63,6,19,13,6,6,25.0,17.1,2,7.9,7.9
Lamar Jackson,46416,QB,BLT,8,75,13.3,0,3,3,17,6.7,20.0,61.3,5.3,0,25,10,5,15,75,46,4,8,10,25,6,10.7,13.3,5,33.3,8.0
Derek Carr,8671,QB,LV,7,73,20.5,0,23,2,4,20.5,20.5,82.2,5.5,0,10,15,15,15,73,60,4,13,15,9,2,17.8,20.5,4,12.3,2.7
Carson Wentz,10636,QB,WAS,6,72,16.7,0,32,2,2,18.1,16.7,88.9,4.2,0,6,12,13,12,72,64,3,17,15,6,3,23.6,20.8,2,8.3,4.2
Jacoby Brissett,10725,QB,CLV,8,70,10.0,0,8,5,9,12.9,30.0,72.9,5.7,0,15,7,9,21,70,51,4,11,9,15,2,15.7,12.9,1,21.4,2.9
Russell Wilson,7077,QB,DEN,7,68,5.9,0,10,4,2,16.2,23.5,79.4,5.9,0,11,4,11,16,68,54,4,11,14,11,4,16.2,20.6,5,16.2,5.9
Trevor Lawrence,77632,QB,JAX,8,67,25.4,0,15,0,10,13.4,22.4,79.1,4.5,0,12,17,9,15,67,53,3,11,7,12,2,16.4,10.4,2,17.9,3.0
Tom Brady,698,QB,TB,8,65,20.0,0,30,1,1,33.8,29.2,86.2,6.2,0,5,13,22,19,65,56,4,7,3,5,1,10.8,4.6,3,7.7,1.5
Aaron Rodgers,2241,QB,GB,8,64,4.7,0,12,3,4,10.9,14.1,81.3,4.7,0,9,3,7,9,64,52,3,19,18,9,5,29.7,28.1,2,14.1,7.8
Jalen Hurts,40291,QB,PHI,7,62,8.1,0,24,3,7,9.7,37.1,72.6,6.5,0,16,5,6,23,62,45,4,12,4,16,1,19.4,6.5,6,25.8,1.6
Ryan Tannehill,7014,QB,TEN,6,60,10.0,0,31,0,1,25.0,30.0,91.7,6.7,0,2,6,15,18,60,55,4,6,11,2,5,10.0,18.3,1,3.3,8.3
Marcus Mariota,9435,QB,ATL,8,59,20.3,0,2,2,5,18.6,23.7,81.4,0.0,0,11,12,11,14,59,48,0,6,9,11,5,10.2,15.3,4,18.6,8.5
Zach Wilson,82096,QB,NYJ,5,53,9.4,0,22,0,5,13.2,18.9,77.4,9.4,0,10,5,7,10,53,41,5,5,14,10,2,9.4,26.4,5,18.9,3.8
Joe Flacco,4332,QB,NYJ,3,53,9.4,0,22,2,1,24.5,34.0,94.3,0.0,0,4,5,13,18,53,50,0,11,9,4,4,20.8,17.0,1,7.5,7.5
Jimmy Garoppolo,8697,QB,SF,7,50,2.0,0,28,3,4,18.0,24.0,78.0,0.0,0,11,1,9,12,50,39,0,9,16,11,1,18.0,32.0,4,22.0,2.0
Kenny Pickett,60515,QB,PIT,5,47,23.4,0,25,1,5,12.8,31.9,80.9,0.0,0,10,11,6,15,47,38,0,7,13,10,1,14.9,27.7,4,21.3,2.1
Cooper Rush,12324,QB,DAL,6,45,8.9,0,9,0,0,44.4,24.4,93.3,4.4,0,2,4,20,11,45,42,2,7,7,2,1,15.6,15.6,2,4.4,2.2
Baker Mayfield,46518,QB,CAR,5,45,15.6,0,5,1,3,20.0,24.4,82.2,4.4,0,8,7,9,11,45,37,2,4,10,8,1,8.9,22.2,4,17.8,2.2
Mac Jones,60323,QB,NE,5,40,20.0,0,19,0,0,22.5,27.5,100.0,0.0,0,0,8,9,11,40,40,0,2,15,0,0,5.0,37.5,0,0.0,0.0
Andy Dalton,6187,QB,NO,5,36,13.9,0,20,1,2,19.4,19.4,83.3,5.6,0,5,5,7,7,36,30,2,3,7,5,4,8.3,19.4,2,13.9,11.1
