player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Ja'Marr Chase,84270,WR,CIN,6,71,0,7,7.2,1,73.7,100.0,3,3,0.0,0,12,0,80.6,82.4,0,19,0.0,0,67,14,94.0,63,126.9,19,26.8,2,129,70,5.0,9.2,2.05,0,8.6,7,69.6,0.0,0,3,5.9,2,19,0,69.5,82.6,1,63,0.0,0,151,32,96.0,145,90.3,46,64.8,1,354,187,5.8,11.1,2.44
Chris Olave,84355,WR,NO,7,67,0,20,14.5,0,50.0,50.0,2,4,0.0,0,8,0,77.3,77.3,0,45,0.0,0,65,9,93.8,61,81.5,18,26.9,0,163,65,7.2,18.1,2.67,0,13.2,0,61.9,22.2,2,9,0.0,0,16,0,86.1,75.6,2,42,0.0,0,179,26,96.1,172,69.3,42,62.7,1,278,105,4.0,10.7,1.62
Puka Nacua,100632,WR,LA,6,66,0,26,10.8,0,55.6,25.0,1,4,16.7,1,4,0,49.7,63.7,0,22,0.0,0,54,5,94.4,51,113.7,9,13.6,1,61,29,5.8,12.2,1.2,0,9.6,3,80.8,66.7,2,3,6.7,3,25,1,67.4,85.8,1,37,1.2,2,171,42,94.7,162,106.4,52,78.8,1,516,151,3.6,12.3,3.19
Stefon Diggs,9579,WR,BUF,6,64,0,4,9.5,2,73.7,50.0,2,4,0.0,0,7,0,81.7,78.1,0,55,0.0,0,67,14,94.0,63,142.8,19,29.7,3,181,56,4.0,12.9,2.87,0,11.5,1,76.5,33.3,2,6,3.7,1,17,0,75.1,83.9,1,48,0.0,0,115,26,93.0,107,104.7,34,53.1,1,337,68,2.6,13.0,3.15
Davante Adams,8688,WR,LV,6,59,0,23,10.6,1,54.5,50.0,3,6,7.7,1,7,0,79.4,75.3,1,32,0.0,0,65,12,89.2,58,93.9,22,37.3,3,136,30,2.5,11.3,2.34,0,10.8,2,88.5,0.0,0,2,0.0,0,17,0,85.3,84.2,0,26,0.0,0,118,23,96.6,114,112.7,26,44.1,0,287,75,3.3,12.5,2.52
Adam Thielen,8288,WR,CAR,6,59,0,5,8.8,0,76.2,0.0,0,2,0.0,0,13,0,82.2,88.5,0,30,0.0,0,76,16,88.2,67,141.5,21,35.6,3,183,76,4.8,11.4,2.73,0,7.9,1,88.2,100.0,1,1,0.0,0,19,0,87.6,85.6,0,27,0.7,1,151,30,96.0,145,114.0,34,57.6,1,306,88,2.9,10.2,2.11
A.J. Brown,48327,WR,PHI,6,58,0,24,10.9,2,72.7,66.7,2,3,5.9,1,12,0,68.7,92.0,1,38,0.0,0,62,16,93.5,58,89.4,22,37.9,0,241,92,5.8,15.1,4.16,0,16.6,5,70.6,45.5,5,11,0.0,0,19,0,85.7,87.2,0,59,0.0,0,150,24,96.7,145,131.4,34,58.6,2,415,138,5.8,17.3,2.86
Michael Pittman Jr.,29049,WR,IND,6,57,0,14,8.7,0,66.7,60.0,3,5,0.0,0,4,1,78.7,67.3,1,34,0.0,0,71,10,93.0,66,56.8,15,26.3,0,97,36,3.6,9.7,1.47,0,7.1,1,72.2,40.0,2,5,3.7,1,10,0,75.5,64.9,2,39,0.6,1,168,26,94.0,158,75.8,36,63.2,1,237,122,4.7,9.1,1.5
Tyreek Hill,10799,WR,MIA,6,56,0,17,16.6,0,76.9,0.0,0,1,0.0,0,9,0,78.0,91.4,0,69,0.0,0,48,10,93.8,45,157.9,13,23.2,2,218,90,9.0,21.8,4.84,0,12.6,6,78.6,33.3,1,3,0.0,0,17,0,84.9,93.2,1,64,0.0,0,84,22,96.4,81,115.8,28,50.0,1,398,171,7.8,18.1,4.91
Keenan Allen,7857,WR,LAC,5,54,0,27,6.9,1,81.0,75.0,3,4,0.0,0,10,0,82.2,88.6,0,23,2.5,2,79,17,86.1,68,141.4,21,38.9,3,177,88,5.2,10.4,2.6,0,13.0,2,75.0,0.0,0,1,0.0,0,11,1,84.9,78.1,0,42,0.8,1,119,21,90.8,108,111.2,28,51.9,0,313,100,4.8,14.9,2.9
Marquise Brown,61568,WR,ARZ,6,54,0,1,11.9,2,52.9,60.0,3,5,0.0,0,9,0,77.3,90.2,0,25,0.0,0,53,9,90.6,48,115.3,17,31.5,2,122,48,5.3,13.6,2.54,0,14.0,1,50.0,0.0,0,5,11.1,2,9,0,54.5,61.3,1,41,0.0,0,140,16,92.1,129,53.3,32,59.3,0,173,39,2.4,10.8,1.34
Michael Thomas,10681,WR,NO,7,53,0,20,11.9,0,55.0,42.9,3,7,0.0,0,7,0,78.7,77.5,1,17,0.0,0,60,11,96.7,58,66.5,20,37.7,1,109,19,1.7,9.9,1.88,0,11.2,2,79.2,60.0,3,5,0.0,0,9,0,83.2,64.1,0,26,0.0,0,176,19,97.2,171,107.5,24,45.3,0,235,50,2.6,12.4,1.37
Christian Kirk,47546,WR,JAX,7,52,0,15,9.4,0,54.5,100.0,1,1,0.0,0,4,0,74.6,72.1,0,16,0.0,0,39,6,94.9,37,68.8,11,21.2,0,56,17,2.8,9.3,1.51,0,8.3,5,84.8,0.0,0,1,3.4,1,15,1,76.1,73.7,1,45,0.0,0,174,28,95.4,166,133.0,33,63.5,3,385,141,5.0,13.8,2.32
Garrett Wilson,97405,WR,NYJ,6,52,0,22,9.0,1,55.6,75.0,3,4,9.1,1,4,0,41.1,63.4,2,15,0.0,0,66,10,93.9,62,26.2,18,34.6,0,75,16,1.6,7.5,1.21,0,11.3,2,70.0,14.3,1,7,4.5,1,11,0,71.3,79.0,1,68,0.0,0,121,21,95.0,115,98.1,30,57.7,1,291,101,4.8,13.9,2.53
Justin Jefferson,61398,WR,MIN,5,52,0,18,11.5,2,61.5,0.0,0,2,11.1,1,7,1,54.5,81.9,0,42,0.0,0,39,8,97.4,38,122.6,13,25.0,1,136,49,6.1,17.0,3.58,0,11.5,2,76.7,50.0,1,2,0.0,0,17,0,85.3,85.0,0,52,0.0,0,133,23,94.0,125,137.5,30,57.7,2,355,106,4.6,15.4,2.84
Evan Engram,11778,TE,JAX,7,49,0,15,7.1,1,66.7,,0,0,0.0,0,4,0,74.6,83.4,0,21,0.0,0,38,6,89.5,34,91.0,9,18.4,0,72,40,6.7,12.0,2.12,0,3.6,4,88.6,66.7,2,3,3.1,1,9,1,78.4,67.9,0,28,1.7,3,175,31,93.7,164,96.0,35,71.4,0,246,173,5.6,7.9,1.5
Calvin Ridley,48262,WR,JAX,7,47,0,15,19.2,0,66.7,33.3,1,3,0.0,0,3,0,72.1,69.8,0,32,0.0,0,41,4,90.2,37,109.7,6,12.8,0,80,7,1.8,20.0,2.16,0,12.7,1,58.8,20.0,1,5,13.0,3,11,1,49.1,62.1,0,30,0.0,0,179,20,95.0,170,91.4,34,72.3,1,249,60,3.0,12.5,1.46
Zay Flowers,97268,WR,BLT,6,47,0,3,11.5,2,38.5,0.0,0,2,16.7,1,3,0,49.2,59.4,1,20,0.0,0,66,5,87.9,58,18.1,13,27.7,0,50,35,7.0,10.0,0.86,0,8.4,4,88.5,50.0,1,2,4.2,1,10,0,72.8,77.4,0,52,0.0,0,132,23,96.2,127,113.1,26,55.3,0,290,87,3.8,12.6,2.28
Amon-Ra St. Brown,84470,WR,DET,5,47,0,11,5.4,0,90.0,100.0,1,1,0.0,0,5,0,77.3,74.7,0,19,0.0,0,42,9,95.2,40,101.3,10,21.3,0,83,36,4.0,9.2,2.08,0,8.9,5,80.0,100.0,4,4,0.0,0,14,1,83.6,87.8,2,39,1.0,1,99,20,97.0,96,104.7,25,53.2,2,268,94,4.7,13.4,2.79
T.J. Hockenson,40912,TE,MIN,6,46,0,18,8.3,0,90.0,66.7,2,3,0.0,0,5,0,77.3,75.8,0,24,7.8,4,51,9,90.2,46,140.8,10,21.7,1,98,31,3.4,10.9,2.13,0,5.7,0,74.2,14.3,1,7,14.8,4,8,1,43.3,57.3,1,16,5.1,7,136,23,89.0,121,73.5,31,67.4,0,171,87,3.8,7.4,1.41
Travis Kelce,7844,TE,KC,5,46,0,16,9.8,1,50.0,50.0,2,4,20.0,1,3,0,45.8,80.5,1,14,12.5,4,32,4,84.4,27,63.0,8,17.4,1,37,18,4.5,9.3,1.37,0,5.9,4,81.8,33.3,2,6,3.6,1,10,0,76.7,85.1,0,40,2.9,3,102,27,92.2,94,100.0,33,71.7,0,264,121,4.5,9.8,2.81
Kendrick Bourne,12270,WR,NE,6,44,0,19,16.0,2,33.3,0.0,0,3,0.0,0,3,0,73.4,65.2,1,19,0.0,0,56,4,94.6,53,40.3,12,27.3,1,50,25,6.3,12.5,0.94,0,10.3,4,74.1,0.0,0,1,0.0,0,8,0,83.6,75.8,2,36,0.0,0,100,20,97.0,97,80.0,27,61.4,1,225,100,5.0,11.3,2.32
DeAndre Hopkins,7808,WR,TEN,6,44,0,31,13.1,0,66.7,50.0,2,4,0.0,0,8,0,78.0,84.9,1,38,0.0,0,51,10,86.3,44,71.0,15,34.1,0,148,26,2.6,14.8,3.36,0,15.8,0,59.3,25.0,1,4,11.1,2,12,0,53.1,72.7,2,36,0.0,0,107,16,91.6,98,54.7,27,61.4,0,221,40,2.5,13.8,2.26
DeVonta Smith,61100,WR,PHI,6,44,0,24,12.5,0,72.7,40.0,2,5,0.0,0,4,0,76.5,68.2,1,13,0.0,0,68,8,94.1,64,82.8,11,25.0,1,73,23,2.9,9.1,1.14,0,12.6,0,67.9,60.0,3,5,9.5,2,6,0,57.1,62.0,1,63,0.0,0,155,19,96.8,150,91.2,28,63.6,1,239,50,2.6,12.6,1.59
Drake London,86519,WR,ATL,6,43,0,2,12.6,0,38.5,33.3,2,6,0.0,0,4,0,73.4,71.2,1,28,0.0,0,47,5,83.0,39,60.9,13,30.2,2,60,5,1.0,12.0,1.54,0,10.9,1,69.2,66.7,6,9,5.3,1,14,0,68.7,75.9,1,32,0.0,0,161,18,97.5,157,84.1,26,60.5,0,252,64,3.6,14.0,1.61
Jakobi Meyers,47468,WR,LV,5,43,0,23,9.4,0,63.6,33.3,1,3,0.0,0,5,0,75.6,63.8,1,18,0.0,0,53,7,88.7,47,71.0,11,25.6,1,62,14,2.0,8.9,1.32,0,12.1,3,69.6,66.7,2,3,0.0,0,9,0,81.7,77.4,2,25,1.0,1,99,16,94.9,94,61.7,23,53.5,0,209,39,2.4,13.1,2.22
Terry McLaurin,48229,WR,WAS,6,43,0,32,18.7,0,50.0,66.7,2,3,0.0,0,4,0,73.4,73.0,0,32,0.0,0,60,5,86.7,52,80.0,10,23.3,0,87,22,4.4,17.4,1.67,0,10.7,2,81.8,60.0,3,5,0.0,0,11,0,82.7,70.6,0,30,0.0,0,132,18,93.9,124,116.9,22,51.2,1,185,37,2.1,10.3,1.49
Nico Collins,61441,WR,HST,6,42,0,13,10.3,4,80.0,,0,0,0.0,0,7,0,76.5,91.0,0,52,0.0,0,40,8,97.5,39,152.1,10,23.8,1,187,100,12.5,23.4,4.79,0,12.4,7,65.4,0.0,0,1,5.6,1,12,0,68.7,79.1,0,42,0.0,0,119,17,94.1,112,118.3,26,61.9,1,305,140,8.2,17.9,2.72
Sam LaPorta,101690,TE,DET,6,42,0,11,8.3,1,75.0,60.0,3,5,0.0,0,5,0,77.3,80.4,0,35,9.1,4,44,9,86.4,38,101.7,12,28.6,0,107,45,5.0,11.9,2.82,0,6.8,2,61.5,0.0,0,1,15.8,3,8,0,40.1,67.1,0,45,10.8,11,102,16,88.2,90,120.0,26,61.9,3,176,85,5.3,11.0,1.96
CeeDee Lamb,61570,WR,DAL,6,42,0,9,10.4,2,80.0,0.0,0,1,0.0,0,8,0,79.4,80.4,0,49,0.0,0,66,12,90.9,60,141.0,15,35.7,1,194,75,6.3,16.2,3.23,0,9.8,2,78.3,50.0,1,2,5.3,1,13,1,69.6,76.3,0,32,0.0,0,119,18,95.0,113,112.5,23,54.8,0,253,85,4.7,14.1,2.24
DJ Moore,48267,WR,CHI,6,41,0,6,21.3,3,54.5,66.7,2,3,14.3,1,6,0,49.2,85.0,1,58,0.0,0,52,6,98.1,51,92.0,11,26.8,1,236,135,22.5,39.3,4.63,0,10.7,4,88.0,75.0,6,8,0.0,0,15,0,84.5,81.7,0,33,0.0,0,137,22,97.8,134,144.5,25,61.0,2,307,102,4.6,14.0,2.29
Tutu Atwell,77965,WR,LA,6,40,0,26,13.4,0,50.0,50.0,2,4,0.0,0,5,0,75.6,74.0,0,44,0.0,0,55,6,94.5,52,76.0,12,30.0,0,93,18,3.0,15.5,1.79,0,11.0,0,70.8,50.0,1,2,5.6,1,11,0,67.7,65.0,1,37,0.0,0,161,17,96.3,155,91.3,24,60.0,1,194,56,3.3,11.4,1.25
Robert Woods,7822,WR,HST,6,40,0,13,11.4,0,62.5,33.3,1,3,0.0,0,4,0,73.4,66.4,0,19,0.0,0,41,5,97.6,40,85.4,8,20.0,0,60,5,1.0,12.0,1.5,0,10.5,1,52.0,42.9,3,7,18.8,3,8,0,36.0,61.6,0,25,0.8,1,121,13,92.6,112,67.1,25,62.5,0,130,42,3.2,10.0,1.16
Darren Waller,9637,TE,NYG,6,40,0,21,9.7,0,50.0,0.0,0,2,0.0,0,4,0,73.4,66.7,1,22,8.0,4,50,5,86.0,43,26.7,10,25.0,0,54,21,4.2,10.8,1.26,0,7.9,1,70.0,28.6,2,7,0.0,0,7,0,80.6,65.6,1,25,9.8,13,133,14,86.5,115,67.9,20,50.0,0,136,48,3.4,9.7,1.18
Alvin Kamara,11822,HB,NO,4,39,0,20,1.0,1,100.0,,0,0,0.0,0,1,0,68.3,63.9,0,17,46.4,13,28,1,42.9,12,118.8,1,2.6,0,17,16,16.0,17.0,1.42,0,-0.8,6,88.2,,0,0,3.2,1,8,0,77.8,74.2,0,21,13.7,13,95,30,82.1,78,83.5,34,87.2,0,137,174,5.8,4.6,1.76
George Pickens,99229,WR,PIT,5,39,0,25,12.1,0,30.0,0.0,0,5,0.0,0,3,0,72.1,75.2,0,41,0.0,0,40,3,90.0,36,96.3,10,25.6,1,86,45,15.0,28.7,2.39,0,12.6,1,72.7,66.7,2,3,0.0,0,9,1,81.7,71.2,1,71,0.0,0,112,16,98.2,110,107.2,22,56.4,1,255,86,5.4,15.9,2.32
Mike Evans,8642,WR,TB,5,39,0,30,9.6,0,40.0,100.0,1,1,33.3,1,2,0,29.9,51.2,0,11,0.0,0,21,2,81.0,17,87.5,5,12.8,1,12,4,2.0,6.0,0.71,0,15.6,2,62.1,50.0,6,12,5.3,1,11,0,68.7,84.4,1,70,0.0,0,98,18,98.0,96,109.7,29,74.4,2,329,91,5.1,18.3,3.43
Tyler Boyd,10689,WR,CIN,6,39,0,7,7.5,1,45.5,0.0,0,3,16.7,1,3,0,45.8,52.4,1,13,1.6,1,63,5,93.7,59,19.9,11,28.2,0,47,21,4.2,9.4,0.8,0,4.8,2,91.7,100.0,2,2,0.0,0,4,0,84.9,65.7,0,14,0.0,0,142,22,95.8,136,90.3,24,61.5,0,136,64,2.9,6.2,1.0
Josh Downs,122832,WR,IND,6,38,0,14,6.4,2,76.9,100.0,1,1,0.0,0,5,0,78.7,73.5,0,25,0.0,0,55,10,92.7,51,117.8,13,34.2,1,81,43,4.3,8.1,1.59,0,6.3,0,72.7,33.3,1,3,0.0,0,6,0,83.2,63.8,0,38,0.0,0,141,16,93.6,132,93.2,22,57.9,0,161,74,4.6,10.1,1.22
Zach Ertz,7816,TE,ARZ,6,38,0,1,5.7,0,45.5,33.3,1,3,16.7,1,2,0,45.8,51.6,1,17,0.0,0,46,5,91.3,42,14.6,11,28.9,0,26,16,3.2,5.2,0.62,0,8.5,0,71.4,66.7,2,3,11.8,2,4,0,38.1,51.6,0,15,2.7,3,111,15,91.0,101,84.6,21,55.3,0,116,21,1.4,7.7,1.15
Kyle Pitts,83964,TE,ATL,6,36,0,2,16.2,0,66.7,50.0,1,2,0.0,0,4,0,73.4,78.3,0,34,2.5,1,40,4,85.0,34,109.0,6,16.7,0,74,19,4.8,18.5,2.18,0,11.1,0,57.1,33.3,3,9,0.0,0,8,0,81.7,65.0,1,20,0.0,0,139,16,99.3,138,59.4,28,77.8,0,165,21,1.3,10.3,1.2
Chris Godwin,11839,WR,TB,5,36,0,30,10.8,0,100.0,100.0,2,2,0.0,0,5,0,74.6,89.0,0,32,0.0,0,26,5,84.6,22,118.8,5,13.9,0,86,32,6.4,17.2,3.91,0,9.4,2,76.0,80.0,4,5,0.0,0,12,0,83.6,79.9,1,42,0.0,0,113,19,96.5,109,83.3,25,69.4,0,207,85,4.5,10.9,1.9
Dallas Goedert,47272,TE,PHI,6,36,0,24,8.5,0,75.0,100.0,1,1,0.0,0,4,0,74.6,65.7,0,17,4.6,3,65,6,90.8,59,94.8,8,22.2,0,58,10,1.7,9.7,0.98,0,4.5,4,68.2,0.0,0,2,11.8,2,6,0,53.1,51.5,2,13,4.2,6,143,15,92.3,132,42.2,22,61.1,0,112,59,3.9,7.5,0.85
Brandon Aiyuk,84109,WR,SF,5,36,0,28,12.3,1,60.0,33.3,1,3,0.0,0,8,0,56.7,89.0,1,33,1.9,1,52,9,82.7,43,106.4,15,41.7,2,153,60,6.7,17.0,3.56,0,16.5,1,78.9,50.0,1,2,6.3,1,13,0,66.7,91.9,0,42,0.0,0,74,15,94.6,70,118.8,19,52.8,0,285,47,3.1,19.0,4.07
Romeo Doubs,84329,WR,GB,5,35,0,12,10.6,0,42.9,40.0,2,5,0.0,0,2,0,70.5,61.9,0,13,0.0,0,41,3,90.2,37,90.5,7,20.0,1,22,8,2.7,7.3,0.59,0,11.9,0,65.4,50.0,2,4,0.0,0,11,0,82.2,75.0,3,30,0.0,0,109,17,96.3,105,61.5,26,74.3,1,198,36,2.1,11.6,1.89
Courtland Sutton,48164,WR,DEN,6,35,0,10,7.0,0,83.3,0.0,0,1,0.0,0,2,1,73.4,60.2,0,25,0.0,0,46,5,89.1,41,109.7,6,17.1,0,62,27,5.4,12.4,1.51,0,11.9,1,64.0,66.7,4,6,11.1,2,8,0,54.3,69.7,1,21,0.0,0,130,16,93.1,121,95.6,25,71.4,2,181,23,1.4,11.3,1.5
Jaylen Waddle,84088,WR,MIA,5,35,0,17,14.7,0,57.1,33.3,1,3,0.0,0,4,0,73.4,80.8,0,35,0.0,0,40,4,92.5,37,140.5,7,20.0,1,86,39,9.8,21.5,2.32,0,8.1,1,76.2,50.0,1,2,11.1,2,11,0,52.8,79.7,1,28,0.0,0,81,16,96.3,78,86.4,21,60.0,0,205,100,6.3,12.8,2.63
Amari Cooper,9437,WR,CLV,5,35,0,8,17.8,0,77.8,100.0,5,5,0.0,0,5,0,75.6,83.0,0,26,0.0,0,44,7,86.4,38,114.4,9,25.7,0,103,7,1.0,14.7,2.71,0,14.6,0,62.5,100.0,2,2,0.0,0,11,1,65.9,69.8,2,58,0.0,0,127,15,94.5,120,79.2,24,68.6,1,264,59,3.9,17.6,2.2
Tyler Lockett,9502,WR,SEA,5,34,0,29,8.7,0,66.7,,0,0,20.0,1,2,0,45.8,70.5,0,23,0.0,0,33,4,84.8,28,87.5,6,17.6,0,43,7,1.8,10.8,1.54,0,14.5,1,59.1,0.0,0,3,0.0,0,7,0,80.6,67.9,0,32,0.0,0,109,13,92.7,101,76.5,22,64.7,0,133,36,2.8,10.2,1.32
Tee Higgins,61211,WR,CIN,5,34,0,7,12.8,1,41.7,25.0,2,8,0.0,0,5,0,73.4,66.8,0,13,0.0,0,42,5,95.2,40,90.6,12,35.3,2,41,20,4.0,8.2,1.03,0,12.0,0,38.9,0.0,0,3,22.2,2,3,0,35.7,53.3,1,20,0.0,0,101,7,94.1,95,30.8,18,52.9,0,84,34,4.9,12.0,0.88
