"offPlayer","offTeam","defPlayer","defTeam","advantage","expectedSnaps"
"Marvin Jones Jr.","DET","All Defenders","BLT","17.794603658536584","25.69185519968486"
"Marvin Jones Jr.","DET","Brandon Stephens","BLT","8.83","10.691884862063974"
"Marvin Jones Jr.","DET","Marlon Humphrey","BLT","30.19","10.691884862063974"
"Marvin Jones Jr.","DET","Arthur Maulet","BLT","9.28","4.308085475556912"
"Keenan Allen","LAC","All Defenders","KC","66.00681626928471","36.76172071718404"
"Keenan Allen","LAC","L'Jarius Sneed","KC","88.01","7.26984939848941"
"Keenan Allen","LAC","Joshua Williams","KC","79.88","7.26984939848941"
"Keenan Allen","LAC","Trent McDuffie","KC","54.269999999999996","22.222021920205222"
"Mike Evans","TB","All Defenders","ATL","54.891988950276236","34.00289253382644"
"Mike Evans","TB","A.J. Terrell","ATL","67.05","12.5867060760573"
"Mike Evans","TB","Jeff Okudah","ATL","59.95","12.5867060760573"
"Mike Evans","TB","Dee Alford","ATL","30.349999999999998","8.829480381711837"
"Davante Adams","LV","All Defenders","CHI","71.75777777777778","35.478273085722094"
"Davante Adams","LV","Tyrique Stevenson","CHI","91.86","12.184457423379305"
"Davante Adams","LV","Jaylon Johnson","CHI","43.63","12.184457423379305"
"Davante Adams","LV","Kyler Gordon","CHI","80.56","11.109358238963482"
"Allen Robinson II","PIT","All Defenders","LA","42.53172566371681","35.27306493973365"
"Allen Robinson II","PIT","Derion Kendrick","LA","21.77","7.6476999205617195"
"Allen Robinson II","PIT","Ahkello Witherspoon","LA","23.200000000000003","7.6476999205617195"
"Allen Robinson II","PIT","Cobie Durant","LA","57.879999999999995","19.97766509861021"
"Amari Cooper","CLV","All Defenders","IND","64.29046979865772","33.420990446795514"
"Amari Cooper","CLV","JuJu Brents","IND","60.31999999999999","12.112305262597031"
"Amari Cooper","CLV","Jaylon Jones","IND","70.41","12.112305262597031"
"Amari Cooper","CLV","Kenny Moore II","IND","61.46","9.19637992160145"
"DeVante Parker","NE","All Defenders","BUF","27.50872","29.87990381929256"
"DeVante Parker","NE","Dane Jackson","BUF","24.04","12.908118449934387"
"DeVante Parker","NE","Kaiir Elam","BUF","36.480000000000004","12.908118449934387"
"DeVante Parker","NE","Taron Johnson","BUF","10.03","4.063666919423788"
"Nelson Agholor","BLT","All Defenders","DET","64.36799511002447","24.248401670354117"
"Nelson Agholor","BLT","Jerry Jacobs","DET","55.74","6.758723203961783"
"Nelson Agholor","BLT","Cameron Sutton","DET","38.190000000000005","6.758723203961783"
"Nelson Agholor","BLT","Will Harris","DET","86.29","10.730955262430548"
"Tyler Lockett","SEA","All Defenders","ARZ","74.58814371257486","34.30202611309816"
"Tyler Lockett","SEA","Marco Wilson","ARZ","93.96","11.331308027380729"
"Tyler Lockett","SEA","Kei'Trel Clark","ARZ","90.56","11.331308027380729"
"Tyler Lockett","SEA","Antonio Hamilton Sr.","ARZ","40.18","11.6394100583367"
"Stefon Diggs","BUF","All Defenders","NE","94.42016326530613","39.0314610542575"
"Stefon Diggs","BUF","J.C. Jackson","NE","99.02","13.183075111182887"
"Stefon Diggs","BUF","Jonathan Jones","NE","91.3","13.183075111182887"
"Stefon Diggs","BUF","Myles Bryant","NE","92.88","12.66531083189172"
"Michael Thomas","NO","All Defenders","JAX","41.03278931750743","30.9215910581522"
"Michael Thomas","NO","Montaric Brown","JAX","69.71000000000001","10.551878254265588"
"Michael Thomas","NO","Darious Williams","JAX","13.270000000000001","10.551878254265588"
"Michael Thomas","NO","Tre Herndon","JAX","40.050000000000004","9.817834549621026"
"Tyreek Hill","MIA","All Defenders","PHI","95.302405511078","32.56690174000628"
"Tyreek Hill","MIA","James Bradberry","PHI","88.86","14.49775871538913"
"Tyreek Hill","MIA","Josh Jobe","PHI","99.82","8.125050890264088"
"Tyreek Hill","MIA","Josiah Scott","PHI","93.97999999999999","9.944092134353063"
"Curtis Samuel","WAS","All Defenders","NYG","57.59214285714287","32.07714507905335"
"Curtis Samuel","WAS","Deonte Banks","NYG","78.77","4.624107926980419"
"Curtis Samuel","WAS","Adoree' Jackson","NYG","95.52000000000001","4.624107926980419"
"Curtis Samuel","WAS","Cor'Dale Flott","NYG","45.62","22.828929225092516"
"JuJu Smith-Schuster","NE","All Defenders","BUF","13.310427807486631","24.829613338002687"
"JuJu Smith-Schuster","NE","Dane Jackson","BUF","14.540000000000001","6.83810206902213"
"JuJu Smith-Schuster","NE","Kaiir Elam","BUF","25.44","6.83810206902213"
"JuJu Smith-Schuster","NE","Taron Johnson","BUF","5.12","11.153409199958427"
"Cooper Kupp","LA","All Defenders","PIT","95.9878923766816","38.41708650115925"
"Cooper Kupp","LA","Levi Wallace","PIT","96.05","8.78597045542207"
"Cooper Kupp","LA","Patrick Peterson","PIT","91.84","8.78597045542207"
"Cooper Kupp","LA","Chandon Sullivan","PIT","97.71","20.845145590315106"
"Chris Godwin","TB","All Defenders","ATL","69.55203787195671","33.68327931325122"
"Chris Godwin","TB","A.J. Terrell","ATL","77.63","6.985711670016032"
"Chris Godwin","TB","Jeff Okudah","ATL","71.7","20.023175732426388"
"Chris Godwin","TB","Dee Alford","ATL","43.07","6.674391910808796"
"Josh Reynolds","DET","All Defenders","BLT","83.43611570247936","28.11008041872958"
"Josh Reynolds","DET","Brandon Stephens","BLT","78.53999999999999","8.78149619692544"
"Josh Reynolds","DET","Marlon Humphrey","BLT","93.36","8.78149619692544"
"Josh Reynolds","DET","Arthur Maulet","BLT","79.25","10.547088024878702"
"Mack Hollins","ATL","All Defenders","TB","43.58363841807909","26.85383683610594"
"Mack Hollins","ATL","Jamel Dean","TB","59.67","11.409087740537665"
"Mack Hollins","ATL","Carlton Davis III","TB","30.009999999999998","11.409087740537665"
"Mack Hollins","ATL","Christian Izien","TB","36.480000000000004","4.03566135503061"
"Jamal Agnew","JAX","All Defenders","NO","36.85430540827147","16.24692602677788"
"Jamal Agnew","JAX","Marshon Lattimore","NO","21.62","2.67049155265172"
"Jamal Agnew","JAX","Paulson Adebo","NO","39.09","7.287857592075339"
"Jamal Agnew","JAX","Alontae Taylor","NO","53.559999999999995","6.288576882050823"
"Kendrick Bourne","NE","All Defenders","BUF","49.68032","23.34812697465648"
"Kendrick Bourne","NE","Dane Jackson","BUF","49.24","8.92832375510864"
"Kendrick Bourne","NE","Kaiir Elam","BUF","62.01","8.92832375510864"
"Kendrick Bourne","NE","Taron Johnson","BUF","30.349999999999998","5.491479464439204"
"K.J. Osborn","MIN","All Defenders","SF","8.167147510469988","32.75122463611381"
"K.J. Osborn","MIN","Deommodore Lenoir","SF","11.540000000000001","14.462965183653793"
"K.J. Osborn","MIN","Charvarius Ward","SF","2.8000000000000003","5.003870989075864"
"K.J. Osborn","MIN","Isaiah Oliver","SF","12.740000000000002","13.28438846338415"
"Darius Slayton","NYG","All Defenders","WAS","39.94061790668348","32.68659582190855"
"Darius Slayton","NYG","Kendall Fuller","WAS","9.69","11.871046149696927"
"Darius Slayton","NYG","Benjamin St-Juste","WAS","47.58","11.871046149696927"
"Darius Slayton","NYG","Danny Johnson","WAS","69.95","8.944503522514697"
"KhaDarel Hodge","ATL","All Defenders","TB","31.115212014134276","11.622881127007096"
