player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Erik McCoy,37347,C,NO,7,0,20,55.9,2,7,302,100.0,100.0,97.5,1,12,3,316,316,58.6,2,5,157,100.0,100.0,97.1,8,1,165,165
Luke Fortner,42028,C,JAX,7,0,15,56.4,2,6,283,100.0,100.0,97.9,1,10,2,299,299,29.0,2,3,112,100.0,100.0,96.0,7,2,119,119
Bradley Bozeman,27934,C,CAR,6,0,5,40.8,1,10,271,100.0,100.0,97.2,1,13,2,291,291,37.4,1,8,160,100.0,100.0,95.9,11,2,174,174
Ikem Ekwonu,98286,T,CAR,6,2,5,62.3,3,7,271,100.0,100.0,97.0,3,13,3,291,291,53.7,2,5,160,100.0,100.0,95.9,10,3,174,174
Taylor Moton,11819,T,CAR,6,0,5,66.8,0,19,271,100.0,100.0,96.1,0,20,1,291,291,61.6,0,17,160,100.0,100.0,94.1,18,1,174,174
Saahdiq Charles,59820,G,WAS,6,0,32,62.8,1,16,265,100.0,100.0,96.0,1,19,2,287,287,54.2,0,13,148,100.0,100.0,94.3,15,2,160,160
Andrew Wylie,12333,T,WAS,6,1,32,61.7,4,14,265,100.0,100.0,95.1,2,22,4,287,287,50.4,4,13,148,100.0,100.0,91.6,21,4,160,160
Nick Gates,29476,C,WAS,6,0,32,64.4,4,5,265,100.0,100.0,96.8,2,13,4,287,287,53.6,2,5,148,100.0,100.0,95.6,10,3,160,160
Sam Cosmi,60114,G,WAS,6,0,32,72.1,3,6,263,100.0,100.0,97.9,1,10,1,284,284,67.7,2,6,148,100.0,100.0,96.6,9,1,159,159
Anton Harrison,122929,T,JAX,7,0,15,54.9,0,6,264,100.0,100.0,97.3,1,10,4,280,280,40.0,0,4,100,100.0,100.0,94.0,8,4,107,107
Evan Neal,99063,T,NYG,6,1,21,37.6,5,23,258,100.0,100.0,94.2,3,29,1,278,278,20.7,3,19,107,100.0,100.0,89.7,22,0,121,121
Creed Humphrey,59996,C,KC,6,0,16,75.0,1,2,255,100.0,100.0,98.6,0,5,2,270,270,74.5,1,1,121,100.0,100.0,98.3,3,1,132,132
Trey Smith,62960,G,KC,6,1,16,60.8,3,7,255,100.0,100.0,98.0,3,10,0,270,270,44.8,3,6,121,100.0,100.0,96.3,9,0,132,132
Joe Thuney,10712,G,KC,6,0,16,81.0,2,10,255,100.0,100.0,97.6,0,12,0,270,270,68.6,1,9,121,100.0,100.0,95.9,10,0,132,132
Ed Ingram,59819,G,MIN,6,1,18,56.1,9,7,251,100.0,100.0,95.2,1,20,4,269,269,37.2,9,4,113,100.0,100.0,91.6,16,3,121,121
Donovan Smith,9467,T,KC,6,2,16,64.0,5,16,254,100.0,100.0,95.9,4,21,0,269,269,49.4,4,12,120,100.0,100.0,93.3,16,0,131,131
Brian O'Neill,46854,T,MIN,6,0,18,74.4,1,8,251,100.0,100.0,97.8,2,10,1,269,269,73.0,1,5,113,100.0,100.0,96.5,7,1,121,121
Ezra Cleveland,41973,G,MIN,6,0,18,72.3,3,6,247,100.0,100.0,97.8,1,10,1,265,265,65.5,3,4,111,100.0,100.0,96.8,7,0,119,119
Steve Avila,77319,G,LA,6,0,26,59.2,3,12,250,100.0,100.0,96.2,1,17,2,264,264,44.1,2,11,130,100.0,100.0,94.2,14,1,138,138
Alex Cappa,66578,G,CIN,6,0,7,70.2,3,6,252,100.0,100.0,98.2,1,9,0,264,264,75.3,0,5,103,100.0,100.0,97.6,5,0,110,110
Cordell Volson,30614,G,CIN,6,0,7,23.5,1,11,252,100.0,100.0,96.4,0,15,3,264,264,25.9,0,6,103,100.0,100.0,94.2,9,3,110,110
Ted Karras,10855,C,CIN,6,0,7,55.3,3,1,252,100.0,100.0,97.2,1,9,5,264,264,51.1,1,1,103,100.0,100.0,95.1,6,4,110,110
Jonah Williams,41651,T,CIN,6,0,7,66.0,2,8,252,100.0,100.0,97.2,0,12,2,264,264,63.0,0,5,103,100.0,100.0,95.6,7,2,110,110
Quenton Nelson,12954,G,IND,6,0,14,81.1,2,6,248,100.0,100.0,98.4,1,8,0,263,263,79.8,1,4,121,100.0,100.0,97.9,5,0,129,129
Jawaan Taylor,41665,T,KC,6,1,16,58.7,4,10,247,100.0,100.0,96.8,7,15,1,262,262,50.4,4,7,117,100.0,100.0,95.3,11,0,128,128
Coleman Shelton,39316,C,LA,6,1,26,38.4,4,11,247,100.0,100.0,96.6,1,16,1,261,261,24.6,3,7,130,100.0,100.0,95.4,11,1,138,138
Brandon Scherff,9438,G,JAX,7,0,15,78.4,0,9,245,100.0,100.0,98.2,1,9,0,259,259,63.8,0,7,96,100.0,100.0,96.4,7,0,102,102
Rob Havenstein,9490,T,LA,6,0,26,63.3,1,10,245,100.0,100.0,97.3,0,12,1,259,259,60.0,1,8,125,100.0,100.0,95.6,10,1,133,133
Charles Leno Jr.,8880,T,WAS,5,0,32,77.7,2,8,236,100.0,100.0,97.5,1,11,1,257,257,72.5,0,7,135,100.0,100.0,96.7,8,1,147,147
Jason Kelce,6343,C,PHI,6,0,24,65.3,1,2,245,100.0,100.0,99.4,0,3,0,256,256,65.1,0,1,119,100.0,100.0,99.6,1,0,127,127
Jordan Mailata,66916,T,PHI,6,0,24,81.6,0,15,245,100.0,100.0,96.5,1,16,1,256,256,74.3,0,12,119,100.0,100.0,94.1,13,1,127,127
Will Fries,41530,G,IND,6,1,14,65.0,1,11,239,100.0,100.0,97.1,1,13,1,254,254,59.1,1,9,117,100.0,100.0,94.9,11,1,125,125
Orlando Brown Jr.,46227,T,CIN,6,0,7,69.2,5,8,241,100.0,100.0,96.9,0,14,1,253,253,59.3,4,5,95,100.0,100.0,94.2,10,1,102,102
Shaq Mason,9564,G,HST,6,0,13,64.2,0,10,233,100.0,100.0,97.4,1,11,1,251,251,53.6,0,9,105,100.0,100.0,95.7,9,0,112,112
Jarrett Patterson,81775,C,HST,6,0,13,56.6,1,6,233,100.0,100.0,98.5,0,7,0,251,251,61.4,1,3,105,100.0,100.0,98.1,4,0,112,112
David Andrews,9948,C,NE,6,1,19,47.2,2,7,239,100.0,100.0,97.7,1,10,1,249,249,45.4,1,5,130,100.0,100.0,96.9,7,1,133,133
Drew Dalman,52270,C,ATL,6,0,2,54.0,3,9,233,100.0,100.0,97.0,1,13,1,247,247,47.8,2,4,84,100.0,100.0,96.4,6,0,89,89
Jake Matthews,8641,T,ATL,6,0,2,71.8,1,9,233,100.0,100.0,96.1,1,14,4,247,247,64.4,0,5,84,100.0,100.0,93.5,8,3,89,89
Matthew Bergeron,99658,G,ATL,6,0,2,54.5,5,6,233,100.0,100.0,97.2,1,12,1,247,247,33.7,4,5,84,100.0,100.0,93.5,10,1,89,89
Chris Lindstrom,46692,G,ATL,6,2,2,66.4,2,4,233,100.0,100.0,97.9,2,8,2,247,247,69.0,1,1,84,100.0,100.0,97.6,3,1,89,89
Trevor Penning,59963,T,NO,7,2,20,60.8,3,12,234,100.0,100.0,95.1,3,19,4,245,245,47.1,2,9,122,100.0,100.0,93.0,14,3,129,129
Landon Dickerson,41712,G,PHI,6,0,24,72.7,3,8,234,100.0,100.0,97.2,1,12,1,245,245,67.3,2,4,115,100.0,100.0,97.4,6,0,123,123
Connor McGovern,41714,G,BUF,6,1,4,75.8,0,7,227,100.0,100.0,98.0,2,8,1,244,244,63.2,0,7,99,100.0,100.0,95.5,8,1,110,110
O'Cyrus Torrence,102821,G,BUF,6,1,4,66.4,1,9,227,100.0,100.0,97.8,3,10,0,244,244,49.1,1,8,99,100.0,100.0,95.5,9,0,110,110
Dion Dawkins,11818,T,BUF,6,0,4,73.8,1,9,226,100.0,100.0,97.8,1,10,0,243,243,62.6,1,8,98,100.0,100.0,95.4,9,0,109,109
Spencer Brown,42296,T,BUF,6,0,4,66.2,2,10,226,100.0,100.0,96.9,1,13,1,243,243,53.7,1,6,99,100.0,100.0,95.5,8,1,110,110
Mitch Morse,9482,C,BUF,6,0,4,66.5,2,11,225,100.0,100.0,97.1,0,13,0,242,242,51.8,2,8,99,100.0,100.0,94.9,10,0,110,110
Cesar Ruiz,59857,G,NO,6,0,20,55.3,0,9,231,100.0,100.0,96.8,0,12,3,241,241,38.4,0,8,119,100.0,100.0,94.1,11,3,125,125
Ryan Ramczyk,11787,T,NO,6,0,20,74.8,1,8,231,100.0,100.0,96.8,0,12,3,240,240,73.6,0,8,119,100.0,100.0,94.1,11,3,125,125
D.J. Humphries,9457,T,ARZ,6,0,1,58.5,3,9,220,100.0,100.0,95.9,3,15,3,238,238,49.2,0,8,92,100.0,100.0,94.6,9,1,99,99
Will Hernandez,46180,G,ARZ,6,0,1,67.1,3,5,220,100.0,100.0,97.7,1,9,1,238,238,63.3,0,4,92,100.0,100.0,96.7,5,1,99,99
Paris Johnson Jr.,129749,T,ARZ,6,1,1,61.5,4,9,220,100.0,100.0,96.6,3,14,1,238,238,66.0,2,2,92,100.0,100.0,96.7,5,1,99,99
George Fant,11282,T,HST,6,0,13,71.2,1,13,218,100.0,100.0,96.3,1,15,1,236,236,72.6,1,8,96,100.0,100.0,95.3,9,0,103,103
Garett Bolles,11775,T,DEN,6,0,10,81.3,1,8,216,100.0,100.0,97.5,1,10,1,235,235,73.5,1,6,99,100.0,100.0,95.5,8,1,106,106
