player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Justin Fields,82118,QB,CHI,6,13.81,0,204,6,70.2,124,140,10.1,3.38,3,7,4.9,60.7,85,98,2.3,181,88.7,2,60,,,,40.5,74.1,55.9,66.4,,,83.3,3,5,185,23.5,96.8,12.7,23,18,0,10,11,5,2.7,1101,7.9,71.1,114,129,7.9,3.08,4,7,5.4,58.9,76,72,6.2,157,77.0,5,45,,,,53.2,70.6,53.5,64.7,,,77.3,3,6,159,22.2,83.1,10.2,16,11,0,8,9,4,2.5,869,6.7,80.0,30,33,10.4,3.74,0,0,0.0,72.7,24,29,0.0,47,23.0,0,18,,,,31.2,75.0,78.0,67.7,,,80.4,0,0,51,24.1,124.9,14.9,7,7,0,3,2,1,2.0,333,10.1,0,90.0,20,22,-2.1,2.05,1,0,0.0,68.2,15,3,16.7,23,11.3,3,3,,,,76.3,61.9,75.5,62.9,,,58.3,0,1,25,0.0,59.1,0.0,0,0,0,1,0,0,0.0,101,4.6,3.35
Daniel Jones,39395,QB,NYG,5,7.75,0,197,21,76.0,129,140,7.3,2.92,3,4,2.8,67.1,94,89,4.1,186,94.4,4,48,,,,40.8,65.4,84.8,57.0,58.9,,81.6,2,6,197,31.5,70.6,15.1,28,18,0,6,2,8,4.1,863,6.2,73.8,103,108,6.9,2.77,1,2,1.8,66.7,72,66,5.3,143,72.6,4,34,,,,50.2,58.7,84.1,50.9,58.9,,75.9,1,6,153,31.8,62.4,14.7,21,14,0,3,2,6,3.9,564,5.2,86.5,37,43,5.0,3.02,2,2,4.7,74.4,32,25,0.0,54,27.4,0,15,,,,34.2,81.2,78.3,73.8,,,83.2,1,0,55,28.0,95.1,13.0,7,4,0,3,0,2,3.6,320,7.4,0,90.9,11,11,-4.0,1.53,0,0,0.0,90.9,10,2,0.0,11,5.6,0,1,,,,71.9,63.1,72.6,62.8,,,,0,0,11,0.0,79.2,0.0,0,0,0,0,0,0,0.0,21,1.9,2.22
Ryan Tannehill,7014,QB,TEN,6,-5.3,0,184,31,70.8,130,139,11.8,2.79,3,9,5.9,59.7,83,70,9.8,164,89.1,9,47,,,,76.1,73.2,85.2,72.6,55.9,,58.0,2,6,179,25.7,68.7,11.0,18,7,1,3,2,7,3.9,1002,7.2,73.8,103,110,7.9,2.51,3,6,4.9,63.6,70,54,7.9,130,70.7,6,28,,,,72.1,60.5,84.7,61.0,58.8,,48.4,2,4,143,31.5,63.3,13.1,17,3,1,1,0,5,3.5,616,5.6,70.5,44,48,14.6,3.16,2,3,5.9,58.3,28,17,9.7,54,29.3,3,22,,,,81.2,88.8,78.5,85.6,58.4,,71.1,0,2,57,11.8,91.7,3.7,2,4,0,2,2,2,3.5,512,10.7,0,88.2,17,19,-4.4,1.99,2,0,0.0,78.9,15,1,0.0,20,10.9,0,3,,,,75.4,55.5,74.9,55.6,,,,0,0,21,100.0,94.3,5.0,1,0,0,0,0,0,0.0,126,6.6,5.07
Jordan Love,40306,QB,GB,5,9.85,0,183,12,61.3,137,143,11.9,2.93,1,7,4.6,53.8,77,52,8.3,163,89.1,7,50,,,,56.3,64.9,49.0,61.2,,,78.1,2,6,172,19.2,73.9,6.1,10,9,0,3,7,6,3.5,964,6.7,60.7,112,119,10.5,2.67,2,5,4.0,52.9,63,41,7.4,135,73.8,5,36,,,,88.0,68.5,45.0,65.8,,,72.9,2,3,141,19.5,73.2,5.9,8,7,0,3,5,3,2.1,671,5.6,71.4,42,43,9.5,3.18,0,2,4.3,62.8,27,13,10.0,48,26.2,3,17,,,,24.9,53.6,78.2,50.3,,,74.7,0,3,53,15.4,88.5,4.2,2,2,0,1,3,3,5.7,412,9.6,0,82.4,17,19,-2.9,1.83,1,0,0.0,68.4,13,2,7.1,20,10.9,1,3,,,,75.6,59.4,75.0,59.3,,,,0,0,22,0.0,102.7,0.0,0,0,0,1,1,0,0.0,119,6.3,3.94
Baker Mayfield,46518,QB,TB,5,-7.51,0,182,30,71.3,136,148,10.4,3.01,4,4,2.5,63.5,94,60,3.1,167,91.8,3,54,,,,89.7,73.9,53.1,71.3,57.6,,72.1,1,3,176,8.3,91.9,3.0,5,14,0,7,7,5,2.8,1050,7.1,74.5,102,109,9.0,2.75,3,3,2.7,67.9,74,37,2.6,124,68.1,2,37,,,,87.5,73.4,84.1,70.0,,,71.5,1,1,128,13.5,96.6,4.0,5,10,0,3,5,4,3.1,693,6.4,72.3,47,53,9.5,3.13,2,1,1.7,60.4,32,24,5.9,58,31.9,2,19,,,,81.8,69.2,0.0,69.3,57.6,,64.8,0,2,63,0.0,80.3,0.0,0,4,0,4,2,1,1.6,395,7.5,0,100.0,13,14,-3.6,1.33,1,0,0.0,85.7,12,1,7.7,15,8.2,1,2,,,,73.5,65.3,73.7,64.7,,,,0,0,15,0.0,79.2,0.0,0,0,0,0,0,0,0.0,38,2.7,1.09
Geno Smith,7820,QB,SEA,5,15.6,0,182,29,79.5,132,151,9.1,3.07,1,6,3.6,66.9,101,73,3.8,169,92.9,4,57,,,,89.7,78.3,51.0,77.5,,,63.0,4,3,184,15.1,91.9,6.5,11,7,1,13,5,7,3.8,1136,7.5,78.9,95,113,8.3,2.75,1,3,2.4,62.8,71,52,5.3,125,68.7,4,32,,,,87.5,68.5,84.2,66.5,,,65.7,4,3,136,19.2,77.9,8.0,10,2,1,12,3,6,4.4,695,6.2,85.1,47,51,8.0,3.39,2,3,5.4,78.4,40,22,0.0,57,31.3,0,26,,,,81.7,87.3,0.0,88.7,,,58.5,0,0,62,4.5,118.7,1.8,1,5,0,2,2,1,1.6,477,9.4,0,100.0,10,13,-3.5,1.46,2,0,0.0,76.9,10,1,0.0,13,7.1,0,1,,,,73.2,58.6,73.5,58.5,,,,0,0,14,0.0,78.7,0.0,0,0,0,1,0,0,0.0,36,2.8,3.2
Brock Purdy,77672,QB,SF,6,9.56,0,182,28,74.6,130,145,9.9,2.6,5,8,5.0,64.1,93,65,4.1,157,86.3,4,66,,,,51.3,73.3,30.3,69.5,,,85.7,0,1,173,13.8,109.6,5.7,9,3,1,9,9,7,4.0,1263,8.7,74.8,115,125,8.5,2.3,4,7,5.1,64.8,81,54,5.8,138,75.8,5,51,,,,28.3,69.8,27.1,65.4,,,89.0,0,1,151,13.0,97.1,5.1,7,2,1,5,4,7,4.6,1011,8.1,85.3,34,39,7.2,2.88,1,1,2.4,74.4,29,13,0.0,44,24.2,0,21,,,,80.0,70.1,77.7,70.0,,,58.3,0,0,47,30.8,144.8,9.1,4,1,0,4,6,1,2.1,385,9.9,0,94.7,19,19,-3.9,1.44,0,0,0.0,89.5,17,2,5.6,25,13.7,1,6,,,,22.8,51.8,75.5,52.1,,,,0,0,25,100.0,113.4,8.0,2,0,0,0,1,1,4.0,133,7.0,1.78
Kenny Pickett,60515,QB,PIT,5,20.34,0,178,25,62.8,137,146,8.9,2.94,1,4,2.6,56.8,83,76,3.5,164,92.1,3,40,,,,89.6,56.3,84.5,53.9,,,69.2,1,4,172,18.4,77.2,8.5,14,4,1,6,5,5,2.9,971,6.7,62.5,128,137,8.2,2.79,2,3,2.1,56.9,78,69,2.5,154,86.5,2,33,,,,89.2,51.7,84.4,48.9,,,71.2,1,4,162,18.8,70.0,8.4,13,3,1,5,3,5,3.1,834,6.1,85.7,21,22,6.1,3.06,0,1,4.5,77.3,17,8,5.6,24,13.5,1,8,,,,76.1,82.6,75.3,82.5,,,58.3,0,0,24,12.5,133.3,4.2,1,1,0,1,2,0,0.0,193,8.8,0,100.0,12,13,-3.8,1.5,1,0,0.0,92.3,12,1,0.0,14,7.9,0,1,,,,73.2,64.9,73.5,64.4,,,,0,0,14,0.0,84.6,0.0,0,0,0,0,0,0,0.0,56,4.3,2.68
Jimmy Garoppolo,8697,QB,LV,5,-7.42,0,161,23,74.0,127,136,9.4,2.89,4,2,1.4,66.2,90,39,4.3,150,93.2,4,54,,,,69.4,68.1,49.7,68.5,58.9,,57.7,1,7,161,17.9,80.9,4.7,7,7,1,3,6,5,3.1,994,7.3,77.5,111,118,8.6,2.73,2,1,0.8,69.5,82,33,4.7,129,80.1,4,47,,,,66.1,74.1,46.6,74.2,58.9,,60.2,1,4,137,18.2,89.9,4.7,6,5,1,3,5,3,2.2,846,7.2,66.7,27,29,8.2,3.09,2,1,3.1,62.1,18,7,0.0,32,19.9,0,10,,,,78.3,47.5,76.7,49.3,,,54.7,0,4,35,14.3,70.7,3.1,1,2,0,0,2,2,5.7,233,8.0,0,90.9,11,11,-1.3,1.63,0,0,0.0,90.9,10,1,0.0,11,6.8,0,3,,,,71.9,67.7,72.6,67.0,,,,0,1,11,0.0,91.3,0.0,0,0,0,0,1,0,0.0,85,7.7,0.86
Gardner Minshew,41401,QB,IND,5,10.43,0,151,14,71.8,110,118,8.7,2.68,2,4,3.3,62.7,74,53,6.3,131,86.8,5,36,,,,38.7,50.4,83.8,52.7,,,37.3,1,3,136,15.1,80.4,6.1,8,5,0,5,3,10,7.4,797,6.8,75.5,106,115,6.8,2.45,2,2,1.7,63.5,73,47,8.8,124,82.1,7,31,,,,61.6,55.6,83.7,57.1,,,41.0,1,2,129,10.6,80.5,4.0,5,4,0,6,3,7,5.4,664,5.8,77.3,22,23,8.5,2.94,0,2,8.3,73.9,17,7,0.0,27,17.9,0,8,,,,25.5,46.1,75.9,49.0,,,55.3,0,1,28,42.9,85.1,11.1,3,1,0,1,0,3,10.7,218,9.5,0,100.0,18,20,-2.3,1.57,0,0,0.0,80.0,16,1,11.1,20,13.2,2,3,,,,75.4,66.7,74.9,66.0,,,,0,0,21,0.0,84.4,0.0,0,0,0,2,0,0,0.0,85,4.3,3.71
Deshaun Watson,11767,QB,CLV,3,2.77,0,121,8,72.6,84,92,10.9,3.19,2,4,4.1,60.9,56,41,8.2,110,90.9,5,32,,,,26.0,69.1,0.0,69.2,,,64.0,3,2,118,26.8,86.3,10.0,11,7,0,3,4,3,2.5,619,6.7,73.8,65,70,8.7,2.89,2,3,4.1,62.9,44,28,8.3,81,66.9,4,23,,,,54.0,67.1,0.0,69.2,,,59.0,2,1,86,21.4,81.7,7.4,6,5,0,1,2,1,1.2,397,5.7,75.9,29,32,11.1,3.65,0,1,2.9,65.6,21,16,4.5,40,33.1,1,13,,,,20.8,67.9,77.6,65.0,,,68.5,1,1,43,31.3,101.2,12.5,5,3,0,2,2,2,4.7,281,8.8,0,90.0,10,10,-3.0,2.58,0,0,0.0,90.0,9,3,0.0,11,9.1,0,4,,,,71.9,59.8,72.6,61.9,,,58.3,0,0,11,0.0,91.3,0.0,0,1,0,0,0,0,0.0,59,5.9,3.11
Anthony Richardson,124393,QB,IND,4,-5.05,0,98,14,66.2,65,73,10.1,3.0,3,3,3.8,54.8,40,30,7.0,86,87.8,3,29,,,,26.0,53.8,82.4,58.6,,,45.3,2,1,95,20.0,78.8,7.0,6,7,0,3,2,3,3.2,484,6.6,72.1,61,66,8.1,2.71,2,3,4.3,60.6,40,23,9.1,75,76.5,4,25,,,,24.8,62.4,82.1,68.5,,,46.4,2,0,80,17.4,91.2,5.3,4,5,0,1,2,2,2.5,452,6.8,66.7,15,18,7.4,3.35,1,0,0.0,55.6,10,8,0.0,23,23.5,0,8,,,,25.2,29.0,75.8,29.9,,,54.5,0,1,27,37.5,72.7,13.0,3,2,0,2,1,2,7.4,125,6.9,0,100.0,11,11,-4.2,1.82,0,0,0.0,90.9,10,1,9.1,12,12.2,1,4,,,,19.8,46.9,72.9,47.6,,,,0,0,12,100.0,132.2,8.3,1,0,0,0,1,1,8.3,93,8.5,0.09
Andy Dalton,6187,QB,CAR,1,-25.6,0,64,5,68.8,48,53,9.5,2.47,1,4,7.1,54.7,29,28,12.1,57,89.1,4,17,,,,81.8,82.7,79.8,80.7,,,64.2,3,0,60,10.7,87.3,5.3,3,1,0,1,2,1,1.7,344,6.5,70.6,51,56,7.6,2.31,1,3,5.1,58.9,33,27,8.3,60,93.8,3,17,,,,82.1,81.0,79.9,79.1,,,64.2,3,0,63,7.4,88.8,3.3,2,1,0,1,2,0,0.0,346,6.2,66.7,3,3,15.0,2.7,0,1,33.3,33.3,1,1,50.0,4,6.3,1,1,,,,66.9,66.5,69.2,65.9,,,,0,0,4,100.0,50.7,25.0,1,0,0,0,0,1,25.0,15,5.0,0,83.3,6,6,-3.2,1.16,0,0,0.0,83.3,5,0,0.0,7,10.9,0,1,,,,69.6,57.1,71.1,57.2,,,,0,0,7,,79.2,0.0,0,0,0,0,0,0,0.0,17,2.8,-1.18
Tyrod Taylor,6332,QB,NYG,4,1.71,0,64,21,79.5,39,46,8.1,2.81,0,3,6.0,65.2,30,30,3.2,59,92.2,1,17,,,,32.5,67.2,81.1,66.6,,,61.0,0,0,66,13.3,81.9,6.8,4,9,2,5,0,1,1.5,281,6.1,80.6,36,41,7.0,2.55,0,2,4.5,68.3,28,25,3.4,52,81.3,1,15,,,,29.2,61.6,80.8,61.9,,,57.3,0,0,57,12.0,81.3,5.8,3,8,2,3,0,1,1.8,219,5.3,87.5,8,10,4.9,3.51,0,1,9.1,70.0,7,6,0.0,12,18.8,0,2,,,,73.2,80.6,73.5,77.1,,,66.5,0,0,14,16.7,90.8,8.3,1,1,0,2,0,0,0.0,73,7.3,0,100.0,5,5,-4.8,1.78,0,0,0.0,100.0,5,1,0.0,5,7.8,0,0,,,,68.0,65.0,69.9,64.5,,,,0,0,5,0.0,79.2,0.0,0,0,0,0,0,0,0.0,11,2.2,1.96
Aidan O'Connell,60516,QB,LV,1,-40.71,0,46,23,66.7,33,35,7.6,2.87,1,0,0.0,57.1,20,12,9.1,42,91.3,2,12,,,,27.6,38.2,79.3,35.6,,,68.5,0,1,45,58.3,64.5,16.7,7,0,0,1,0,3,6.7,224,6.4,72.7,33,35,4.9,2.72,1,0,0.0,65.7,23,12,4.2,42,91.3,1,11,,,,27.4,42.5,79.2,39.5,,,68.5,0,1,44,58.3,70.3,16.7,7,0,0,1,0,2,4.5,213,6.1,50.0,4,4,18.5,2.9,0,0,0.0,25.0,1,0,50.0,4,8.7,1,1,,,,68.0,43.5,69.9,44.9,,,,0,0,5,,53.1,0.0,0,0,0,0,0,1,20.0,25,6.3,0,100.0,4,4,-3.5,1.33,0,0,0.0,100.0,4,0,0.0,4,8.7,0,0,,,,66.9,64.7,69.2,64.2,,,,0,0,4,,81.3,0.0,0,0,0,0,0,0,0.0,14,3.5,0.16
Dorian Thompson-Robinson,83574,QB,CLV,1,31.61,0,43,8,60.0,30,35,9.2,3.25,2,0,0.0,51.4,18,19,0.0,42,97.7,0,7,,,,27.5,38.0,0.0,33.0,,,79.1,1,3,45,21.1,24.1,9.5,4,3,0,2,0,5,11.1,125,3.6,57.7,26,31,9.0,3.15,2,0,0.0,48.4,15,15,0.0,35,81.4,0,5,,,,25.9,36.8,79.1,30.6,,,78.4,1,3,37,20.0,17.3,8.6,3,1,0,2,0,4,10.8,108,3.5,80.0,5,5,7.8,3.59,0,0,0.0,80.0,4,4,0.0,8,18.6,0,2,,,,70.9,55.0,0.0,57.4,,,64.2,0,0,9,25.0,79.2,12.5,1,2,0,0,0,1,11.1,13,2.6,0,100.0,1,1,-4.0,2.4,0,0,0.0,100.0,1,0,0.0,1,2.3,0,0,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-4,-4.0,-0.88
P.J. Walker,12134,QB,CLV,1,-4.17,0,37,8,51.9,27,28,10.6,2.75,0,1,3.3,46.4,13,15,7.1,31,83.8,1,6,,,,78.4,24.9,79.2,24.9,,,59.4,0,2,33,13.3,35.7,6.5,2,1,0,1,0,5,15.2,166,5.9,63.6,22,24,8.4,2.36,1,1,3.8,54.2,13,9,7.1,27,73.0,1,5,,,,77.7,28.9,79.0,28.4,,,59.4,0,2,29,22.2,38.0,7.4,2,1,0,1,0,4,13.8,147,6.1,50.0,10,10,8.6,3.29,0,0,0.0,50.0,5,7,0.0,10,27.0,0,2,,,,72.4,28.5,72.9,29.4,,,,0,0,12,0.0,62.5,0.0,0,0,0,0,0,1,8.3,45,4.5,0,100.0,5,6,-3.2,1.92,1,0,0.0,83.3,5,1,0.0,6,16.2,0,1,,,,70.3,64.4,71.5,63.9,,,,0,0,8,0.0,84.7,0.0,0,0,0,0,0,0,0.0,26,4.3,-1.63
Bailey Zappe,60396,QB,NE,2,12.5,0,19,19,41.2,17,18,13.6,2.81,0,0,0.0,38.9,7,9,0.0,19,100.0,0,2,,,,74.8,49.2,76.3,49.4,,,,0,0,19,11.1,52.8,5.3,1,0,0,1,0,0,0.0,79,4.4,40.0,15,16,13.7,2.78,0,0,0.0,37.5,6,9,0.0,17,89.5,0,2,,,,74.2,51.3,76.0,51.3,,,,0,0,17,11.1,52.6,5.9,1,0,0,1,0,0,0.0,74,4.6,50.0,2,2,13.0,3.0,0,0,0.0,50.0,1,0,0.0,2,10.5,0,0,,,,63.6,50.8,66.9,51.6,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,5,2.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-2.13
Jameis Winston,9434,QB,NO,2,-58.82,0,18,20,66.7,15,16,10.4,2.23,0,1,6.3,62.5,10,4,0.0,17,94.4,0,3,,,,75.4,64.4,76.4,63.5,,,60.5,0,1,17,25.0,54.4,5.9,1,0,0,1,0,1,5.9,101,6.3,62.5,16,17,9.6,2.15,0,1,5.9,58.8,10,3,0.0,17,94.4,0,3,,,,75.4,62.8,76.4,61.9,,,60.5,0,1,17,0.0,51.3,0.0,0,0,0,1,0,1,5.9,101,5.9,,0,0,,2.8,0,0,,,0,1,,1,5.6,0,0,,,,60.4,60.0,64.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,0.0,1,1,-2.0,1.5,0,0,0.0,0.0,0,0,,1,5.6,0,0,,,,60.4,56.1,64.6,57.2,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-5.94
Tyson Bagent,169628,QB,CHI,1,36.36,0,15,6,70.0,10,10,12.1,2.63,0,1,9.1,70.0,7,5,0.0,11,73.3,0,5,,,,21.1,55.9,75.8,53.0,,,64.3,0,1,12,20.0,50.8,9.1,1,0,0,0,0,2,16.7,72,7.2,70.0,10,11,10.3,2.11,1,1,8.3,63.6,7,3,0.0,11,73.3,0,3,,,,73.5,59.8,75.8,56.7,,,64.3,0,1,12,0.0,39.6,0.0,0,0,0,0,0,1,8.3,59,5.4,100.0,3,3,4.0,2.63,0,0,0.0,100.0,3,2,0.0,4,26.7,0,2,,,,14.2,51.8,69.2,52.5,,,,0,0,4,50.0,100.0,25.0,1,0,0,0,0,1,25.0,24,8.0,0,100.0,3,4,-2.0,1.2,1,0,0.0,75.0,3,0,0.0,4,26.7,0,0,,,,66.9,61.1,69.2,60.9,,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,11,2.8,2.64
Malik Willis,60341,QB,TEN,1,25.0,0,12,31,75.0,4,4,10.8,3.76,0,0,0.0,75.0,3,6,0.0,11,91.7,0,1,,,,73.7,47.9,74.7,47.4,,,57.2,0,0,14,66.7,91.7,36.4,4,3,0,0,0,0,0.0,26,6.5,75.0,4,4,7.3,3.34,0,0,0.0,75.0,3,6,0.0,10,83.3,0,2,,,,73.3,41.2,74.5,38.8,,,59.5,0,0,13,66.7,116.7,40.0,4,2,0,0,0,0,0.0,65,16.3,100.0,1,1,9.0,4.6,0,0,0.0,100.0,1,0,0.0,2,16.7,0,0,,,,63.6,75.0,66.9,75.9,,,58.3,0,0,2,,104.2,0.0,0,1,0,0,0,0,0.0,9,9.0,0,100.0,1,1,-5.0,1.2,0,0,0.0,100.0,1,0,0.0,1,8.3,0,1,,,,60.4,60.5,64.6,60.4,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,48,48.0,-7.25
Brian Hoyer,5277,QB,LV,1,50.0,0,10,23,60.0,10,10,13.5,2.29,0,2,18.2,60.0,6,1,0.0,10,100.0,0,4,,,,73.6,66.8,76.0,65.6,,,60.5,0,0,11,0.0,94.6,0.0,0,0,0,0,0,0,0.0,102,10.2,50.0,8,8,14.0,2.05,0,1,11.1,50.0,4,1,0.0,8,80.0,0,3,,,,72.9,57.4,75.8,56.0,,,60.5,0,0,9,0.0,83.9,0.0,0,0,0,0,0,0,0.0,77,9.6,100.0,2,2,11.5,3.25,0,1,50.0,100.0,2,0,0.0,2,20.0,0,1,,,,63.6,85.2,66.9,82.7,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,25,12.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,2.87
Cooper Rush,12324,QB,DAL,3,-80.0,0,6,9,80.0,5,5,6.0,1.85,0,0,0.0,80.0,4,2,0.0,6,100.0,0,1,,,,72.2,50.7,75.3,47.8,,,61.0,0,0,6,50.0,90.0,16.7,1,0,0,0,0,0,0.0,28,5.6,80.0,5,5,6.0,1.85,0,0,0.0,80.0,4,2,0.0,6,100.0,0,1,,,,72.2,50.7,75.3,47.8,,,61.0,0,0,6,50.0,90.0,16.7,1,0,0,0,0,0,0.0,28,5.6,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.6
Drew Lock,39517,QB,SEA,1,-40.0,0,6,29,60.0,5,6,11.0,2.33,1,0,0.0,33.3,2,2,33.3,6,100.0,1,2,,,,69.9,59.7,74.1,55.7,,,62.9,0,0,6,0.0,73.6,0.0,0,0,0,0,0,0,0.0,63,10.5,50.0,4,5,9.5,2.22,1,0,0.0,40.0,2,2,0.0,5,83.3,0,2,,,,69.2,52.3,73.9,47.3,,,62.9,0,0,5,0.0,87.5,0.0,0,0,0,0,0,0,0.0,63,12.6,100.0,1,1,17.0,2.9,0,0,0.0,0.0,0,0,100.0,1,16.7,1,0,,,,60.4,72.1,64.6,70.7,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-12.6
Taysom Hill,12112,TE,NO,4,-100.0,0,6,20,100.0,3,3,5.7,3.08,0,0,0.0,100.0,3,3,0.0,6,100.0,0,2,60.0,60.0,80.6,81.2,66.9,86.0,60.4,57.3,60.0,79.0,0,0,7,33.3,101.4,16.7,1,2,0,0,0,0,0.0,25,8.3,100.0,3,3,5.7,3.08,0,0,0.0,100.0,3,3,0.0,6,100.0,0,2,60.0,60.0,80.6,81.1,66.0,85.5,60.4,57.7,60.0,76.7,0,0,6,33.3,101.4,16.7,1,2,0,0,0,0,0.0,25,8.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,64.7,63.8,59.0,75.5,,48.7,,65.6,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,64.7,61.2,53.3,75.9,,52.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-8.33
Mitch Trubisky,11757,QB,PIT,1,-60.0,0,5,25,60.0,5,5,5.4,2.38,0,0,0.0,60.0,3,1,0.0,5,100.0,0,1,,,,68.0,29.2,72.3,29.7,,,,0,0,5,0.0,67.1,0.0,0,0,0,0,0,1,20.0,18,3.6,60.0,5,5,5.4,2.38,0,0,0.0,60.0,3,1,0.0,5,100.0,0,1,,,,68.0,29.2,72.3,29.7,,,,0,0,5,0.0,67.1,0.0,0,0,0,0,0,1,20.0,18,3.6,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.6
