player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Austin Reed,111760,QB,W KENTUCKY,5,68.8,202,212,7.5,2.39,4,12,5.4,61.8,131,0,63,5.8,222,8,66,346,65.0,74.8,71.7,69.9,2,2,234,0,3.2,93.8,0.9,2,6,0,4,11,8,3.4,1366,6.4
Brayden Schager,146078,QB,HAWAII,5,74.6,197,208,9.7,2.89,2,8,3.6,63.9,133,0,93,9.5,244,14,65,180,66.5,71.7,74.0,48.8,2,6,257,0,22.6,89.7,8.6,21,15,0,7,12,7,2.7,1353,6.5
E.J. Warner,156185,QB,TEMPLE,5,65.6,192,207,8.8,2.31,6,6,2.7,54.1,112,0,60,11.1,215,14,65,306,58.1,60.1,61.2,53.3,3,5,232,2,6.7,74.1,1.9,4,4,0,6,7,8,3.4,1276,6.2
Nicholas Vattiato,145302,QB,MIDDLE TN,5,77.7,184,190,5.7,2.26,3,7,3.5,67.9,129,0,51,9.8,216,14,63,224,67.9,75.8,71.3,72.7,0,4,230,0,25.5,87.6,6.0,13,13,0,3,7,8,3.5,1161,6.1
Davis Brin,77642,QB,GA SOUTHRN,4,79.0,176,182,8.0,2.5,0,13,7.0,72.5,132,0,43,5.0,195,7,63,174,63.9,90.0,90.3,53.4,1,7,200,0,16.3,92.5,3.6,7,6,1,4,9,5,2.5,1289,7.1
AJ Swann,157186,QB,VANDERBILT,5,62.7,166,173,11.7,2.54,0,16,8.6,53.8,93,0,48,10.6,188,11,60,333,76.4,67.6,64.0,73.4,2,7,200,2,18.8,82.3,4.8,9,6,0,5,11,11,5.5,1290,7.5
Jacob Zeno,98014,QB,UAB,4,84.4,160,172,5.1,2.58,3,7,4.0,75.6,130,0,50,3.7,199,5,68,321,41.9,68.6,68.2,60.5,3,4,204,2,18.0,100.2,4.5,9,18,0,6,8,7,3.4,1209,7.0
Shedeur Sanders,131396,QB,COLORADO,4,83.6,165,170,9.0,2.89,2,11,6.0,76.5,130,0,75,5.8,203,8,65,143,75.5,92.1,91.8,66.7,0,1,219,2,30.7,119.5,11.3,23,10,0,3,11,5,2.3,1409,8.3
Chevan Cordeiro,75886,QB,S JOSE ST,5,69.8,159,169,9.2,2.8,1,12,6.6,60.4,102,0,52,8.1,197,9,57,285,43.3,66.3,67.9,54.0,2,2,211,0,19.2,84.5,5.1,10,18,1,6,6,12,5.7,1022,6.0
Kedon Slovis,100580,QB,BYU,5,67.7,158,167,10.0,2.8,1,10,5.6,59.3,99,0,61,7.5,174,8,61,128,64.5,78.1,75.9,68.2,2,3,186,1,8.2,94.9,2.9,5,2,0,6,10,7,3.8,1241,7.4
Mikey Keene,70961,QB,FRESNO ST,4,74.7,154,163,8.2,2.45,1,8,4.7,67.5,110,0,47,4.3,174,5,63,169,75.0,79.4,80.6,53.8,1,2,184,3,21.3,106.6,5.7,10,1,0,7,11,3,1.6,1209,7.4
Brennan Armstrong,77696,QB,NC STATE,5,70.1,154,161,9.7,2.87,0,7,4.1,58.4,94,0,56,13.0,198,14,51,248,68.5,66.1,65.6,61.0,3,6,208,0,12.5,70.7,3.5,7,30,1,3,5,6,2.9,971,6.0
Emory Jones,82111,QB,CINCINNATI,5,69.9,153,160,9.8,2.66,0,4,2.4,62.5,100,0,64,6.5,193,7,67,138,69.5,69.6,66.7,66.0,2,6,204,0,15.6,91.3,5.2,10,22,0,5,10,6,2.9,1226,7.7
Cole Snyder,97617,QB,BUFFALO,4,74.5,137,158,7.2,2.56,8,7,4.2,60.8,96,0,45,5.9,171,6,49,126,75.9,67.9,71.0,52.9,2,4,180,3,8.9,87.9,2.3,4,9,0,11,10,5,2.8,936,5.9
Donovan Smith,73929,QB,HOUSTON,4,73.1,145,152,7.8,2.72,0,7,4.4,61.8,94,0,49,11.3,177,12,55,182,66.7,71.0,67.1,69.8,1,3,187,1,22.4,84.1,6.2,11,13,0,6,5,4,2.1,1012,6.7
Hudson Card,123109,QB,PURDUE,4,70.7,140,148,9.2,3.07,1,4,2.6,62.8,93,0,64,6.1,174,6,61,273,30.1,68.6,63.4,71.5,3,3,182,0,12.5,81.6,4.6,8,17,0,4,3,8,4.4,1024,6.9
Seth Henigan,144267,QB,MEMPHIS,4,79.0,138,146,7.0,2.48,2,4,2.7,69.2,101,0,45,7.3,164,8,53,218,50.5,75.2,75.1,61.1,0,5,170,0,17.8,95.3,4.9,8,10,0,6,8,8,4.7,1107,7.6
Cade Klubnik,156253,QB,CLEMSON,4,76.3,135,146,6.1,2.41,5,3,2.0,65.1,95,0,58,7.8,160,8,58,140,33.0,64.7,64.7,58.6,3,2,166,1,10.3,98.5,3.8,6,6,0,3,9,6,3.6,958,6.6
Cameron Ward,133244,QB,WASH STATE,4,82.1,134,143,8.0,2.66,2,7,4.8,74.8,107,0,44,2.7,164,3,67,341,29.2,88.2,84.9,73.6,1,0,167,1,20.5,135.3,5.5,9,12,0,6,13,5,3.0,1393,9.7
Chandler Morris,122938,QB,TCU,4,78.3,138,142,8.8,2.69,0,7,4.8,69.0,98,0,54,9.3,162,10,62,305,63.2,84.3,78.6,77.8,0,3,167,0,9.3,104.8,3.1,5,13,0,4,9,6,3.6,1121,7.9
Preston Stone,124716,QB,SMU,4,65.6,128,139,11.7,2.97,0,8,5.4,56.8,79,0,44,6.0,153,5,47,287,74.9,69.8,70.4,55.9,0,4,162,0,11.4,90.5,3.3,5,9,1,10,9,7,4.3,1051,7.6
Will Howard,122599,QB,KANSAS ST,4,73.4,128,138,9.1,2.6,3,6,4.3,65.2,90,0,44,4.3,146,4,56,199,76.8,83.3,77.4,77.5,2,4,149,1,9.1,93.2,2.7,4,4,0,5,7,4,2.7,1059,7.7
Michael Penix Jr.,82134,QB,WASHINGTON,4,83.1,130,138,12.4,2.8,0,12,8.3,74.6,103,0,27,4.6,143,5,72,340,59.2,94.1,94.0,55.8,0,2,149,0,3.7,146.1,0.7,1,4,0,8,16,3,2.0,1630,11.8
Jalen Mayden,83520,QB,S DIEGO ST,5,72.3,130,138,8.2,3.11,0,3,2.1,62.3,86,0,68,8.5,171,8,53,284,43.3,67.3,64.1,66.7,1,4,177,1,20.6,80.2,8.2,14,19,0,7,4,8,4.5,947,6.9
Ben Bryant,77655,QB,NWESTERN,4,67.2,128,137,10.0,2.71,2,5,3.6,59.1,81,0,50,5.8,156,5,39,256,47.7,57.7,57.0,58.8,3,3,160,0,20.0,81.3,6.4,10,9,1,3,6,9,5.6,803,5.9
Gunnar Watson,83570,QB,TROY,4,65.1,129,136,10.0,2.58,3,7,4.9,57.4,78,0,61,7.1,152,6,45,318,27.4,64.3,65.3,55.0,0,3,159,3,23.0,92.3,9.2,14,2,0,4,8,11,6.9,1045,7.7
Taulia Tagovailoa,97271,QB,MARYLAND,4,76.7,129,136,9.0,2.7,0,7,4.8,64.7,88,0,41,11.1,143,11,50,215,74.2,80.8,78.8,66.4,0,3,153,0,4.9,100.8,1.4,2,5,0,7,8,5,3.3,1121,8.2
Jack Plummer,83543,QB,LOUISVILLE,5,77.4,124,135,10.4,2.9,2,11,7.5,63.7,86,0,49,10.4,157,10,56,210,35.7,77.6,76.8,67.3,1,6,169,3,14.3,107.2,4.5,7,15,0,8,11,8,4.7,1406,10.4
Billy Wiles,144144,QB,SO MISS,4,67.5,123,134,9.9,2.88,1,4,2.8,53.0,71,0,54,14.5,152,12,41,296,74.1,61.0,61.6,57.6,2,4,159,4,9.3,71.5,3.3,5,13,0,8,5,7,4.4,813,6.1
Drake Maye,143969,QB,N CAROLINA,4,84.7,124,132,9.4,2.78,2,10,7.2,72.7,96,0,48,8.6,161,9,59,245,76.6,90.6,90.1,72.1,2,4,167,1,18.8,100.2,5.6,9,19,0,4,5,3,1.8,1187,9.0
Spencer Rattler,97408,QB,S CAROLINA,4,82.9,123,130,8.0,2.75,0,4,2.9,73.1,95,0,59,6.9,162,7,57,289,75.0,87.8,82.0,80.7,0,2,169,1,25.4,114.3,9.3,15,12,1,6,7,3,1.8,1242,9.6
Gavin Hardison,100827,QB,UTEP,5,68.9,122,130,12.2,3.17,1,8,5.6,56.2,73,0,45,13.1,146,11,41,330,76.9,76.2,73.0,70.7,1,7,160,2,26.7,69.6,8.2,12,4,0,6,5,6,3.8,947,7.3
Grayson McCall,98002,QB,COAST CAR,4,74.4,125,129,8.0,2.6,0,5,3.6,66.7,86,0,45,7.5,146,7,47,141,63.0,77.4,77.8,60.5,0,2,156,0,17.8,96.5,5.5,8,9,0,4,5,3,1.9,1003,7.8
Tanner Mordecai,77656,QB,WISCONSIN,4,76.9,121,129,8.1,2.88,5,7,5.3,65.9,85,0,34,8.6,150,8,47,349,76.4,79.1,79.6,59.5,1,3,153,2,14.7,80.6,3.3,5,16,0,2,2,3,2.0,872,6.8
Carson Beck,124010,QB,GEORGIA,4,81.1,122,129,6.9,2.33,1,3,2.2,72.1,93,0,19,6.1,141,6,59,173,59.9,84.9,83.9,64.6,1,1,149,0,15.8,112.8,2.1,3,9,1,4,6,1,0.7,1187,9.2
Joe Milton III,82151,QB,TENNESSEE,4,70.5,122,128,10.6,2.45,3,6,4.6,62.5,80,0,33,7.0,137,6,45,307,61.3,73.3,65.6,80.8,1,1,141,0,15.2,101.7,3.6,5,4,0,2,8,3,2.1,921,7.2
Haynes King,124329,QB,GA TECH,4,71.5,123,128,10.1,2.48,1,7,5.3,64.8,83,0,36,5.7,145,5,54,176,62.8,67.9,66.3,61.7,1,2,151,0,8.3,114.8,2.1,3,12,0,3,11,6,4.0,1124,8.8
Bo Nix,97790,QB,OREGON,4,86.6,127,128,5.8,2.36,0,4,3.0,78.9,101,0,12,8.2,142,9,53,264,74.4,87.6,85.4,68.8,0,1,149,0,25.0,128.4,2.1,3,8,0,1,11,1,0.7,1115,8.7
Jayden de Laura,131928,QB,ARIZONA,4,77.6,116,127,7.1,3.21,2,7,5.3,68.5,87,0,49,3.3,142,3,55,109,59.8,76.0,73.3,71.2,0,5,147,2,12.2,101.9,4.2,6,9,1,8,9,8,5.4,1081,8.5
Mitch Griffis,123386,QB,WAKE,4,65.5,116,127,12.1,3.04,6,3,2.2,59.8,76,0,55,0.0,163,0,53,339,29.7,59.7,55.1,66.5,3,6,176,0,34.5,88.7,11.7,19,17,0,2,9,17,9.7,999,7.9
DJ Uiagalelei,122162,QB,OREGON ST,5,66.7,117,126,11.9,2.65,2,8,6.2,57.1,72,0,49,7.7,136,6,45,265,77.1,79.1,71.5,78.9,2,4,139,2,8.2,91.6,2.9,4,4,0,5,8,2,1.4,1027,8.2
Jayden Daniels,97993,QB,LSU,4,80.0,120,126,9.6,2.75,1,10,7.7,71.4,90,0,39,6.3,153,6,60,211,76.4,90.8,89.4,74.6,1,2,158,0,23.1,129.6,5.9,9,18,2,2,12,2,1.3,1295,10.3
Byrum Brown,156206,QB,USF,4,61.0,123,126,11.0,3.0,2,4,2.9,57.1,72,0,69,4.0,171,3,46,327,50.8,57.6,40.1,80.2,0,3,187,1,30.4,85.1,12.3,21,24,0,1,6,6,3.2,890,7.1
Drew Allar,164157,QB,PENN STATE,4,80.9,115,125,6.0,2.7,3,2,1.6,67.2,84,0,36,9.7,135,9,54,266,75.4,90.3,88.8,71.3,0,0,137,0,8.3,109.5,2.2,3,7,0,7,8,1,0.7,903,7.2
JT Daniels,83578,QB,RICE,4,72.0,118,125,8.5,2.54,5,4,3.1,64.0,80,0,44,5.9,135,5,46,275,73.6,74.9,75.2,56.4,1,3,142,1,15.9,115.7,5.2,7,3,0,1,11,5,3.5,1229,9.8
Joey Aguilar,174978,QB,APP STATE,4,65.2,115,124,11.7,2.56,3,8,6.2,57.3,71,0,45,5.3,136,4,50,108,51.5,68.6,65.6,68.1,2,3,141,1,4.4,93.6,1.5,2,9,0,4,9,7,5.0,884,7.1
Devin Leary,77628,QB,KENTUCKY,4,69.9,113,123,11.6,2.62,4,8,6.1,58.5,72,0,39,8.9,129,7,46,202,58.1,80.4,77.9,70.3,4,5,137,0,10.3,94.3,3.1,4,2,0,2,9,5,3.6,1063,8.6
Will Rogers,124184,QB,MISS STATE,4,71.2,111,122,8.6,2.51,6,9,7.3,60.7,74,1,37,6.3,136,5,44,227,58.0,78.0,80.5,45.5,1,1,139,1,29.7,99.0,8.1,11,3,0,4,6,3,2.2,977,8.0
Jordan Travis,77615,QB,FLORIDA ST,4,66.9,118,121,11.4,2.91,0,8,6.0,61.2,74,0,37,6.3,133,5,47,167,76.0,84.2,82.7,66.8,1,1,146,0,8.1,112.6,2.3,3,9,0,2,10,4,2.7,1028,8.5
Conner Weigman,158683,QB,TEXAS A&M,4,78.4,111,121,10.1,2.56,2,6,4.5,67.8,82,0,55,5.7,133,5,50,312,63.1,91.8,90.8,76.2,2,2,144,0,7.3,107.4,3.0,4,7,2,4,8,3,2.1,979,8.1
Rocco Becht,157567,QB,IOWA STATE,4,72.8,114,119,8.7,2.5,1,6,4.9,64.7,77,0,39,7.2,128,6,41,193,59.5,74.3,77.5,50.6,1,3,132,1,2.6,96.5,0.8,1,8,0,3,7,2,1.5,897,7.5
