player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Nate Noel,122249,HB,APP STATE,4,105,26,6,30.0,160,0,534,0,2,26,270,64.9,12,27,108,1,31,74.2,78.8,84.3,,52.3,64.2,78.8,64.3,68,0,31,6,67,119,0,0,8,111,4,534,270,2.57,5.1,0.46,73
Marcus Carroll,123849,HB,GA STATE,4,96,20,6,37.5,190,0,506,0,3,20,315,73.3,14,28,175,1,26,72.6,67.9,82.8,,77.8,47.8,70.9,55.9,63,0,51,7,93,136,0,0,7,103,8,506,315,3.28,5.3,0.55,70
Kay'Ron Lynch-Adams,101643,HB,UMASS,5,96,36,10,41.0,188,0,459,0,3,36,356,140.4,18,25,216,0,54,87.0,76.2,83.4,,42.2,60.1,79.9,54.7,28,0,55,7,110,133,0,0,8,103,4,459,356,3.71,4.8,0.5,40
Darius Taylor,173422,HB,MINNESOTA,4,87,24,10,46.6,248,0,532,0,3,24,346,115.5,14,27,225,0,46,86.2,86.1,81.2,,66.1,68.2,83.9,60.0,43,0,56,6,41,89,0,0,6,93,4,532,346,3.98,6.1,1.37,41
Emani Bailey,122630,HB,TCU,4,81,30,6,38.8,188,0,485,0,2,30,351,161.2,15,25,305,1,23,69.8,81.9,81.7,,42.6,64.2,83.0,57.2,74,0,50,5,76,97,0,0,5,86,2,485,351,4.33,6.0,0.66,58
Jalen Buckley,163158,HB,W MICHIGAN,4,81,15,5,46.4,235,0,507,1,0,15,263,59.4,11,21,347,2,21,51.9,66.7,0.0,,69.5,30.0,72.9,68.1,75,2,4,1,52,99,0,0,2,82,4,507,263,3.25,6.3,0.08,57
Kimani Vidal,123727,HB,TROY,4,79,27,7,50.5,264,0,523,0,7,27,347,173.7,14,21,318,2,25,52.6,82.0,82.2,,63.0,69.9,82.5,59.9,60,0,116,7,83,83,0,0,8,86,2,523,347,4.39,6.6,1.4,54
Anthony Watkins,99165,HB,TULSA,5,78,12,3,18.8,60,0,320,1,1,12,207,42.6,7,19,320,0,15,85.5,76.3,78.8,,9.7,44.6,78.6,60.0,27,0,14,3,33,84,0,0,5,81,2,320,207,2.65,4.1,0.42,63
Malik Jackson,84267,HB,JVILLE ST,5,78,10,8,48.2,244,0,506,3,0,10,236,34.4,13,23,196,0,18,85.5,70.2,82.3,,76.9,50.3,74.3,55.6,48,0,56,10,65,125,0,0,17,88,3,506,236,3.03,6.5,0.86,59
Audric Estime,147476,HB,NOTRE DAME,5,76,29,9,49.9,295,0,591,0,0,29,352,165.8,18,26,258,1,43,68.3,92.0,81.4,,57.5,69.4,91.2,59.9,80,0,55,5,34,85,0,0,5,81,5,591,352,4.63,7.8,1.62,33
Corey Kiner,86392,HB,CINCINNATI,5,76,21,2,30.1,122,0,405,1,5,21,248,101.0,12,19,138,0,8,85.3,74.8,83.9,,31.0,57.2,80.0,50.8,68,0,51,8,82,106,0,0,10,84,2,405,248,3.26,5.3,0.62,68
Sieh Bangura,145886,HB,OHIO,5,74,5,1,7.0,20,0,287,0,0,5,180,14.8,6,16,259,2,44,50.9,64.6,83.5,,55.1,69.4,63.3,57.4,20,0,65,8,71,93,0,0,12,82,0,287,180,2.43,3.9,0.92,29
Damien Martinez,162437,HB,OREGON ST,5,74,26,8,52.9,263,0,497,0,3,26,290,143.9,14,22,265,0,24,85.2,78.1,84.1,,11.6,71.2,79.8,56.7,64,0,42,5,64,88,0,0,7,79,2,497,290,3.92,6.7,0.66,50
Bryson Daily,147303,QB,ARMY,4,68,15,2,12.5,38,0,275,0,0,12,197,51.1,8,20,114,2,30,60.4,58.6,82.5,41.2,,54.3,70.6,60.0,23,0,0,0,1,173,30,6,0,68,3,305,223,3.01,4.1,0.0,32
Omarion Hampton,162750,HB,N CAROLINA,4,73,19,5,41.5,159,0,383,0,5,19,233,98.2,9,22,245,0,28,85.1,83.2,81.2,,84.1,67.7,83.5,49.1,68,0,53,5,64,93,0,0,5,78,7,383,233,3.19,5.2,0.83,41
Deion Hankins,97310,HB,UTEP,6,73,21,6,32.0,122,0,381,0,1,21,253,100.3,14,21,330,1,32,67.4,71.1,81.9,,72.3,43.8,71.8,54.9,25,0,23,3,36,92,0,0,3,76,1,381,253,3.47,5.2,0.64,40
Emmanuel Michel,145972,FB,AIR FORCE,4,73,5,2,10.5,32,0,305,0,0,5,138,12.9,3,24,101,1,35,66.8,74.4,84.1,,69.3,58.2,72.2,61.2,17,0,0,0,1,121,0,0,0,73,6,305,138,1.89,4.2,0.0,12
Nathan Carter,147376,HB,MICH STATE,4,73,13,6,43.1,159,0,369,2,3,13,226,60.4,7,20,223,1,25,68.1,71.2,83.5,,25.3,52.9,75.4,75.4,44,0,60,9,84,88,0,0,15,82,4,369,226,3.1,5.1,0.71,48
Ashton Jeanty,157196,HB,BOISE ST,4,72,24,5,38.9,156,0,401,0,11,24,275,146.9,10,25,120,2,44,52.7,89.7,83.1,,63.5,78.7,90.4,56.3,58,0,294,19,87,97,0,0,21,91,6,401,275,3.82,5.6,3.38,28
LJ Martin,175035,HB,BYU,5,71,21,4,38.9,112,0,288,1,2,21,212,90.4,8,13,128,0,22,84.7,66.7,82.4,,18.4,51.2,71.6,58.7,45,0,28,5,86,86,0,0,6,76,4,288,212,2.99,4.1,0.33,49
Gavin Garcia,156916,HB,KENT STATE,4,70,17,3,28.5,82,0,288,0,0,17,194,66.4,6,15,201,0,38,84.7,75.6,79.1,,63.8,52.8,75.3,66.4,42,0,3,1,34,78,0,0,1,71,2,288,194,2.77,4.1,0.09,32
Kyle Monangai,129891,HB,RUTGERS,4,69,23,8,48.4,186,0,384,1,2,23,255,130.1,12,19,278,0,37,84.6,75.6,80.4,,81.0,49.4,75.7,58.4,55,0,23,2,36,89,0,0,4,71,5,384,255,3.7,5.6,0.64,32
O'Shaan Allison,77801,HB,OHIO,5,67,10,0,0.0,0,0,212,1,0,10,131,27.5,2,9,259,1,44,65.9,62.9,82.4,,51.8,48.7,65.2,56.5,12,0,6,4,46,80,0,0,5,71,1,212,131,1.96,3.2,0.13,23
Torrance Burgess Jr.,163031,HB,UTEP,6,67,15,6,38.6,135,0,350,1,5,15,205,81.6,13,13,330,0,23,84.8,80.6,0.0,,83.4,69.0,80.3,58.8,40,3,117,8,38,74,0,0,11,75,2,350,205,3.06,5.2,3.08,42
Jawhar Jordan,99595,HB,LOUISVILLE,5,66,10,8,61.6,314,0,510,2,4,10,272,79.0,9,19,210,0,18,84.4,77.3,81.5,,62.9,55.2,80.5,67.8,74,0,159,7,75,79,0,0,10,73,6,510,272,4.12,7.7,2.12,47
DJ Giddens,144595,HB,KANSAS ST,4,66,23,8,46.8,198,0,423,1,2,23,205,99.6,13,22,199,0,45,84.2,81.3,82.0,,68.4,58.3,86.4,50.5,43,0,107,12,75,88,0,0,14,78,4,423,205,3.11,6.4,1.43,21
Cody Schrader,157177,HB,MISSOURI,4,66,11,4,34.8,138,0,397,1,0,11,186,44.9,9,20,229,1,19,64.9,75.7,82.8,,52.6,46.9,80.2,56.7,42,0,20,3,53,90,0,0,4,69,2,397,186,2.82,6.0,0.38,46
Elijah Gilliam,73621,HB,FRESNO ST,4,65,14,3,20.1,55,0,274,0,1,14,162,51.9,9,20,169,0,23,84.0,68.6,81.4,,39.5,61.2,70.2,66.8,22,0,96,7,78,78,0,0,9,72,4,274,162,2.49,4.2,1.23,40
Jonathon Brooks,144721,HB,TEXAS,4,65,25,4,37.1,139,0,375,2,2,25,268,161.3,8,16,311,0,26,84.1,79.9,81.5,,56.7,47.0,85.3,67.5,61,0,64,4,73,73,0,0,6,69,3,375,268,4.12,5.8,0.88,39
Jaylon Glover,158484,HB,UTAH,5,64,9,3,24.1,57,0,237,0,0,9,158,33.7,5,12,328,0,18,84.2,63.9,82.5,,13.5,57.4,68.5,58.1,21,0,29,2,43,93,0,0,4,66,2,237,158,2.47,3.7,0.67,46
Antario Brown,145868,HB,N ILLINOIS,4,64,10,0,0.0,0,0,184,0,0,10,150,35.5,3,8,254,1,24,64.6,60.1,82.0,,22.8,66.6,60.4,55.5,14,0,9,2,31,77,0,0,3,66,1,184,150,2.34,2.9,0.29,39
Jo'quavious Marks,124179,HB,MISS STATE,4,63,16,4,37.8,133,0,352,1,3,16,247,96.7,7,14,227,0,21,83.9,85.5,82.3,,83.6,72.1,87.7,52.5,52,0,105,14,78,79,0,0,18,77,4,352,247,3.92,5.6,1.35,42
Tahj Brooks,123133,HB,TEXAS TECH,4,63,18,6,36.7,153,0,417,1,0,18,248,101.2,9,23,315,1,36,65.2,75.1,82.1,,44.0,53.6,82.8,56.9,38,0,36,7,102,93,0,0,10,70,1,417,248,3.94,6.6,0.35,25
Brennan Armstrong,77696,QB,NC STATE,5,33,10,0,0.0,0,0,138,0,0,3,71,19.6,8,18,248,2,16,68.5,66.1,84.4,65.6,,60.0,61.0,60.0,14,0,0,0,1,143,180,30,0,33,3,318,198,3.14,5.0,0.0,7
Demond Claiborne,157523,HB,WAKE,4,63,18,6,32.5,101,0,311,0,0,18,195,85.7,14,21,339,0,34,83.9,72.3,80.2,,28.3,61.7,74.4,64.9,20,0,13,2,30,73,0,0,2,65,2,311,195,3.1,4.9,0.43,29
Kevorian Barnes,145514,HB,UTSA,4,63,13,2,24.0,67,0,279,0,2,13,170,57.0,11,15,331,2,27,46.1,69.3,82.3,,53.1,67.4,68.9,59.0,44,0,33,8,70,83,0,0,8,71,1,279,170,2.7,4.4,0.47,34
Rasheen Ali,121717,HB,MARSHALL,3,63,8,7,69.2,274,0,396,0,3,8,168,43.8,10,15,214,2,27,44.3,67.5,12.6,,75.6,52.6,71.0,61.0,61,1,41,4,79,81,0,0,6,67,7,396,168,2.67,6.3,0.52,36
Kaytron Allen,164158,HB,PENN STATE,4,63,8,3,18.1,50,0,277,2,3,8,161,41.3,4,20,266,1,27,64.9,74.1,81.3,,22.6,46.3,79.4,62.1,18,0,32,5,57,84,0,0,11,68,2,277,161,2.56,4.4,0.56,36
Emory Jones,82111,QB,CINCINNATI,5,40,8,3,15.4,51,0,196,0,0,3,110,20.6,14,15,138,2,6,69.5,69.6,85.1,66.7,,51.6,66.0,60.1,20,0,0,0,2,186,135,22,0,40,3,331,145,2.34,5.3,0.0,13
CJ Donaldson Jr.,157372,HB,W VIRGINIA,4,62,8,3,17.3,49,1,284,0,1,8,181,40.4,8,19,343,0,20,83.9,80.5,2.2,,34.1,70.9,81.6,55.8,17,2,14,3,34,85,0,0,3,65,3,284,181,2.92,4.6,0.41,41
LeQuint Allen,158290,HB,SYRACUSE,4,62,14,5,36.3,113,2,311,1,2,14,165,58.3,11,20,304,1,28,64.8,68.3,17.7,,68.9,61.1,70.8,55.6,35,2,95,11,90,82,0,0,12,73,6,311,165,2.66,5.0,1.06,33
Byrum Brown,156206,QB,USF,4,37,23,6,32.0,143,0,236,0,0,8,145,84.7,17,25,327,4,11,50.8,57.6,84.3,40.1,,88.1,80.2,60.0,32,1,0,0,1,151,211,24,0,37,5,447,283,4.64,7.3,0.0,13
Blake Watson,84363,HB,MEMPHIS,4,58,17,4,50.4,174,0,345,0,12,17,290,176.8,9,16,218,0,15,83.2,78.7,82.1,,34.9,90.0,77.0,56.1,69,0,211,24,103,73,0,0,24,82,4,345,290,5.0,5.9,2.05,43
Blake Corum,129574,HB,MICHIGAN,4,58,7,4,37.3,131,0,351,0,0,7,168,32.2,7,23,222,0,33,83.4,84.8,81.3,,30.8,65.9,85.0,56.7,54,0,28,5,36,67,0,0,5,63,8,351,168,2.9,6.1,0.78,25
Marquez Cooper,130489,HB,BALL ST,4,58,21,4,39.3,92,0,234,0,1,21,177,111.9,8,13,117,0,26,83.6,74.1,81.4,,8.2,58.4,80.0,49.9,31,0,13,2,59,72,0,0,2,60,1,234,177,3.05,4.0,0.22,32
Jamal Haynes,143918,HB,GA TECH,4,57,14,5,44.4,147,0,331,1,4,14,228,105.9,8,15,176,0,14,83.4,70.9,81.7,,51.2,61.0,72.6,60.0,67,0,99,11,62,68,0,0,13,68,2,331,228,4.0,5.8,1.6,43
Quinshon Judkins,157128,HB,OLE MISS,4,57,10,1,7.4,15,0,202,0,0,10,150,40.5,4,14,226,0,22,83.4,71.0,81.7,,78.2,68.8,70.1,55.8,15,0,80,8,78,79,0,0,9,65,4,202,150,2.63,3.5,1.03,33
Devin Neal,144558,HB,KANSAS,4,57,23,7,44.9,177,0,394,0,4,23,197,137.2,12,22,198,1,30,63.3,80.4,82.4,,68.3,88.4,75.8,55.5,48,0,145,11,55,76,0,0,12,68,5,394,197,3.46,6.9,2.64,26
Jordan Ford,144445,HB,TULSA,5,57,8,3,24.4,57,0,234,0,1,8,133,33.3,7,12,320,1,18,45.7,71.7,79.2,,21.6,69.9,71.8,56.1,22,0,23,6,28,62,0,0,6,63,1,234,133,2.33,4.1,0.82,39
Cameron Skattebo,147787,HB,ARIZONA ST,4,56,26,2,12.8,33,0,257,0,7,26,175,156.3,8,16,110,1,32,64.6,78.1,82.2,64.4,56.5,67.4,79.3,60.2,18,0,130,10,81,73,0,0,13,66,3,257,175,3.13,4.6,1.6,22
Nay'Quan Wright,98803,HB,USF,4,56,11,3,26.0,61,0,235,0,3,11,163,69.1,6,16,327,1,22,62.2,69.1,15.7,,42.8,54.8,74.1,62.7,22,1,10,3,80,84,0,0,3,59,1,235,163,2.91,4.2,0.13,33
Will Shipley,144138,HB,CLEMSON,4,55,15,6,33.5,104,0,310,2,4,15,187,93.6,12,19,140,0,22,82.9,72.2,14.5,,21.0,64.4,80.4,41.7,19,1,78,14,92,81,0,0,18,69,1,310,187,3.4,5.6,0.85,32
Kaelon Black,138448,HB,JAMES MAD,4,55,8,6,56.4,189,0,335,0,2,8,205,56.5,10,14,197,0,17,82.9,71.1,80.9,,84.2,62.6,72.0,54.4,57,0,69,11,60,71,0,0,15,66,0,335,205,3.73,6.1,1.15,36
Zac Larrier,104193,QB,AIR FORCE,4,50,5,3,26.9,71,0,235,0,0,5,134,26.8,8,14,101,3,25,27.7,71.5,82.4,91.3,,,56.6,60.0,26,0,0,0,0,222,29,5,0,50,3,264,145,2.64,4.8,,2
Jaydn Ott,158325,HB,CAL,3,54,15,3,46.8,145,0,310,0,1,15,199,99.9,5,14,130,1,45,61.3,72.0,79.6,,24.8,74.5,72.5,56.7,66,0,31,5,49,61,0,0,7,59,4,310,199,3.69,5.7,0.63,8
Quinton Cooley,123380,HB,LIBERTY,4,53,14,6,36.8,119,0,323,0,2,14,173,95.0,13,17,206,1,27,60.5,76.6,81.2,,41.6,59.9,77.5,61.8,26,1,15,2,35,70,0,0,2,55,0,323,173,3.26,6.1,0.43,26
Devin Mockobee,145111,HB,PURDUE,4,53,17,4,34.4,74,0,215,1,3,17,181,110.2,8,13,273,5,16,18.6,55.3,0.7,,27.0,35.0,64.2,41.9,20,1,44,9,64,59,0,0,10,62,2,215,181,3.42,4.1,0.69,36
Nicholas Singleton,164188,HB,PENN STATE,4,53,7,2,17.2,35,0,203,0,0,7,153,33.7,5,13,266,0,26,82.8,65.2,81.2,,7.2,70.3,67.4,53.6,19,0,72,7,64,70,0,0,8,60,5,203,153,2.89,3.8,1.13,27
Shomari Lawrence,141839,HB,FIU,5,53,16,4,42.3,132,0,312,2,1,16,262,152.8,5,7,166,1,14,60.9,73.2,80.8,,77.8,35.5,76.3,64.4,67,0,17,2,52,76,0,0,4,55,2,312,262,4.94,5.9,0.33,39
Braelon Allen,145159,HB,WISCONSIN,4,52,22,6,46.9,174,0,371,1,1,22,255,165.9,8,20,349,0,18,82.6,80.7,80.8,,30.0,59.1,87.7,71.1,52,0,50,16,67,65,0,0,17,68,6,371,255,4.9,7.1,0.75,32
Jase McClellan,123926,HB,ALABAMA,4,52,27,5,35.2,93,0,264,1,2,27,184,183.2,9,16,103,0,29,82.7,78.3,80.3,,29.7,51.2,83.1,58.9,22,0,30,4,44,68,0,0,6,56,2,264,184,3.54,5.1,0.68,23
La'Damian Webb,122423,HB,S ALABAMA,4,52,14,6,49.1,165,0,336,0,3,14,208,125.9,9,16,288,1,18,59.6,77.3,79.1,,0.0,59.3,80.1,73.4,65,0,20,2,36,52,0,0,2,54,6,336,208,4.0,6.5,0.56,34
Logan Smothers,129713,QB,JVILLE ST,5,49,2,5,40.8,113,0,251,0,0,1,138,5.7,11,20,196,3,13,52.0,73.3,82.2,70.3,,,67.0,60.0,41,0,0,0,0,144,26,3,0,49,5,277,141,2.71,5.3,,25
Patrick Smith,146956,HB,VANDERBILT,5,52,16,2,25.8,61,0,236,0,1,16,186,112.6,5,13,333,0,14,82.6,72.9,81.1,,55.0,51.6,77.9,57.0,40,0,-1,2,80,62,0,0,6,54,2,236,186,3.58,4.5,-0.01,37
Peny Boone,129498,HB,TOLEDO,4,51,17,7,44.8,178,0,397,0,0,17,216,133.3,16,19,316,1,29,60.7,81.5,0.0,,73.7,63.6,81.9,66.6,48,1,28,3,40,74,0,0,3,54,5,397,216,4.24,7.8,0.7,21
RJ Harvey,99622,HB,UCF,4,50,19,3,33.2,98,0,287,0,5,16,139,102.4,8,18,323,1,22,61.2,73.8,81.4,40.1,58.4,81.0,75.6,50.8,52,0,156,7,57,78,8,1,7,57,5,295,151,2.96,5.8,2.74,26
Chez Mellusi,99597,HB,WISCONSIN,4,51,4,3,40.7,125,0,307,0,0,4,159,23.1,7,17,349,1,20,60.3,67.3,79.1,,46.5,59.8,68.0,57.7,89,0,12,3,39,59,0,0,3,54,4,307,159,3.12,6.0,0.31,28
Kye Robichaux,145532,HB,BOSTON COL,4,50,11,0,0.0,0,0,203,0,1,11,135,58.9,3,20,121,0,35,82.4,74.0,82.0,,80.0,57.3,75.6,58.2,13,0,32,5,45,73,0,0,6,55,2,203,135,2.7,4.1,0.71,15
Kaidon Salter,132046,QB,LIBERTY,4,35,7,2,20.5,54,0,131,0,0,7,78,44.6,10,17,206,2,15,51.5,84.8,83.0,88.9,,,61.3,60.0,43,0,0,0,0,148,133,15,0,35,5,264,84,1.68,5.3,,11
Roman Hemby,144891,HB,MARYLAND,4,50,12,4,39.4,99,0,251,1,6,12,189,113.4,6,15,215,0,24,82.4,70.8,81.8,,41.3,57.4,74.8,62.3,40,1,98,10,69,56,0,0,13,60,4,251,189,3.78,5.0,1.42,26
Kentrel Bullock,124129,HB,S ALABAMA,4,50,16,3,31.4,80,0,255,1,3,16,167,111.3,8,15,288,0,23,82.7,62.9,0.0,,19.3,56.0,66.9,,34,1,40,7,47,52,0,0,8,57,1,255,167,3.34,5.1,0.85,27
Myles Bailey,145722,HB,C MICHIGAN,4,50,18,3,27.7,59,0,213,0,0,18,183,124.3,8,13,134,0,25,82.4,72.0,80.5,,85.5,57.9,72.1,61.1,24,0,11,3,38,73,0,0,3,53,2,213,183,3.66,4.3,0.29,24
Frank Gore Jr.,121457,HB,SO MISS,4,50,10,5,50.5,105,0,208,3,3,10,168,78.0,7,14,296,0,20,82.5,71.2,81.0,49.6,57.9,46.8,78.4,55.1,29,0,30,6,51,59,0,0,12,56,2,208,168,3.36,4.2,0.59,28
Nate Johnson,158489,QB,UTAH,5,37,14,1,8.7,19,0,134,0,0,8,104,60.8,5,13,328,6,23,20.4,56.7,82.5,51.0,,57.9,62.3,60.1,27,0,0,0,3,132,84,13,0,37,3,218,148,2.96,4.4,0.0,7
Makhi Hughes,158417,HB,TULANE,4,49,12,3,26.7,64,1,240,1,1,12,171,89.0,7,12,319,0,38,82.2,73.8,0.0,,34.3,46.9,78.0,58.4,27,1,9,2,29,62,0,0,3,51,1,240,171,3.49,4.9,0.31,11
Ray Davis,101072,HB,KENTUCKY,4,49,14,5,54.3,169,0,311,1,2,14,151,85.0,9,15,202,1,23,60.7,76.4,5.8,,37.0,65.9,80.4,69.8,55,1,138,9,75,61,0,0,12,58,5,311,151,3.08,6.3,1.84,25
Trevor Etienne,157730,HB,FLORIDA,4,49,20,6,46.8,154,0,329,0,2,20,205,164.4,11,16,163,0,15,82.7,81.5,81.3,,27.3,66.9,82.7,59.1,62,0,46,7,41,60,0,0,7,56,2,329,205,4.18,6.7,1.12,34
Sean Dollars,71332,HB,NEVADA,4,49,6,2,34.6,53,0,153,0,1,6,101,24.9,3,9,239,2,21,37.0,61.7,81.9,,84.3,57.8,61.6,55.9,33,0,53,9,65,60,0,0,13,58,2,153,101,2.06,3.1,0.82,26
Cam Porter,129732,HB,NWESTERN,4,49,14,2,20.1,41,0,204,1,0,14,148,71.7,5,10,256,0,26,82.2,73.4,81.8,,27.6,56.1,78.4,77.5,25,0,49,10,69,72,0,0,12,59,1,204,148,3.02,4.2,0.71,23
Jaylon Armstead,128290,HB,S DIEGO ST,5,48,16,2,28.4,64,0,225,0,0,16,124,82.7,5,14,284,2,31,36.6,72.6,0.0,,78.1,59.2,72.6,58.0,48,1,10,2,18,57,0,0,2,50,4,225,124,2.58,4.7,0.56,17
Jacory Croskey-Merritt,102382,HB,NEW MEXICO,4,48,20,6,57.9,190,0,328,0,2,20,194,177.8,10,18,241,0,7,81.9,91.1,80.8,,71.6,80.0,89.0,60.0,55,0,48,2,22,48,0,0,2,50,7,328,194,4.04,6.8,2.18,39
