player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Justin Mayers,100808,G,UTEP,6,100.0,1,330,79.0,78.8,78.2,0,4,188,100.0,100.0,98.4,3,5,1,426,0,426,0,426,209,209,0,0,217,0
Zuri Henry,81907,T,UTEP,6,100.0,1,330,68.5,69.6,67.2,0,6,188,100.0,100.0,97.3,5,8,2,426,0,0,147,426,209,209,0,279,217,0
Andrew Meyer,81910,C,UTEP,6,100.0,0,330,76.9,88.2,73.4,0,2,179,100.0,100.0,99.4,3,2,0,412,412,0,0,412,200,200,0,0,212,0
Elijah Klein,81912,G,UTEP,6,100.0,0,330,82.2,85.0,81.5,0,2,179,100.0,100.0,98.9,2,3,1,408,0,0,0,408,200,200,374,34,208,0
Luke Kandra,52487,G,CINCINNATI,5,100.0,0,138,76.9,64.7,79.1,0,6,197,100.0,100.0,97.5,0,8,2,398,6,0,0,398,208,208,392,0,190,0
Bert Hale,122675,G,LA TECH,6,100.0,1,208,66.8,75.4,62.9,1,4,213,100.0,100.0,98.4,1,6,1,381,0,380,0,381,227,227,0,0,154,1
Carson Bruno,145245,T,LA TECH,6,100.0,1,208,57.1,59.0,61.4,2,12,213,100.0,100.0,95.8,5,16,2,381,0,0,1,381,227,227,0,379,154,1
Dakota White,122688,T,LA TECH,6,100.0,0,208,60.2,60.9,53.3,1,7,212,100.0,100.0,96.7,0,11,3,378,0,0,373,378,226,226,0,0,152,5
Luke Watson,173286,T,TEMPLE,5,100.0,0,306,41.5,21.5,51.7,5,9,220,100.0,100.0,96.8,1,14,0,360,0,84,276,360,238,238,0,0,122,0
Gavin Gerhardt,123561,C,CINCINNATI,5,100.0,0,138,63.4,57.2,68.1,0,9,178,100.0,100.0,96.9,4,10,1,360,360,0,0,360,187,187,0,0,173,0
Victor Stoffel,98528,T,TEMPLE,5,100.0,0,306,79.2,72.6,79.4,1,6,220,100.0,100.0,98.0,0,8,1,360,0,0,0,360,238,238,0,360,122,0
Dartanyan Tinsley,156073,G,CINCINNATI,5,100.0,0,138,68.3,71.1,67.9,0,4,174,100.0,100.0,98.9,1,4,0,354,0,354,0,354,184,184,0,0,170,0
Wilson Kelly,121810,C,MIDDLE TN,5,100.0,0,224,54.7,49.0,56.8,2,6,216,100.0,100.4,97.7,3,9,1,353,353,0,0,353,231,230,0,0,122,0
Timothy McKay,98249,T,NC STATE,5,100.0,0,248,62.4,74.2,55.5,2,4,198,100.0,100.0,98.5,1,6,0,352,0,1,0,352,209,209,50,301,143,0
Ka'ena Decambra,146066,T,HAWAII,5,100.0,0,180,55.1,72.6,36.9,1,11,245,100.0,100.0,97.1,0,13,1,352,0,0,3,352,258,258,159,190,94,0
Eliki Tanuvasa,79663,C,HAWAII,5,100.0,0,180,57.2,53.9,56.3,1,14,245,100.0,100.0,96.9,1,15,0,352,352,0,0,352,258,258,0,0,94,0
Tautai Li'o Marks,128158,G,TULSA,5,100.0,0,320,60.9,69.5,57.7,0,6,134,100.0,100.0,97.8,0,6,0,352,28,0,0,352,139,139,324,0,213,0
Anthony Belton,143985,T,NC STATE,5,100.0,0,248,71.6,68.7,73.4,0,5,198,100.0,100.0,98.2,4,6,1,352,0,0,352,352,209,209,0,0,143,0
Brock Robey,163975,G,JVILLE ST,5,100.0,0,196,61.8,70.4,60.1,0,2,128,100.0,100.0,98.4,1,3,1,351,5,0,0,351,139,139,346,0,212,0
Joshua Atkins,144243,T,HAWAII,5,100.0,1,180,61.5,58.7,66.1,3,6,243,100.0,100.0,96.9,5,12,3,349,0,0,349,349,256,256,0,0,93,0
Deondre Buford,124053,T,CINCINNATI,5,100.0,0,138,48.2,56.7,51.9,3,7,169,100.0,100.0,95.9,7,12,2,347,0,0,0,347,180,180,0,343,167,4
Parker Titsworth,97656,C,OHIO,5,100.0,0,259,65.5,71.8,62.9,1,5,163,100.0,100.0,98.2,2,6,0,346,346,0,0,346,172,172,0,0,174,0
Treylen Brown,108550,C,JVILLE ST,5,100.0,0,196,69.7,69.6,66.7,0,1,124,100.0,100.0,98.8,1,2,1,346,346,0,0,346,135,135,0,0,211,0
Jay Amburgey,98250,T,OHIO,5,100.0,0,259,69.0,72.6,63.5,2,5,163,100.0,100.0,97.9,1,7,0,346,0,0,346,346,172,172,0,0,174,0
Will O'Steen,125373,T,JVILLE ST,5,100.0,0,196,55.7,49.4,59.2,0,4,127,100.0,100.0,96.9,2,6,2,346,0,0,346,346,138,138,0,0,208,0
Kurt Danneker,77443,G,OHIO,5,100.0,1,259,71.2,78.0,70.0,2,2,162,100.0,100.0,98.8,2,4,0,345,0,345,0,345,171,171,0,0,174,0
Sergio Muasau,86114,G,HAWAII,5,100.0,0,180,53.2,64.0,46.9,1,6,237,100.0,100.0,97.3,2,10,3,343,0,343,0,343,249,249,0,0,94,0
Mike Lofton,123751,C,USF,4,100.0,1,327,48.3,52.2,48.4,0,11,174,100.0,100.0,94.5,3,15,4,342,342,0,0,342,191,191,0,0,151,0
Andrew Kilfoyl,144486,G,USF,4,100.0,0,327,53.2,37.5,56.1,0,6,174,100.0,100.0,94.8,1,12,6,342,0,342,0,342,191,191,0,0,151,0
Xavier Bausley,163939,T,JVILLE ST,5,100.0,0,196,70.0,76.3,64.3,2,3,126,100.0,100.0,98.0,0,5,0,342,0,0,0,342,137,137,0,342,205,0
Gunnar Hansen,146959,T,VANDERBILT,5,100.0,0,333,64.5,74.3,61.5,2,9,197,100.0,100.0,97.2,3,11,0,341,0,1,340,341,211,211,0,0,130,0
Vincent Murphy,99046,C,W KENTUCKY,5,100.0,0,346,72.0,87.8,61.9,0,1,225,100.0,100.0,99.8,0,1,0,340,340,0,0,340,237,237,0,0,103,0
Julian Hernandez,98570,C,VANDERBILT,5,100.0,0,333,54.3,59.2,50.7,0,7,197,100.0,100.0,97.2,0,9,2,340,340,0,0,340,211,211,0,0,129,0
Wesley Horton,123451,G,W KENTUCKY,5,100.0,0,346,62.3,65.8,58.7,0,9,225,100.0,100.0,98.0,0,9,0,340,0,0,0,340,237,237,340,0,103,0
Abraham Delfin,59808,C,LA TECH,6,100.0,0,208,47.9,38.2,53.3,3,8,191,100.0,100.0,96.1,2,13,2,339,339,0,0,339,204,204,0,0,135,0
Quantavious Leslie,123456,G,W KENTUCKY,5,100.0,0,346,69.9,77.2,66.7,1,1,223,100.0,100.0,99.6,0,2,0,337,0,337,0,337,235,235,0,0,102,0
Cade Bennett,122956,G,S DIEGO ST,5,100.0,1,284,68.8,72.2,68.3,0,4,175,100.0,100.0,98.9,3,4,0,336,0,336,0,336,181,181,0,0,155,0
Ross Ulugalu-Maseuli,146155,C,S DIEGO ST,5,100.0,1,284,68.6,56.0,69.5,0,14,175,100.0,100.0,96.0,3,14,0,336,336,0,0,336,181,181,0,0,155,0
Myles Murao,131907,G,S DIEGO ST,5,100.0,0,284,60.6,60.6,62.0,1,11,175,100.0,100.0,96.6,3,12,0,336,0,0,0,336,181,181,202,134,155,0
Christian Jones,146145,T,S DIEGO ST,5,100.0,0,284,64.0,73.1,55.3,1,8,175,100.0,100.0,95.1,1,13,4,336,0,0,336,336,181,181,0,0,155,0
John Williams,123585,T,CINCINNATI,5,100.0,0,138,64.0,64.4,60.7,4,6,170,100.0,100.0,97.1,2,10,0,336,0,0,332,336,179,179,0,0,157,1
Bradley Ashmore,124344,G,VANDERBILT,5,100.0,0,333,83.7,69.7,90.1,0,6,193,100.0,100.0,97.9,1,7,1,335,0,0,0,335,207,207,217,115,128,2
Ethan Mottinger,128100,T,UMASS,5,100.0,3,216,64.3,60.1,63.4,3,7,169,100.0,100.0,97.0,4,10,0,329,0,0,0,329,181,181,0,329,148,0
Marcellus Anderson,176298,G,UMASS,5,100.0,0,216,62.2,76.6,58.4,1,3,169,100.0,100.0,98.2,1,5,1,329,0,0,0,329,181,181,329,0,148,0
Josh Atwood,128073,C,UMASS,5,100.0,0,216,54.7,58.2,57.0,3,6,169,100.0,100.0,97.3,4,9,0,329,329,0,0,329,181,181,0,0,148,0
Jonny Hassard,128082,T,UMASS,5,100.0,0,216,51.1,51.1,49.3,2,7,169,100.0,100.0,96.2,0,11,2,329,0,0,329,329,181,181,0,0,148,0
Cole Garcia,75872,G,UMASS,5,100.0,0,216,53.5,55.8,50.1,0,8,169,100.0,100.0,97.6,0,8,0,329,0,329,0,329,181,181,0,0,148,0
Isaiah Helms,104720,C,APP STATE,4,100.0,0,108,59.6,73.7,54.8,0,3,151,100.0,100.0,99.0,1,3,0,328,328,0,0,328,157,157,0,0,171,0
Bucky Williams,78305,G,APP STATE,4,100.0,0,108,74.0,73.6,74.8,0,2,151,100.0,100.0,99.3,1,2,0,327,0,0,0,327,157,157,327,0,170,0
Jaren Kump,131859,C,UTAH,5,100.0,1,328,62.4,63.7,63.1,0,4,150,100.0,100.0,96.7,2,7,3,326,325,0,0,326,156,156,0,0,170,0
Michael Mokofisi,146439,G,UTAH,5,100.0,0,328,62.9,60.3,64.9,1,7,150,100.0,100.0,97.3,4,8,0,326,0,0,0,326,156,156,325,0,170,0
Anthony Pardue,81819,C,S JOSE ST,5,100.0,0,285,62.5,67.8,57.7,0,2,207,99.5,99.6,99.5,4,2,0,325,325,0,0,325,222,223,0,0,103,0
Fernando Carmona Jr.,146185,T,S JOSE ST,5,100.0,0,285,69.5,76.8,64.6,2,5,207,99.5,99.6,98.3,3,7,0,325,0,0,325,325,222,223,0,0,103,0
Sataoa Laumea,100525,T,UTAH,5,100.0,1,328,68.1,67.4,68.7,0,7,150,100.0,100.0,97.7,3,7,0,325,0,0,0,325,156,156,0,325,169,0
Tyler Ostrom,81818,G,S JOSE ST,5,100.0,0,285,73.4,69.5,75.8,0,8,207,99.5,99.6,98.1,1,8,0,325,0,291,0,325,222,223,34,0,103,0
Damion Daley,75770,G,APP STATE,4,100.0,0,108,61.5,60.7,59.9,0,5,149,100.0,100.0,98.3,0,5,0,324,0,323,0,324,155,155,1,0,169,0
