player_id,team,opp,pos,name,fpts,proj_own,smash,value_percent,ceil,floor,min_exposure,max_exposure,rg_value,salary,custom,rg_id,partner_id
881056,SEA,LV,TE,Tyler Mabry,,0,,,,,0,0,-7.75,2500,,1849841,881056
741785,NYJ,CHI,QB,Mike White,13.81,4.22,2.52,38.28,21.89,7.83,5,0,-1.74,4900,,328578,741785
878911,BAL,JAX,WR,Andy Isabella,,0,,,,,0,0,-8.75,3000,,982789,878911
689689,CLE,TB,TE,Pharaoh Brown,0.34,0.04,,0.83,0.68,,0,0,-7.41,2500,,37028,689689
1071823,ATL,WAS,WR,Josh Ali,,0,,,,,0,0,-8.75,3000,,-1071823,1071823
843733,DEN,CAR,TE,Mitchell Fraboni,,0,,,,,0,0,-7.75,2500,,-843733,843733
733744,KC,LAR,RB,Wayne Gallman Jr.,,0,,,,,0,0,-10.75,4000,,-733744,733744
861278,NYJ,CHI,TE,Tyler Conklin,8.04,4.47,8.09,36.33,15.28,3.71,7,0,-0.91,3100,,328304,861278
877745,BAL,JAX,QB,Lamar Jackson,22.08,8.81,9.89,57.58,31.46,14.68,2,5,0.33,8000,,328097,877745
613866,WAS,ATL,QB,Carson Wentz,,0,,,,,0,0,-16.15,5200,,35558,613866
820435,LAR,KC,WR,Brandon Powell,5.44,0.65,1.14,23.38,11.25,1.88,0,0,-3.31,3000,,328242,820435
833514,SEA,LV,WR,Cody Thompson,,0,,,,,0,0,-8.75,3000,,982696,833514
820699,BAL,JAX,TE,Mark Andrews,16.28,15.45,18.67,42.5,28.39,8.81,15,33,0.53,6500,,328096,820699
944636,WAS,ATL,TE,Armani Rogers,,0,,,,,0,0,-7.75,2500,,3491895,944636
560241,ARI,LAC,WR,DeAndre Hopkins,20.62,16.07,26.51,56.43,32.31,11.9,12,20,2.47,7700,,16563,560241
944416,LV,SEA,RB,Josh Jacobs,19.35,7.67,17.65,55.17,28.77,12.15,0,0,1.20,7700,,973101,944416
924946,ARI,LAC,WR,Antoine Wesley,,0,,,,,0,0,-8.75,3000,,1001210,924946
835417,LV,SEA,WR,Chris Lacy,,0,,,,,0,0,-8.75,3000,,471650,835417
867009,SF,NO,WR,Jauan Jennings,2.66,0.12,0.08,7.09,8.48,,0,0,-6.29,3100,,1849815,867009
824428,DEN,CAR,TE,Andrew Beck,,0,,,,,0,0,-7.75,2500,,982262,824428
652520,WAS,ATL,WR,Alex Erickson,0.08,0,,,0.16,,0,0,-8.67,3000,,35425,652520
885940,CAR,DEN,TE,Giovanni Ricci,,0,,,,,0,0,-7.75,2500,,1844743,885940
880022,NO,SF,WR,Kirk Merritt,,0,,,,,0,0,-8.75,3000,,1844366,880022
880033,KC,LAR,RB,Ronald Jones II,1.6,0.41,0.02,1.2,5.42,-0.04,0,0,-9.15,4000,,328794,880033
923109,BAL,JAX,RB,Justice Hill,4.2,0.09,0.26,5.31,9.98,1.33,0,0,-7.35,4400,,981965,923109
401534,DEN,CAR,QB,Russell Wilson,15.07,1.73,3.31,36.96,23.19,9.09,0,0,-1.48,5400,,13560,401534
555358,SF,NO,QB,Jimmy Garoppolo,16.66,3.25,6.86,48.04,25.56,9.56,0,0,-0.29,5600,,18136,555358
865844,CIN,TEN,QB,Jake Browning,,0,,,,,0,0,-13.75,4000,,982172,865844
820601,LV,SEA,RB,Jakob Johnson,1.15,0,0.02,0.27,2.29,0.01,0,0,-9.60,4000,,963120,820601
851225,CHI,NYJ,TE,Sammis Reyes,,0,,,,,0,0,-7.75,2500,,-851225,851225
976658,TEN,CIN,WR,Racey McMath,,0,,,,,0,0,-8.75,3000,,2861973,976658
920756,BAL,JAX,WR,Devin Duvernay,8.04,1.08,4.38,24.68,17.45,2.73,0,2,-4.11,4700,,1844099,920756
831007,LAC,ARI,QB,Easton Stick,,0,,,,,0,0,-13.75,4000,,982758,831007
923814,LV,SEA,WR,DJ Turner,0.35,0.03,,0.92,0.7,,0,0,-8.40,3000,,2862308,923814
465752,LV,SEA,RB,Brandon Bolden,2.38,0.06,,1.54,6.03,0.13,0,0,-8.37,4000,,13620,465752
913826,CHI,NYJ,WR,Byron Pringle,1.12,0.04,,1.45,2.23,0.01,0,0,-7.63,3000,,328853,913826
552586,ATL,WAS,TE,MyCole Pruitt,3.76,0.01,1.49,14.67,12.39,,0,0,-3.99,2500,,21627,552586
883312,NYJ,CHI,WR,Irvin Charles,,0,,,,,0,0,-8.75,3000,,3515611,883312
752665,SF,NO,TE,Ross Dwelley,,0,,,,,0,0,-7.75,2500,,329008,752665
653699,NO,SF,WR,Michael Thomas,,0,,,,,0,0,-8.75,3000,,35596,653699
698227,LAR,KC,WR,Cooper Kupp,,0,,,,,0,0,-18.75,8000,,37050,698227
832900,DEN,CAR,RB,Chase Edmonds,,0,,,,,0,0,-11.35,4300,,328948,832900
884567,LAC,ARI,WR,Jalen Guyton,,0,,,,,0,0,-8.75,3000,,1001683,884567
513856,SEA,LV,QB,Geno Smith,21.67,14.15,18.21,69.04,31.64,14.09,20,28,3.92,6000,,16557,513856
820734,CIN,TEN,RB,Samaje Perine,15.27,16.13,12.09,58.04,24.03,8.92,0,4,1.32,5600,,36977,820734
878935,SEA,LV,WR,Penny Hart,0.7,0.05,,1.47,1.39,0.01,0,0,-8.05,3000,,982345,878935
820866,NYJ,CHI,WR,Braxton Berrios,1.19,0.07,0.02,2.96,2.37,0.01,0,0,-7.56,3000,,328392,820866
920944,LAR,KC,WR,Ben Skowronek,7.25,1.76,2.03,24.15,14.3,2.6,0,0,-2.30,3400,,2862398,920944
822857,CLE,TB,RB,Nick Chubb,14.78,3.37,10.02,36.27,23.9,8.2,4,0,-3.57,7800,,328152,822857
732107,TEN,CIN,QB,Logan Woodside,,0,,,,,0,0,-13.75,4000,,328118,732107
604826,WAS,ATL,WR,Marken Michel,,0,,,,,0,0,-8.75,3000,,35476,604826
867759,SF,NO,WR,Ray-Ray McCloud III,0.71,0.03,,1.45,1.41,0.01,0,0,-8.04,3000,,328333,867759
690153,ATL,WAS,RB,Cordarrelle Patterson,10.68,1.3,2.37,24.46,18.53,5.8,3,0,-4.07,6000,,16564,690153
