player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Tyreek Hill,10799,WR,MIA,10,105,0,17,11.6,3,84.2,60.0,3,5,0.0,0,11,1,81.7,91.1,1,26,0.0,0,55,16,94.5,52,103.3,19,18.1,1,187,54,3.4,11.7,3.6,0,12.8,3,72.6,62.5,5,8,5.4,3,33,0,75.0,90.4,1,64,0.0,0,218,53,94.0,205,114.8,73,69.5,3,775,215,4.1,14.6,3.78
Stefon Diggs,9579,WR,BUF,9,96,0,4,10.6,3,70.0,40.0,2,5,0.0,0,16,0,84.1,88.3,0,41,0.0,0,101,21,95.0,96,136.8,30,31.3,4,265,123,5.9,12.6,2.76,0,11.1,7,77.8,50.0,2,4,2.3,1,23,0,83.0,87.4,0,46,0.0,0,198,42,97.5,193,119.8,54,56.3,2,528,154,3.7,12.6,2.74
Cooper Kupp,11824,WR,LA,9,95,0,26,7.8,1,68.8,66.7,4,6,0.0,0,6,1,78.7,66.7,2,75,0.0,0,75,11,94.7,71,98.2,16,16.8,2,149,94,8.5,13.5,2.1,0,6.6,10,83.1,60.0,3,5,0.0,0,29,0,90.6,87.4,2,69,1.3,3,237,54,96.6,229,100.4,65,68.4,2,566,287,5.3,10.5,2.47
Justin Jefferson,61398,WR,MIN,9,93,0,18,11.0,2,64.3,57.1,4,7,5.3,1,13,0,56.9,81.3,1,47,0.0,0,131,18,92.4,121,104.8,28,30.1,1,374,174,9.7,20.8,3.09,0,10.3,5,84.3,63.6,7,11,4.4,2,27,0,75.5,90.0,3,64,0.0,0,208,43,94.7,197,104.1,51,54.8,2,598,206,4.8,13.9,3.04
Davante Adams,8688,WR,LV,9,92,0,23,12.7,0,57.1,40.0,2,5,0.0,0,6,0,76.5,77.5,0,58,0.0,0,60,8,88.3,53,121.4,14,15.2,3,108,40,5.0,13.5,2.04,0,11.7,5,63.9,50.0,4,8,4.9,2,23,1,73.7,84.2,1,41,0.5,1,199,39,96.5,192,94.3,61,66.3,2,510,206,5.3,13.1,2.66
Michael Pittman Jr.,29049,WR,IND,9,83,0,14,7.5,1,66.7,66.7,6,9,4.8,1,13,2,72.3,70.9,1,25,0.0,0,131,20,90.8,119,71.4,30,36.1,0,199,79,4.0,10.0,1.67,0,6.9,3,76.7,37.5,3,8,0.0,0,16,0,89.0,70.9,1,28,0.0,0,229,33,96.5,221,98.5,43,51.8,1,355,125,3.8,10.8,1.61
CeeDee Lamb,61570,WR,DAL,9,83,0,9,10.3,1,59.3,42.9,3,7,5.9,1,12,0,67.7,82.4,1,30,0.0,0,83,16,92.8,77,79.7,27,32.5,1,203,56,3.5,12.7,2.64,0,11.8,3,67.3,25.0,2,8,8.3,3,22,0,60.5,78.4,1,35,0.0,0,181,33,94.5,171,109.2,49,59.0,3,460,162,4.9,13.9,2.69
Travis Kelce,7844,TE,KC,9,83,0,16,7.9,10,76.7,50.0,3,6,8.0,2,16,0,64.3,83.7,0,27,2.7,4,148,23,85.1,126,136.8,30,36.1,4,225,121,5.3,9.8,1.79,0,7.6,5,80.0,50.0,2,4,5.9,2,24,0,69.6,90.9,1,46,4.9,9,185,32,90.3,167,111.8,40,48.2,1,453,181,5.7,14.2,2.71
Diontae Johnson,33441,WR,PIT,9,79,0,25,10.5,1,44.0,28.6,2,7,0.0,0,7,1,80.0,63.6,1,14,0.0,0,105,11,90.5,95,34.6,25,31.6,0,75,24,2.2,6.8,0.79,0,12.0,1,63.8,66.7,2,3,9.1,3,15,0,51.7,64.8,4,36,0.0,0,240,30,92.5,222,48.1,47,59.5,0,319,60,2.0,10.6,1.44
Austin Ekeler,12164,HB,LAC,9,77,0,27,-0.8,0,88.9,,0,0,11.1,1,6,0,54.5,60.8,0,21,13.1,8,61,8,86.9,53,132.6,9,11.7,2,57,58,7.3,7.1,1.08,0,-1.5,15,82.2,0.0,0,2,7.5,3,11,0,65.0,72.8,0,21,8.4,13,155,37,87.1,135,95.3,45,58.4,1,229,297,8.0,6.2,1.7
