id,player,team,opponent,position,salary,ownership
83311-73273,David Montgomery,CHI,ATL,RB,6200,35.1
83311-86055,Dameon Pierce,HOU,WAS,RB,7600,25.6
83311-86631,CeeDee Lamb,DAL,MIN,WR,8100,22.8
83311-86997,Amon-Ra St. Brown,DET,NYG,WR,7800,20.7
83311-70603,Devin Singletary,BUF,CLE,RB,6400,19.7
83311-25079,Stefon Diggs,BUF,CLE,WR,9400,18.3
83311-42104,Alvin Kamara,NO,LAR,RB,7500,17.9
83311-89981,Tee Higgins,CIN,PIT,WR,7600,17.3
83311-86080,Kyle Pitts,ATL,CHI,TE,5500,15.9
83311-91591,Justin Fields,CHI,ATL,QB,8700,15.5
83311-62239,Josh Allen,BUF,CLE,QB,9200,14.9
83311-85671,Justin Jefferson,MIN,DAL,WR,9100,14.1
83311-56250,Terry McLaurin,WAS,HOU,WR,7300,13.8
83311-72731,Josh Jacobs,LV,DEN,RB,8500,13.6
83311-64401,Saquon Barkley,NYG,DET,RB,9700,13.2
83311-111540,Rhamondre Stevenson,NE,NYJ,RB,8100,12.8
83311-90576,DeVonta Smith,PHI,IND,WR,6400,12.4
83311-52442,Joe Mixon,CIN,PIT,RB,9000,11.6
83311-57403,Courtland Sutton,DEN,LV,WR,7000,11.4
83311-89675,Jonathan Taylor,IND,PHI,RB,8700,11.0
83311-112745,Drake London,ATL,CHI,WR,5700,10.9
83311-69531,Jalen Hurts,PHI,IND,QB,8800,10.8
83311-31716,Dak Prescott,DAL,MIN,QB,7500,10.3
83311-12542,New Orleans Saints,NO,LAR,D,4100,10.2
83311-91931,Greg Dulcich,DEN,LV,TE,5500,10.1
83311-87770,Chris Olave,NO,LAR,WR,6900,9.5
83311-54140,Dalvin Cook,MIN,DAL,RB,8300,9.3
83311-55042,Dalton Schultz,DAL,MIN,TE,5900,9.3
83311-69213,Michael Pittman Jr.,IND,PHI,WR,6700,9.3
83311-12538,Los Angeles Rams,LAR,NO,D,3900,9.1
83311-69777,Darnell Mooney,CHI,ATL,WR,6000,9.1
83311-94534,Gabe Davis,BUF,CLE,WR,7100,8.3
83311-72846,A.J. Brown,PHI,IND,WR,8400,8.1
83311-12547,Pittsburgh Steelers,PIT,CIN,D,3800,7.8
83311-12537,Las Vegas Raiders,LV,DEN,D,3200,7.8
83311-63043,D.J. Moore,CAR,BAL,WR,6700,7.5
83311-12528,Cincinnati Bengals,CIN,PIT,D,4200,7.5
83311-64585,Dawson Knox,BUF,CLE,TE,5100,7.4
83311-63115,Lamar Jackson,BAL,CAR,QB,8400,7.3
83311-63634,Jakobi Meyers,NE,NYJ,WR,6500,7.1
83311-63519,Daniel Jones,NYG,DET,QB,7800,6.8
83311-12555,Baltimore Ravens,BAL,CAR,D,4700,6.6
83311-29358,Marcus Mariota,ATL,CHI,QB,7200,6.4
83311-53562,Nick Chubb,CLE,BUF,RB,8400,6.4
83311-69956,Michael Gallup,DAL,MIN,WR,5600,6.3
83311-90933,Antonio Gibson,WAS,HOU,RB,6600,6.1
83311-103564,Garrett Wilson,NYJ,NE,WR,6200,6.0
83311-39716,Adam Thielen,MIN,DAL,WR,6000,5.8
83311-52436,Mark Andrews,BAL,CAR,TE,7700,5.8
83311-90562,Brian Robinson Jr.,WAS,HOU,RB,6600,5.8
83311-63759,Tony Pollard,DAL,MIN,RB,8000,5.7
83311-12541,New England Patriots,NE,NYJ,D,5000,5.5
83311-71706,T.J. Hockenson,MIN,DAL,TE,6500,5.3
83311-53639,Isaiah McKenzie,BUF,CLE,WR,5300,5.2
83311-56262,Parris Campbell,IND,PHI,WR,5800,5.1
83311-12552,Washington Commanders,WAS,HOU,D,4000,5.0
83311-45631,Jamaal Williams,DET,NYG,RB,7000,5.0
83311-22015,Russell Wilson,DEN,LV,QB,6900,5.0
83311-71845,Miles Sanders,PHI,IND,RB,7300,5.0
83311-45889,Davante Adams,LV,DEN,WR,8500,4.9
83311-30733,Cordarrelle Patterson,ATL,CHI,RB,6700,4.7
83311-40167,Gus Edwards,BAL,CAR,RB,6800,4.7
83311-40669,Tyler Boyd,CIN,PIT,WR,6800,4.7
83311-12531,Denver Broncos,DEN,LV,D,3900,4.6
83311-66008,Diontae Johnson,PIT,CIN,WR,6300,4.6
83311-91426,Donovan Peoples-Jones,CLE,BUF,WR,5900,4.5
