player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Will Rogers,124184,QB,MISS STATE,12,78.8,523,570,5.9,2.49,18,13,2.2,67.2,383,0,124,7.0,608,29,195,227,58.4,75.5,74.1,58.3,1,6,640,3,19.4,100.6,3.9,24,11,6,22,34,17,2.7,3694,6.5
Kyle Vantrease,55029,QB,GA SOUTHRN,11,69.4,481,507,8.7,2.29,7,18,3.4,61.1,310,0,116,7.2,521,24,168,174,69.0,66.2,66.1,52.0,1,14,547,0,5.2,84.9,1.2,6,8,0,18,22,23,4.2,3520,6.9
Austin Reed,111760,QB,W KENTUCKY,12,73.9,471,498,7.9,2.28,13,25,4.8,65.7,327,0,94,6.0,530,21,177,346,51.4,76.8,77.0,60.0,5,9,553,2,12.8,103.5,2.3,12,15,2,7,33,21,3.8,3843,7.7
John Paddock,77689,QB,BALL ST,12,68.1,455,483,7.3,2.2,13,15,2.9,59.8,289,0,123,6.8,501,21,145,117,68.8,66.3,65.7,50.2,5,14,530,1,10.6,76.0,2.6,13,5,0,10,18,19,3.6,2743,5.7
Michael Penix Jr.,82134,QB,WASHINGTON,11,75.5,441,460,9.5,2.57,3,19,3.9,66.3,305,0,106,8.4,477,28,191,340,80.5,87.0,87.4,53.4,1,6,507,3,3.8,105.8,0.8,4,13,2,13,26,6,1.2,3869,8.4
Hunter Dekkers,122511,QB,IOWA STATE,11,75.2,419,434,7.4,2.63,2,13,2.9,66.8,290,1,152,7.9,481,25,155,193,70.5,75.6,75.5,59.3,2,13,500,3,17.1,87.3,5.4,26,20,1,10,18,12,2.4,2938,6.8
Aidan O'Connell,60516,QB,PURDUE,10,72.9,395,423,8.5,2.52,4,17,3.8,63.4,268,0,111,6.9,450,20,139,273,73.4,68.9,68.4,57.9,6,11,478,4,14.4,87.7,3.6,16,10,0,18,20,22,4.6,2827,6.7
Clayton Tune,77652,QB,HOUSTON,11,79.0,391,422,9.6,3.08,6,21,4.8,68.5,289,0,133,6.5,489,20,191,182,54.1,90.8,88.2,77.6,2,9,514,2,15.8,112.0,4.3,21,44,1,22,35,17,3.3,3450,8.2
Jack Plummer,83543,QB,CAL,11,74.2,380,419,9.2,2.61,3,16,3.6,61.6,258,0,173,8.5,461,24,136,130,67.0,76.1,72.4,77.2,6,9,490,3,17.9,85.8,6.7,31,11,0,30,17,18,3.7,2801,6.7
Layne Hatcher,82068,QB,TEXAS ST,11,73.0,382,419,8.0,2.73,4,15,3.5,62.5,262,0,120,6.1,462,17,113,314,60.0,61.8,60.9,57.7,1,9,479,5,20.8,85.7,5.4,25,15,1,31,19,19,4.0,2547,6.1
