player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Chase Brown,77787,HB,ILLINOIS,11,310,73,23,33.2,522,0,1571,1,6,73,897,68.0,45,75,187,5,107,66.6,80.4,61.4,74.3,65.3,55.4,81.2,69.5,49,2,197,26,223,345,0,0,29,336,9,1571,897,2.89,5.1,0.88,193
Carson Steele,145632,HB,BALL ST,12,290,97,25,38.2,583,0,1528,0,7,97,1161,130.5,42,75,117,3,105,78.0,88.5,61.7,,56.0,64.9,90.6,48.3,48,1,166,29,244,334,0,0,36,319,14,1528,1161,4.0,5.3,0.68,182
Mohamed Ibrahim,55226,HB,MINNESOTA,10,277,60,21,33.0,506,0,1534,0,1,60,1005,77.9,43,100,225,2,113,82.8,89.0,84.9,,42.5,61.0,86.7,63.0,54,0,50,7,103,299,0,0,7,284,19,1534,1005,3.63,5.5,0.49,164
Brad Roberts,125398,HB,AIR FORCE,11,272,31,13,24.8,352,0,1420,0,1,31,677,29.2,20,79,101,2,121,82.2,90.2,90.7,,45.4,66.1,87.0,59.6,71,1,9,1,11,424,0,0,1,273,14,1420,677,2.49,5.2,0.82,19
Khalan Laborn,57204,HB,MARSHALL,11,271,56,18,37.9,510,0,1345,1,5,56,782,61.1,36,77,214,4,55,69.3,79.2,58.9,60.0,38.9,60.9,83.1,45.1,78,1,122,17,221,330,0,0,25,288,14,1345,782,2.89,5.0,0.55,212
Marquez Cooper,130489,HB,KENT STATE,11,254,76,16,27.7,325,0,1173,0,1,76,724,84.1,38,71,201,1,127,88.9,85.3,58.1,,77.5,57.5,86.1,59.0,46,1,93,7,187,310,0,0,11,261,11,1173,724,2.85,4.6,0.5,125
Quinshon Judkins,157128,HB,OLE MISS,12,252,74,24,45.9,677,0,1476,0,4,74,872,101.9,39,86,226,2,95,81.2,88.0,86.8,60.4,41.8,55.3,90.8,47.3,61,1,116,13,189,313,0,0,15,265,16,1476,872,3.46,5.9,0.61,156
Blake Corum,129574,HB,MICHIGAN,11,246,73,22,41.0,597,0,1455,0,2,73,830,98.8,36,96,222,1,157,91.7,96.1,49.1,,78.2,69.3,96.0,63.2,61,1,82,10,138,274,0,0,11,256,18,1455,830,3.37,5.9,0.59,88
Bijan Robinson,123126,HB,TEXAS,11,228,90,20,41.9,585,0,1396,0,8,90,946,164.6,36,68,311,2,96,79.2,93.4,87.4,,54.6,74.3,94.1,72.6,78,0,314,19,201,247,0,0,29,247,16,1396,946,4.15,6.1,1.56,132
Israel Abanikanda,122999,HB,PITTSBURGH,10,226,45,18,45.2,594,0,1315,2,9,45,619,62.7,34,68,268,3,62,72.0,87.2,88.1,,32.3,48.0,90.4,58.9,80,0,138,10,154,250,0,0,15,236,18,1315,619,2.74,5.8,0.9,162
Deuce Vaughn,122624,HB,KANSAS ST,11,219,39,17,41.5,479,0,1153,0,3,39,511,38.0,30,47,199,1,126,86.8,76.4,59.7,,21.7,75.8,78.1,46.8,69,1,261,39,241,317,0,0,48,258,6,1153,511,2.33,5.3,1.08,93
Calvin Tyler Jr.,52133,HB,UTAH ST,11,219,45,14,29.0,284,0,978,0,2,45,590,54.6,20,50,329,2,138,78.2,75.3,86.0,,58.2,51.8,79.1,42.7,31,0,114,13,158,288,0,0,15,232,6,978,590,2.69,4.5,0.72,75
DeWayne McBride,121495,HB,UAB,10,217,61,19,47.5,679,0,1430,0,1,61,907,118.3,38,73,321,4,66,61.1,87.9,45.9,,62.2,49.8,86.6,57.5,68,1,10,2,70,237,0,0,4,219,18,1430,907,4.18,6.6,0.14,150
Ray Davis,101072,HB,VANDERBILT,11,212,51,14,36.1,355,0,984,1,6,51,686,78.2,23,53,333,1,68,86.0,83.1,86.7,56.8,29.9,66.6,86.0,60.2,45,0,152,24,202,274,0,0,32,236,5,984,686,3.24,4.6,0.75,144
Raheim Sanders,146626,HB,ARKANSAS,11,210,59,22,48.6,681,0,1401,1,10,59,653,91.7,38,64,111,2,33,78.3,84.2,86.4,,59.5,63.9,86.8,51.5,76,0,226,24,218,280,0,0,28,234,10,1401,653,3.11,6.7,1.04,172
Braelon Allen,145159,HB,WISCONSIN,11,208,47,11,37.4,421,0,1126,2,3,47,610,67.0,18,46,349,1,127,84.0,79.4,50.9,69.4,34.8,57.2,80.9,58.4,96,1,104,11,120,232,0,0,16,219,10,1126,610,2.93,5.4,0.87,78
Jordan Mims,57209,HB,FRESNO ST,11,202,34,13,37.2,382,1,1026,1,2,34,468,38.4,18,57,169,1,59,85.0,77.2,58.3,,52.5,49.5,84.6,43.0,82,2,93,15,270,234,0,0,20,217,11,1026,468,2.32,5.1,0.34,136
Anthony Grant,77701,HB,NEBRASKA,11,202,48,8,24.3,219,0,903,3,6,48,531,65.1,21,46,238,2,86,76.9,73.7,86.9,,30.0,52.0,78.2,57.7,46,0,91,16,199,232,0,0,19,218,6,903,531,2.63,4.5,0.46,108
Samson Evans,84228,HB,E MICHIGAN,10,201,40,11,24.7,235,0,952,2,3,40,582,58.2,24,63,160,2,133,90.6,81.7,88.0,71.5,60.2,50.7,83.5,63.9,32,0,68,13,151,246,0,0,17,214,13,952,582,2.9,4.7,0.45,67
Evan Hull,97302,HB,NWESTERN,11,200,45,13,27.9,240,0,861,3,12,45,543,61.7,19,45,256,2,121,77.1,71.9,58.5,,23.7,74.8,71.9,53.7,29,1,503,51,272,243,0,0,61,251,5,861,543,2.72,4.3,1.85,79
Sean Tyler,97124,HB,W MICHIGAN,11,192,38,13,44.1,393,0,891,1,2,38,620,63.3,20,37,347,5,79,52.9,69.2,50.4,,73.0,56.2,69.8,57.8,60,1,111,12,141,233,0,0,18,204,6,891,620,3.23,4.6,0.79,111
Xazavian Valladay,57490,HB,ARIZONA ST,11,191,40,19,45.4,497,0,1095,3,11,40,630,74.8,33,54,110,1,61,84.6,80.3,88.0,,29.1,64.8,85.5,61.2,44,1,272,34,259,227,0,0,38,225,14,1095,630,3.3,5.7,1.05,129
Aidan Robbins,98030,HB,UNLV,10,189,44,11,38.4,354,0,922,1,0,44,667,74.3,22,45,325,0,73,90.9,79.0,88.6,,33.2,59.1,83.1,66.2,66,0,98,20,245,224,0,0,24,209,9,922,667,3.53,4.9,0.4,116
Toa Taua,83722,HB,NEVADA,11,186,41,10,31.0,241,0,777,3,8,41,522,61.9,23,38,239,0,71,90.8,71.6,53.6,60.0,55.0,68.7,71.7,70.7,40,1,276,36,215,226,0,0,44,222,10,777,522,2.81,4.2,1.28,108
George Holani,72154,HB,BOISE ST,10,185,60,13,35.0,342,0,976,0,10,60,628,114.8,22,53,120,2,95,77.9,85.5,87.4,51.9,31.3,71.6,87.5,54.8,59,1,153,22,161,214,0,0,25,207,10,976,628,3.39,5.3,0.95,89
Kendre Miller,123091,HB,TCU,11,184,57,18,47.6,566,0,1188,2,7,57,677,119.5,31,54,305,1,74,83.5,84.9,85.0,,42.4,59.5,87.2,59.6,75,0,103,13,156,220,0,0,17,197,14,1188,677,3.68,6.5,0.66,107
Eric Gray,99143,HB,OKLAHOMA,11,184,51,18,39.1,473,0,1211,0,10,51,631,96.8,39,70,261,1,94,83.7,90.4,85.7,28.3,26.8,85.6,91.7,45.9,54,1,228,32,202,221,0,0,37,216,11,1211,631,3.43,6.6,1.13,86
Titus Swen,97314,HB,WYOMING,11,183,49,11,33.2,320,0,964,6,5,49,623,93.3,26,44,351,2,31,74.2,75.9,86.2,,52.9,36.9,81.0,60.1,83,0,108,14,147,223,0,0,23,197,8,964,623,3.4,5.3,0.73,151
Sean Tucker,123056,HB,SYRACUSE,11,183,42,13,35.9,336,0,937,5,1,42,524,56.2,27,47,304,1,75,84.4,76.3,88.2,,63.4,57.1,82.2,51.2,60,0,258,36,266,259,0,0,51,219,9,937,524,2.86,5.1,0.97,106
Frank Gore Jr.,121457,HB,SO MISS,11,182,64,8,27.1,232,1,843,0,4,63,663,122.6,28,47,296,1,124,83.8,84.2,88.4,76.8,73.3,68.1,83.4,56.2,46,1,193,17,188,244,12,1,22,199,6,855,666,3.64,4.7,1.03,58
La'Damian Webb,122423,HB,S ALABAMA,10,179,54,12,34.7,327,0,943,2,3,54,610,99.6,24,60,288,1,58,83.2,80.5,85.5,,28.9,59.6,83.2,69.4,69,0,170,16,151,189,0,0,20,195,13,943,610,3.41,5.3,1.13,120
Sieh Bangura,145886,HB,OHIO,10,177,43,6,24.3,215,0,883,4,3,43,506,67.1,23,47,259,2,84,64.8,78.2,88.2,,68.6,54.9,81.9,52.5,64,0,179,19,175,230,0,0,28,196,11,883,506,2.86,5.0,1.02,90
Larry McCammon III,97309,HB,FAU,11,177,33,12,37.8,332,0,878,1,4,33,542,60.6,17,38,165,0,74,90.7,75.0,85.9,,60.6,56.0,76.0,71.6,58,0,117,10,159,236,0,0,15,187,5,878,542,3.06,5.0,0.74,99
