player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Michael Cox,124200,HB,MISSOURI,3,6,3,2,89.7,70,0,78,0,0,3,22,183.3,3,3,229,0,3,85.2,72.1,,70.5,60.0,80.6,,55,0,0,0,1,6,0,0,0,6,2,78,22,3.67,13.0,0.0,3
Darius Wilson,148492,QB,WM & MARY,1,1,0,0,0.0,0,0,1,0,0,0,0,0.0,2,2,348,0,1,52.6,75.7,52.0,,60.0,57.0,60.0,16,0,0,0,1,26,39,5,0,1,0,40,3,0.5,6.7,0.0,0
Baylor Romney,82095,QB,BYU,3,3,0,0,0.0,0,0,-10,0,1,0,1,8.3,2,3,128,2,0,80.0,78.0,83.7,,87.9,50.7,60.0,13,0,13,1,1,39,33,3,1,4,0,23,5,0.83,3.8,13.0,3
Jyron Russell,151247,QB,ST FRANCIS,1,5,2,1,69.2,18,0,18,0,0,2,23,184.0,1,3,299,1,4,41.4,75.4,29.2,,,73.7,60.0,18,0,0,0,0,24,8,1,0,5,0,26,25,4.17,4.3,,1
Kai Puailoa Rojas,121867,FB,NAVY,5,6,3,0,0.0,0,0,33,0,0,3,19,135.7,1,2,237,0,0,65.5,76.3,,,61.1,68.6,59.1,10,0,37,1,14,40,0,0,1,7,0,33,19,3.17,5.5,2.64,3
Justin Dinka,101292,HB,INDIANA ST,3,6,1,0,0.0,0,0,15,0,0,1,8,19.0,0,1,191,0,2,55.7,75.9,,70.3,52.9,56.9,60.0,6,0,1,1,18,8,0,0,1,7,0,15,8,1.33,2.5,0.06,4
Pailate Makakona,101296,HB,UTAH ST,3,6,0,0,0.0,0,0,4,0,0,0,3,0.0,0,0,329,0,3,51.3,70.8,,74.7,56.1,51.9,,4,0,0,0,5,6,0,0,0,6,0,4,3,0.5,0.7,0.0,3
Courtney Reese,101297,HB,UNLV,5,6,1,0,0.0,0,0,8,1,0,1,10,23.8,0,1,325,0,4,52.2,76.2,,0.0,47.5,58.0,60.0,6,0,0,1,22,8,0,0,2,7,1,8,10,1.67,1.3,0.0,2
Jayden Cook,142371,HB,STNY BROOK,3,6,1,0,0.0,0,0,22,0,0,1,19,52.8,0,1,303,2,3,33.0,71.7,,74.4,57.8,35.5,,8,0,0,0,3,6,0,0,0,6,0,22,19,3.17,3.7,0.0,3
Sean Ryker,143221,HB,STETSON,1,6,1,0,0.0,0,0,21,0,0,1,9,25.0,1,1,302,0,1,53.8,71.3,,,58.3,54.9,,13,0,0,0,2,9,0,0,0,6,0,21,9,1.5,3.5,0.0,5
Marvin Scott III,129711,HB,NEBRASKA,1,6,2,0,0.0,0,0,30,0,0,2,19,105.6,1,3,238,0,3,72.5,70.5,,,57.9,71.1,,10,0,0,0,3,6,0,0,0,6,1,30,19,3.17,5.0,0.0,3
Cam Wiley,101646,HB,MINNESOTA,2,6,1,0,0.0,0,0,4,0,0,1,10,27.8,0,0,225,0,3,59.2,71.5,,45.7,57.6,60.6,60.0,3,0,0,0,4,7,0,0,0,6,0,4,10,1.67,0.7,0.0,3
Ja'Won Howell,91418,HB,N ALABAMA,3,6,0,1,57.1,20,0,35,0,0,0,20,0.0,1,1,389,0,2,70.7,73.6,,74.2,72.0,68.5,,20,0,18,2,13,6,0,0,2,8,0,35,20,3.33,5.8,1.38,4
Cam Humphrey,39886,QB,MONTANA,1,3,2,0,0.0,0,0,3,0,0,1,7,77.8,1,2,232,1,0,51.0,19.0,48.2,,,63.2,60.0,12,1,0,0,0,28,14,3,0,3,1,17,9,1.5,2.8,,2
Tyrese White,78640,HB,ABILENE CH,1,6,1,0,0.0,0,0,25,0,0,1,16,44.4,0,0,100,0,3,63.1,73.9,,15.2,58.1,70.2,58.6,9,0,0,0,3,10,0,0,0,6,0,25,16,2.67,4.2,0.0,3
Michael Benefield,109080,HB,BUTLER,1,6,1,0,0.0,0,0,24,0,0,1,11,30.6,1,2,127,0,4,69.1,70.8,,27.2,58.4,70.8,,10,0,0,0,2,6,0,0,0,6,0,24,11,1.83,4.0,0.0,2
Giles Jackson,101695,WR,WASHINGTON,5,6,2,0,0.0,0,0,36,2,0,2,9,21.4,2,2,340,0,1,56.6,4.0,,,55.1,68.1,54.1,12,1,87,8,67,46,0,0,16,14,0,36,9,1.5,6.0,1.3,0
Jake Lange,121467,QB,SO MISS,2,3,0,0,0.0,0,0,-3,0,0,0,7,0.0,1,0,296,1,2,43.2,47.4,45.6,,,48.6,60.0,10,4,0,0,0,46,20,3,0,3,0,17,8,1.33,2.8,,0
Erin Collins,57342,HB,N ILLINOIS,3,6,0,0,0.0,0,0,10,0,0,0,10,0.0,0,0,254,0,2,52.6,73.0,,0.0,58.0,56.9,60.0,5,0,0,0,3,8,0,0,0,6,0,10,10,1.67,1.7,0.0,4
Tarrin Earle,102345,QB,BUCKNELL,1,5,2,0,0.0,0,0,17,0,0,0,6,0.0,2,2,125,0,1,57.2,74.0,54.1,,,62.7,60.0,17,0,0,0,0,17,17,1,0,5,0,34,18,3.0,5.7,,4
Dawson Downing,42539,HB,MISSOURI,6,6,1,1,78.9,60,0,76,0,0,1,12,28.6,1,2,229,0,1,62.5,76.3,,22.1,61.1,68.6,57.0,60,0,9,1,20,12,0,0,2,7,1,76,12,2.0,12.7,0.45,5
Isaiah Lewis,88655,HB,E WASHGTON,3,6,0,0,0.0,0,0,32,0,0,0,16,0.0,2,2,161,0,2,70.4,74.2,,48.8,75.4,66.8,,12,0,19,2,14,6,0,0,2,8,0,32,16,2.67,5.3,1.36,4
Zion Custis,78584,HB,SE MO ST,1,6,1,0,0.0,0,0,24,0,0,1,21,58.3,0,0,293,0,3,57.8,73.4,,0.0,55.7,61.1,,9,0,0,0,10,9,0,0,0,6,0,24,21,3.5,4.0,0.0,3
Xavier Coleman,143822,HB,BOSTON COL,3,6,2,0,0.0,0,0,13,0,0,2,14,58.3,0,0,121,0,3,63.9,72.6,,,60.7,63.6,60.0,6,0,5,2,4,7,0,0,2,8,0,13,14,2.33,2.2,1.25,3
Mareyohn Hrabowski,145923,QB,W MICHIGAN,2,6,0,0,0.0,0,0,19,0,0,0,6,0.0,1,1,347,1,5,41.1,72.1,60.4,,,46.2,60.0,14,0,0,0,0,14,0,0,0,6,0,19,6,1.0,3.2,,1
Isaiah Williams,97156,WR,ILLINOIS,7,6,1,0,0.0,0,0,15,3,9,1,11,48.2,0,1,187,0,1,69.0,83.5,46.8,,71.4,53.6,54.5,7,0,298,32,185,105,0,0,54,38,0,15,11,1.83,2.5,1.61,0
Nick Romano,102422,HB,IDAHO,4,6,3,0,0.0,0,0,38,1,0,3,34,141.7,0,0,185,0,3,66.3,77.7,,37.6,65.7,72.8,60.0,9,0,50,6,48,8,0,0,9,12,0,38,34,5.67,6.3,1.04,1
Jaylen Coleman,97624,HB,DUKE,4,6,0,0,0.0,0,0,8,0,0,0,9,0.0,0,0,154,0,0,50.9,73.4,,67.5,55.2,52.0,58.8,4,0,0,0,5,13,0,0,0,6,0,8,9,1.5,1.3,0.0,6
Byron Cardwell,86353,HB,OREGON,2,6,0,0,0.0,0,0,22,0,0,0,14,0.0,0,1,264,0,3,65.2,69.8,,67.5,,64.0,,8,0,0,0,0,6,0,0,0,6,0,22,14,2.33,3.7,,3
Mookie Cooper,129742,WR,MISSOURI,5,6,0,0,0.0,0,0,9,0,5,0,13,51.6,0,1,229,0,1,67.3,79.9,,,71.4,56.3,41.7,9,1,126,15,58,37,0,0,17,21,0,9,13,2.17,1.5,2.17,0
Logan Diggs,147475,HB,NOTRE DAME,1,6,1,0,0.0,0,0,29,0,0,1,22,52.4,1,2,258,0,2,67.0,72.7,,73.9,67.6,64.9,60.0,10,0,15,1,6,9,0,0,2,7,0,29,22,3.67,4.8,2.5,4
Carter Scudo,147420,WR,UMASS,2,6,3,1,48.6,17,0,35,0,0,3,28,233.3,1,3,216,0,3,73.4,70.0,,71.5,57.9,71.8,,17,0,0,0,3,6,0,0,0,6,1,35,28,4.67,5.8,0.0,3
Brian Brewton,147377,HB,UCONN,6,6,0,0,0.0,0,0,19,0,0,0,11,0.0,1,1,146,0,2,56.6,0.0,,70.0,58.4,59.0,59.6,10,1,6,8,24,21,0,0,8,14,0,19,11,1.83,3.2,0.25,2
Fredderick Graves,150549,HB,NC A&T,2,6,1,0,0.0,0,0,15,0,1,1,8,38.1,0,1,246,0,1,71.2,71.6,,75.2,68.0,68.8,60.0,5,0,3,1,4,7,0,0,1,7,0,15,8,1.33,2.5,0.75,4
Eric Schmid,66632,QB,SM HOUSTON,1,3,0,0,0.0,0,0,22,0,0,0,5,0.0,2,2,281,1,1,49.7,76.8,46.2,,,63.2,60.2,21,0,0,0,0,25,45,3,0,3,0,67,8,1.33,11.2,,1
Ethan Payne,145269,HB,MARSHALL,1,6,0,0,0.0,0,0,38,0,0,0,13,0.0,1,3,214,0,1,70.6,72.0,,72.9,73.0,69.2,58.6,12,0,11,2,8,10,0,0,2,8,1,38,13,2.17,6.3,1.38,5
Marcus McElroy Jr.,52041,HB,COLO STATE,4,6,6,2,74.5,35,0,47,0,0,6,35,583.3,2,2,144,0,5,79.8,75.0,,71.8,56.3,87.0,47.8,19,1,0,0,6,16,0,0,0,6,0,47,35,5.83,7.8,0.0,1
Aron Cruickshank,84516,WR,RUTGERS,6,6,2,0,0.0,0,0,30,0,6,2,16,82.1,1,1,278,0,5,72.4,83.0,,62.2,70.8,64.0,72.1,14,0,244,20,132,135,0,0,31,26,0,30,16,2.67,5.0,1.85,0
Jaden Stewart,153999,HB,PRVIEW A&M,1,6,0,0,0.0,0,0,24,0,0,0,16,0.0,0,3,270,0,0,69.4,72.2,,70.8,57.9,68.7,57.3,6,0,0,0,3,8,0,0,0,6,0,24,16,2.67,4.0,0.0,6
Obie Sanni,145354,HB,DOMINION,1,6,0,0,0.0,0,0,23,0,0,0,15,0.0,0,2,263,0,0,61.2,71.6,,,,60.7,60.0,5,0,0,0,0,8,0,0,0,6,0,23,15,2.5,3.8,,6
Louis Colosimo,64186,QB,DAVIDSON,1,6,0,1,214.3,15,0,7,0,0,0,-3,0.0,1,1,149,1,3,43.2,75.9,31.9,,,60.4,60.0,15,1,0,0,0,45,0,0,0,6,0,7,-3,-0.5,1.2,,3
Devyn Collins,152748,WR,RNHEAG,1,6,0,0,0.0,0,0,17,0,0,0,8,0.0,0,0,1454,0,5,54.0,73.4,,73.4,67.8,52.1,60.0,4,0,2,2,4,8,0,0,2,8,0,17,8,1.33,2.8,0.5,1
Tyrone Tracy Jr.,84226,WR,IOWA,6,6,1,0,0.0,0,0,33,1,0,1,14,13.7,0,1,192,0,0,55.3,84.6,,,52.5,67.5,64.5,7,0,77,11,144,146,0,0,20,17,1,33,14,2.33,5.5,0.53,1
Keyonte Sessions,64202,WR,CITADEL,2,6,1,1,68.6,48,0,70,0,1,1,19,79.2,2,2,139,0,1,64.7,78.0,,,66.4,64.7,61.2,48,0,27,2,13,61,0,0,2,8,1,70,19,3.17,11.7,2.08,0
Trapper Pannell,139559,QB,SM HOUSTON,2,6,4,0,0.0,0,0,15,0,0,4,5,55.6,0,2,281,0,5,70.6,69.1,,,,66.2,60.0,6,0,0,0,0,7,0,0,0,6,1,15,5,0.83,2.5,,1
Fotis Kokosioulis,78174,WR,FORDHAM,2,6,3,0,0.0,0,0,12,1,1,3,13,61.9,0,0,168,0,2,62.9,79.3,,,61.3,60.6,76.5,6,0,66,8,65,23,0,0,15,14,0,12,13,2.17,2.0,1.02,3
Uriah West,109193,HB,JVILLE ST,2,6,1,1,56.5,26,0,46,0,0,1,32,88.9,1,2,196,0,3,65.7,0.0,,76.1,54.7,71.3,58.4,26,1,0,0,7,18,0,0,0,6,0,46,32,5.33,7.7,0.0,3
Jayden Reed,78171,WR,MICH STATE,6,6,2,0,0.0,0,0,42,3,6,2,26,119.5,1,2,223,0,0,78.4,49.9,,,77.3,74.8,66.7,12,1,492,23,156,167,0,0,33,29,1,42,26,4.33,7.0,3.15,0
Chavion Smith,145574,HB,CHARLOTTE,1,6,1,0,0.0,0,0,17,0,0,1,12,33.3,0,1,136,0,3,61.8,70.9,,71.3,57.4,61.7,60.0,8,0,0,0,3,7,0,0,0,6,0,17,12,2.0,2.8,0.0,3
Malik Knowles,78141,WR,KANSAS ST,5,6,6,2,75.4,46,0,61,2,2,6,39,260.0,2,4,199,0,2,66.9,0.0,,,64.1,71.2,82.5,30,2,172,14,107,82,0,0,23,20,0,61,39,6.5,10.2,1.61,1
Joe Fagnano,104768,QB,MAINE,1,4,1,0,0.0,0,0,3,0,0,1,3,18.8,0,1,212,0,0,70.0,77.0,71.4,,,57.0,60.3,6,0,0,0,0,20,6,2,0,4,0,9,3,0.5,1.5,,2
Garrett Dzuro,64526,QB,UMASS,3,2,1,0,0.0,0,0,-1,0,0,0,3,0.0,0,2,216,0,1,50.9,72.4,48.3,,,59.0,60.0,7,0,0,0,0,8,21,4,0,2,0,20,31,5.17,3.3,,0
Liam Welch,19897,QB,SAMFORD,1,6,1,1,188.9,17,0,9,0,0,1,8,22.2,1,2,282,0,6,80.6,77.0,77.8,,,69.5,60.0,17,0,0,0,0,25,0,0,0,6,0,9,8,1.33,1.5,,0
AJ Deinhart,109148,HB,BUTLER,1,6,1,0,0.0,0,0,16,0,0,1,11,30.6,0,0,127,0,2,60.2,71.1,,77.6,59.8,59.5,59.8,6,0,0,0,1,8,0,0,0,6,0,16,11,1.83,2.7,0.0,4
Jarrett Guest,97997,QB,COAST CAR,5,5,2,1,62.1,18,0,23,0,0,2,16,128.0,1,2,141,0,0,90.6,75.2,90.3,,,70.5,60.2,18,1,0,0,0,31,6,1,0,5,0,29,19,3.17,4.8,,3
Jaden Sutton,109120,HB,LAFAYETTE,1,6,0,0,0.0,0,0,24,0,0,0,12,0.0,0,0,203,0,0,62.1,71.5,,71.3,57.4,61.9,,6,0,0,0,4,6,0,0,1,6,0,24,12,2.0,4.0,0.0,6
Shocky Jacques-Louis,77960,WR,PITTSBURGH,5,6,1,1,70.0,21,0,30,1,3,1,11,48.9,1,2,268,0,0,55.5,83.9,,,56.8,59.5,43.6,21,1,110,9,113,79,0,0,14,15,0,30,11,1.83,5.0,0.97,0
Cameron Friel,146195,QB,UNLV,3,3,4,0,0.0,0,0,-2,0,0,0,0,0.0,0,1,325,3,0,53.3,46.5,56.5,,54.3,49.0,60.0,5,1,0,0,1,51,10,3,0,3,0,8,16,2.67,1.3,0.0,0
Kendric Pryor,40408,WR,WISCONSIN,5,6,4,0,0.0,0,0,47,0,1,4,31,117.4,1,2,349,0,0,68.8,85.0,,,66.8,71.1,62.6,13,0,206,16,141,142,0,0,31,22,0,47,31,5.17,7.8,1.46,0
LeShane Taylor,142672,QB,WAGNER,2,5,0,0,0.0,0,0,16,0,0,0,5,0.0,0,1,338,0,3,48.9,0.0,40.6,,,63.6,60.0,7,1,0,0,0,19,7,1,0,5,1,23,5,0.83,3.8,,0
Harold Joiner,83635,HB,MICH STATE,5,6,0,0,0.0,0,0,26,0,0,0,16,0.0,1,1,223,1,1,46.7,73.8,,74.9,59.5,44.0,57.9,12,0,9,1,11,12,0,0,1,7,0,26,16,2.67,4.3,0.82,5
RJ Carver,150341,HB,LAMAR,1,6,0,0,0.0,0,0,9,0,0,0,10,0.0,0,1,204,0,4,66.2,71.1,,71.8,,64.4,,5,0,0,0,0,6,0,0,0,6,0,9,10,1.67,1.5,,2
Matthew Caldwell,150302,QB,JVILLE ST,1,6,1,0,0.0,0,0,24,0,0,1,7,19.4,0,1,196,0,3,58.9,76.1,53.9,,,64.2,60.0,8,0,0,0,0,37,0,0,0,6,1,24,7,1.17,4.0,,2
Carson Beck,124010,QB,GEORGIA,2,6,0,1,107.1,15,0,14,0,0,0,1,0.0,1,1,173,1,1,69.6,75.9,74.7,,,53.0,60.0,15,0,0,0,0,37,0,0,0,6,0,14,1,0.17,2.3,,1
Brandon Walters,83626,HB,ARMY,5,6,0,2,67.0,73,0,109,0,2,0,17,81.0,3,3,114,0,2,73.0,78.9,,15.5,64.3,78.2,71.3,58,0,17,1,15,151,0,0,4,7,0,109,17,2.83,18.2,1.13,1
Chris Curry,83696,HB,UTAH,3,6,0,0,0.0,0,0,14,0,0,0,7,0.0,0,1,328,1,3,45.1,73.7,,71.8,56.9,46.2,58.3,7,0,0,0,3,12,0,0,0,6,0,14,7,1.17,2.3,0.0,3
Davis Cheek,55146,QB,ELON,2,2,0,1,108.8,37,0,31,0,0,0,5,0.0,1,1,162,2,0,55.0,80.1,60.9,,,31.7,60.0,37,1,0,0,0,46,3,4,0,2,0,34,6,1.0,5.7,,2
Dezmon Jackson,98690,HB,OKLA STATE,2,6,1,0,0.0,0,0,20,0,0,1,11,30.6,0,0,262,1,2,50.6,72.3,,70.0,55.2,50.7,60.0,7,0,0,0,9,7,0,0,1,6,0,20,11,1.83,3.3,0.0,3
Isaiah Sanders,60319,QB,STANFORD,5,6,0,0,0.0,0,0,5,0,0,0,5,0.0,0,2,300,0,5,59.4,70.4,,,,59.4,60.0,3,0,0,0,0,10,0,0,0,6,2,5,5,0.83,0.8,,1
Logan Fife,128176,QB,FRESNO ST,1,5,0,0,0.0,0,0,4,0,0,0,0,0.0,0,1,169,0,0,60.4,74.8,58.2,,,61.0,60.0,7,0,0,0,0,25,7,1,0,5,0,11,0,0.0,1.8,,0
Cameron Ward,133244,QB,INCAR WORD,2,3,3,0,0.0,0,0,-6,0,0,0,0,0.0,3,2,189,4,0,61.0,80.2,64.5,,,41.7,60.0,23,0,0,0,0,49,47,3,0,3,0,41,19,3.17,6.8,,0
Andrew Marty,60498,QB,NWESTERN,2,4,3,1,46.3,25,0,33,0,0,1,20,125.0,2,2,256,2,2,88.8,74.3,81.8,,,75.4,60.0,25,0,0,0,0,15,21,2,0,4,1,54,49,8.17,9.0,,0
Dakereon Joyner,83554,WR,S CAROLINA,6,6,1,0,0.0,0,0,10,4,0,1,11,8.7,0,0,289,1,4,53.2,27.6,,63.8,51.7,58.6,77.9,6,1,121,15,112,72,0,0,21,21,0,10,11,1.83,1.7,1.08,2
Mikai Stanley,132452,HB,W CAROLINA,2,6,2,0,0.0,0,0,21,0,0,2,15,83.3,0,2,344,0,1,68.3,69.4,,67.9,,66.7,60.0,7,0,0,0,0,7,0,0,0,6,0,21,15,2.5,3.5,,4
Brady Pope,84524,QB,N ALABAMA,1,4,1,0,0.0,0,0,17,0,0,1,7,43.8,0,2,389,0,1,54.2,72.0,55.0,,,57.1,60.0,6,0,0,0,0,13,0,1,0,4,1,17,10,2.0,3.4,,3
Brennon Dingle,40202,WR,SE LA,3,5,0,0,0.0,0,0,38,3,0,0,14,0.0,2,2,294,0,1,62.7,77.6,,,56.7,70.6,76.0,10,0,79,8,42,15,0,0,14,13,0,38,14,2.8,7.6,1.88,1
Will Taylor,144141,QB,CLEMSON,5,5,1,0,0.0,0,0,20,0,1,1,11,62.9,1,1,140,1,0,65.6,73.0,,,68.4,58.6,60.0,12,0,6,2,5,10,0,0,2,7,0,20,11,2.2,4.0,1.2,5
Tajay Ahmed,97622,HB,BUFFALO,1,5,2,1,56.9,29,0,51,0,0,2,42,336.0,1,4,126,0,0,81.2,70.0,,,,75.5,60.0,29,0,0,0,0,8,0,0,0,5,1,51,42,8.4,10.2,,5
Steven Duncan,40211,QB,TARLETON,1,3,1,0,0.0,0,0,8,0,0,0,4,0.0,1,4,401,2,1,68.1,77.0,59.8,,,76.4,60.0,23,0,0,0,0,36,29,2,0,3,0,37,12,2.4,7.4,,0
Selwyn Simpson,89442,HB,LAFAYETTE,1,5,1,0,0.0,0,0,22,0,0,1,13,52.0,0,4,203,0,0,72.9,73.7,,43.1,55.8,73.7,60.0,9,0,0,0,8,7,0,0,0,5,1,22,13,2.6,4.4,0.0,5
Ayo Adeyi,145320,HB,N TEXAS,2,5,0,0,0.0,0,0,20,0,0,0,9,0.0,1,3,251,0,3,66.0,70.1,,67.7,57.7,65.5,,14,0,0,0,3,5,0,0,0,5,0,20,9,1.8,4.0,0.0,2
Aaron Allen,78494,QB,LA TECH,3,4,1,0,0.0,0,0,-7,0,0,0,0,0.0,0,0,208,1,1,57.0,75.7,57.3,,,56.9,60.0,3,0,0,0,0,23,3,1,0,4,0,-4,8,1.6,-0.8,,0
Darez Snider,128011,HB,MIAMI OH,1,5,3,1,81.0,17,0,21,0,0,3,25,300.0,1,1,221,0,0,71.5,70.1,,,,69.3,60.0,17,0,0,0,0,9,0,0,0,5,0,21,25,5.0,4.2,,5
Joe Davis,100590,HB,COLORADO,1,5,2,0,0.0,0,0,22,0,0,2,10,80.0,0,2,143,0,2,80.7,70.7,,,,76.2,60.0,6,0,0,0,0,6,0,0,0,5,0,22,10,2.0,4.4,,3
George Martin,103959,QB,ROB MORRIS,2,3,0,0,0.0,0,0,-4,0,0,0,5,0.0,0,0,277,2,1,67.2,78.8,69.6,,,52.1,60.0,3,0,0,0,0,53,5,2,0,3,0,1,9,1.8,0.2,,1
Latrell Collier,109270,HB,NC CENT,2,5,1,0,0.0,0,0,25,0,0,1,23,76.7,1,1,247,0,2,66.8,72.5,,27.8,69.2,66.3,60.0,13,0,4,1,5,7,0,0,1,6,0,25,23,4.6,5.0,0.8,3
Tyrique Robinson,152739,TE,POINTVILLE,1,5,0,0,0.0,0,0,6,0,0,0,9,0.0,0,1,393,0,4,57.2,76.0,,,59.1,57.4,55.1,4,0,16,2,23,18,0,0,5,7,0,6,9,1.8,1.2,0.7,1
Quincy Hill,78485,QB,SCAR STATE,1,3,1,0,0.0,0,0,4,0,0,1,4,44.4,1,1,290,0,1,42.0,0.0,36.1,,,60.6,60.0,21,1,0,0,0,14,30,2,0,3,0,34,12,2.4,6.8,,2
DJ Moyer,138416,HB,ELON,2,5,0,0,0.0,0,0,-1,0,0,0,6,0.0,0,0,162,0,1,64.4,72.6,,,75.2,57.1,60.0,2,0,5,1,4,8,0,0,1,6,0,-1,6,1.2,-0.2,1.25,4
Jeremiah Hall,57083,TE,OKLAHOMA,6,5,2,0,0.0,0,0,22,0,1,2,22,66.0,0,2,261,0,0,78.5,83.4,,76.8,89.6,77.0,52.3,6,0,139,15,68,87,0,0,18,20,1,22,22,4.4,4.4,2.04,4
Brown Anglin,142690,HB,WAGNER,1,5,0,0,0.0,0,0,7,0,0,0,7,0.0,0,0,338,0,1,56.5,70.9,,73.1,58.8,56.4,60.0,5,0,0,0,2,6,0,0,0,5,0,7,7,1.4,1.4,0.0,4
Phil Jurkovec,83533,QB,BOSTON COL,2,3,1,1,67.2,41,0,44,0,0,0,3,0.0,1,3,121,0,0,84.2,76.8,84.0,,,64.3,60.0,41,0,0,0,0,37,17,2,0,3,0,61,6,1.2,12.2,,2
Jace Wilson,149892,QB,FURMAN,1,1,2,0,0.0,0,0,-2,0,0,0,1,0.0,0,1,170,0,0,37.3,72.8,30.3,,,62.2,60.0,9,0,0,0,0,6,27,4,0,1,0,25,27,5.4,5.0,,0
Myles Crawley,141731,QB,ALABAMA ST,2,5,0,0,0.0,0,0,11,0,0,0,5,0.0,0,0,105,0,2,50.1,70.7,44.1,,,59.4,60.0,9,0,0,0,0,9,0,0,0,5,0,11,5,1.0,2.2,,2
Tyjon Lindsey,61489,WR,OREGON ST,4,5,0,0,0.0,0,0,17,1,0,0,6,0.0,1,2,265,0,0,79.7,77.9,72.6,,79.6,61.8,60.5,10,0,162,10,48,22,0,0,15,15,1,17,6,1.2,3.4,3.38,0
Dreshawn Minnieweather,57227,HB,HOU BAPT,1,5,1,0,0.0,0,0,21,0,0,1,14,56.0,1,2,183,0,0,53.0,70.6,,7.3,58.6,60.7,60.0,11,0,0,0,2,6,0,0,0,5,0,21,14,2.8,4.2,0.0,5
Lance Lawson,87591,WR,SO UTAH,2,5,1,0,0.0,0,0,3,0,0,1,14,35.0,0,0,298,0,4,63.9,77.4,,62.1,65.1,55.3,72.0,3,0,43,3,26,20,0,0,6,8,0,3,14,2.8,0.6,1.65,0
Abraham Alce,77806,HB,LA MONROE,5,5,0,0,0.0,0,0,10,0,0,0,10,0.0,0,2,209,0,0,50.5,71.6,,29.5,58.3,54.2,54.2,5,0,0,0,2,13,0,0,0,5,0,10,10,2.0,2.0,0.0,5
Jared Daniels,57214,HB,ALABAMA ST,1,5,0,0,0.0,0,0,17,0,0,0,7,0.0,1,1,105,0,0,65.8,70.4,,71.1,62.6,64.9,,11,0,7,1,4,6,0,0,1,6,0,17,7,1.4,3.4,1.75,5
Michael Jones,142703,WR,WAGNER,1,5,0,0,0.0,0,0,11,0,0,0,8,0.0,0,1,338,0,0,60.6,72.0,,72.8,58.1,61.1,57.6,8,0,0,0,2,13,0,0,0,5,0,11,8,1.6,2.2,0.0,5
Connor Sampson,33374,QB,W ILLINOIS,2,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,2,345,2,0,84.5,80.3,86.0,,54.3,57.2,60.1,7,0,0,0,1,47,24,5,0,0,0,24,3,0.6,4.8,0.0,0
Peyton Derrick,60329,QB,WOFFORD,1,5,2,3,96.7,59,0,61,0,0,2,25,200.0,3,2,350,1,0,53.9,76.5,52.2,,,58.2,60.0,22,0,0,0,0,43,0,0,0,5,0,61,25,5.0,12.2,,4
Jay Sharp,146649,HB,AUBURN,1,5,1,0,0.0,0,0,15,0,0,1,17,68.0,1,1,115,0,3,52.1,67.8,,,,53.8,,10,0,0,0,0,5,0,0,0,5,0,15,17,3.4,3.0,,2
Clyde Holland III,153221,HB,WARNER,1,5,0,0,0.0,0,0,6,0,3,0,7,70.0,0,0,407,0,2,66.6,73.0,,70.0,67.2,66.1,58.9,6,0,3,1,11,10,0,0,1,6,0,6,7,1.4,1.2,0.27,3
Collin Ironside,139107,QB,VA MILT IN,2,5,0,0,0.0,0,0,20,0,0,0,15,0.0,1,2,336,0,2,69.0,76.2,66.7,,,63.8,60.0,11,0,0,0,0,35,0,0,0,5,0,20,15,3.0,4.0,,2
Treylon Burks,99218,WR,ARKANSAS,6,4,0,0,0.0,0,0,5,2,6,0,2,9.4,1,1,111,0,0,71.7,18.3,,,75.4,57.2,63.1,14,3,515,28,138,200,14,1,45,32,0,19,7,1.4,3.8,3.73,1
Anthony Williams,144472,HB,UCF,1,5,1,0,0.0,0,0,19,0,0,1,10,40.0,0,1,323,0,0,73.0,67.8,,,60.0,70.7,60.0,6,0,0,0,1,6,0,0,0,5,0,19,10,2.0,3.8,0.0,4
Rushawn Baker,149262,HB,BUCKNELL,1,5,1,0,0.0,0,0,8,0,0,1,10,40.0,0,0,125,0,0,55.3,70.3,,74.6,57.7,56.2,60.0,4,0,0,0,2,6,0,0,0,5,0,8,10,2.0,1.6,0.0,5
Todd Sibley Jr.,57382,HB,PITTSBURGH,2,5,0,0,0.0,0,0,19,0,0,0,7,0.0,1,1,268,0,2,56.2,70.9,,67.5,56.4,57.9,60.0,14,0,0,0,4,6,0,0,0,5,0,19,7,1.4,3.8,0.0,2
Chris Oladokun,40364,QB,S DAK ST,2,4,0,0,0.0,0,0,14,0,0,0,2,0.0,2,3,292,0,2,88.0,79.1,82.3,,87.9,74.2,60.2,18,0,22,1,1,57,18,1,1,5,1,32,2,0.4,6.4,22.0,0
Josh Henderson,99594,HB,N CAROLINA,2,5,4,0,0.0,0,0,21,0,0,4,13,208.0,1,1,245,0,0,65.7,70.7,,,58.2,65.2,60.0,14,0,0,0,2,6,0,0,0,5,0,21,13,2.6,4.2,0.0,4
