Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
QB,Bo Nix (25070930),Bo Nix,25070930,QB/S-FLEX,9600,ORE@COL 11/05/2022 03:30PM ET,ORE,35.97
QB,C.J. Stroud (25070932),C.J. Stroud,25070932,QB/S-FLEX,9100,OSU@NW 11/05/2022 12:00PM ET,OSU,27.21
QB,Stetson Bennett (25070934),Stetson Bennett,25070934,QB/S-FLEX,8600,TENN@UGA 11/05/2022 03:30PM ET,UGA,22.33
QB,Max Duggan (25070936),Max Duggan,25070936,QB/S-FLEX,8500,TTU@TCU 11/05/2022 12:00PM ET,TCU,30.14
QB,John Rhys Plumlee (25070938),John Rhys Plumlee,25070938,QB/S-FLEX,8300,UCF@MEM 11/05/2022 03:30PM ET,UCF,28.94
QB,Drake Maye (25070940),Drake Maye,25070940,QB/S-FLEX,8200,UNC@UV 11/05/2022 12:00PM ET,UNC,37.22
QB,Spencer Sanders (25070942),Spencer Sanders,25070942,QB/S-FLEX,8100,OKST@KU 11/05/2022 03:30PM ET,OKST,29.20
QB,Hendon Hooker (25070944),Hendon Hooker,25070944,QB/S-FLEX,8000,TENN@UGA 11/05/2022 03:30PM ET,TENN,30.79
QB,Dillon Gabriel (25070946),Dillon Gabriel,25070946,QB/S-FLEX,7800,BAY@OU 11/05/2022 03:00PM ET,OU,23.66
WR,Josh Downs (25071954),Josh Downs,25071954,WR/FLEX/S-FLEX,7800,UNC@UV 11/05/2022 12:00PM ET,UNC,25.28
RB,Israel Abanikanda (25071246),Israel Abanikanda,25071246,RB/FLEX/S-FLEX,7700,SYR@PITT 11/05/2022 03:30PM ET,PITT,30.69
QB,Kyle McCord (25070948),Kyle McCord,25070948,QB/S-FLEX,7700,OSU@NW 11/05/2022 12:00PM ET,OSU,1.83
QB,Gunnar Gundy (25070950),Gunnar Gundy,25070950,QB/S-FLEX,7600,OKST@KU 11/05/2022 03:30PM ET,OKST,6.39
QB,Davis Beville (25070952),Davis Beville,25070952,QB/S-FLEX,7500,BAY@OU 11/05/2022 03:00PM ET,OU,0.14
WR,Marvin Harrison Jr. (25071957),Marvin Harrison Jr.,25071957,WR/FLEX/S-FLEX,7500,OSU@NW 11/05/2022 12:00PM ET,OSU,24.96
QB,Jalon Daniels (25070954),Jalon Daniels,25070954,QB/S-FLEX,7400,OKST@KU 11/05/2022 03:30PM ET,KU,25.73
WR,Quentin Johnston (25071963),Quentin Johnston,25071963,WR/FLEX/S-FLEX,7400,TTU@TCU 11/05/2022 12:00PM ET,TCU,17.04
QB,Ty Thompson (25070956),Ty Thompson,25070956,QB/S-FLEX,7300,ORE@COL 11/05/2022 03:30PM ET,ORE,0.32
RB,Mohamed Ibrahim (25071249),Mohamed Ibrahim,25071249,RB/FLEX/S-FLEX,7300,MINN@NEB 11/05/2022 12:00PM ET,MINN,29.11
WR,Keylon Stokes (25071960),Keylon Stokes,25071960,WR/FLEX/S-FLEX,7300,TUL@TLSA 11/05/2022 12:00PM ET,TLSA,24.04
QB,Carson Beck (25070958),Carson Beck,25070958,QB/S-FLEX,7200,TENN@UGA 11/05/2022 03:30PM ET,UGA,7.76
WR,Emeka Egbuka (25071966),Emeka Egbuka,25071966,WR/FLEX/S-FLEX,7200,OSU@NW 11/05/2022 12:00PM ET,OSU,23.84
WR,Jalin Hyatt (25071972),Jalin Hyatt,25071972,WR/FLEX/S-FLEX,7100,TENN@UGA 11/05/2022 03:30PM ET,TENN,28.96
QB,Jason Bean (25070960),Jason Bean,25070960,QB/S-FLEX,7100,OKST@KU 11/05/2022 03:30PM ET,KU,14.70
QB,Brennan Armstrong (25070962),Brennan Armstrong,25070962,QB/S-FLEX,7100,UNC@UV 11/05/2022 12:00PM ET,UV,18.67
QB,Sean Clifford (25070964),Sean Clifford,25070964,QB/S-FLEX,7000,PSU@IU 11/05/2022 03:30PM ET,PSU,21.77
WR,Trey Palmer (25071969),Trey Palmer,25071969,WR/FLEX/S-FLEX,7000,MINN@NEB 11/05/2022 12:00PM ET,NEB,21
RB,Miyan Williams (25071252),Miyan Williams,25071252,RB/FLEX/S-FLEX,7000,OSU@NW 11/05/2022 12:00PM ET,OSU,17.87
RB,Eric Gray (25071255),Eric Gray,25071255,RB/FLEX/S-FLEX,6900,BAY@OU 11/05/2022 03:00PM ET,OU,19.56
WR,Marvin Mims (25071975),Marvin Mims,25071975,WR/FLEX/S-FLEX,6900,BAY@OU 11/05/2022 03:00PM ET,OU,14.14
QB,Behren Morton (25070966),Behren Morton,25070966,QB/S-FLEX,6900,TTU@TCU 11/05/2022 12:00PM ET,TTU,16.98
QB,Will Levis (25070968),Will Levis,25070968,QB/S-FLEX,6800,UK@MIZZ 11/05/2022 12:00PM ET,UK,17.95
RB,Chris Rodriguez Jr. (25071258),Chris Rodriguez Jr.,25071258,RB/FLEX/S-FLEX,6800,UK@MIZZ 11/05/2022 12:00PM ET,UK,21
WR,Troy Franklin (25071978),Troy Franklin,25071978,WR/FLEX/S-FLEX,6800,ORE@COL 11/05/2022 03:30PM ET,ORE,16.69
WR,Brock Bowers (25071984),Brock Bowers,25071984,WR/FLEX/S-FLEX,6700,TENN@UGA 11/05/2022 03:30PM ET,UGA,16.99
WR,Monaray Baldwin (25071981),Monaray Baldwin,25071981,WR/FLEX/S-FLEX,6700,BAY@OU 11/05/2022 03:00PM ET,BAY,17.66
RB,Sean Tucker (25071261),Sean Tucker,25071261,RB/FLEX/S-FLEX,6700,SYR@PITT 11/05/2022 03:30PM ET,SYR,24.32
QB,Mikey Keene (25070970),Mikey Keene,25070970,QB/S-FLEX,6700,UCF@MEM 11/05/2022 03:30PM ET,UCF,7.94
RB,Kenny McIntosh (25071264),Kenny McIntosh,25071264,RB/FLEX/S-FLEX,6600,TENN@UGA 11/05/2022 03:30PM ET,UGA,16.59
QB,Tyler Shough (25070972),Tyler Shough,25070972,QB/S-FLEX,6600,TTU@TCU 11/05/2022 12:00PM ET,TTU,4.52
WR,Ryan O'Keefe (25071987),Ryan O'Keefe,25071987,WR/FLEX/S-FLEX,6600,UCF@MEM 11/05/2022 03:30PM ET,UCF,16.22
WR,JuanCarlos Santana (25071990),JuanCarlos Santana,25071990,WR/FLEX/S-FLEX,6600,TUL@TLSA 11/05/2022 12:00PM ET,TLSA,15.49
QB,Jay Woolfolk (25070974),Jay Woolfolk,25070974,QB/S-FLEX,6500,UNC@UV 11/05/2022 12:00PM ET,UV,1.6
WR,Keytaon Thompson (25071993),Keytaon Thompson,25071993,WR/FLEX/S-FLEX,6500,UNC@UV 11/05/2022 12:00PM ET,UV,15.3
RB,Anthony Grant (25071267),Anthony Grant,25071267,RB/FLEX/S-FLEX,6500,MINN@NEB 11/05/2022 12:00PM ET,NEB,17.94
QB,Jacolby Criswell (25070978),Jacolby Criswell,25070978,QB/S-FLEX,6400,UNC@UV 11/05/2022 12:00PM ET,UNC,0.72
WR,Parker Washington (25071996),Parker Washington,25071996,WR/FLEX/S-FLEX,6400,PSU@IU 11/05/2022 03:30PM ET,PSU,14.14
RB,TreVeyon Henderson (25071270),TreVeyon Henderson,25071270,RB/FLEX/S-FLEX,6400,OSU@NW 11/05/2022 12:00PM ET,OSU,14.27
QB,Seth Henigan (25070976),Seth Henigan,25070976,QB/S-FLEX,6400,UCF@MEM 11/05/2022 03:30PM ET,MEM,24.56
QB,Thomas Castellanos (25070980),Thomas Castellanos,25070980,QB/S-FLEX,6400,UCF@MEM 11/05/2022 03:30PM ET,UCF,5.38
RB,Jabari Small (25071276),Jabari Small,25071276,RB/FLEX/S-FLEX,6300,TENN@UGA 11/05/2022 03:30PM ET,TENN,16.35
