"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"C.J. Uzomah","461","13","0.28","79","1.07","62.4","18","Willie Gay Jr.","176","15","0.25","81","1.32","55.7"
"Travis Kelce","570","22","0.43","70","1.91","82.7","55","Germaine Pratt","337","15","0.28","80","1.18","50.4"
"Tyler Higbee","466","16","0.27","73","1.08","64.4","12","Dre Greenlaw","25","20","0.31","100","1.12","58.6"
"George Kittle","358","24","0.54","77","2.53","91.3","24","Travin Howard","32","19","0.24","67","1.16","69.3"
