"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Derrick Henry","TEN","rb","6","@LAC","20.8","0","0","0","0","0","0","22.5093","99.3128","0.9543","3.228","2.6827","19.537","0.094","0.1871","0.0936","0.0372","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Dalvin Cook","MIN","rb","7","IND","18.3","0","0","0","0","0","0","19.1387","82.833","0.6814","3.7884","3.2183","20.9676","0.1181","0.2336","0.1168","0.0307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Tyreek Hill","MIA","wr","11","@BUF","21.4","0","0","0","0","0","0","0.7491","3.62","0.0353","10.3994","7.3677","98.2111","0.6164","0.0721","0.036","0.0032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Alvin Kamara","NO","rb","14","ATL","17.9","0","0","0","0","0","0","13.5981","55.6944","0.5526","4.9284","4.1271","33.7233","0.2567","0.134","0.067","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Travis Kelce","KC","te","8","@HST","18.3","0","0","0","0","0","0","0.1487","0.6459","0.0097","7.803","5.9397","76.1985","0.7747","0.0576","0.0288","0.0216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","James Conner","ARZ","rb","13","@DEN","17","0","0","0","0","0","0","18.7724","69.9151","0.6789","3.9196","3.2272","21.6833","0.1017","0.2852","0.1426","0.0148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Austin Ekeler","LAC","rb","8","TEN","16.9","0","0","0","0","0","0","14.4954","56.4953","0.3896","5.1898","4.4311","31.873","0.2136","0.2229","0.1115","0.0372","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Stefon Diggs","BUF","wr","7","MIA","20.2","0","0","0","0","0","0","0.0922","0.4343","0.0035","9.5493","6.8946","86.9343","0.7528","0.0405","0.0202","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Jonathan Taylor","IND","rb","14","@MIN","16.7","0","0","0","0","0","0","18.9098","80.3297","0.5636","3.5604","2.9986","18.6425","0.0903","0.1988","0.0994","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Josh Allen","BUF","qb","7","MIA","26.9","24.8744","36.8608","291.0484","2.4436","0.8192","1.9467","7.4973","39.7574","0.4033","0","0","0","0","0.61","0.305","0.0933","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
