"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","181","9","0.11","71","0.4","40.6","-58","Josey Jewell","256","19","0.28","73","1.44","72.3"
"Anthony Firkser","57","12","0.24","86","1.39","65.2","-54","Demario Davis","433","9","0.15","74","0.55","81.1"
"Mark Andrews","360","25","0.43","64","1.86","78.7","-1","Tony Fields II","31","6","0.13","100","0.61","61.7"
"Dawson Knox","387","13","0.24","74","0.95","62.9","5","Jerome Baker","395","11","0.17","81","0.63","73.9"
"Ian Thomas","141","18","0.26","76","1.25","52.4","-43","Myles Jack","316","16","0.3","80","1.13","54"
"Cole Kmet","318","15","0.33","71","1.28","70.1","-22","Kyzir White","371","15","0.19","72","0.88","61.1"
"Mitchell Wilcox","132","7","0.11","89","0.53","53.9","-50","Lavonte David","446","12","0.18","78","0.75","82.7"
"David Njoku","290","21","0.41","80","1.8","79.6","3","Roquan Smith","366","12","0.2","76","0.94","63.6"
"Dalton Schultz","274","22","0.37","68","1.57","66.6","15","Devin Lloyd","394","17","0.34","85","1.49","51.1"
"Greg Dulcich","255","17","0.27","65","1.42","60.5","-38","Ben Niemann","175","17","0.24","83","0.96","69.1"
"Brock Wright","126","12","0.26","87","1.12","49.7","-56","C.J. Mosley","459","12","0.17","70","0.86","73.2"
"Robert Tonyan","285","19","0.31","82","1.31","57.3","-2","Ernest Jones","301","18","0.29","85","1.22","66.1"
"Teagan Quitoriano","78","9","0.14","43","0.28","47.4","-31","Willie Gay Jr.","203","19","0.34","97","1.51","66.2"
"Kylen Granson","219","17","0.25","78","1.22","58.5","-3","Eric Kendricks","516","12","0.2","75","0.95","61.3"
"Evan Engram","406","18","0.32","73","1.35","63.1","-22","Leighton Vander Esch","356","8","0.11","82","0.47","72.2"
"Travis Kelce","469","25","0.55","70","2.22","90.9","69","Christian Kirksey","391","13","0.23","69","1.04","57.8"
"Tyler Higbee","357","22","0.27","66","1.27","58.4","9","Quay Walker","294","11","0.18","75","0.78","51.5"
"Gerald Everett","362","19","0.3","71","1.35","68.2","22","Dylan Cole","222","13","0.23","90","1.17","58.6"
"Foster Moreau","277","14","0.25","62","1.14","60.6","-27","Jahlani Tavai","165","13","0.18","71","0.88","72.6"
"Mike Gesicki","286","13","0.26","63","0.94","59.6","-22","Tremaine Edmunds","330","14","0.19","71","0.7","80"
"T.J. Hockenson","427","20","0.36","71","1.63","68.5","-15","Bobby Okereke","364","20","0.3","75","1.31","70.3"
"Hunter Henry","320","13","0.25","68","1.27","58.7","7","Luke Masterson","53","13","0.3","100","1.66","40.5"
"Adam Trautman","111","17","0.35","84","1.56","67.6","-27","Mykal Walker","353","14","0.23","81","1.15","60"
"Daniel Bellinger","172","15","0.32","96","1.13","67.7","1","Jon Bostic","115","6","0.17","86","0.62","56.5"
"Tyler Conklin","379","18","0.28","67","1.1","55.6","-21","Alex Anzalone","434","9","0.13","79","0.63","59.1"
"Grant Calcaterra","55","13","0.24","71","1.47","63.4","-33","Jack Sanborn","123","17","0.29","81","1.49","62.5"
"Pat Freiermuth","338","24","0.38","65","1.86","81","-4","Frankie Luvu","275","13","0.29","91","1.12","76.6"
"Noah Fant","258","18","0.34","79","1.48","67.3","-31","Dre Greenlaw","399","20","0.3","79","1.22","85.7"
"George Kittle","338","16","0.34","76","1.48","70.2","17","Cody Barton","298","17","0.29","77","1.2","55.2"
"Cade Otton","355","14","0.23","75","0.95","59.4","-19","Logan Wilson","398","14","0.24","80","1.01","71.9"
"Austin Hooper","238","17","0.33","78","1.46","69.1","-11","Drue Tranquill","371","12","0.19","79","0.78","63.1"
"Logan Thomas","256","14","0.2","65","0.82","54.6","-18","Julian Love","434","10","0.18","76","0.8","66.8"
