team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
CAR,5,13,409,8,51,409,89.9,71,12
TB,30,13,600,25,73,600,89.8,110,12
PHI,24,13,461,8,71,461,89.7,87,8
JAX,15,13,503,15,67,503,89.1,96,14
GB,12,13,472,10,67,472,88.7,92,15
SF,28,13,442,18,68,442,88.2,95,9
BLT,3,13,440,6,68,440,88.0,90,16
PIT,25,13,516,19,79,516,87.6,113,15
NO,20,13,470,20,67,470,87.6,102,15
ATL,2,13,350,13,52,350,87.0,78,13
DAL,9,13,437,29,75,437,86.5,111,7
NYJ,22,13,526,21,92,526,86.4,128,15
KC,16,13,572,23,108,572,86.3,144,13
DET,11,13,475,25,82,475,86.2,119,12
CLV,8,13,485,25,75,485,86.2,117,17
CIN,7,13,541,25,80,541,86.2,127,22
MIA,17,13,501,23,90,501,85.9,127,14
DEN,10,13,515,20,82,515,85.8,124,22
BUF,4,13,552,20,113,552,85.4,147,14
LAC,27,13,620,38,114,620,85.3,167,15
NE,19,13,453,9,79,453,85.2,111,23
SEA,29,13,488,25,79,488,84.6,127,23
ARZ,1,13,587,17,124,587,84.2,163,22
LV,23,13,485,28,102,485,83.9,143,13
IND,14,13,541,28,93,541,83.8,148,27
HST,13,13,479,26,97,479,83.2,142,19
CHI,6,13,383,13,81,383,83.0,112,18
MIN,18,13,542,42,92,542,82.7,161,27
NYG,21,13,471,23,90,471,82.3,140,27
WAS,32,13,502,32,101,502,81.6,159,26
TEN,31,13,394,23,79,394,81.5,124,22
LA,26,13,499,35,90,499,80.9,158,33
