datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"Scheffler, Scottie","Scottie Scheffler",150,28629023,11600,32.930,1:14 pm,0,79.1,10.3,0,89.4,0.91,100,25.1402038183741,
"McIlroy, Rory","Rory McIlroy",150,28629024,10900,32.832,7:59 am,1,72.4,7.7,0,80.1,0.4,100,18.4655467175003,
"Schauffele, Xander","Xander Schauffele",150,28629025,10400,32.761,7:59 am,1,70.1,7,0,77,0.48,100,14.4699470878253,
"Cantlay, Patrick","Patrick Cantlay",150,28629026,10200,32.314,7:48 am,1,70.6,7.1,0,77.8,0.75,100,16.1610017333151,
"Fitzpatrick, Matthew","Matt Fitzpatrick",150,28629027,9800,31.010,7:48 am,1,61,4.3,0,65.2,-0.26,100,16.5431398219673,
"Hovland, Viktor","Viktor Hovland",150,28629028,9700,32.486,1:14 pm,0,68.9,6.3,0,75.2,0.88,100,14.5051252910043,
"Hatton, Tyrrell","Tyrrell Hatton",150,28629029,9600,32.460,1:25 pm,0,69,6.5,0,75.4,1,100,22.1301602272471,
"Fowler, Rickie","Rickie Fowler",150,28629030,9500,31.881,1:25 pm,0,65.6,5.5,0,71.1,0.56,100,13.6691749811009,
"Fleetwood, Tommy","Tommy Fleetwood",150,28629031,9400,32.006,8:10 am,1,67.1,5.9,0,73.1,0.89,100,20.351863259902,
"Spieth, Jordan","Jordan Spieth",150,28629032,9300,32.512,8:10 am,1,63.9,4.9,0,68.8,0.46,100,14.9074177794999,
"Lowry, Shane","Shane Lowry",150,28629033,9100,31.235,1:14 pm,0,60.1,4.1,0,64.1,0.07,100,12.8623215454902,
"Clark, Wyndham","Wyndham Clark",150,28629034,9000,31.744,1:25 pm,0,62.7,4.7,0,67.4,0.56,100,16.1556558460662,
"Lee, Min Woo","Min Woo Lee",150,28629035,8900,31.499,8:21 am,1,59.9,3.9,0,63.9,0.22,100,15.2713884439926,
"Homa, Max","Max Homa",150,28629036,8800,30.818,1:03 pm,0,58.9,3.8,0,62.7,0.17,100,10.197850358216,
"Rose, Justin","Justin Rose",150,28629037,8700,30.886,1:36 pm,0,57.5,3.4,0,60.9,0.04,100,10.515154439088,
"Im, Sungjae","Sungjae Im",150,28629038,8600,30.730,8:43 am,1,58.3,3.5,0,61.9,0.25,100,5.56715000793632,
"Kim, Tom","Tom Kim",150,28629039,8500,30.719,1:47 pm,0,57.4,3.4,0,60.8,0.21,100,6.82179920005401,
"Burns, Sam","Sam Burns",150,28629040,8400,30.691,8:21 am,1,57.4,3.4,0,60.7,0.29,100,9.05369883454593,
"Thomas, Justin","Justin Thomas",150,28629041,8300,30.704,7:59 am,1,56.3,3.3,0,59.6,0.24,100,10.7216228005653,
"Aberg, Ludvig","Ludvig Aberg",150,28629042,8200,30.795,7:15 am,1,57.4,3.4,0,60.8,0.48,100,13.5787851703662,
