player_name,sample_size,baseline,age,age_adj,true_sg_adj,timing_adj,sg_category_adj,course_history_adj,driving_dist_adj,driving_acc_adj,fit_other_adj,course_fit_total_adj,final_prediction,std_dev,event_name,course_name
"Im, Sungjae",150,1.101,24,0.028,0.072,-0.032,0.218,-0.013,-0.022,0.104,-0.035,0.047,1.421,2.873,"3M Open","TPC Twin Cities"
"Finau, Tony",150,1.435,32,-0.001,-0.024,-0.048,-0.043,0.053,-0.054,-0.050,-0.041,-0.145,1.228,2.820,"3M Open","TPC Twin Cities"
"Matsuyama, Hideki",150,1.350,30,0.008,-0.042,-0.022,-0.018,-0.016,-0.023,0.019,-0.042,-0.046,1.214,2.875,"3M Open","TPC Twin Cities"
"Tringale, Cameron",150,0.826,34,-0.007,0.037,-0.008,-0.043,0.088,-0.008,0.023,-0.036,-0.022,0.871,2.845,"3M Open","TPC Twin Cities"
"Steele, Brendan",150,0.641,39,-0.022,-0.025,0.036,0.168,-0.021,-0.043,0.069,0.007,0.034,0.811,2.875,"3M Open","TPC Twin Cities"
"Hadwin, Adam",150,0.762,34,-0.007,0.027,-0.006,-0.072,0.049,0.012,0.080,-0.039,0.053,0.807,2.858,"3M Open","TPC Twin Cities"
"McNealy, Maverick",150,0.868,26,0.020,0.044,-0.004,-0.041,-0.015,-0.049,0.014,-0.033,-0.068,0.804,2.843,"3M Open","TPC Twin Cities"
"Riley, Davis",150,0.709,25,0.023,0.016,-0.019,0.084,-0.040,-0.048,0.039,-0.017,-0.025,0.748,2.862,"3M Open","TPC Twin Cities"
"Long, Adam",150,0.625,34,-0.007,-0.024,-0.019,-0.102,0.059,0.048,0.132,-0.022,0.159,0.691,2.886,"3M Open","TPC Twin Cities"
"Davis, Cameron",150,0.633,27,0.017,0.061,0.015,0.050,0.056,-0.079,-0.082,-0.019,-0.181,0.652,2.859,"3M Open","TPC Twin Cities"
"NeSmith, Matthew",150,0.369,28,0.013,0.059,0.009,0.130,-0.036,-0.000,0.105,-0.003,0.101,0.644,2.863,"3M Open","TPC Twin Cities"
"Theegala, Sahith",150,0.624,24,0.026,0.078,-0.059,0.075,-0.040,-0.028,-0.072,-0.024,-0.124,0.581,2.870,"3M Open","TPC Twin Cities"
"Poston, J.T.",150,0.653,29,0.012,0.005,0.027,-0.133,-0.015,0.010,0.033,-0.028,0.015,0.562,2.890,"3M Open","TPC Twin Cities"
"Kim, Joohyung",150,0.320,20,0.041,0.056,0.012,-0.009,-0.040,0.013,0.173,-0.011,0.174,0.555,2.870,"3M Open","TPC Twin Cities"
"Laird, Martin",150,0.456,39,-0.022,-0.123,0.030,0.043,-0.017,0.004,0.181,0.000,0.186,0.552,2.820,"3M Open","TPC Twin Cities"
"Reavie, Chez",150,0.398,40,-0.026,-0.154,-0.001,-0.077,-0.010,0.102,0.257,-0.002,0.357,0.486,2.884,"3M Open","TPC Twin Cities"
"Hardy, Nick",150,0.417,26,0.020,0.037,0.060,0.074,-0.040,-0.062,-0.026,-0.008,-0.096,0.474,2.848,"3M Open","TPC Twin Cities"
"Todd, Brendon",150,0.571,37,-0.014,-0.131,0.009,-0.248,-0.044,0.129,0.231,-0.036,0.324,0.468,2.797,"3M Open","TPC Twin Cities"
"Pan, C.T.",150,0.396,30,0.007,0.001,0.000,-0.007,-0.040,0.017,0.082,-0.017,0.081,0.438,2.836,"3M Open","TPC Twin Cities"
"Merritt, Troy",150,0.499,36,-0.013,-0.077,0.013,-0.148,0.046,0.045,0.062,-0.021,0.087,0.406,2.859,"3M Open","TPC Twin Cities"
"Day, Jason",150,0.487,34,-0.007,0.040,-0.013,0.026,-0.062,-0.035,-0.007,-0.025,-0.067,0.404,2.867,"3M Open","TPC Twin Cities"
"Ghim, Doug",150,0.110,26,0.021,0.011,-0.003,0.109,0.016,0.023,0.114,0.001,0.138,0.403,2.838,"3M Open","TPC Twin Cities"
"Hoge, Tom",150,0.279,33,-0.001,-0.033,0.033,0.004,0.021,0.011,0.051,-0.009,0.053,0.356,2.876,"3M Open","TPC Twin Cities"
"Grillo, Emiliano",150,0.203,29,0.009,0.037,-0.007,0.030,-0.009,-0.031,0.111,0.009,0.090,0.353,2.894,"3M Open","TPC Twin Cities"
"Svensson, Adam",150,0.362,28,0.014,-0.026,-0.035,-0.104,0.014,0.039,0.088,-0.008,0.119,0.344,2.891,"3M Open","TPC Twin Cities"
"Clark, Wyndham",150,0.234,28,0.013,-0.025,0.002,0.278,0.042,-0.107,-0.135,-0.014,-0.256,0.289,2.854,"3M Open","TPC Twin Cities"
"Duncan, Tyler",150,0.033,33,-0.001,-0.038,0.013,0.047,-0.035,0.030,0.159,0.013,0.203,0.222,2.883,"3M Open","TPC Twin Cities"
"Glover, Lucas",150,0.012,42,-0.033,-0.085,0.027,0.112,-0.032,0.020,0.123,0.019,0.161,0.162,2.873,"3M Open","TPC Twin Cities"
"Putnam, Andrew",150,0.092,33,-0.002,-0.041,0.018,-0.046,-0.069,0.102,0.091,-0.019,0.174,0.125,2.836,"3M Open","TPC Twin Cities"
"Sigg, Greyson",150,-0.028,27,0.017,0.063,0.008,0.024,-0.040,0.029,0.046,-0.000,0.075,0.119,2.870,"3M Open","TPC Twin Cities"
"Lashley, Nate",150,0.138,39,-0.023,-0.031,0.013,-0.007,-0.047,0.031,0.048,-0.007,0.073,0.117,2.863,"3M Open","TPC Twin Cities"
"Huh, John",150,0.018,32,0.002,-0.043,0.000,0.012,-0.046,0.056,0.115,-0.003,0.168,0.110,2.826,"3M Open","TPC Twin Cities"
"Taylor, Nick",150,0.136,34,-0.005,0.036,0.018,-0.063,-0.022,0.017,-0.010,-0.009,-0.001,0.098,2.828,"3M Open","TPC Twin Cities"
"Frittelli, Dylan",150,0.226,32,0.002,0.051,-0.011,-0.009,0.020,-0.035,-0.130,-0.017,-0.182,0.097,2.868,"3M Open","TPC Twin Cities"
"Jaeger, Stephan",150,0.014,33,-0.001,0.050,-0.014,0.079,-0.023,0.035,-0.034,-0.015,-0.014,0.089,2.874,"3M Open","TPC Twin Cities"
"Fowler, Rickie",150,0.130,33,-0.003,0.057,-0.013,-0.009,-0.025,-0.035,-0.007,-0.018,-0.060,0.076,2.867,"3M Open","TPC Twin Cities"
"Cink, Stewart",150,0.157,49,-0.054,-0.035,0.014,0.065,-0.021,-0.037,-0.035,0.010,-0.062,0.063,2.903,"3M Open","TPC Twin Cities"
"Schenk, Adam",150,0.062,30,0.007,-0.006,-0.035,0.048,0.003,-0.018,-0.009,0.004,-0.023,0.056,2.888,"3M Open","TPC Twin Cities"
"Smotherman, Austin",150,-0.058,28,0.015,0.036,0.001,0.078,-0.040,-0.042,0.041,0.018,0.017,0.048,2.894,"3M Open","TPC Twin Cities"
"Schwab, Matthias",150,0.069,27,0.017,0.086,-0.004,-0.071,-0.012,0.010,-0.030,-0.020,-0.040,0.046,2.809,"3M Open","TPC Twin Cities"
"Garnett, Brice",150,-0.190,38,-0.020,-0.056,-0.001,0.053,0.084,0.031,0.107,0.008,0.146,0.015,2.824,"3M Open","TPC Twin Cities"
"Hickok, Kramer",150,-0.228,30,0.008,-0.057,0.007,0.134,0.007,0.025,0.101,0.014,0.141,0.012,2.835,"3M Open","TPC Twin Cities"
"Thompson, Michael",150,-0.082,37,-0.015,-0.078,-0.010,-0.034,0.042,0.073,0.120,-0.006,0.188,0.011,2.866,"3M Open","TPC Twin Cities"
"Palmer, Ryan",150,0.160,45,-0.043,-0.029,0.008,-0.001,-0.040,-0.034,-0.020,0.007,-0.047,0.008,2.914,"3M Open","TPC Twin Cities"
"Kizzire, Patton",150,-0.134,36,-0.012,0.087,0.047,0.014,0.075,-0.023,-0.057,-0.005,-0.084,-0.007,2.866,"3M Open","TPC Twin Cities"
