datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"Finau, Tony","Tony Finau",150,23394628,10500,35.517,12:33 pm,0,80.3,6.4,0,86.6,0.65,100,15.3063564540235,
"Matsuyama, Hideki","Hideki Matsuyama",150,23394629,10300,36.687,7:23 am,1,80.4,6.4,0,86.8,0.71,100,15.0492590315056,
"Im, Sungjae","Sungjae Im",150,23394630,10000,36.399,7:23 am,1,83.6,7.3,0,90.9,1,100,17.2378367464493,
"Theegala, Sahith","Sahith Theegala",150,23394631,9800,34.891,7:12 am,1,70.6,4,0,74.6,0.19,100,15.5960378744738,
"Hadwin, Adam","Adam Hadwin",150,23394632,9600,35.966,8:07 am,1,73.6,4.8,0,78.3,0.44,100,15.1310938834291,
"McNealy, Maverick","Maverick McNealy",150,23394633,9300,35.740,7:56 am,1,74.4,5,0,79.4,0.58,100,15.1735734602629,
"Riley, Davis","Davis Riley",150,23394634,9000,35.329,12:33 pm,0,73.5,4.6,0,78.1,0.59,100,21.742340302686,
"Davis, Cameron","Cameron Davis",150,23394635,8900,35.340,12:55 pm,0,72.2,4.4,0,76.6,0.53,100,16.2709642772836,
"Tringale, Cameron","Cameron Tringale",150,23394636,8800,35.416,12:22 pm,0,74.7,5,0,79.7,0.72,100,13.9746219232001,
"Reavie, Chez","Chez Reavie",150,23394637,8700,35.087,12:44 pm,0,70.1,3.9,0,74.1,0.45,100,8.98114233138442,
"Long, Adam","Adam Long",150,23394638,8600,35.709,12:55 pm,0,72.8,4.5,0,77.3,0.65,100,11.7891869621816,
"Poston, J.T.","J.T. Poston",150,23394639,8500,35.232,12:55 pm,0,71.2,4.1,0,75.3,0.57,100,9.86931518674153,
"Steele, Brendan","Brendan Steele",150,23394641,8300,36.135,8:29 am,1,74.3,4.9,0,79.3,0.83,100,16.8412770981309,
"Laird, Martin","Martin Laird",150,23394642,8200,34.553,7:34 am,1,70,4,0,74,0.58,100,9.61508983694046,
"Hardy, Nick","Nick Hardy",150,23394644,8000,35.020,2:01 pm,0,69,3.8,0,72.8,0.57,100,13.2923605877255,
"Gotterup, Chris","Chris Gotterup",150,23394646,7900,33.124,1:50 pm,0,61.4,2.4,0,63.8,0.13,100,15.4130053048883,
"Palmer, Ryan","Ryan Palmer",150,23394645,7900,33.587,7:34 am,1,63.2,2.6,0,65.8,0.23,100,6.58790314861538,
"Day, Jason","Jason Day",150,23394647,7800,34.931,12:33 pm,0,68.6,3.6,0,72.2,0.59,100,7.3595067516304,
"Champ, Cameron","Cameron Champ",150,23394648,7800,33.375,12:44 pm,0,61.7,2.4,0,64.1,0.17,100,8.6278563738695,
"Todd, Brendon","Brendon Todd",150,23394649,7700,34.145,7:45 am,1,68.3,3.7,0,71.9,0.6,100,8.17185985629219,
"Fowler, Rickie","Rickie Fowler",150,23394650,7700,33.413,7:34 am,1,63.7,2.7,0,66.4,0.31,100,7.82288848107269,
"Frittelli, Dylan","Dylan Frittelli",150,23394652,7600,33.731,7:23 am,1,64.1,2.8,0,67,0.37,100,6.54923439516659,
"Grillo, Emiliano","Emiliano Grillo",150,23394653,7600,34.696,12:44 pm,0,68.5,3.5,0,72,0.63,100,10.3481031695438,
"Svensson, Adam","Adam Svensson",150,23394651,7600,34.663,6:50 am,1,68,3.4,0,71.4,0.6,100,17.9023586131586,
"Pan, C.T.","C.T. Pan",150,23394656,7500,34.682,7:34 am,1,68.8,3.8,0,72.5,0.69,100,9.00584134665943,
"NeSmith, Matthew","Matthew NeSmith",150,23394655,7500,35.348,7:01 am,1,71.9,4.3,0,76.2,0.88,100,12.6873027682742,
"Higgo, Garrick","Garrick Higgo",150,23394657,7500,30.341,7:45 am,1,54.1,1.4,0,55.5,-0.14,100,5.64789314969639,
"Clark, Wyndham","Wyndham Clark",150,23394654,7500,33.826,1:28 pm,0,66.5,3.2,0,69.6,0.53,100,10.0981322425791,
"Merritt, Troy","Troy Merritt",150,23394658,7400,34.336,7:45 am,1,68.6,3.5,0,72.2,0.69,100,10.2520686690612,
"Glover, Lucas","Lucas Glover",150,23394660,7400,34.171,7:45 am,1,64.9,3,0,67.8,0.47,100,4.81224206599658,
"Smotherman, Austin","Austin Smotherman",150,23394661,7400,33.572,2:01 pm,0,63.7,2.7,0,66.4,0.39,100,8.1529350938804,
"Cink, Stewart","Stewart Cink",150,23394663,7300,33.847,7:45 am,1,64.3,2.8,0,67.1,0.45,100,4.66937298641616,
"Kim, Joohyung","Joohyung Kim",150,23394665,7300,34.966,7:12 am,1,70.8,4,0,74.8,0.86,100,13.6856977620491,
"Ghim, Doug","Doug Ghim",150,23394664,7300,34.485,8:18 am,1,67.7,3.6,0,71.3,0.67,100,7.22513678607891,
"Thompson, Michael","Michael Thompson",150,23394662,7300,33.290,12:44 pm,0,62.9,2.6,0,65.5,0.37,100,6.82829355972243,
"Hadley, Chesson","Chesson Hadley",150,23394666,7300,30.417,7:12 am,1,53.6,1.4,0,55,-0.12,100,3.41384352837153,
"Sigg, Greyson","Greyson Sigg",150,23394670,7200,33.947,1:39 pm,0,64.2,2.9,0,67.1,0.48,100,4.50992543265701,
"Taylor, Nick","Nick Taylor",150,23394668,7200,33.223,7:23 am,1,63.6,2.8,0,66.3,0.44,100,5.4975388433195,
"Hickok, Kramer","Kramer Hickok",150,23394672,7200,32.970,8:29 am,1,62,2.5,0,64.6,0.35,100,3.29422480685668,
"Schwab, Matthias","Matthias Schwab",150,23394667,7200,32.912,6:50 am,1,62.1,2.6,0,64.7,0.35,100,6.87144833006148,
"Hossler, Beau","Beau Hossler",150,23394671,7200,34.264,7:56 am,1,63.8,2.7,0,66.5,0.45,100,7.14930178850202,
"Huh, John","John Huh",150,23394674,7100,33.033,12:00 pm,0,63.6,2.7,0,66.3,0.46,100,4.98229862821463,
"Duncan, Tyler","Tyler Duncan",150,23394673,7100,34.107,7:45 am,1,65.9,3.1,0,69,0.61,100,6.52125931140052,
"Buckley, Hayden","Hayden Buckley",150,23394679,7100,33.174,12:11 pm,0,62.2,2.5,0,64.6,0.38,100,6.76788928984327,
"Willett, Danny","Danny Willett",150,23394676,7100,32.230,7:34 am,1,59.6,2.2,0,61.8,0.23,100,2.94574215324451,
"Hoge, Tom","Tom Hoge",150,23394675,7100,34.473,7:23 am,1,67.6,3.4,0,71,0.71,100,9.4937854769069,
"Putnam, Andrew","Andrew Putnam",150,23394678,7100,33.194,1:06 pm,0,64.1,2.8,0,66.9,0.49,100,3.42651790442812,
"Kizzire, Patton","Patton Kizzire",150,23394677,7100,33.016,12:33 pm,0,62.7,2.6,0,65.3,0.41,100,5.09551053202845,
"Tarren, Callum","Callum Tarren",150,23394684,7000,32.570,1:50 pm,0,60.4,2.2,0,62.7,0.3,100,7.99487234069101,
"Jaeger, Stephan","Stephan Jaeger",150,23394682,7000,33.957,12:22 pm,0,64.1,2.8,0,66.9,0.52,100,4.33923790783448,
"Bramlett, Joseph","Joseph Bramlett",150,23394685,7000,32.552,1:39 pm,0,59.7,2.1,0,61.8,0.25,100,3.60227454547862,
"Hahn, James","James Hahn",150,23394681,7000,32.571,8:07 am,1,59.3,2.2,0,61.4,0.23,100,2.35888898207275,
"Lashley, Nate","Nate Lashley",150,23394680,7000,33.833,12:44 pm,0,64.7,2.9,0,67.6,0.56,100,5.38831048906554,
"Hodges, Lee","Lee Hodges",150,23394687,7000,32.848,1:28 pm,0,61.6,2.4,0,63.9,0.37,100,3.77863430450545,
"Gligic, Michael","Michael Gligic",150,23394686,7000,33.075,1:50 pm,0,61.9,2.4,0,64.3,0.39,100,6.61304778613555,
"Schenk, Adam","Adam Schenk",150,23394683,7000,33.754,1:06 pm,0,63.9,2.8,0,66.6,0.51,100,4.51045591407483,
"Lebioda, Hank","Hank Lebioda",150,23394694,6900,32.310,1:06 pm,0,59.4,2.1,0,61.5,0.26,100,4.06917429927701,
"Wallace, Matt","Matt Wallace",150,23394695,6900,31.756,7:12 am,1,56.8,1.8,0,58.6,0.11,100,3.21176850715043,
"Kraft, Kelly","Kelly Kraft",150,23394693,6900,32.117,8:40 am,1,57.8,1.9,0,59.7,0.17,100,2.06681363488364,
"Matthews, Brandon","Brandon Matthews",150,23394689,6900,29.489,8:40 am,1,51.6,1.2,0,52.8,-0.13,100,3.38555372459591,
"Ryder, Sam","Sam Ryder",150,23394691,6900,32.485,12:11 pm,0,60.5,2.2,0,62.7,0.33,100,3.29362072411076,
"Lower, Justin","Justin Lower",150,23394688,6900,32.650,2:12 pm,0,60.2,2.3,0,62.5,0.32,100,4.73049044094105,
