Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3882272571,DeepSeaMike,960,25.7,QB Lamar Jackson RB David Montgomery RB Clyde Edwards-Helaire WR Marquez Valdes-Scantling WR Richie James Jr. WR A.J. Brown TE Chig Okonkwo FLEX Nick Chubb BN Mike Williams BN Dalvin Cook BN Tyler Lockett BN Gabe Davis BN Geno Smith BN Raheem Mostert BN Dalton Kincaid BN Tyjae Spears BN Chase Claypool BN Noah Fant BN Darius Slayton BN Kyren Williams,,Tyreek Hill,WR,8.33%,0
2,3882262380,losangelesriot,1020,24.42,QB Jared Goff RB Isiah Pacheco RB Travis Etienne Jr. WR Kadarius Toney WR CeeDee Lamb WR Deebo Samuel TE George Kittle FLEX Dallas Goedert BN Jalen Hurts BN Treylon Burks BN K.J. Osborn BN Roschon Johnson BN Donovan Peoples-Jones BN Kendre Miller BN Devin Singletary BN Josh Downs BN Mac Jones BN Robert Woods BN Allen Robinson II BN Luke Schoonmaker,,Jaylen Waddle,WR,8.33%,0
3,3882272578,whangdoodle125,960,22.140001,QB Patrick Mahomes RB Kenneth Walker III RB Cam Akers WR Justyn Ross WR DJ Moore WR Brandon Aiyuk TE Travis Kelce FLEX Alvin Kamara BN Tua Tagovailoa BN Elijah Moore BN JuJu Smith-Schuster BN Tyler Allgeier BN Jamaal Williams BN Dalton Schultz BN Kareem Hunt BN Mecole Hardman Jr. BN Brock Purdy BN DeVante Parker BN Jalen Reagor BN Randall Cobb,,DeVonta Smith,WR,8.33%,0
4,3882292697,eagles060175,1020,21.3,QB Justin Herbert RB Aaron Jones RB Alexander Mattison WR Amon-Ra St. Brown WR Marvin Jones Jr. WR Skyy Moore TE Mark Andrews FLEX Garrett Wilson BN Kyle Pitts BN Allen Lazard BN Elijah Mitchell BN Antonio Gibson BN D'Onta Foreman BN Taysom Hill BN C.J. Stroud BN Nico Collins BN Rondale Moore BN Sam Howell BN Zach Ertz BN Quez Watkins,,Jaxon Smith-Njigba,BN,8.33%,0
5,3882262353,Swingin_Friars,1080,16.9,QB Dak Prescott RB Jahmyr Gibbs RB Jonathan Taylor WR Cooper Kupp WR Davante Adams WR Jerry Jeudy TE Sam LaPorta FLEX T.J. Hockenson BN Christian Watson BN Brandin Cooks BN AJ Dillon BN Kyler Murray BN De'Von Achane BN Jordan Love BN Michael Gallup BN Chuba Hubbard BN Jayden Reed BN Parris Campbell BN Keaontay Ingram BN Michael Wilson,,J.K. Dobbins,RB,8.33%,0
6,3882262358,bparker1124,1140,12,QB Joe Burrow RB Rhamondre Stevenson RB D'Andre Swift WR Josh Reynolds WR Ja'Marr Chase WR Calvin Ridley TE Evan Engram FLEX Drake London BN Trevor Lawrence BN Brian Robinson Jr. BN Tyler Boyd BN Zay Jones BN Juwan Johnson BN Kenneth Gainwell BN Curtis Samuel BN Hunter Renfrow BN Irv Smith Jr. BN Ty Chandler BN Calvin Austin III BN Demario Douglas,,George Pickens,BN,8.33%,0
7,3882283242,Utahdolphin,1140,11.6,QB Josh Allen RB Christian McCaffrey RB Breece Hall WR Rashee Rice WR Chris Olave WR DeAndre Hopkins TE Dawson Knox FLEX Mike Evans BN Jahan Dotson BN Quentin Johnston BN Rashaad Penny BN Khalil Herbert BN Jalin Hyatt BN Romeo Doubs BN Alec Pierce BN Jeff Wilson Jr. BN Rashid Shaheed BN Tank Bigsby BN Hayden Hurst BN Desmond Ridder,,Diontae Johnson,FLEX,8.33%,0
8,3882273676,sbellina75,1140,2,QB Daniel Jones RB Jerick McKinnon RB Josh Jacobs WR Justin Jefferson WR Tee Higgins WR Christian Kirk TE Darren Waller FLEX Michael Pittman Jr. BN Rachaad White BN Samaje Perine BN Anthony Richardson BN Jakobi Meyers BN Jonathan Mingo BN Isaiah Hodgins BN Tyler Conklin BN Van Jefferson BN Jerome Ford BN Hunter Henry BN Tutu Atwell BN Evan Hull,,James Conner,RB,8.33%,0
9,3882262287,jjo2021,1200,0,QB Russell Wilson RB J.K. Dobbins RB James Conner WR Tyreek Hill WR Jaylen Waddle WR DeVonta Smith TE Michael Mayer FLEX Jaxon Smith-Njigba BN George Pickens BN Diontae Johnson BN Odell Beckham Jr. BN Jaylen Warren BN Joshua Palmer BN Kenny Pickett BN Trey McBride BN Marvin Mims Jr. BN Gus Edwards BN Luke Musgrave BN Isaiah Spiller BN Zack Moss,,Odell Beckham Jr.,BN,8.33%,0
9,3882272559,nicholashayes1281,1200,0,QB Kirk Cousins RB Bijan Robinson RB Saquon Barkley WR DK Metcalf WR Terry McLaurin WR Marquise Brown TE David Njoku FLEX Najee Harris BN Courtland Sutton BN James Cook BN Derek Carr BN Darnell Mooney BN Adam Thielen BN Greg Dulcich BN Mike Gesicki BN John Metchie III BN Baker Mayfield BN Cade Otton BN Deon Jackson BN Puka Nacua,,Russell Wilson,BN,8.33%,0
