Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3859880713,bnbozo81,960,43.620003,QB Jared Goff RB Miles Sanders RB Cam Akers WR Amon-Ra St. Brown WR Richie James Jr. WR DeVonta Smith TE Sam LaPorta FLEX DJ Moore BN Justin Fields BN Darren Waller BN Courtland Sutton BN Elijah Mitchell BN Chig Okonkwo BN DJ Chark Jr. BN Tyjae Spears BN Michael Gallup BN Michael Carter BN Isaiah Likely BN Allen Robinson II BN Terrace Marshall Jr.,,Stefon Diggs,WR,8.33%,0
2,3859864870,siixxburg412,1080,21.54,QB Patrick Mahomes RB Kenneth Walker III RB Najee Harris WR Kadarius Toney WR Justin Jefferson WR Tee Higgins TE Pat Freiermuth FLEX Javonte Williams BN Jordan Addison BN Brian Robinson Jr. BN Darnell Mooney BN Jalin Hyatt BN D'Onta Foreman BN Romeo Doubs BN Kendre Miller BN Mike Gesicki BN Trey McBride BN Ryan Tannehill BN Zamir White BN KaVontae Turpin,,Nick Chubb,RB,8.33%,0
3,3859891577,xoenix,1080,13.400001,QB Dak Prescott RB Bijan Robinson RB Alexander Mattison WR Rashee Rice WR Marvin Jones Jr. WR CeeDee Lamb TE Gerald Everett FLEX Mike Williams BN Christian Watson BN Jaxon Smith-Njigba BN Quentin Johnston BN Nico Collins BN Tank Bigsby BN Jake Ferguson BN Isaiah Hodgins BN Chase Brown BN Tyler Conklin BN Van Jefferson BN Desmond Ridder BN Mac Jones,,Deebo Samuel,WR,8.33%,0
3,3859864866,DaSnipers,1140,13.4,QB Lamar Jackson RB David Montgomery RB Nick Chubb WR Stefon Diggs WR Deebo Samuel WR Odell Beckham Jr. TE George Kittle FLEX Dameon Pierce BN Daniel Jones BN Zay Flowers BN AJ Dillon BN Adam Thielen BN Greg Dulcich BN Bryce Young BN Tyquan Thornton BN Cordarrelle Patterson BN Gus Edwards BN Parris Campbell BN Deuce Vaughn BN Darius Slayton,,Lamar Jackson,QB,8.33%,0
5,3859880888,bamor,1080,11.4,QB Jalen Hurts RB Isiah Pacheco RB Jerick McKinnon WR A.J. Brown WR Amari Cooper WR Treylon Burks TE David Njoku FLEX Travis Etienne Jr. BN Aaron Jones BN D'Andre Swift BN James Conner BN Jordan Love BN Rondale Moore BN Jonathan Mingo BN Hunter Renfrow BN Sam Howell BN Hunter Henry BN Ty Chandler BN Kenyan Drake BN Cole Beasley,,George Kittle,TE,8.33%,0
6,3859872425,iqlink,1140,8,QB Deshaun Watson RB Jahmyr Gibbs RB Rhamondre Stevenson WR Ja'Marr Chase WR Drake London WR Michael Pittman Jr. TE Cole Kmet FLEX Brandon Aiyuk BN Zach Charbonnet BN Elijah Moore BN Samaje Perine BN Anthony Richardson BN Alec Pierce BN Trey Lance BN Hayden Hurst BN Marvin Mims Jr. BN Noah Fant BN Jerome Ford BN Tank Dell BN Pierre Strong Jr.,,Dameon Pierce,RB,8.33%,0
7,3859864869,spartanraider,1080,6.8,QB Trevor Lawrence RB Austin Ekeler RB Tony Pollard WR Marquez Valdes-Scantling WR Christian Kirk WR Chris Godwin TE Mark Andrews FLEX Evan Engram BN Brandin Cooks BN Michael Thomas BN Jameson Williams BN Damien Harris BN Derek Carr BN Roschon Johnson BN Jaylen Warren BN Mecole Hardman Jr. BN John Metchie III BN Jelani Woods BN Greg Dortch BN Puka Nacua,,David Montgomery,FLEX,8.33%,13.4
8,3859880648,DeepSeaMike,1140,3.9,QB Justin Herbert RB Clyde Edwards-Helaire RB Jonathan Taylor WR Cooper Kupp WR Davante Adams WR Keenan Allen TE Dallas Goedert FLEX Tyler Lockett BN Rachaad White BN Geno Smith BN Tyler Allgeier BN Antonio Gibson BN Dawson Knox BN Dalton Kincaid BN Rashid Shaheed BN Matthew Stafford BN Joshua Palmer BN Chuba Hubbard BN Jayden Reed BN Mack Hollins,,Daniel Jones,BN,8.33%,0
9,3859880694,CaptainMerica4,1140,1.6,QB Aaron Rodgers RB Dalvin Cook RB Alvin Kamara WR Justyn Ross WR Garrett Wilson WR Jaylen Waddle TE Dalton Schultz FLEX DeAndre Hopkins BN Jerry Jeudy BN Mike Evans BN Gabe Davis BN Jamaal Williams BN Taysom Hill BN Ezekiel Elliott BN Kenneth Gainwell BN Josh Downs BN Jimmy Garoppolo BN Brock Purdy BN Cade Otton BN Elijah Higgins,,Odell Beckham Jr.,BN,8.33%,0
10,3859872422,cmcalax36,960,0.4,QB Josh Allen RB Saquon Barkley RB J.K. Dobbins WR Skyy Moore WR Terry McLaurin WR Diontae Johnson TE Travis Kelce FLEX James Cook BN Rashaad Penny BN Rashod Bateman BN JuJu Smith-Schuster BN Jakobi Meyers BN Kyler Murray BN Tyler Higbee BN Curtis Samuel BN Kareem Hunt BN Leonard Fournette BN DeVante Parker BN Trent Sherfield BN Michael Wilson,,Zay Flowers,WR,8.33%,0
