Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3870286390,DeepSeaMike,960,23.140001,QB Patrick Mahomes RB Josh Jacobs RB J.K. Dobbins WR Justyn Ross WR Kadarius Toney WR Jerry Jeudy TE Travis Kelce FLEX Jaxon Smith-Njigba BN Brandon Aiyuk BN Courtland Sutton BN Rashod Bateman BN Russell Wilson BN Elijah Mitchell BN Jalin Hyatt BN Kenneth Gainwell BN Jaylen Warren BN Jonathan Mingo BN Noah Fant BN Hunter Henry BN Joshua Kelley,,Cooper Kupp,WR,8.33%,0
2,3870268073,kess.mark2767,1080,20.5,QB Joe Burrow RB Bijan Robinson RB Derrick Henry WR Rashee Rice WR Deebo Samuel WR Tyler Lockett TE Sam LaPorta FLEX Joe Mixon BN Odell Beckham Jr. BN Khalil Herbert BN Geno Smith BN Jamaal Williams BN Raheem Mostert BN Jeff Wilson Jr. BN Michael Mayer BN Marvin Mims Jr. BN Jayden Reed BN Robert Woods BN Cade Otton BN Mack Hollins,,Davante Adams,WR,8.33%,0
3,3870291560,madmoney777,1140,19.1,QB Tua Tagovailoa RB Jonathan Taylor RB Kenneth Walker III WR Amon-Ra St. Brown WR Stefon Diggs WR DK Metcalf TE Evan Engram FLEX Michael Pittman Jr. BN James Cook BN Anthony Richardson BN Juwan Johnson BN DJ Chark Jr. BN Ezekiel Elliott BN Gerald Everett BN Curtis Samuel BN Mike Gesicki BN Hunter Renfrow BN Mecole Hardman Jr. BN Parris Campbell BN Mike White,,Justin Fields,QB,8.33%,0
4,3870298168,SkipPForty,1080,14.02,QB Jared Goff RB Miles Sanders RB Dalvin Cook WR Ja'Marr Chase WR Jaylen Waddle WR Tee Higgins TE Darren Waller FLEX Terry McLaurin BN Mike Evans BN Rashaad Penny BN Alexander Mattison BN Derek Carr BN Alec Pierce BN C.J. Stroud BN Tyler Higbee BN Matthew Stafford BN Kareem Hunt BN John Metchie III BN Zach Ertz BN Cole Beasley,,Mark Andrews,TE,8.33%,0
5,3870286682,UncleFace,1080,13.4,QB Trevor Lawrence RB David Montgomery RB Aaron Jones WR Tyreek Hill WR Chris Olave WR DeVonta Smith TE Kyle Pitts FLEX Christian Watson BN D'Andre Swift BN Aaron Rodgers BN Tyler Allgeier BN Tyler Boyd BN Darnell Mooney BN Bryce Young BN Tyjae Spears BN Rondale Moore BN Leonard Fournette BN Trey McBride BN Tyler Conklin BN Ty Chandler,,Christian Kirk,WR,8.33%,0
6,3870276242,Wronghole696968,1020,12.300001,QB Lamar Jackson RB Clyde Edwards-Helaire RB Saquon Barkley WR Marquez Valdes-Scantling WR Richie James Jr. WR Chris Godwin TE George Kittle FLEX Nick Chubb BN Travis Etienne Jr. BN Gabe Davis BN Michael Thomas BN JuJu Smith-Schuster BN Allen Lazard BN Greg Dulcich BN Romeo Doubs BN Joshua Palmer BN Brock Purdy BN Chase Claypool BN Allen Robinson II BN Darius Slayton,,Javonte Williams,RB,8.33%,0
7,3870291591,EzMoney2,1140,9.4,QB Justin Herbert RB Isiah Pacheco RB Tony Pollard WR CeeDee Lamb WR Mike Williams WR Brandin Cooks TE Dalton Schultz FLEX Zach Charbonnet BN Dak Prescott BN Quentin Johnston BN Brian Robinson Jr. BN D'Onta Foreman BN Michael Gallup BN Josh Downs BN Jimmy Garoppolo BN Jake Ferguson BN Hayden Hurst BN Deuce Vaughn BN Corey Davis BN Deon Jackson,,Jordan Addison,FLEX,8.33%,0
8,3870291332,kakaramitk,1140,8,QB Deshaun Watson RB Jahmyr Gibbs RB Rachaad White WR Justin Jefferson WR Calvin Ridley WR DeAndre Hopkins TE David Njoku FLEX Drake London BN Kirk Cousins BN Alvin Kamara BN Samaje Perine BN Dawson Knox BN Adam Thielen BN Donovan Peoples-Jones BN Taysom Hill BN Trey Lance BN Cordarrelle Patterson BN Van Jefferson BN Gus Edwards BN Baker Mayfield,,Zay Flowers,BN,8.33%,0
9,3870291542,tpetrov,1080,2.2,QB Josh Allen RB Christian McCaffrey RB Najee Harris WR Marvin Jones Jr. WR Skyy Moore WR Keenan Allen TE Pat Freiermuth FLEX Dameon Pierce BN Diontae Johnson BN Jahan Dotson BN Elijah Moore BN Cole Kmet BN Roschon Johnson BN Kenny Pickett BN Khalil Shakir BN Irv Smith Jr. BN Mac Jones BN DeVante Parker BN Chase Edmonds BN Latavius Murray,,De'Von Achane,BN,8.33%,0
10,3870268053,vcavaliers333,1140,2,QB Justin Fields RB Jerick McKinnon RB Javonte Williams WR Cooper Kupp WR Davante Adams WR Christian Kirk TE Mark Andrews FLEX Jordan Addison BN Zay Flowers BN De'Von Achane BN Jordan Love BN Dalton Kincaid BN Kendre Miller BN Chase Brown BN Jerome Ford BN Tank Dell BN Luke Musgrave BN Zamir White BN Deonte Harty BN Calvin Austin III,,Jordan Love,BN,8.33%,0
11,3870291515,PackGrl,1200,0,QB Jalen Hurts RB Austin Ekeler RB James Conner WR Amari Cooper WR DJ Moore WR George Pickens TE Dallas Goedert FLEX AJ Dillon BN Kyler Murray BN K.J. Osborn BN Zay Jones BN Nico Collins BN Devin Singletary BN Tank Bigsby BN Isaiah Hodgins BN Sam Howell BN Isaiah Likely BN Chris Evans BN Zack Moss BN Adam Trautman,,Dalton Kincaid,BN,8.33%,0
