Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3886908545,wahoowa777,1020,31.74,QB Patrick Mahomes RB Isiah Pacheco RB Jonathan Taylor WR Marvin Jones Jr. WR DeAndre Hopkins WR Jahan Dotson TE Darren Waller FLEX Austin Ekeler BN David Njoku BN Aaron Rodgers BN Antonio Gibson BN Darnell Mooney BN Zay Jones BN D'Onta Foreman BN Michael Gallup BN Curtis Samuel BN Cordarrelle Patterson BN Michael Carter BN Baker Mayfield BN Randall Cobb,,Stefon Diggs,WR,8.33%,0
2,3886892759,urdoom,960,24.52,QB Jared Goff RB Bijan Robinson RB Kenneth Walker III WR Justyn Ross WR Deebo Samuel WR Gabe Davis TE Sam LaPorta FLEX T.J. Hockenson BN Josh Allen BN Alvin Kamara BN Odell Beckham Jr. BN Jameson Williams BN Khalil Herbert BN K.J. Osborn BN Derek Carr BN Rashid Shaheed BN Chase Claypool BN Zach Ertz BN Tutu Atwell BN Deon Jackson,,Calvin Ridley,WR,8.33%,0
3,3886898411,EvenImLeavin,1080,19.1,QB Justin Fields RB Nick Chubb RB Miles Sanders WR Amon-Ra St. Brown WR Jaxon Smith-Njigba WR George Pickens TE Mark Andrews FLEX Zach Charbonnet BN Alexander Mattison BN Adam Thielen BN Michael Mayer BN Nico Collins BN Kenny Pickett BN Kareem Hunt BN Khalil Shakir BN Brock Purdy BN Jayden Reed BN Deuce Vaughn BN Ty Chandler BN Cole Turner,,Lamar Jackson,QB,8.33%,0
4,3886883213,DeepSeaMike,1140,13.4,QB Lamar Jackson RB David Montgomery RB Dameon Pierce WR Stefon Diggs WR Calvin Ridley WR Mike Williams TE Dalton Schultz FLEX Jerry Jeudy BN Terry McLaurin BN Rashod Bateman BN Damien Harris BN Raheem Mostert BN C.J. Stroud BN Tyjae Spears BN Gerald Everett BN Josh Downs BN Isaiah Likely BN Kyren Williams BN Myles Gaskin BN Rico Dowdle,,Mike Williams,WR,8.33%,0
5,3886883227,WentziderRider,1140,11.6,QB Justin Herbert RB Josh Jacobs RB Najee Harris WR Rashee Rice WR Justin Jefferson WR DeVonta Smith TE Dallas Goedert FLEX Evan Engram BN Javonte Williams BN Kirk Cousins BN Samaje Perine BN Allen Lazard BN Bryce Young BN Kenneth Gainwell BN Matthew Stafford BN Devin Singletary BN Hunter Renfrow BN Mecole Hardman Jr. BN Tyler Conklin BN Greg Dortch,,Jerry Jeudy,BN,8.33%,0
6,3886898410,Jspeedbar,1140,8,QB Joe Burrow RB Jahmyr Gibbs RB James Conner WR Ja'Marr Chase WR Chris Olave WR Christian Kirk TE George Kittle FLEX Elijah Moore BN Deshaun Watson BN Tyler Allgeier BN Tyler Boyd BN Greg Dulcich BN Roschon Johnson BN Romeo Doubs BN Chase Brown BN John Metchie III BN Van Jefferson BN Jerome Ford BN Hunter Henry BN Kendrick Bourne,,Terry McLaurin,FLEX,8.33%,0
7,3886898438,travismc97,1140,6.8,QB Jalen Hurts RB Travis Etienne Jr. RB J.K. Dobbins WR Marquez Valdes-Scantling WR A.J. Brown WR Keenan Allen TE Pat Freiermuth FLEX D'Andre Swift BN Tyler Lockett BN Daniel Jones BN Michael Thomas BN Jalin Hyatt BN Isaiah Hodgins BN Hayden Hurst BN Irv Smith Jr. BN Marvin Mims Jr. BN Desmond Ridder BN Parris Campbell BN Darius Slayton BN Zack Moss,,Dameon Pierce,RB,8.33%,0
8,3886908484,MuleDeer53,1080,5.5,QB Dak Prescott RB Clyde Edwards-Helaire RB Joe Mixon WR Richie James Jr. WR CeeDee Lamb WR Garrett Wilson TE Taysom Hill FLEX Christian Watson BN Brandin Cooks BN James Cook BN Quentin Johnston BN Zay Flowers BN Brian Robinson Jr. BN Ezekiel Elliott BN Tyler Higbee BN Jake Ferguson BN Sam Howell BN Mack Hollins BN Evan Hull BN Keaontay Ingram,,David Montgomery,RB,8.33%,13.4
9,3886892962,Yachickensoup,1080,2,QB Geno Smith RB Jerick McKinnon RB Dalvin Cook WR Cooper Kupp WR DK Metcalf WR DJ Moore TE Travis Kelce FLEX Chris Godwin BN Cam Akers BN Rachaad White BN JuJu Smith-Schuster BN Russell Wilson BN Cole Kmet BN Dawson Knox BN Jonathan Mingo BN Chuba Hubbard BN Tank Dell BN Ryan Tannehill BN Zamir White BN A.T. Perry,,Rashod Bateman,BN,8.33%,0
10,3886883229,WoofUK,1080,1.4,QB Kyler Murray RB Christian McCaffrey RB Breece Hall WR Kadarius Toney WR Skyy Moore WR Davante Adams TE Dalton Kincaid FLEX Derrick Henry BN Brandon Aiyuk BN Jordan Addison BN Courtland Sutton BN Jamaal Williams BN De'Von Achane BN Jordan Love BN Kendre Miller BN Jimmy Garoppolo BN Trey McBride BN Luke Musgrave BN Demario Douglas BN Michael Wilson,,Damien Harris,BN,8.33%,0
