Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3891016801,staggs83,900,39.239998,QB Patrick Mahomes RB Cam Akers RB Alexander Mattison WR Rashee Rice WR Kadarius Toney WR Calvin Ridley TE Noah Gray FLEX Travis Kelce BN Christian Watson BN Terry McLaurin BN Quentin Johnston BN Damien Harris BN AJ Dillon BN Jamaal Williams BN Kyler Murray BN Dawson Knox BN Tyjae Spears BN John Metchie III BN DeVante Parker BN Evan Hull,,Ja'Marr Chase,WR,8.33%,0
2,3890999402,GenaroP,1020,34.920002,QB Jared Goff RB Rhamondre Stevenson RB Dalvin Cook WR Amon-Ra St. Brown WR Marvin Jones Jr. WR CeeDee Lamb TE T.J. Hockenson FLEX Amari Cooper BN Michael Pittman Jr. BN Chris Godwin BN Pat Freiermuth BN Allen Lazard BN Tyler Boyd BN Bryce Young BN Kenneth Gainwell BN Michael Mayer BN Chase Brown BN Mecole Hardman Jr. BN Chuba Hubbard BN Rico Dowdle,,Tee Higgins,WR,8.33%,0
3,3890999401,burklesbaby,960,26.699999,QB Lamar Jackson RB David Montgomery RB Isiah Pacheco WR Tyreek Hill WR Jaylen Waddle WR DeAndre Hopkins TE David Njoku FLEX Clyde Edwards-Helaire BN Rashod Bateman BN Zay Flowers BN Derek Carr BN Taysom Hill BN Juwan Johnson BN Ezekiel Elliott BN Rashid Shaheed BN Matthew Stafford BN Devin Singletary BN Kareem Hunt BN Mac Jones BN Michael Wilson,,Josh Jacobs,RB,8.33%,0
4,3890999422,DeepSeaMike,1140,8.9,QB Daniel Jones RB Travis Etienne Jr. RB Javonte Williams WR Cooper Kupp WR Stefon Diggs WR Mike Williams TE Sam LaPorta FLEX Tyler Lockett BN Darren Waller BN Treylon Burks BN Rashaad Penny BN Khalil Herbert BN Russell Wilson BN Michael Gallup BN Joshua Palmer BN Kyren Williams BN Mack Hollins BN Ty Chandler BN Justice Hill BN Salvon Ahmed,,Kenneth Walker III,FLEX,8.33%,0
5,3890999504,cs5104,1080,8.4,QB Jalen Hurts RB Jahmyr Gibbs RB Elijah Mitchell WR Skyy Moore WR A.J. Brown WR Brandon Aiyuk TE Hunter Henry FLEX Gabe Davis BN Justin Fields BN Michael Thomas BN Zay Jones BN Roschon Johnson BN Raheem Mostert BN Alec Pierce BN Jaylen Warren BN Van Jefferson BN Desmond Ridder BN Deuce Vaughn BN Albert Okwuegbunam BN Myles Gaskin,,Trevor Lawrence,QB,8.33%,0
6,3891017187,j.laws,1140,6.8,QB Justin Herbert RB Christian McCaffrey RB Jonathan Taylor WR Marquez Valdes-Scantling WR Marquise Brown WR JuJu Smith-Schuster TE Dallas Goedert FLEX Derrick Henry BN Joe Mixon BN James Conner BN Donovan Peoples-Jones BN Tyler Higbee BN Nico Collins BN Jimmy Garoppolo BN Hunter Renfrow BN Jayden Reed BN Tyler Conklin BN Robert Woods BN Darius Slayton BN Randall Cobb,,J.K. Dobbins,RB,8.33%,0
7,3891017105,jonmburkett,1080,3.6,QB Josh Allen RB Jerick McKinnon RB Austin Ekeler WR Richie James Jr. WR DeVonta Smith WR Christian Kirk TE Kyle Pitts FLEX Brandin Cooks BN Joe Burrow BN James Cook BN Kirk Cousins BN Odell Beckham Jr. BN Cole Kmet BN Darnell Mooney BN Jeff Wilson Jr. BN Kendre Miller BN Isaiah Hodgins BN Irv Smith Jr. BN Ryan Tannehill BN Ameer Abdullah,,Evan Engram,TE,8.33%,0
8,3891017273,shaneyd,1140,1.6,QB Anthony Richardson RB Saquon Barkley RB Najee Harris WR Justyn Ross WR Garrett Wilson WR Keenan Allen TE Greg Dulcich FLEX D'Andre Swift BN George Pickens BN Courtland Sutton BN Alvin Kamara BN Elijah Moore BN Dalton Kincaid BN Kenny Pickett BN Cordarrelle Patterson BN Gus Edwards BN Parris Campbell BN Deon Jackson BN Puka Nacua BN Joshua Dobbs,,Jahan Dotson,WR,8.33%,0
9,3890996363,ajimithing,1200,0,QB Trevor Lawrence RB Josh Jacobs RB Kenneth Walker III WR Ja'Marr Chase WR Tee Higgins WR Jahan Dotson TE Evan Engram FLEX J.K. Dobbins BN Antonio Gibson BN D'Onta Foreman BN Gerald Everett BN Tank Bigsby BN Marvin Mims Jr. BN Sam Howell BN Brock Purdy BN Joshua Kelley BN Logan Thomas BN Zack Moss BN Jauan Jennings BN Dyami Brown,,Antonio Gibson,BN,8.33%,0
9,3890999558,KingChosen,1200,0,QB Deshaun Watson RB Miles Sanders RB Rachaad White WR Justin Jefferson WR Chris Olave WR DK Metcalf TE Dalton Schultz FLEX Jerry Jeudy BN Drake London BN Zach Charbonnet BN Samaje Perine BN K.J. Osborn BN Chig Okonkwo BN Trey Lance BN Rondale Moore BN Jonathan Mingo BN Hayden Hurst BN Baker Mayfield BN Jerome Ford BN Isaiah Spiller,,D'Onta Foreman,BN,8.33%,0
