Customer Name,Vessel name,Required del. date,Del Conf Date,Pricing Date,Plant,Port name,Product Name,Net weight,Net amount
VULICA SHIPPING CO. LTD,IRELAND,31/12/2021,5/1/2022,1/1/2022,AY40,HOUSTON (Texas),AURELIA TI 4040          BULK   MAR   US,3640,8673
VULICA SHIPPING CO. LTD,IRELAND,31/12/2021,5/1/2022,1/1/2022,AY40,HOUSTON (Texas),TALUSIA UNIVERSAL 100    BULK   MAR   US,5650,13242
REEFERSHIP MARINE SERVICES LLC,DOLE CHILE,27/01/2022,11/2/2022,21/11/2021,AB90,WILMINGTON (Delaware,BARELF CH 100            20L    MAR C,115,3355
REEFERSHIP MARINE SERVICES LLC,DOLE COLOMBIA,3/3/2022,18/04/2022,7/3/2022,AB90,WILMINGTON (Delaware,BARELF CH 100            20L    MAR C,172,5032
GEYER MARITIME CO,ARKADIA,19/11/2021,5/1/2022,24/11/2021,AZ70,SAN FRANCISCO (Calif,VISGA 32                 205L   MAR   US,178,1279
APL MARITIME LIMITED.  TN90911,PRESIDENT EISENHOWER,15/03/2022,19/05/2022,16/03/2022,AZ70,LOS ANGELES (Califor,CERAN XM 220             24T042KTOT C,20,288
APL MARITIME LIMITED.  TN90911,PRESIDENT EISENHOWER,15/03/2022,19/05/2022,16/03/2022,AZ70,LOS ANGELES (Califor,BIOHYDRAN TMP 68         20L    TOT C1,184,2561
YUFUTSU SHIPPING PTE LTD,NYK RUMINA,3/12/2021,15/02/2022,28/11/2021,AZ70,SAN FRANCISCO (Calif,VISGA 32                 20L    MAR C,87,600
YUFUTSU SHIPPING PTE LTD,NYK RUMINA,3/12/2021,15/02/2022,28/11/2021,AZ70,SAN FRANCISCO (Calif,BARELF CH 100            20L    MAR C,96,2775
YUFUTSU SHIPPING PTE LTD,NYK RUMINA,3/12/2021,15/02/2022,28/11/2021,AZ70,SAN FRANCISCO (Calif,VISGA 68                 205L   MAR   US,180,941
YUFUTSU SHIPPING PTE LTD,NYK RUMINA,3/12/2021,15/02/2022,28/11/2021,AZ70,SAN FRANCISCO (Calif,TALUSIA LS 40            BULK   MAR   US,10447,27178
YUFUTSU SHIPPING PTE LTD,NYK RUMINA,3/12/2021,15/02/2022,28/11/2021,AZ70,SAN FRANCISCO (Calif,CARTER EP 150            208L   TOT C,184,1284
FLEET MANAGEMENT LIMITED,SPAR HYDRA,16/12/2021,4/1/2022,27/12/2021,AJ80,HOUSTON (Texas),TALUSIA UNIVERSAL        BULK   MAR   US,9302,19600
FLEET MANAGEMENT LIMITED,SPAR HYDRA,16/12/2021,4/1/2022,27/12/2021,AJ80,HOUSTON (Texas),ATLANTA MARINE D 3005    BULK   MAR   US,3559,7160
FLEET MANAGEMENT LIMITED,SPAR HYDRA,16/12/2021,4/1/2022,27/12/2021,AJ80,HOUSTON (Texas),AURELIA TI 4040          BULK   MAR   US,3640,8160
VALLOEBY SALOME LTD.,VS SALOME,6/12/2021,11/2/2022,6/12/2021,AZ10,MONTREAL,VISGA 46                 205L   MAR   US,358,2430
REEFERSHIP MARINE SERVICES LLC,DOLE PACIFIC,26/12/2021,6/1/2022,7/12/2021,AZ70,SAN DIEGO (Californi,CERAN AD PLUS            18K    TOT C,90,1388
NEEDLE HILL LIMITED. FOR OWNERS,BEA SCHULTE,27/12/2021,5/1/2022,30/12/2021,AB90,NEWARK - ELIZABETH (,TALUSIA UNIVERSAL        BULK   MAR   US,19551,40725
NEEDLE HILL LIMITED. FOR OWNERS,BEA SCHULTE,27/12/2021,5/1/2022,30/12/2021,AB90,NEWARK - ELIZABETH (,EPONA Z 100              205L   MAR C,723,4869
NEEDLE HILL LIMITED. FOR OWNERS,BEA SCHULTE,27/12/2021,5/1/2022,30/12/2021,AB90,NEWARK - ELIZABETH (,VISGA 46                 205L   MAR   US,179,1158
NEEDLE HILL LIMITED. FOR OWNERS,BEA SCHULTE,27/12/2021,5/1/2022,30/12/2021,AB90,NEWARK - ELIZABETH (,CERAN XM 220             18K    TOT C,54,688
NEEDLE HILL LIMITED. FOR OWNERS,BEA SCHULTE,27/12/2021,5/1/2022,30/12/2021,AB90,NEWARK - ELIZABETH (,DACNIS 100               208L   TOT C,183,1217
NEEDLE HILL LIMITED. FOR OWNERS,BEA SCHULTE,27/12/2021,5/1/2022,30/12/2021,AB90,NEWARK - ELIZABETH (,EPONA Z 220              20L    MAR C,72,347
NEEDLE HILL LIMITED. FOR OWNERS,BEA SCHULTE,27/12/2021,5/1/2022,30/12/2021,AB90,NEWARK - ELIZABETH (,ATLANTA MARINE D 3005    BULK   MAR   US,10844,21132
Norspan LNG XIII AS,TRAIANO KNUTSEN,31/12/2021,5/1/2022,31/12/2021,AJ80,CORPUS CHRISTI (Texa,DACNIS 150               208L   TOT C,1109,5895
MOL Techno-Trade Ltd.,MOL COURAGE,4/1/2022,7/2/2022,7/1/2022,AB90,NEWARK - ELIZABETH (,AURELIA TI 4020          BULK   MAR   US,9874,21117
MOL Techno-Trade Ltd.,MOL COURAGE,4/1/2022,7/2/2022,7/1/2022,AB90,NEWARK - ELIZABETH (,TALUSIA HR 70            BULK   MAR   US,117319,241540
MOL Techno-Trade Ltd.,MOL COURAGE,4/1/2022,7/2/2022,7/1/2022,AB90,NEWARK - ELIZABETH (,DISOLA W 15W40           20L    MAR C,18,107
MOL Techno-Trade Ltd.,MOL COURAGE,4/1/2022,7/2/2022,7/1/2022,AB90,NEWARK - ELIZABETH (,MULTIS EP 0              18K    TOT C,36,377
MOL Techno-Trade Ltd.,MOL COURAGE,4/1/2022,7/2/2022,7/1/2022,AB90,NEWARK - ELIZABETH (,DACNIS 100               208L   TOT C,183,944
REEFERSHIP MARINE SERVICES LLC,DOLE CARIBBEAN,20/12/2021,5/1/2022,21/12/2021,AZ70,SAN DIEGO (Californi,TALUSIA OPTIMA           BULK   MAR   US,6512,19672
REEFERSHIP MARINE SERVICES LLC,DOLE CARIBBEAN,20/12/2021,5/1/2022,21/12/2021,AZ70,SAN DIEGO (Californi,ATLANTA MARINE D 3005    BULK   MAR   US,13345,18486
REEFERSHIP MARINE SERVICES LLC,DOLE CARIBBEAN,20/12/2021,5/1/2022,21/12/2021,AZ70,SAN DIEGO (Californi,AURELIA TI 4040          BULK   MAR   US,7279,14270
REEFERSHIP MARINE SERVICES LLC,DOLE CARIBBEAN,20/12/2021,5/1/2022,21/12/2021,AZ70,SAN DIEGO (Californi,VISGA 68                 205L   MAR   US,541,3636
REEFERSHIP MARINE SERVICES LLC,DOLE CARIBBEAN,20/12/2021,5/1/2022,21/12/2021,AZ70,SAN DIEGO (Californi,TRANS. AXLE 7 80W90      20L    TOT C,71,492
REEFERSHIP MARINE SERVICES LLC,DOLE CARIBBEAN,20/12/2021,5/1/2022,21/12/2021,AZ70,SAN DIEGO (Californi,EPONA Z 150              205L   MAR C,182,1281
REEFERSHIP MARINE SERVICES LLC,DOLE CARIBBEAN,10/1/2022,18/01/2022,11/1/2022,AZ70,SAN DIEGO (Californi,TALUSIA OPTIMA           BULK   MAR   US,16744,50585
REEFERSHIP MARINE SERVICES LLC,DOLE CARIBBEAN,10/1/2022,18/01/2022,11/1/2022,AZ70,SAN DIEGO (Californi,EPONA Z 150              205L   MAR C,182,1281
REEFERSHIP MARINE SERVICES LLC,DOLE CARIBBEAN,10/1/2022,18/01/2022,11/1/2022,AZ70,SAN DIEGO (Californi,DACNIS 100               208L   TOT C,183,1243
REEFERSHIP MARINE SERVICES LLC,DOLE CARIBBEAN,10/1/2022,18/01/2022,11/1/2022,AZ70,SAN DIEGO (Californi,TRANS. MDL NA 85W140     19L          WW,68,540
FLEET MANAGEMENT LIMITED,MORNING CAMILLA,27/12/2021,5/1/2022,29/12/2021,AZ70,LONG BEACH (Californ,TALUSIA UNIVERSAL        BULK   MAR   US,18605,42600
FLEET MANAGEMENT LIMITED,MORNING CAMILLA,27/12/2021,5/1/2022,29/12/2021,AZ70,LONG BEACH (Californ,BARELF CH 100            20L    MAR C,191,6009
FLEET MANAGEMENT LIMITED,MORNING CAMILLA,27/12/2021,5/1/2022,29/12/2021,AZ70,LONG BEACH (Californ,BIOMULTIS EP 2           18K    TOT C,54,1406
FLEET MANAGEMENT LIMITED,MORNING CAMILLA,27/12/2021,5/1/2022,29/12/2021,AZ70,LONG BEACH (Californ,PRESLIA 68               208L   TOT C,367,2790
Eagle Shipping International (USA),IMPERIAL EAGLE,21/01/2022,25/01/2022,24/01/2022,AK00,NEW ORLEANS (Louisia,TALUSIA UNIVERSAL 100    BULK   MAR   US,15066,27642
MOL Techno-Trade Ltd.,ETHANE SAPPHIRE,13/01/2022,14/01/2022,12/1/2022,AJ80,HOUSTON (Texas),TALUSIA HR 70            BULK   MAR   US,17857,36319
MOL Techno-Trade Ltd.,ETHANE SAPPHIRE,13/01/2022,14/01/2022,12/1/2022,AJ80,HOUSTON (Texas),PRIMERIA LPG 150         20L    MAR C,84,1963
MOL Techno-Trade Ltd.,ETHANE SAPPHIRE,13/01/2022,14/01/2022,12/1/2022,AJ80,HOUSTON (Texas),VISGA 46                 205L   MAR   US,358,1874
MOL Techno-Trade Ltd.,ETHANE SAPPHIRE,13/01/2022,14/01/2022,12/1/2022,AJ80,HOUSTON (Texas),EPONA Z 320              205L   MAR C,736,4134
MOL Techno-Trade Ltd.,ETHANE SAPPHIRE,13/01/2022,14/01/2022,12/1/2022,AJ80,HOUSTON (Texas),VISGA 68                 205L   MAR   US,901,4714
MOL Techno-Trade Ltd.,ETHANE SAPPHIRE,13/01/2022,14/01/2022,12/1/2022,AJ80,HOUSTON (Texas),BARELF SM 46             20L    MAR C,17,400
MOL Techno-Trade Ltd.,ETHANE SAPPHIRE,13/01/2022,14/01/2022,12/1/2022,AJ80,HOUSTON (Texas),PRIMERIA LPG 150         205L   MAR C,215,4986
IONIC KLEOS INC,IONIC KLEOS,11/12/2021,17/01/2022,10/12/2021,AK00,NEW ORLEANS (Louisia,CERAN XM 220             18K    TOT C,54,742
IONIC KLEOS INC,IONIC KLEOS,11/12/2021,17/01/2022,10/12/2021,AK00,NEW ORLEANS (Louisia,DACNIS 100               208L   TOT C,183,862
IONIC KLEOS INC,IONIC KLEOS,11/12/2021,17/01/2022,10/12/2021,AK00,NEW ORLEANS (Louisia,EPONA SA 220             20L    MAR C,51,1338
IONIC KLEOS INC,IONIC KLEOS,11/12/2021,17/01/2022,10/12/2021,AK00,NEW ORLEANS (Louisia,TALUSIA UNIVERSAL        BULK   MAR   US,9302,23413
IONIC KLEOS INC,IONIC KLEOS,11/12/2021,17/01/2022,10/12/2021,AK00,NEW ORLEANS (Louisia,BARELF SM 46             20L    MAR C,50,1279
IONIC KLEOS INC,IONIC KLEOS,11/12/2021,17/01/2022,10/12/2021,AK00,NEW ORLEANS (Louisia,AURELIA TI 3030          BULK   MAR   US,2730,6702
REEFERSHIP MARINE SERVICES LLC,DOLE CHILE,20/12/2021,5/1/2022,19/12/2021,AB90,WILMINGTON (Delaware,AURELIA TI 4040          BULK   MAR   US,9114,18767
REEFERSHIP MARINE SERVICES LLC,DOLE ATLANTIC,24/01/2022,11/2/2022,25/01/2022,AZ70,SAN DIEGO (Californi,DACNIS 100               20L    TOT C,71,496
REEFERSHIP MARINE SERVICES LLC,DOLE ATLANTIC,24/01/2022,11/2/2022,25/01/2022,AZ70,SAN DIEGO (Californi,CERAN XM 220             18K    TOT C,144,2276
REEFERSHIP MARINE SERVICES LLC,DOLE ATLANTIC,23/01/2022,17/02/2022,25/01/2022,AZ70,SAN DIEGO (Californi,TALUSIA OPTIMA           BULK   MAR   US,21127,63828
REEFERSHIP MARINE SERVICES LLC,DOLE ATLANTIC,23/01/2022,17/02/2022,25/01/2022,AZ70,SAN DIEGO (Californi,DACNIS 100               20L    TOT C,18,124
REEFERSHIP MARINE SERVICES LLC,DOLE ATLANTIC,23/01/2022,17/02/2022,25/01/2022,AZ70,SAN DIEGO (Californi,VISGA 15                 205L   MAR   US,175,1291
REEFERSHIP MARINE SERVICES LLC,DOLE PACIFIC,27/12/2021,5/1/2022,28/12/2021,AZ70,SAN DIEGO (Californi,TALUSIA UNIVERSAL 100    BULK   MAR   US,13159,30077
REEFERSHIP MARINE SERVICES LLC,DOLE PACIFIC,27/12/2021,5/1/2022,28/12/2021,AZ70,SAN DIEGO (Californi,ATLANTA MARINE D 3005    BULK   MAR   US,32473,44983
REEFERSHIP MARINE SERVICES LLC,DOLE PACIFIC,27/12/2021,5/1/2022,28/12/2021,AZ70,SAN DIEGO (Californi,AURELIA TI 4040          BULK   MAR   US,18198,35674
REEFERSHIP MARINE SERVICES LLC,DOLE PACIFIC,27/12/2021,5/1/2022,28/12/2021,AZ70,SAN DIEGO (Californi,VISGA 32                 205L   MAR   US,355,2393
MOL Techno-Trade Ltd.,ETHANE CRYSTAL,30/12/2021,4/1/2022,1/1/2022,AJ80,HOUSTON (Texas),TALUSIA HR 70            BULK   MAR   US,17857,35999
MOL Techno-Trade Ltd.,ETHANE CRYSTAL,30/12/2021,4/1/2022,1/1/2022,AJ80,HOUSTON (Texas),AURELIA TI 4020          BULK   MAR   US,5401,11343
MOL Techno-Trade Ltd.,ETHANE CRYSTAL,30/12/2021,4/1/2022,1/1/2022,AJ80,HOUSTON (Texas),DISOLA W 15W40           20L    MAR C,35,218
MOL Techno-Trade Ltd.,ETHANE CRYSTAL,30/12/2021,4/1/2022,1/1/2022,AJ80,HOUSTON (Texas),VISGA 46                 205L   MAR   US,179,934
MOL Techno-Trade Ltd.,ETHANE CRYSTAL,30/12/2021,4/1/2022,1/1/2022,AJ80,HOUSTON (Texas),PLANETELF ACD 68         20L    TOT C,77,2422
MOL Techno-Trade Ltd.,ETHANE CRYSTAL,30/12/2021,4/1/2022,1/1/2022,AJ80,HOUSTON (Texas),DACNIS SH 46             20L    TOT C,17,399
MASTER & OWNERS OF ACTION TRADER,ACTION TRADER,17/12/2021,5/1/2022,22/12/2021,AZ70,SAN FRANCISCO (Calif,TALUSIA UNIVERSAL 100    BULK   MAR   US,9416,24812
MASTER & OWNERS OF ACTION TRADER,ACTION TRADER,17/12/2021,5/1/2022,22/12/2021,AZ70,SAN FRANCISCO (Calif,ATLANTA MARINE D 3005    BULK   MAR   US,4448,9712
EVERGREEN MARINE (UK) LIMITED,EVER LINKING,22/12/2021,5/1/2022,30/12/2021,AZ70,LOS ANGELES (Califor,ATLANTA MARINE D 3005    BULK   MAR   US,26690,54600
EVERGREEN MARINE (UK) LIMITED,EVER LINKING,22/12/2021,5/1/2022,30/12/2021,AZ70,LOS ANGELES (Califor,AURELIA TI 4040          BULK   MAR   US,7279,17360
EVERGREEN MARINE (UK) LIMITED,EVER LINKING,22/12/2021,5/1/2022,30/12/2021,AZ70,LOS ANGELES (Califor,TALUSIA UNIVERSAL 100    BULK   MAR   US,18832,43200
MARINEPOOL SOLUTIONS LIMITED,RG CERES (ex ATLAS STRENGTH),28/12/2021,14/01/2022,27/12/2021,AK00,NEW ORLEANS (Louisia,ATLANTA MARINE D 3005    BULK   MAR   US,7117,14608
MARINEPOOL SOLUTIONS LIMITED,RG CERES (ex ATLAS STRENGTH),28/12/2021,14/01/2022,27/12/2021,AK00,NEW ORLEANS (Louisia,AURELIA TI 4030          BULK   MAR   US,1820,4320
DEEPSEA HOLDING PTE LTD (Singapore),MEDI HAKATA,17/12/2021,5/1/2022,12/12/2021,AB90,NEWPORT NEWS (Virgin,TALUSIA LS 40            BULK   MAR   US,3786,12207
MOL Techno-Trade Ltd.,MOL COURAGE,3/1/2022,8/6/2022,15/12/2021,AB90,NORFOLK (Virginia),PLANETELF ACD 68         20L    TOT C,39,1269
MOL Techno-Trade Ltd.,MOL COURAGE,3/1/2022,8/6/2022,15/12/2021,AB90,NORFOLK (Virginia),VISGA 68                 205L   MAR   US,180,1213
Maersk A/S,Safmarine Chambal,11/1/2022,2/3/2022,10/2/2022,AZ70,LOS ANGELES (Califor,ATLANTA MARINE D 3005    BULK   MAR   US,13345,25007
Maersk A/S,Safmarine Chambal,11/1/2022,2/3/2022,10/2/2022,AZ70,LOS ANGELES (Califor,AURELIA TI 4030          BULK   MAR   US,3640,7468
Wilhelmsen Ship Management Sdn Bhd,TOREADOR,28/12/2021,11/2/2022,30/12/2021,AB90,NEWARK - ELIZABETH (,TALUSIA HR 70            BULK   MAR   US,9471,18391
Wilhelmsen Ship Management Sdn Bhd,TOREADOR,28/12/2021,11/2/2022,30/12/2021,AB90,NEWARK - ELIZABETH (,ATLANTA MARINE D 3005    BULK   MAR   US,7254,12877
"KG MS ""SANTA LUCIANA"" Offen",CMA CGM IVANHOE,29/12/2021,1/2/2022,15/01/2022,AB90,NEWARK - ELIZABETH (,AURELIA TI 4030          BULK   MAR   US,5597,11299
"KG MS ""SANTA LUCIANA"" Offen",CMA CGM IVANHOE,29/12/2021,1/2/2022,15/01/2022,AB90,NEWARK - ELIZABETH (,TALUSIA LS 40            BULK   MAR   US,18454,36688
FLEET MANAGEMENT LIMITED,TORM HARDRADA,20/12/2021,5/1/2022,22/12/2021,AY40,GALVESTON (Texas),ATLANTA MARINE D 3005    BULK   MAR   US,3559,8280
FLEET MANAGEMENT LIMITED,TORM HARDRADA,20/12/2021,5/1/2022,22/12/2021,AY40,GALVESTON (Texas),TALUSIA LS 40            BULK   MAR   US,9200,21700
Eagle Shipping International (USA),IMPERIAL EAGLE,31/12/2021,27/01/2022,19/01/2022,AK10,TAMPA (Florida),ATLANTA MARINE D 3005    BULK   MAR   US,5345,8723
Eagle Shipping International (USA),IMPERIAL EAGLE,31/12/2021,27/01/2022,19/01/2022,AK10,TAMPA (Florida),AURELIA TI 4040          208L   MAR   US,2830,6246
MOL Techno-Trade Ltd.,Felicity Ace,30/12/2021,14/01/2022,10/1/2022,AJ80,HOUSTON (Texas),TALUSIA HR 70            BULK   MAR   US,24436,46670
MOL Techno-Trade Ltd.,Felicity Ace,30/12/2021,14/01/2022,10/1/2022,AJ80,HOUSTON (Texas),ATLANTA MARINE D 3005    BULK   MAR   US,5338,9690
MOL Techno-Trade Ltd.,Felicity Ace,30/12/2021,14/01/2022,10/1/2022,AJ80,HOUSTON (Texas),AURELIA TI 4020          BULK   MAR   US,5401,10770
MOL Techno-Trade Ltd.,Felicity Ace,30/12/2021,14/01/2022,10/1/2022,AJ80,HOUSTON (Texas),EPONA Z 150              20L    MAR C,71,397
MOL Techno-Trade Ltd.,Felicity Ace,30/12/2021,14/01/2022,10/1/2022,AJ80,HOUSTON (Texas),CERAN XM 220             18K    TOT C,18,251
MOL Techno-Trade Ltd.,Felicity Ace,30/12/2021,14/01/2022,10/1/2022,AJ80,HOUSTON (Texas),TALUSIA UNIVERSAL 100    208L   MAR   US,5909,14570
TOTE Services,ENDURANCE,30/12/2021,6/1/2022,3/1/2022,AJ80,CORPUS CHRISTI (Texa,VISGA 15                 20L    MAR C,68,516
TOTE Services,ENDURANCE,30/12/2021,6/1/2022,3/1/2022,AJ80,CORPUS CHRISTI (Texa,VISGA 32                 20L    MAR C,69,485
TOTE Services,ENDURANCE,30/12/2021,6/1/2022,3/1/2022,AJ80,CORPUS CHRISTI (Texa,BARELF CH 100            20L    MAR C,57,1510
TOTE Services,ENDURANCE,30/12/2021,6/1/2022,3/1/2022,AJ80,CORPUS CHRISTI (Texa,BARELF SM 46             20L    MAR C,34,779
TOTE Services,ENDURANCE,30/12/2021,6/1/2022,3/1/2022,AJ80,CORPUS CHRISTI (Texa,EPONA Z 220              205L   MAR C,182,1285
VULICA SHIPPING CO. LTD,H A SKLENAR,15/01/2022,22/02/2022,20/02/2022,AJ80,BEAUMONT (Texas),VISGA 32                 205L   MAR   US,889,5578
VULICA SHIPPING CO. LTD,H A SKLENAR,15/01/2022,22/02/2022,20/02/2022,AJ80,BEAUMONT (Texas),VISGA 46                 20L    MAR C,87,570
VULICA SHIPPING CO. LTD,H A SKLENAR,15/01/2022,22/02/2022,20/02/2022,AJ80,BEAUMONT (Texas),MULTIS EP 1              18K    TOT C,72,1005
VULICA SHIPPING CO. LTD,H A SKLENAR,15/01/2022,22/02/2022,20/02/2022,AJ80,BEAUMONT (Texas),BIOADHESIVE PLUS         18K    TOT C,90,2287
VULICA SHIPPING CO. LTD,H A SKLENAR,15/01/2022,22/02/2022,20/02/2022,AJ80,BEAUMONT (Texas),CERAN XM 220             18K    TOT C,90,1677
VULICA SHIPPING CO. LTD,H A SKLENAR,15/01/2022,22/02/2022,20/02/2022,AJ80,BEAUMONT (Texas),TALUSIA UNIVERSAL 100    BULK   MAR   US,11299,26231
VULICA SHIPPING CO. LTD,H A SKLENAR,15/01/2022,22/02/2022,20/02/2022,AJ80,BEAUMONT (Texas),AURELIA TI 3030          BULK   MAR   US,3640,8202
VULICA SHIPPING CO. LTD,H A SKLENAR,15/01/2022,22/02/2022,20/02/2022,AJ80,BEAUMONT (Texas),EPONA Z 320              205L   MAR C,552,3725
SEASPAN SHIP MANAGEMENT LTD,CMA CGM MEXICO,20/12/2021,5/1/2022,23/12/2021,AZ70,LOS ANGELES (Califor,TALUSIA UNIVERSAL 100    BULK   MAR   US,9416,19047
SOAR GREAT LTD. FOR OWNER,INTERLINK PROBITY,20/12/2021,5/1/2022,23/12/2021,AZ70,STOCKTON (California,DISOLA W 15W40           20L    MAR C,35,366
SOAR GREAT LTD. FOR OWNER,INTERLINK PROBITY,20/12/2021,5/1/2022,23/12/2021,AZ70,STOCKTON (California,BARELF CH 100            20L    MAR C,57,1800
SOAR GREAT LTD. FOR OWNER,INTERLINK PROBITY,20/12/2021,5/1/2022,23/12/2021,AZ70,STOCKTON (California,VISGA 68                 20L    MAR C,35,275
MASTER & OWNER LOWLANDS OPAL,LOWLANDS OPAL,25/12/2021,28/03/2022,4/1/2022,AK30,Other Port - CA,BIOMULTIS EP 2           18K    TOT C,216,3496
MASTER & OWNER LOWLANDS OPAL,LOWLANDS OPAL,25/12/2021,28/03/2022,4/1/2022,AK30,Other Port - CA,BARELF CH 100            20L    MAR C,96,2558
MASTER & OWNER LOWLANDS OPAL,LOWLANDS OPAL,25/12/2021,28/03/2022,4/1/2022,AK30,Other Port - CA,VISGA 46                 205L   MAR C,537,3063
MOL Techno-Trade Ltd.,Bravery Ace,5/1/2022,12/1/2022,7/1/2022,AB90,NEWARK - ELIZABETH (,TALUSIA LS 40            BULK   MAR   US,6969,14658
MOL Techno-Trade Ltd.,Bravery Ace,5/1/2022,12/1/2022,7/1/2022,AB90,NEWARK - ELIZABETH (,ATLANTA MARINE D 3005    BULK   MAR   US,3678,7255
MOL Techno-Trade Ltd.,Bravery Ace,5/1/2022,12/1/2022,7/1/2022,AB90,NEWARK - ELIZABETH (,AURELIA TI 4020          BULK   MAR   US,3332,7126
MOL Techno-Trade Ltd.,Bravery Ace,5/1/2022,12/1/2022,7/1/2022,AB90,NEWARK - ELIZABETH (,VISGA 15                 20L    MAR C,85,499
MOL Techno-Trade Ltd.,Bravery Ace,5/1/2022,12/1/2022,7/1/2022,AB90,NEWARK - ELIZABETH (,EPONA Z 150              205L   MAR C,182,971
"HMM CO., LTD.",PACIFIC DREAM,29/12/2021,6/1/2022,3/1/2022,AJ80,HOUSTON (Texas),AURELIA TI 3030          BULK   MAR   US,4550,10250
"HMM CO., LTD.",PACIFIC DREAM,29/12/2021,6/1/2022,3/1/2022,AJ80,HOUSTON (Texas),TALUSIA HR 70            BULK   MAR   US,4699,10000
RED FIN SHIPPING LTD.,RED FIN,27/12/2021,6/1/2022,5/1/2022,AK00,NEW ORLEANS (Louisia,VISGA 15                 205L   MAR   US,175,822
RED FIN SHIPPING LTD.,RED FIN,27/12/2021,6/1/2022,5/1/2022,AK00,NEW ORLEANS (Louisia,VISGA 100                205L   MAR   US,724,3132
RED FIN SHIPPING LTD.,RED FIN,27/12/2021,6/1/2022,5/1/2022,AK00,NEW ORLEANS (Louisia,ATLANTA MARINE D 3005    BULK   MAR   US,8897,20842
MV SINGAPORE- Santiago Maritime Co,SINGAPORE,31/12/2021,10/1/2022,8/1/2022,AK20,VANCOUVER,DISOLA M 4015            208L   MAR   US,936,2427
MV SINGAPORE- Santiago Maritime Co,SINGAPORE,31/12/2021,10/1/2022,8/1/2022,AK20,VANCOUVER,VISGA 46                 205L   MAR   US,537,2408
MV SINGAPORE- Santiago Maritime Co,SINGAPORE,31/12/2021,10/1/2022,8/1/2022,AK20,VANCOUVER,CERAN XM 220             18K    TOT C,36,460
MV SINGAPORE- Santiago Maritime Co,SINGAPORE,31/12/2021,10/1/2022,8/1/2022,AK20,VANCOUVER,VISGA 68                 20L    MAR C,176,841
MV SINGAPORE- Santiago Maritime Co,SINGAPORE,31/12/2021,10/1/2022,8/1/2022,AK20,VANCOUVER,TALUSIA UNIVERSAL        208L   MAR   US,1928,5219
Eagle Shipping International (USA),CROWNED EAGLE,22/12/2021,5/1/2022,27/12/2021,AK10,PORT EVERGLADES (Flo,TALUSIA HR 70            208L   MAR   US,2924,8537
Eagle Shipping International (USA),CROWNED EAGLE,22/12/2021,5/1/2022,27/12/2021,AK10,PORT EVERGLADES (Flo,TALUSIA HR 70            208L   MAR   US,2924,8537
NAVESCO S.A.,SIDER TAYRONA,25/12/2021,5/1/2022,27/12/2021,AK10,TAMPA (Florida),VISGA 68                 205L   MAR   US,541,3025
MOL Techno-Trade Ltd.,Carnation Ace,3/1/2022,13/05/2022,10/1/2022,AK20,PORTLAND (Oregon),TALUSIA HR 70            BULK   MAR   US,9399,21752
MOL Techno-Trade Ltd.,Carnation Ace,3/1/2022,13/05/2022,10/1/2022,AK20,PORTLAND (Oregon),DACNIS 100               20L    TOT C,18,97
FLEET MANAGEMENT LIMITED,ORION,1/2/2022,4/5/2022,8/2/2022,AB90,NORFOLK (Virginia),ATLANTA MARINE D 3005    208L   MAR   US,1661,5092
MLT International N.V.,GREEN GUATEMALA,28/12/2021,5/1/2022,24/12/2021,AK10,JACKSONVILLE (Florid,ATLANTA MARINE D 3005    BULK   MAR   US,2669,6156
MLT International N.V.,GREEN GUATEMALA,28/12/2021,5/1/2022,24/12/2021,AK10,JACKSONVILLE (Florid,EPONA SA 220             20L    MAR C,51,954
MLT International N.V.,GREEN GUATEMALA,28/12/2021,5/1/2022,24/12/2021,AK10,JACKSONVILLE (Florid,TALUSIA LS 40            BULK   MAR   US,2300,5665
SEASPAN SHIP MANAGEMENT LTD,SEASPAN EMISSARY,30/12/2021,6/1/2022,4/1/2022,AZ70,LOS ANGELES (Califor,BIOMULTIS EP 2           18K    TOT C,72,2204
SEASPAN SHIP MANAGEMENT LTD,SEASPAN EMISSARY,30/12/2021,6/1/2022,4/1/2022,AZ70,LOS ANGELES (Califor,BIOADHESIVE PLUS         18K    TOT C,36,1146
FLEET MANAGEMENT LIMITED,NORD VICTORIOUS,3/1/2022,12/1/2022,8/1/2022,AB90,NEW YORK (New York),TALUSIA UNIVERSAL 100    BULK   MAR   US,8341,21614
FLEET MANAGEMENT LIMITED,NORD VICTORIOUS,3/1/2022,12/1/2022,8/1/2022,AB90,NEW YORK (New York),AURELIA TI 4020          208L   MAR   US,2434,6814
FLEET MANAGEMENT LIMITED,BONAS,5/1/2022,14/01/2022,12/1/2022,AY40,HOUSTON (Texas),AURELIA TI 4030          208L   MAR   US,2264,5716
FLEET MANAGEMENT LIMITED,BONAS,5/1/2022,14/01/2022,12/1/2022,AY40,HOUSTON (Texas),TALUSIA LS 40            BULK   MAR   US,9200,19800
FLEET MANAGEMENT LIMITED,BONAS,5/1/2022,14/01/2022,12/1/2022,AY40,HOUSTON (Texas),ATLANTA MARINE D 3005    BULK   MAR   US,3559,7320
FLEET MANAGEMENT LIMITED,BONAS,5/1/2022,14/01/2022,12/1/2022,AY40,HOUSTON (Texas),VISGA 15                 20L    MAR C,68,507
