Customer Name,Vessel name,Required del. date,Del Conf Date,Pricing Date,Plant,Port name,Product Name,Net weight,Net amount
Master and Owners of AFRICAN QUEEN,AFRICAN QUEEN,20/01/2022,2/3/2022,26/01/2022,AB90,BALTIMORE (Maryland),VISGA 46                 205L   MAR   US,358,1788
Master and Owners of AFRICAN QUEEN,AFRICAN QUEEN,20/01/2022,2/3/2022,26/01/2022,AB90,BALTIMORE (Maryland),VISGA 68                 205L   MAR   US,180,899
Master and Owners of AFRICAN QUEEN,AFRICAN QUEEN,20/01/2022,2/3/2022,26/01/2022,AB90,BALTIMORE (Maryland),DACNIS 100               208L   TOT C,183,921
REEFERSHIP MARINE SERVICES LLC,DOLE CHILE,17/01/2022,8/2/2022,17/01/2022,AB90,WILMINGTON (Delaware,TALUSIA OPTIMA           BULK   MAR   US,19437,47843
REEFERSHIP MARINE SERVICES LLC,DOLE CHILE,17/01/2022,8/2/2022,17/01/2022,AB90,WILMINGTON (Delaware,VISGA 15                 205L   MAR   US,175,1318
REEFERSHIP MARINE SERVICES LLC,DOLE CHILE,17/01/2022,8/2/2022,17/01/2022,AB90,WILMINGTON (Delaware,CERAN XM 220             18K    TOT C,108,1722
MARINEPOOL SOLUTIONS LIMITED,CMA CGM MISSISSIPPI,21/01/2022,25/01/2022,23/01/2022,AZ70,LOS ANGELES (Califor,DISOLA W 15W40           20L    MAR C,88,489
MARINEPOOL SOLUTIONS LIMITED,CMA CGM MISSISSIPPI,21/01/2022,25/01/2022,23/01/2022,AZ70,LOS ANGELES (Califor,BARELF CH 100            20L    MAR C,134,3781
MARINEPOOL SOLUTIONS LIMITED,CMA CGM MISSISSIPPI,21/01/2022,25/01/2022,23/01/2022,AZ70,LOS ANGELES (Califor,BARELF SM 46             20L    MAR C,67,1892
MARINEPOOL SOLUTIONS LIMITED,CMA CGM MISSISSIPPI,21/01/2022,25/01/2022,23/01/2022,AZ70,LOS ANGELES (Califor,TALUSIA LS 40            BULK   MAR   US,18399,38104
MV STORHOLMEN,Del Monte Gold,16/01/2022,25/01/2022,16/01/2022,AK10,PORT MANATEE (Florid,TALUSIA UNIVERSAL 100    BULK   MAR   US,7224,18162
Eagle Shipping International (USA),HONG KONG EAGLE (EX. TIGER HENAN),17/01/2022,18/01/2022,14/01/2022,AK20,VANCOUVER,CERAN XM 220             18K    TOT C,36,948
WORLD FUELS SERVICES-SPOT,OTHER VESSEL WORLD FUELS,12/1/2022,14/01/2022,13/01/2022,AZ70,LONG BEACH (Californ,CERAN XM 220             18K    TOT C,90,1837
International Seaways Inc.,RED,16/01/2022,28/01/2022,17/01/2022,AJ80,HOUSTON (Texas),BARELF SM 46             20L    MAR C,34,947
International Seaways Inc.,RED,16/01/2022,28/01/2022,17/01/2022,AJ80,HOUSTON (Texas),BIOADHESIVE PLUS         18K    TOT C,306,7948
International Seaways Inc.,RED,16/01/2022,28/01/2022,17/01/2022,AJ80,HOUSTON (Texas),CERAN AD PLUS            18K    TOT C,18,289
International Seaways Inc.,RED,16/01/2022,28/01/2022,17/01/2022,AJ80,HOUSTON (Texas),CERAN XM 220             18K    TOT C,72,1185
International Seaways Inc.,RED,16/01/2022,28/01/2022,17/01/2022,AJ80,HOUSTON (Texas),BIOMULTIS EP 2           50K    TOT C,50,1246
REEFERSHIP MARINE SERVICES LLC,DOLE CHILE,31/01/2022,1/4/2022,31/01/2022,AB90,WILMINGTON (Delaware,BARELF CH 100            20L    MAR C,96,2796
MOL Techno-Trade Ltd.,MARKET PORTER,19/01/2022,24/01/2022,21/01/2022,AK00,MOBILE (Alabama),CERAN XM 220             18K    TOT C,144,2281
MOL Techno-Trade Ltd.,MARKET PORTER,19/01/2022,24/01/2022,21/01/2022,AK00,MOBILE (Alabama),EPONA Z 150              20L    MAR C,18,133
MOL Techno-Trade Ltd.,MARKET PORTER,19/01/2022,24/01/2022,21/01/2022,AK00,MOBILE (Alabama),CERAN AD PLUS            18K    TOT C,18,279
EVERGREEN MARINE (ASIA) PTE. LTD,EVER FRONT,20/03/2022,29/03/2022,23/03/2022,AZ70,LOS ANGELES (Califor,TALUSIA HR 140           BULK   MAR   US,29412,74100
ENEOS CORPORATION,BELLEVUE,21/01/2022,28/01/2022,21/01/2022,AY40,CORPUS CHRISTI (Texa,ATLANTA MARINE D 3005    208L   MAR   US,3690,9069
ENEOS CORPORATION,BELLEVUE,21/01/2022,28/01/2022,21/01/2022,AY40,CORPUS CHRISTI (Texa,AURELIA TI 4030          208L   MAR   US,1887,4846
ENEOS CORPORATION,BELLEVUE,21/01/2022,28/01/2022,21/01/2022,AY40,CORPUS CHRISTI (Texa,BARELF CH 100            20L    MAR C,19,513
ENEOS CORPORATION,BELLEVUE,21/01/2022,28/01/2022,21/01/2022,AY40,CORPUS CHRISTI (Texa,TALUSIA HR 70            208L   MAR   US,7796,19386
MOL Techno-Trade Ltd.,RED COSMOS,14/01/2022,18/01/2022,15/01/2022,AY40,HOUSTON (Texas),TALUSIA HR 70            BULK   MAR   US,5639,11160
MOL Techno-Trade Ltd.,RED COSMOS,14/01/2022,18/01/2022,15/01/2022,AY40,HOUSTON (Texas),TALUSIA LS 40            BULK   MAR   US,4600,9150
MOL Techno-Trade Ltd.,RED COSMOS,14/01/2022,18/01/2022,15/01/2022,AY40,HOUSTON (Texas),ATLANTA MARINE D 3005    BULK   MAR   US,3559,6720
MOL Techno-Trade Ltd.,RED COSMOS,14/01/2022,18/01/2022,15/01/2022,AY40,HOUSTON (Texas),AURELIA TI 4030          BULK   MAR   US,2275,4700
MOL Techno-Trade Ltd.,RED COSMOS,14/01/2022,18/01/2022,15/01/2022,AY40,HOUSTON (Texas),BARELF CH 100            20L    MAR C,77,2066
MOL Techno-Trade Ltd.,RED COSMOS,14/01/2022,18/01/2022,15/01/2022,AY40,HOUSTON (Texas),EPONA Z 150              20L    MAR C,89,496
MOL Techno-Trade Ltd.,RED COSMOS,14/01/2022,18/01/2022,15/01/2022,AY40,HOUSTON (Texas),DACNIS 100               20L    TOT C,35,190
MOL Techno-Trade Ltd.,RED COSMOS,14/01/2022,18/01/2022,15/01/2022,AY40,HOUSTON (Texas),EPONA Z 220              205L   MAR C,730,3919
Maersk A/S,Maersk Sembawang,26/01/2022,15/03/2022,27/01/2022,AB90,NEWARK - ELIZABETH (,ATLANTA MARINE D 3005    BULK   MAR   US,15266,28161
Maersk A/S,Maersk Sembawang,26/01/2022,15/03/2022,27/01/2022,AB90,NEWARK - ELIZABETH (,TALUSIA UNIVERSAL 100    BULK   MAR   US,10237,22192
Maersk A/S,Maersk Sembawang,26/01/2022,15/03/2022,27/01/2022,AB90,NEWARK - ELIZABETH (,AURELIA TI 4030          BULK   MAR   US,3654,7515
Maersk A/S,Maersk Sembawang,26/01/2022,15/03/2022,27/01/2022,AB90,NEWARK - ELIZABETH (,BARELF SM 46             20L    MAR C,50,979
Maersk A/S,Maersk Sembawang,26/01/2022,15/03/2022,27/01/2022,AB90,NEWARK - ELIZABETH (,EPONA Z 220              205L   MAR C,182,714
Maersk A/S,Maersk Sembawang,26/01/2022,15/03/2022,27/01/2022,AB90,NEWARK - ELIZABETH (,BIOMULTIS EP 2           18K    TOT C,54,659
Maersk A/S,Maersk Sembawang,26/01/2022,15/03/2022,27/01/2022,AB90,NEWARK - ELIZABETH (,CERAN AD PLUS            18K    TOT C,54,684
Maersk A/S,Maersk Sembawang,26/01/2022,15/03/2022,27/01/2022,AB90,NEWARK - ELIZABETH (,VISGA 15                 205L   MAR   US,175,909
NAVESCO S.A.,SIDER COLOMBIA,23/01/2022,25/01/2022,22/01/2022,AY40,HOUSTON (Texas),VISGA 32                 20L    MAR C,156,781
NAVESCO S.A.,SIDER COLOMBIA,23/01/2022,25/01/2022,22/01/2022,AY40,HOUSTON (Texas),AURELIA TI 4030          BULK   MAR   US,9099,20754
NAVESCO S.A.,SIDER COLOMBIA,23/01/2022,25/01/2022,22/01/2022,AY40,HOUSTON (Texas),CERAN AD PLUS            18K    TOT C,36,509
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,17/01/2022,25/01/2022,23/01/2022,AJ80,HOUSTON (Texas),ATLANTA MARINE D 3005    BULK   MAR   US,4448,8490
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,17/01/2022,25/01/2022,23/01/2022,AJ80,HOUSTON (Texas),TALUSIA HR 70            BULK   MAR   US,4699,9761
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,17/01/2022,25/01/2022,23/01/2022,AJ80,HOUSTON (Texas),EPONA Z 100              20L    MAR C,35,211
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,17/01/2022,25/01/2022,23/01/2022,AJ80,HOUSTON (Texas),BARELF SM 46             20L    MAR C,17,466
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,17/01/2022,25/01/2022,23/01/2022,AJ80,HOUSTON (Texas),CERAN XM 220             18K    TOT C,18,240
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,17/01/2022,25/01/2022,23/01/2022,AJ80,HOUSTON (Texas),AURELIA TI 4040          BULK   MAR   US,2730,5988
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,17/01/2022,25/01/2022,23/01/2022,AJ80,HOUSTON (Texas),VISGA 46                 205L   MAR   US,179,987
MOL Techno-Trade Ltd.,ETHANE PEARL,22/01/2022,27/01/2022,25/01/2022,AY40,HOUSTON (Texas),TALUSIA HR 70            BULK   MAR   US,16659,33247
MOL Techno-Trade Ltd.,ETHANE PEARL,22/01/2022,27/01/2022,25/01/2022,AY40,HOUSTON (Texas),ATLANTA MARINE D 3005    BULK   MAR   US,12456,23680
MASTER & OWNERS OF IVS PEBBLE BEACH,IVS PEBBLE BEACH,28/01/2022,1/2/2022,31/01/2022,AJ80,MOBILE (Alabama),TALUSIA HR 70            BULK   MAR   US,18797,40400
MASTER & OWNERS OF IVS PEBBLE BEACH,IVS PEBBLE BEACH,28/01/2022,1/2/2022,31/01/2022,AJ80,MOBILE (Alabama),ATLANTA MARINE D 3005    BULK   MAR   US,4448,9100
MASTER & OWNERS OF IVS PEBBLE BEACH,IVS PEBBLE BEACH,28/01/2022,1/2/2022,31/01/2022,AJ80,MOBILE (Alabama),DISOLA M 4015            208L   MAR   US,1872,5581
MASTER & OWNERS OF IVS PEBBLE BEACH,IVS PEBBLE BEACH,28/01/2022,1/2/2022,31/01/2022,AJ80,MOBILE (Alabama),CERAN AD PLUS            18K    TOT C,72,996
Master and Owners of GSL CHRISTEN,GSL CHRISTEN,22/01/2022,27/01/2022,22/01/2022,AJ80,HOUSTON (Texas),ATLANTA MARINE D 3005    BULK   MAR   US,13345,24105
Master and Owners of GSL CHRISTEN,GSL CHRISTEN,22/01/2022,27/01/2022,22/01/2022,AJ80,HOUSTON (Texas),TALUSIA LS 40            BULK   MAR   US,27599,57360
Master and Owners of GSL CHRISTEN,GSL CHRISTEN,22/01/2022,27/01/2022,22/01/2022,AJ80,HOUSTON (Texas),AURELIA TI 4020          BULK   MAR   US,5401,10782
Master and Owners of GSL CHRISTEN,GSL CHRISTEN,22/01/2022,27/01/2022,22/01/2022,AJ80,HOUSTON (Texas),EPONA Z 68               205L   MAR C,725,3532
ENEOS CORPORATION,NEWYORK HARMONY,19/01/2022,21/01/2022,20/01/2022,AK00,NEW ORLEANS (Louisia,TALUSIA LS 40            BULK   MAR   US,22999,50099
ENEOS CORPORATION,NEWYORK HARMONY,19/01/2022,21/01/2022,20/01/2022,AK00,NEW ORLEANS (Louisia,ATLANTA MARINE D 3005    BULK   MAR   US,6228,12618
ENEOS CORPORATION,NEWYORK HARMONY,19/01/2022,21/01/2022,20/01/2022,AK00,NEW ORLEANS (Louisia,PRESLIA 68               20L    TOT C,18,111
ENEOS CORPORATION,NEWYORK HARMONY,19/01/2022,21/01/2022,20/01/2022,AK00,NEW ORLEANS (Louisia,EPONA Z 150              20L    MAR C,53,359
FWN Rapide Shipping Company C.V.,FWN RAPIDE,20/01/2022,21/01/2022,20/01/2022,AJ80,HOUSTON (Texas),AURELIA TI 4020          BULK   MAR   US,4500,10550
FWN Rapide Shipping Company C.V.,FWN RAPIDE,20/01/2022,21/01/2022,20/01/2022,AJ80,HOUSTON (Texas),VISGA 68                 205L   MAR   US,180,774
CELSIUS TECH LIMITED,CELSIUS COPENHAGEN,24/01/2022,25/01/2022,24/01/2022,AJ80,GALVESTON (Texas),VISGA 100                20L          WW,18,169
CELSIUS TECH LIMITED,CELSIUS COPENHAGEN,24/01/2022,25/01/2022,24/01/2022,AJ80,GALVESTON (Texas),EPONA SA 220             20L    MAR C,17,508
CELSIUS TECH LIMITED,CELSIUS COPENHAGEN,24/01/2022,25/01/2022,24/01/2022,AJ80,GALVESTON (Texas),PLANETELF ACD 220 FY     20L    TOT C,20,785
CELSIUS TECH LIMITED,CELSIUS COPENHAGEN,24/01/2022,25/01/2022,24/01/2022,AJ80,GALVESTON (Texas),MULTIS MS 2              18K    TOT C,18,355
CELSIUS TECH LIMITED,CELSIUS COPENHAGEN,24/01/2022,25/01/2022,24/01/2022,AJ80,GALVESTON (Texas),BARELF SM 46             20L    MAR C,101,2918
CELSIUS TECH LIMITED,CELSIUS COPENHAGEN,24/01/2022,25/01/2022,24/01/2022,AJ80,GALVESTON (Texas),CERAN XM 220             18K    TOT C,54,1225
"KG MS ""SANTA LORENA"" Offen",CMA CGM BUTTERFLY,9/2/2022,4/4/2022,17/02/2022,AB90,NORFOLK (Virginia),TALUSIA LS 40            BULK   MAR   US,27599,72708
"KG MS ""SANTA LORENA"" Offen",CMA CGM BUTTERFLY,9/2/2022,4/4/2022,17/02/2022,AB90,NORFOLK (Virginia),AURELIA TI 4030          BULK   MAR   US,5460,15014
TOTE Services,ENDURANCE,20/01/2022,26/01/2022,23/01/2022,AB90,BALTIMORE (Maryland),ATLANTA MARINE D 3005    BULK   MAR   US,17850,38484
TOTE Services,ENDURANCE,20/01/2022,26/01/2022,23/01/2022,AB90,BALTIMORE (Maryland),EPONA SA 220             20L    MAR C,68,1600
International Seaways Inc.,COLORADO,21/01/2022,27/01/2022,21/01/2022,AJ80,HOUSTON (Texas),TALUSIA UNIVERSAL        BULK   MAR   US,9302,16400
International Seaways Inc.,COLORADO,21/01/2022,27/01/2022,21/01/2022,AJ80,HOUSTON (Texas),ATLANTA MARINE D 3005    BULK   MAR   US,8007,13105
International Seaways Inc.,COLORADO,21/01/2022,27/01/2022,21/01/2022,AJ80,HOUSTON (Texas),AURELIA TI 4020          BULK   MAR   US,4500,8286
International Seaways Inc.,COLORADO,21/01/2022,27/01/2022,21/01/2022,AJ80,HOUSTON (Texas),DISOLA W 15W40           20L    MAR C,53,393
International Seaways Inc.,COLORADO,21/01/2022,27/01/2022,21/01/2022,AJ80,HOUSTON (Texas),TALUSIA LS 25            BULK   MAR   US,3868,7054
International Seaways Inc.,COLORADO,21/01/2022,27/01/2022,21/01/2022,AY40,HOUSTON (Texas),BARELF CH 100            20L    MAR C,96,3021
ENEOS CORPORATION,BELLEVUE,23/01/2022,2/2/2022,30/01/2022,AJ80,MOBILE (Alabama),TALUSIA HR 70            BULK   MAR   US,9398,21580
OWNER OF MV MANDARIN GRACE,MANDARIN GRACE,17/02/2022,10/3/2022,18/01/2022,AB90,NORFOLK (Virginia),AURELIA TI 3030          BULK   MAR   US,4470,12188
OWNER OF MV MANDARIN GRACE,MANDARIN GRACE,17/02/2022,10/3/2022,18/01/2022,AB90,NORFOLK (Virginia),ATLANTA MARINE D 3005    208L   MAR   US,2768,8078
DRAX SHIPPING CO. C/O,WONDER VEGA,18/01/2022,21/01/2022,18/01/2022,AY40,NEDERLAND (Texas),AURELIA TI 4030          208L   MAR   US,3773,9114
MOL Techno-Trade Ltd.,RED COSMOS,18/01/2022,20/01/2022,19/01/2022,AK00,NEW ORLEANS (Louisia,VISGA 68                 205L   MAR   US,1081,6886
LIBERTY MARITIME CORPORATION,LIBERTY PEACE,1/2/2022,8/2/2022,3/2/2022,AJ80,CORPUS CHRISTI (Texa,ATLANTA MARINE D 3005    BULK   MAR   US,7117,15735
LIBERTY MARITIME CORPORATION,LIBERTY PEACE,1/2/2022,8/2/2022,3/2/2022,AJ80,CORPUS CHRISTI (Texa,TALUSIA UNIVERSAL        BULK   MAR   US,5581,16348
LIBERTY MARITIME CORPORATION,LIBERTY PEACE,1/2/2022,8/2/2022,3/2/2022,AJ80,CORPUS CHRISTI (Texa,TALUSIA UNIVERSAL 100    BULK   MAR   US,6591,22045
LIBERTY MARITIME CORPORATION,LIBERTY PEACE,1/2/2022,8/2/2022,3/2/2022,AJ80,CORPUS CHRISTI (Texa,AURELIA TI 4020          BULK   MAR   US,3600,9913
M/T Nord Himalaya,NORD HIMALAYA,18/01/2022,1/2/2022,20/01/2022,AJ80,LAKE CHARLES (Louisi,AURELIA TI 4040          208L   MAR   US,755,2130
M/T Nord Himalaya,NORD HIMALAYA,18/01/2022,1/2/2022,20/01/2022,AJ80,LAKE CHARLES (Louisi,ATLANTA MARINE D 3005    208L   MAR   US,2768,7002
M/T Nord Himalaya,NORD HIMALAYA,18/01/2022,1/2/2022,20/01/2022,AJ80,LAKE CHARLES (Louisi,TALUSIA HR 70            208L   MAR   US,2924,7829
HOUSTON PILOTS,OTHER VESSEL,30/01/2022,11/2/2022,10/2/2022,AY40,HOUSTON (Texas),RUBIA TIR 8600 10W40     208L   TOT C,2155,10788
"Schuyler Line Navigation Company, L",SLNC YORK,22/01/2022,28/01/2022,28/01/2022,AJ80,HOUSTON (Texas),DISOLA W 15W40           205L   MAR C,906,5223
MOL Techno-Trade Ltd.,Swallow Ace,24/02/2022,24/03/2022,25/02/2022,AB90,NEWARK - ELIZABETH (,TALUSIA HR 70            BULK   MAR   US,23456,48292
MOL Techno-Trade Ltd.,ETHANE PEARL,15/03/2022,25/01/2022,15/03/2022,AJ80,HOUSTON (Texas),VISGA 68                 205L   MAR   US,360,1841
SHANDONG WEIHE TANKER CO LTD C/O,SHANDONG WEIHE,22/01/2022,31/01/2022,28/01/2022,AJ80,LAKE CHARLES (Louisi,PLANETELF ACD 68         20L    TOT C,39,1571
SHANDONG WEIHE TANKER CO LTD C/O,SHANDONG WEIHE,22/01/2022,31/01/2022,28/01/2022,AJ80,LAKE CHARLES (Louisi,BARELF SM 46             20L    MAR C,34,1068
VISTA SHIPPING LIMITED C/O MMS,HAFNIA SHENZHEN,20/01/2022,25/01/2022,24/01/2022,AJ80,HOUSTON (Texas),TALUSIA UNIVERSAL        BULK   MAR   US,7442,17035
VISTA SHIPPING LIMITED C/O MMS,HAFNIA SHENZHEN,20/01/2022,25/01/2022,24/01/2022,AJ80,HOUSTON (Texas),AURELIA TI 3020          BULK   MAR   US,5420,13045
VISTA SHIPPING LIMITED C/O MMS,HAFNIA SHENZHEN,20/01/2022,25/01/2022,24/01/2022,AJ80,HOUSTON (Texas),DISOLA W 15W40           20L    MAR C,35,197
VISTA SHIPPING LIMITED C/O MMS,HAFNIA SHENZHEN,20/01/2022,25/01/2022,24/01/2022,AJ80,HOUSTON (Texas),VISGA 15                 20L    MAR C,17,92
VISTA SHIPPING LIMITED C/O MMS,HAFNIA SHENZHEN,20/01/2022,25/01/2022,24/01/2022,AJ80,HOUSTON (Texas),EPONA Z 150              20L    MAR C,36,183
VISTA SHIPPING LIMITED C/O MMS,HAFNIA SHENZHEN,20/01/2022,25/01/2022,24/01/2022,AJ80,HOUSTON (Texas),BIOMULTIS EP 2           18K    TOT C,18,343
"MS ""Posen"" GmbH & Co. KG",POSEN,9/2/2022,2/3/2022,9/2/2022,AZ70,LONG BEACH (Californ,TALUSIA UNIVERSAL        BULK   MAR   US,18605,46438
Valloeby Promise Limited,Hellespont Promise,24/01/2022,1/2/2022,31/01/2022,AK00,NEW ORLEANS (Louisia,TALUSIA LS 40            BULK   MAR   US,13799,34969
Valloeby Promise Limited,Hellespont Promise,24/01/2022,1/2/2022,31/01/2022,AK00,NEW ORLEANS (Louisia,AURELIA TI 3030          BULK   MAR   US,6369,16184
Valloeby Promise Limited,Hellespont Promise,24/01/2022,1/2/2022,31/01/2022,AK00,NEW ORLEANS (Louisia,VISGA 100                205L   MAR   US,181,1137
Valloeby Promise Limited,Hellespont Promise,24/01/2022,1/2/2022,31/01/2022,AK00,NEW ORLEANS (Louisia,VISGA 15                 205L   MAR   US,175,1195
CHIOS BLUE SHIPPING & TRADING SA,CHIOS LEGACY,7/2/2022,2/3/2022,7/2/2022,AZ70,LONG BEACH (Californ,ATLANTA MARINE D 3005    208L   MAR   US,1292,3339
CHIOS BLUE SHIPPING & TRADING SA,CHIOS LEGACY,7/2/2022,2/3/2022,7/2/2022,AZ70,LONG BEACH (Californ,TALUSIA UNIVERSAL        208L   MAR   US,4821,13289
Torm A/S,TORM AMORINA,21/01/2022,2/2/2022,1/2/2022,AJ80,HOUSTON (Texas),PRESLIA 46               205L         WW,180,1213
Torm A/S,TORM AMORINA,21/01/2022,2/2/2022,1/2/2022,AJ80,HOUSTON (Texas),BIOMULTIS EP 2           18K    TOT C,18,331
Torm A/S,TORM AMORINA,21/01/2022,2/2/2022,1/2/2022,AJ80,HOUSTON (Texas),CERAN AD PLUS            18K    TOT C,18,253
Torm A/S,TORM AMORINA,21/01/2022,2/2/2022,1/2/2022,AJ80,HOUSTON (Texas),CERAN XM 220             18K    TOT C,18,259
REEFERSHIP MARINE SERVICES LLC,DOLE ATLANTIC,24/01/2022,11/2/2022,25/01/2022,AZ70,SAN DIEGO (Californi,CARTER SY 220            20L    TOT C,200,3877
Euronav Ship Management Hellas Ltd,CAP LEON,24/01/2022,28/02/2022,21/01/2022,AZ70,LONG BEACH (Californ,BIOMULTIS EP 2           18K    TOT C,90,2155
STI SAN ANTONIO SHIPPING COMPANY LI,STI SAN ANTONIO,20/01/2022,27/01/2022,24/01/2022,AY40,GALVESTON (Texas),BARELF CH 100            20L    MAR C,57,2111
MV STORHOLMEN,DEL MONTE GOLD IMO 9849643,13/02/2022,16/03/2022,14/02/2022,AK10,PORT MANATEE (Florid,TALUSIA UNIVERSAL 100    BULK   MAR   US,3257,8188
STRONG WISE LTD. FOR OWNERS,GOTTFRIED SCHULTE,13/02/2022,22/02/2022,19/02/2022,AY40,HOUSTON (Texas),ATLANTA MARINE D 3005    BULK   MAR   US,13345,20825
STRONG WISE LTD. FOR OWNERS,GOTTFRIED SCHULTE,13/02/2022,22/02/2022,19/02/2022,AY40,HOUSTON (Texas),BARELF CH 100            20L    MAR C,96,2708
STRONG WISE LTD. FOR OWNERS,GOTTFRIED SCHULTE,13/02/2022,22/02/2022,19/02/2022,AY40,HOUSTON (Texas),EPONA Z 150              205L   MAR C,182,1231
STRONG WISE LTD. FOR OWNERS,GOTTFRIED SCHULTE,13/02/2022,22/02/2022,19/02/2022,AY40,HOUSTON (Texas),CERAN XM 220             18K    TOT C,54,688
MASTER & OWNERS OF AQUAVITA SUN,AQUAVITA SUN,6/2/2022,8/2/2022,3/2/2022,AK00,NEW ORLEANS (Louisia,TALUSIA HR 70            BULK   MAR   US,9398,18123
MASTER & OWNERS OF AQUAVITA SUN,AQUAVITA SUN,6/2/2022,8/2/2022,3/2/2022,AK00,NEW ORLEANS (Louisia,ATLANTA MARINE D 3005    BULK   MAR   US,7117,13028
MASTER & OWNERS OF AQUAVITA SUN,AQUAVITA SUN,6/2/2022,8/2/2022,3/2/2022,AK00,NEW ORLEANS (Louisia,VISGA 15                 205L   MAR   US,175,873
MASTER & OWNERS OF AQUAVITA SUN,AQUAVITA SUN,6/2/2022,8/2/2022,3/2/2022,AK00,NEW ORLEANS (Louisia,AURELIA TI 4020          208L   MAR   US,1498,3626
MITSUBISHI CORPORATION ENERGY,OPAL LEADER,7/2/2022,8/2/2022,7/2/2022,AB90,NEWARK - ELIZABETH (,ATLANTA MARINE D 3005    BULK   MAR   US,5354,10652
MITSUBISHI CORPORATION ENERGY,OPAL LEADER,7/2/2022,8/2/2022,7/2/2022,AB90,NEWARK - ELIZABETH (,AURELIA TI 3020          BULK   MAR   US,3727,7922
MITSUBISHI CORPORATION ENERGY,OPAL LEADER,7/2/2022,8/2/2022,7/2/2022,AB90,NEWARK - ELIZABETH (,TALUSIA LS 40            BULK   MAR   US,27525,57446
MITSUBISHI CORPORATION ENERGY,OPAL LEADER,7/2/2022,8/2/2022,7/2/2022,AB90,NEWARK - ELIZABETH (,DACNIS 100               20L    TOT C,53,364
MITSUBISHI CORPORATION ENERGY,OPAL LEADER,7/2/2022,8/2/2022,7/2/2022,AB90,NEWARK - ELIZABETH (,CERAN XM 220             18K    TOT C,108,1835
MITSUBISHI CORPORATION ENERGY,OPAL LEADER,7/2/2022,8/2/2022,7/2/2022,AB90,NEWARK - ELIZABETH (,BIOMULTIS EP 2           18K    TOT C,54,1190
ONTON SHIPPING CO,CHARM,2/2/2022,8/2/2022,6/2/2022,AK00,NEW ORLEANS (Louisia,VISGA 100                205L   MAR   US,362,2107
ONTON SHIPPING CO,CHARM,2/2/2022,8/2/2022,6/2/2022,AK00,NEW ORLEANS (Louisia,DACNIS 100               208L   TOT C,183,1068
ONTON SHIPPING CO,CHARM,2/2/2022,8/2/2022,6/2/2022,AK00,NEW ORLEANS (Louisia,PLANETELF ACD 68         20L    TOT C,39,1427
Master FOUR OTELLO c/o owners/mgrs,FOUR OTELLO,24/01/2022,25/01/2022,24/01/2022,AK00,NEW ORLEANS (Louisia,ATLANTA MARINE D 3005    BULK   MAR   US,5338,12518
Master FOUR OTELLO c/o owners/mgrs,FOUR OTELLO,24/01/2022,25/01/2022,24/01/2022,AK00,NEW ORLEANS (Louisia,BARELF SM 46             20L    MAR C,34,970
OWNERS & MASTER OF MV BELFOREST C/O,BELFOREST,7/4/2022,31/03/2022,25/03/2022,AB90,CAMDEN (New Jersey),PRESLIA 68               20L    TOT C,18,112
OWNERS & MASTER OF MV BELFOREST C/O,BELFOREST,7/4/2022,31/03/2022,25/03/2022,AB90,CAMDEN (New Jersey),NEPTUNA 2T SUPER SPORT   20L    TOT C,17,205
FLEET MANAGEMENT LIMITED,PUMA,24/01/2022,27/01/2022,25/01/2022,AK00,NEW ORLEANS (Louisia,TALUSIA UNIVERSAL        BULK   MAR   US,6512,15400
MOL Techno-Trade Ltd.,MOL Hestia,1/2/2022,8/2/2022,5/2/2022,AY40,GALVESTON (Texas),TALUSIA UNIVERSAL        208L   MAR   US,5785,14695
HOPE MARINE SA,CHIOS SUNRISE,4/2/2022,8/2/2022,7/2/2022,AJ80,HOUSTON (Texas),AURELIA TI 3030          208L   MAR   US,1887,4965
HOPE MARINE SA,CHIOS SUNRISE,4/2/2022,8/2/2022,7/2/2022,AJ80,HOUSTON (Texas),TALUSIA UNIVERSAL        BULK   MAR   US,18605,45510
HOPE MARINE SA,CHIOS SUNRISE,4/2/2022,8/2/2022,7/2/2022,AJ80,HOUSTON (Texas),ATLANTA MARINE D 3005    BULK   MAR   US,3559,8054
HOPE MARINE SA,CHIOS SUNRISE,4/2/2022,8/2/2022,7/2/2022,AJ80,HOUSTON (Texas),NEPTUNA 2T SUPER SPORT   20L    TOT C,17,185
HOPE MARINE SA,CHIOS SUNRISE,4/2/2022,8/2/2022,7/2/2022,AJ80,HOUSTON (Texas),BIOMULTIS EP 2           18K    TOT C,18,372
HOPE MARINE SA,CHIOS SUNRISE,4/2/2022,8/2/2022,7/2/2022,AJ80,HOUSTON (Texas),BIOADHESIVE PLUS         18K    TOT C,18,388
Eagle Shipping International (USA),JAEGER,25/01/2022,31/01/2022,28/01/2022,AK00,NEW ORLEANS (Louisia,CERAN XM 220             18K    TOT C,36,675
Eagle Shipping International (USA),JAEGER,25/01/2022,31/01/2022,28/01/2022,AK00,NEW ORLEANS (Louisia,VISGA 68                 205L   MAR   US,180,911
