tour,year,season,event_name,event_id,site,ownerships_from,player_name,dg_id,salary,ownership,fin_text,streak_pts,bogey_free_pts,hole_in_one_pts,sub_70_pts,hole_score_pts,finish_pts,total_pts
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"McIlroy, Rory",10091,10800,0.3052,1,6,3,0,5,100.0,30,144.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Im, Sungjae",17488,9100,0.1813,T2,3,0,0,5,92.0,20,120.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Thomas, Justin",14139,9400,0.2414,T5,3,0,0,5,83.0,14,105.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Homa, Max",17538,7500,0.1405,T5,0,3,0,0,85.0,14,102.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Scheffler, Scottie",18417,13600,0.1814,T2,3,3,0,0,72.5,20,98.5
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Schauffele, Xander",19895,12300,0.2417,4,3,0,0,0,79.0,16,98.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Niemann, Joaquin",18079,8300,0.1377,T11,3,0,0,5,83.5,6,97.5
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Straka, Sepp",17511,7200,0.1433,T7,3,0,0,5,76.5,10,94.5
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Hoge, Tom",15575,5000,0.1502,10,3,3,0,5,76.0,7,94.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Young, Cameron",26651,9000,0.1573,19,6,3,0,0,77.0,5,91.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Hovland, Viktor",18841,8500,0.1654,T15,3,0,0,0,81.0,6,90.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Wise, Aaron",22051,5400,0.4118,T13,0,3,0,0,81.0,6,90.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Poston, J.T.",21554,5100,0.2684,T15,0,3,0,5,72.0,6,86.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Rahm, Jon",19195,10900,0.2155,T15,3,0,0,0,77.0,6,86.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Spieth, Jordan",14636,7800,0.2051,T13,0,0,0,5,73.5,6,84.5
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Fitzpatrick, Matt",17646,8800,0.1703,T15,0,3,0,0,74.0,6,83.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Finau, Tony",11676,9600,0.2145,9,0,3,0,0,71.0,8,82.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Matsuyama, Hideki",13562,8100,0.0934,T11,0,0,0,0,75.5,6,81.5
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Cantlay, Patrick",15466,13000,0.1807,T7,0,3,0,0,67.5,10,80.5
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Smith, Cameron",15856,10400,0.1634,20,0,0,0,0,69.0,5,74.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Harman, Brian",8825,5700,0.2811,T21,3,3,0,0,64.0,4,74.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Morikawa, Collin",22085,7900,0.227,T21,0,3,0,0,65.5,4,72.5
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Horschel, Billy",11276,6900,0.1961,T21,0,0,0,0,68.0,4,72.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Burns, Sam",19483,9900,0.1441,24,0,0,0,0,67.0,4,71.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Scott, Adam",6430,6600,0.3573,25,3,0,0,0,62.5,4,69.5
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Conners, Corey",17576,8000,0.1493,26,3,0,0,0,59.5,3,65.5
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Lee, K.H.",13497,6000,0.2212,27,0,0,0,0,60.0,3,63.0
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Theegala, Sahith",23014,6700,0.2298,28,0,0,0,0,52.5,3,55.5
pga,2022,2022,TOUR Championship,60,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Stallings, Scott",12359,7400,0.2067,29,0,0,0,0,43.5,3,46.5
