player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,BLT,14,15,0,3,0,,,6.0,,,0,1,,62.5,0,,100.0,1,0,0.0,0,7,46.7,117,1,0,0,0,0,0,0.0,,0,0,,,2.6,,,0,0,,55.4,0,,100.0,3,0,0.0,0,5,33.3,195,4,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,17,12,0,24,0,,,1.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,77,2,0,0,0,0,0,0.0,,0,2,-1.5,100.0,5.4,5.0,5.0,0,0,0.0,84.2,0,2,20.0,1,0,79.2,2,10,83.3,185,10,2,2,0,2,5,0.2,1.0
Jason Pierre-Paul,5540,ED,BLT,14,16,0,3,0,7.0,100.0,11.3,6.0,6.0,0,0,0.0,47.3,0,24,0.0,0,0,118.8,1,8,50.0,71,0,2,1,0,24,17,4.0,24.0,0,0,1.3,100.0,4.1,2.0,2.0,0,0,0.0,51.0,0,9,66.7,2,0,94.8,4,8,50.0,195,4,1,4,0,27,22,3.4,6.8
Kareem Jackson,5545,S,DEN,17,706,0,10,0,5.4,77.8,99.3,19.1,14.9,0,3,33.3,65.9,0,9,8.3,1,2,122.9,7,144,20.4,145,4,11,9,3,36,16,0.3,5.1,0,2,8.1,70.4,99.8,20.3,14.3,1,0,0.0,56.6,0,23,20.6,7,0,101.6,19,405,57.4,406,5,25,27,1,185,66,0.5,9.7
Devin McCourty,5552,S,NE,17,680,0,19,2,10.7,71.4,99.6,43.8,31.3,1,1,14.3,67.1,2,26,0.0,0,1,93.8,5,231,34.0,232,2,15,7,2,54,11,0.2,10.8,0,1,18.9,58.3,99.7,52.7,30.8,2,2,16.7,60.5,2,54,6.9,2,2,91.0,7,384,56.5,385,3,26,12,1,177,33,0.5,25.3
Jerry Hughes,5556,ED,HST,17,3,0,13,0,,,2.4,,,0,0,,60.2,0,,66.7,2,0,0.0,0,2,66.7,85,3,1,0,0,0,0,0.0,,0,0,,,0.4,,,0,0,,68.2,1,,80.0,4,0,0.0,0,1,33.3,251,7,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,17,17,0,16,1,,,0.8,,,0,0,,64.2,0,,33.3,1,0,0.0,0,1,5.9,119,3,1,0,0,0,0,0.0,,0,0,8.0,100.0,7.2,14.0,14.0,0,0,0.0,57.0,0,8,0.0,0,0,100.0,1,14,82.4,194,2,2,1,0,8,0,0.6,8.0
Corey Peters,5607,DI,JAX,12,1,0,15,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,35,1,0,0,0,0,0,,,0,1,,,1.2,,,0,0,,63.5,0,,0.0,0,0,0.0,0,1,100.0,86,0,2,0,0,0,0,0.0,
Al Woods,5646,DI,SEA,14,2,0,29,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,16,0,0,0,0,0,0,,,0,0,,,1.2,,,0,0,,59.6,0,,0.0,0,0,0.0,0,1,50.0,86,3,2,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,11,4,0,4,0,,,0.0,,,0,0,,60.0,0,,,0,0,0.0,0,0,0.0,83,4,0,0,0,0,0,,,0,0,,,2.2,,,0,0,,62.4,0,,25.0,1,0,0.0,0,4,100.0,178,7,3,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,17,695,0,18,0,16.8,30.0,100.0,36.7,11.0,0,3,30.0,70.2,0,15,0.0,0,1,75.4,3,116,16.7,116,1,3,10,1,36,9,0.3,12.0,0,0,13.1,57.9,99.7,15.1,8.8,0,4,10.5,76.0,5,29,7.1,2,4,51.5,22,352,50.6,353,3,26,38,1,292,99,0.9,13.3
J.J. Watt,6163,DI,ARZ,16,3,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,83,5,0,0,0,0,0,,,0,1,-1.0,100.0,0.6,2.0,2.0,0,0,0.0,64.6,0,5,33.3,1,0,87.5,1,2,66.7,354,9,1,1,0,5,6,2.5,5.0
Robert Quinn,6166,ED,PHI,13,7,0,24,0,,,4.3,,,0,0,,60.7,0,,,0,0,0.0,0,3,42.9,69,0,0,0,0,0,0,0.0,,0,1,0.5,100.0,2.8,2.0,2.0,0,0,0.0,66.7,0,13,0.0,0,0,104.2,2,4,57.1,145,2,1,2,0,18,17,4.5,9.0
