"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Mark Andrews","435","26","0.43","66","1.95","80.3","0","Logan Wilson","517","13","0.24","83","1.04","72.2"
"Dawson Knox","472","14","0.29","74","1.1","65.1","31","Eric Rowe","352","13","0.25","83","1.39","57.7"
"Hayden Hurst","388","17","0.27","80","1.07","65.4","3","Roquan Smith","495","13","0.22","78","1","70"
"Dalton Schultz","418","21","0.35","66","1.38","67.8","-7","Lavonte David","571","13","0.2","80","0.85","84.6"
"Evan Engram","523","19","0.33","75","1.46","65.3","-1","Drue Tranquill","476","11","0.2","80","0.8","66.7"
"Gerald Everett","446","18","0.31","71","1.24","67.1","32","Devin Lloyd","484","18","0.35","83","1.49","48.9"
"Mike Gesicki","354","14","0.28","64","1.02","59.9","-7","Tremaine Edmunds","427","13","0.18","71","0.69","78.4"
"T.J. Hockenson","573","21","0.37","70","1.6","70.2","-8","Julian Love","548","9","0.16","71","0.68","70.7"
"Daniel Bellinger","279","12","0.25","91","0.96","61.6","-3","Eric Kendricks","615","13","0.22","77","0.98","61.2"
"Noah Fant","350","18","0.35","79","1.39","66","-17","Dre Greenlaw","494","19","0.29","78","1.25","81.4"
"George Kittle","443","18","0.46","75","1.73","81.9","31","Cody Barton","417","16","0.27","76","1.02","62.5"
"Cade Otton","465","14","0.2","67","0.84","57.8","-1","Leighton Vander Esch","358","8","0.12","83","0.49","70.4"
