id,player,team,opponent,position,salary,ownership
82292-63759,Tony Pollard,DAL,CHI,RB,6300,31.3
82292-53681,Tyreek Hill,MIA,DET,WR,8700,21.9
82292-28744,Raheem Mostert,MIA,DET,RB,6800,18.8
82292-86997,Amon-Ra St. Brown,DET,MIA,WR,7200,18.6
82292-12552,Washington Commanders,WAS,IND,D,3400,18.2
82292-72731,Josh Jacobs,LV,NO,RB,9000,17.5
82292-63043,D.J. Moore,CAR,ATL,WR,6200,17.4
82292-42104,Alvin Kamara,NO,LV,RB,7800,17.2
82292-90572,Tua Tagovailoa,MIA,DET,QB,7700,17.0
82292-103342,Kenneth Walker III,SEA,NYG,RB,8400,17.0
82292-85671,Justin Jefferson,MIN,ARI,WR,9000,16.3
82292-16606,DeAndre Hopkins,ARI,MIN,WR,7900,13.9
82292-69531,Jalen Hurts,PHI,PIT,QB,9200,13.8
82292-111540,Rhamondre Stevenson,NE,NYJ,RB,8000,13.7
82292-12535,Indianapolis Colts,IND,WAS,D,3900,13.1
82292-55050,Christian McCaffrey,SF,LAR,RB,8500,13.0
82292-87770,Chris Olave,NO,LV,WR,6900,12.8
82292-72846,A.J. Brown,PHI,PIT,WR,8200,12.7
82292-64401,Saquon Barkley,NYG,SEA,RB,9500,12.1
82292-90573,Jaylen Waddle,MIA,DET,WR,7800,11.5
82292-86631,CeeDee Lamb,DAL,CHI,WR,7500,11.1
82292-22038,Kirk Cousins,MIN,ARI,QB,7800,10.9
82292-85762,Eno Benjamin,ARI,MIN,RB,7000,10.8
82292-47870,Tyler Higbee,LAR,SF,TE,6000,10.4
82292-86055,Dameon Pierce,HOU,TEN,RB,7300,10.2
82292-79970,Cooper Kupp,LAR,SF,WR,9300,10.1
82292-39280,Derrick Henry,TEN,HOU,RB,10000,9.6
82292-55830,D'Onta Foreman,CAR,ATL,RB,6400,9.4
82292-39716,Adam Thielen,MIN,ARI,WR,6200,9.3
82292-63484,Kyler Murray,ARI,MIN,QB,8200,9.1
82292-45889,Davante Adams,LV,NO,WR,8500,9.0
82292-90576,DeVonta Smith,PHI,PIT,WR,6900,8.9
82292-54140,Dalvin Cook,MIN,ARI,RB,8200,8.5
82292-86244,Pat Freiermuth,PIT,PHI,TE,5700,8.4
82292-93408,Rondale Moore,ARI,MIN,WR,5500,7.8
82292-29501,Brandin Cooks,HOU,TEN,WR,6100,7.8
82292-92560,Sam Ehlinger,IND,WAS,QB,6000,7.3
82292-71845,Miles Sanders,PHI,PIT,RB,7400,6.9
82292-66008,Diontae Johnson,PIT,PHI,WR,6300,6.9
82292-71706,T.J. Hockenson,DET,MIA,TE,6300,6.7
82292-73273,David Montgomery,CHI,DAL,RB,6700,6.6
82292-31716,Dak Prescott,DAL,CHI,QB,7200,6.6
82292-12556,Houston Texans,HOU,TEN,D,3300,6.4
82292-103564,Garrett Wilson,NYJ,NE,WR,5400,6.3
82292-83074,Dallas Goedert,PHI,PIT,TE,5900,6.2
82292-12541,New England Patriots,NE,NYJ,D,4700,6.1
82292-28643,Allen Robinson II,LAR,SF,WR,5600,6.0
82292-6654,Matthew Stafford,LAR,SF,QB,7000,6.0
82292-72725,Irv Smith Jr.,MIN,ARI,TE,5000,5.9
82292-57986,Hunter Renfrow,LV,NO,WR,5600,5.8
82292-69213,Michael Pittman Jr.,IND,WAS,WR,7100,5.6
82292-45859,Derek Carr,LV,NO,QB,7200,5.5
82292-63634,Jakobi Meyers,NE,NYJ,WR,6600,5.4
82292-12530,Dallas Cowboys,DAL,CHI,D,5000,5.4
82292-39793,George Kittle,SF,LAR,TE,6900,5.4
82292-56265,Mike Gesicki,MIA,DET,TE,5400,5.2
82292-69777,Darnell Mooney,CHI,DAL,WR,6100,5.1
82292-89675,Jonathan Taylor,IND,WAS,RB,8300,5.1
82292-85798,Brandon Aiyuk,SF,LAR,WR,6700,5.1
82292-86080,Kyle Pitts,ATL,CAR,TE,5600,5.0
82292-103539,Wan'Dale Robinson,NYG,SEA,WR,5900,5.0
82292-90562,Brian Robinson Jr.,WAS,IND,RB,6000,4.9
82292-90428,Tyler Allgeier,ATL,CAR,RB,6100,4.9
82292-29780,Zach Ertz,ARI,MIN,TE,6000,4.8
82292-27050,Tyler Lockett,SEA,NYG,WR,7600,4.7
82292-12545,Philadelphia Eagles,PHI,PIT,D,4600,4.7
82292-45631,Jamaal Williams,DET,MIA,RB,7500,4.7
82292-69956,Michael Gallup,DAL,CHI,WR,5800,4.7
82292-93539,Michael Carter,NYJ,NE,RB,6600,4.7
82292-12550,Seattle Seahawks,SEA,NYG,D,3500,4.7
82292-12538,Los Angeles Rams,LAR,SF,D,4000,4.6
82292-91598,D'Andre Swift,DET,MIA,RB,7500,4.5
82292-25011,Darren Waller,LV,NO,TE,5500,4.5
82292-70157,Darrell Henderson Jr.,LAR,SF,RB,6500,4.5
82292-90575,Najee Harris,PIT,PHI,RB,6600,4.4
82292-12547,Pittsburgh Steelers,PIT,PHI,D,3100,4.3
82292-55042,Dalton Schultz,DAL,CHI,TE,5100,4.3
82292-12544,New York Jets,NYJ,NE,D,4500,4.2
82292-12527,Chicago Bears,CHI,DAL,D,3200,4.2
82292-71705,Noah Fant,SEA,NYG,TE,4700,4.2
82292-38435,Jared Goff,DET,MIA,QB,7300,4.1
82292-56262,Parris Campbell,IND,WAS,WR,5600,4.1
82292-53097,Josh Reynolds,DET,MIA,WR,6500,4.0
82292-85672,Terrace Marshall Jr.,CAR,ATL,WR,5200,4.0
82292-12549,San Francisco 49ers,SF,LAR,D,4500,3.9
82292-14225,Andy Dalton,NO,LV,QB,7100,3.9
82292-12525,Atlanta Falcons,ATL,CAR,D,3800,3.9
82292-12534,Tennessee Titans,TEN,HOU,D,4400,3.8
