player_id,team,opp,pos,name,fpts,proj_own,smash,value_percent,ceil,floor,min_exposure,max_exposure,rg_value,salary,custom,rg_id,partner_id
881056,SEA,NYG,TE,Tyler Mabry,,0,,,,,0,0,-7.75,2500,,1849841,881056
741785,NYJ,NE,QB,Mike White,,0,,,,,0,0,-13.75,4000,,328578,741785
875523,NE,NYJ,WR,Kristian Wilkerson,,0,,,,,0,0,-8.75,3000,,1844548,875523
1071823,ATL,CAR,WR,Josh Ali,,0,,,,,0,0,-8.75,3000,,-1071823,1071823
861278,NYJ,NE,TE,Tyler Conklin,7.88,0,5.64,26.53,13.01,2.06,0,0,-1.27,3200,,328304,861278
613866,WAS,IND,QB,Carson Wentz,,0,,,,,0,0,-16.15,5200,,35558,613866
744425,NE,NYJ,TE,Hunter Henry,5.86,0,5.66,23.93,15.53,1.96,0,0,-3.69,3400,,35634,744425
820435,LAR,SF,WR,Brandon Powell,0.09,0.09,,,0.18,,0,0,-8.66,3000,,328242,820435
833514,SEA,NYG,WR,Cody Thompson,,0,,,,,0,0,-8.75,3000,,982696,833514
921965,NE,NYJ,WR,Raleigh Webb,0.21,0,,,,,0,0,-8.54,3000,,3515278,921965
944636,WAS,IND,TE,Armani Rogers,1.92,0,,1.27,0.5,,0,0,-5.83,2500,,3491895,944636
560241,ARI,MIN,WR,DeAndre Hopkins,19.96,0,21.8,50.52,30.56,9.88,0,0,2.41,7400,,16563,560241
944416,LV,NO,RB,Josh Jacobs,22.81,0,28.66,70.28,31.12,13.67,0,0,5.06,7500,,973101,944416
924946,ARI,MIN,WR,Antoine Wesley,,0,,,,,0,0,-8.75,3000,,1001210,924946
933537,NE,NYJ,RB,J.J. Taylor,,0,,,,,0,0,-10.75,4000,,1844398,933537
727837,DET,MIA,QB,Jared Goff,16.32,0,6.24,48.88,26.56,10.43,0,0,-0.43,5500,,35673,727837
835417,LV,NO,WR,Chris Lacy,,0,,,,,0,0,-8.75,3000,,471650,835417
867009,SF,LAR,WR,Jauan Jennings,,0,,,0.16,,0,0,-9.35,3300,,1849815,867009
946748,MIN,ARI,RB,Kene Nwangwu,,0,,,,,0,0,-10.75,4000,,2861721,946748
822008,DET,MIA,WR,DJ Chark Jr.,,0,,,,,0,0,-11.95,4600,,328522,822008
652520,WAS,IND,WR,Alex Erickson,,0,,,,,0,0,-8.75,3000,,35425,652520
885940,CAR,ATL,TE,Giovanni Ricci,0.46,0,,2.48,1.91,,0,0,-7.29,2500,,1844743,885940
880022,NO,LV,WR,Kirk Merritt,,0,,,,,0,0,-8.75,3000,,1844366,880022
555358,SF,LAR,QB,Jimmy Garoppolo,15.24,2.03,5.92,47.45,23.36,9.24,0,0,-1.71,5600,,18136,555358
820601,LV,NO,RB,Jakob Johnson,0.52,0,,0.14,1.03,,0,0,-10.23,4000,,963120,820601
830523,DAL,CHI,TE,Dalton Schultz,9.15,7.12,9.99,31.83,17.27,3.98,0,0,-1.00,3700,,328583,830523
851225,CHI,DAL,TE,Sammis Reyes,,0,,,,,0,0,-7.75,2500,,-851225,851225
975503,IND,WAS,TE,Jelani Woods,2.08,0,0.69,12.04,9.84,,0,0,-5.67,2500,,3491721,975503
692660,DET,MIA,WR,Kalif Raymond,7.19,0,3.67,22.58,16.85,2.67,0,0,-4.16,4300,,35608,692660
976658,TEN,HOU,WR,Racey McMath,,0,,,,,0,0,-8.75,3000,,2861973,976658
923814,LV,NO,WR,DJ Turner,0.48,0.1,,1.74,0.96,,0,0,-8.27,3000,,2862308,923814
465752,LV,NO,RB,Brandon Bolden,,0,,,,,0,0,-12.15,4700,,13620,465752
944428,MIN,ARI,TE,Irv Smith Jr.,8.74,7.14,11.89,36.44,17,3.75,0,0,-1.01,3500,,982176,944428
913826,CHI,DAL,WR,Byron Pringle,,0,,,,,0,0,-8.75,3000,,328853,913826
695311,DET,MIA,RB,Jamaal Williams,11.68,0,0.97,13.66,17.3,4.09,0,0,-3.07,6000,,36872,695311
748309,MIN,ARI,QB,Nick Mullens,,0,,,,,0,0,-15.75,5000,,37067,748309
552586,ATL,CAR,TE,MyCole Pruitt,0.29,0,,3.21,1.85,,0,0,-7.46,2500,,21627,552586
911219,DAL,CHI,TE,Seth Green,,0,,,,,0,0,-7.75,2500,,-911219,911219
883312,NYJ,NE,WR,Irvin Charles,,0,,,,,0,0,-8.75,3000,,3515611,883312
752665,SF,LAR,TE,Ross Dwelley,0.68,0.03,0.02,1.89,1.35,,0,0,-7.07,2500,,329008,752665
881058,MIN,ARI,WR,K.J. Osborn,7.53,0,4.71,26.96,16.51,3.05,0,0,-3.62,4200,,1844304,881058
653699,NO,LV,WR,Michael Thomas,11.84,0,,,,,0,0,-2.31,5700,,35596,653699
698227,LAR,SF,WR,Cooper Kupp,25.29,0,24.62,62.93,33.98,13.94,0,0,3.34,9600,,37050,698227
832900,MIA,DET,RB,Chase Edmonds,,0,1.13,18.3,14.84,3.66,0,0,-12.95,5100,,328948,832900
513856,SEA,NYG,QB,Geno Smith,19.45,0,6.89,49.91,24.41,10.3,0,0,2.10,5800,,16557,513856
878935,SEA,NYG,WR,Penny Hart,2.04,0,,,,,0,0,-6.71,3000,,982345,878935
820866,NYJ,NE,WR,Braxton Berrios,4.89,0,0.6,13.04,11.66,1.04,0,0,-5.26,3700,,328392,820866
920944,LAR,SF,WR,Ben Skowronek,2.49,0.15,0.04,2.74,7.64,,0,0,-8.46,4100,,2862398,920944
885029,PHI,PIT,TE,Noah Togiai,,0,,,,,0,0,-7.75,2500,,1844649,885029
732107,TEN,HOU,QB,Logan Woodside,,0,,,,,0,0,-13.75,4000,,328118,732107
604826,WAS,IND,WR,Marken Michel,,0,,,,,0,0,-8.75,3000,,35476,604826
867759,SF,LAR,WR,Ray-Ray McCloud III,6.01,0,1.48,25.82,12.6,2.22,0,0,-3.14,3200,,328333,867759
976428,PIT,PHI,RB,Anthony McFarland Jr.,,0,,,,,0,0,-10.75,4000,,1844186,976428
690153,ATL,CAR,RB,Cordarrelle Patterson,10.7,0,,,,,0,0,-2.65,5300,,16564,690153
976329,NYJ,NE,RB,Michael Carter,11.24,0,2.74,28.32,19.62,6.51,0,0,-3.31,5900,,2861839,976329
910406,ATL,CAR,WR,Bryan Edwards,1.14,0,0.06,4.66,3.58,,0,0,-7.61,3000,,1849700,910406
837806,SEA,NYG,TE,Will Dissly,6.12,0,2.3,15.75,10.49,1.61,0,0,-3.03,3200,,329037,837806
835749,SF,LAR,WR,Deebo Samuel,,0,,,,,0,0,-17.75,7500,,982845,835749
691055,NE,NYJ,WR,Nelson Agholor,3.89,0,0.04,1.83,3.06,,0,0,-6.46,3800,,21708,691055
946739,CHI,DAL,RB,David Montgomery,10.21,0,2.03,19.73,17.73,4.96,0,0,-5.14,6300,,982082,946739
880123,NYG,SEA,TE,Lawrence Cager,0.17,0.03,,0.63,0.34,,0,0,-7.58,2500,,1844430,880123
880398,DAL,CHI,RB,Tony Pollard,20.87,45.9,24.3,68.29,32.72,12.06,0,0,5.92,6100,,982431,880398
883302,NYG,SEA,RB,Saquon Barkley,20.04,9.92,21.76,57.06,29.84,12.26,0,0,1.09,8100,,328607,883302
882345,SEA,NYG,QB,Drew Lock,,0,,,,,0,0,-15.75,5000,,982657,882345
973964,PIT,PHI,RB,Najee Harris,13.4,4.38,8.94,49.94,21.53,7.54,0,0,-0.75,5700,,2861602,973964
830844,DET,MIA,RB,Justin Jackson,,0,,,,,0,0,-10.75,4000,,328913,830844
741447,DET,MIA,QB,Tim Boyle,,0,,,,,0,0,-15.35,4800,,328271,741447
883259,TEN,HOU,WR,Nick Westbrook-Ikhine,8.87,0,1.73,13.31,14.93,1.19,0,0,-1.88,4000,,2184953,883259
976924,PIT,PHI,QB,Kenny Pickett,13.91,2,2.27,35.66,21.25,8.36,0,0,-2.04,5100,,3491435,976924
1071826,NE,NYJ,WR,Lynn Bowden Jr.,,0,,,,,0,0,-8.75,3000,,-1071826,1071826
1191979,IND,WAS,WR,Mike Strachan,0.39,0,,0.4,0.96,,0,0,-8.36,3000,,2861906,1191979
865868,LV,NO,QB,Jarrett Stidham,,0,,,,,0,0,-14.95,4600,,982257,865868
712506,IND,WAS,TE,Mo Alie-Cox,3.94,0,1.72,14.96,12.11,0.03,0,0,-4.41,2800,,36928,712506
944826,PHI,PIT,WR,A.J. Brown,17.51,0,11.46,35.9,29.13,7.85,0,0,-0.64,7700,,982405,944826
920758,NE,NYJ,WR,Lil'Jordan Humphrey,,0,,,,,0,0,-8.75,3000,,982599,920758
923915,DET,MIA,TE,T.J. Hockenson,6.73,0,12.67,32.7,20.51,4.98,0,0,-5.82,4900,,972605,923915
1161729,SF,LAR,RB,Tyrion Davis-Price,0.4,0.04,,0.06,0.8,,0,0,-10.35,4000,,3492217,1161729
791365,PHI,PIT,TE,Dallas Goedert,14.05,0,11.99,40.65,22.63,4.95,0,0,1.30,5000,,328643,791365
880322,MIA,DET,RB,Alec Ingold,1.28,0,,0.93,2.93,,0,0,-9.47,4000,,1001990,880322
946619,CHI,DAL,TE,Chase Allen,,0,,,,,0,0,-7.75,2500,,3503409,946619
456613,NO,LV,RB,Mark Ingram II,5.39,0.56,0.25,7.64,11.74,2.22,0,0,-6.96,4800,,11706,456613
884601,CHI,DAL,WR,Equanimeous St. Brown,4.08,0,1.34,14.31,13.93,1.4,0,0,-6.47,3900,,328269,884601
880146,IND,WAS,RB,Nyheim Hines,3.91,0,0.63,13.61,12.97,3.25,0,0,-9.24,5200,,328494,880146
323205,LAR,SF,QB,Matthew Stafford,17.59,0,6.06,46.75,26.69,10.55,0,0,-0.16,6000,,11613,323205
883314,MIN,ARI,WR,Dan Chisena,,0,,,,,0,0,-8.75,3000,,2184716,883314
881048,PHI,PIT,TE,Tyree Jackson,,0,,,,,0,0,-7.75,2500,,982201,881048
976804,LAR,SF,RB,Ronnie Rivers,1.93,0.12,,0.71,7.11,,0,0,-8.82,4000,,3504123,976804
611417,LV,NO,WR,Davante Adams,18.5,0,15.6,42.57,32.05,10.58,0,0,-1.45,8600,,18106,611417
733638,NYG,SEA,QB,Davis Webb,,0,,,,,0,0,-13.75,4000,,36969,733638
865649,LAR,SF,QB,Bryce Perkins,,0,,,,,0,0,-13.75,4000,,1849789,865649
403308,MIN,ARI,QB,Kirk Cousins,19.1,0,13.26,60.6,29.79,12.81,0,0,1.15,6100,,13563,403308
1108161,ARI,MIN,TE,Trey McBride,0.56,0,0.06,1.87,1.31,,0,0,-7.19,2500,,3492164,1108161
976309,SEA,NYG,RB,DeeJay Dallas,0.52,0,,0.29,2.15,,0,0,-11.43,4600,,1849843,976309
234403,NE,NYJ,WR,Matthew Slater,,0,,,,,0,0,-8.75,3000,,18139,234403
