tour,year,season,event_name,event_id,site,ownerships_from,player_name,dg_id,salary,ownership,fin_text,streak_pts,bogey_free_pts,hole_in_one_pts,sub_70_pts,hole_score_pts,finish_pts,total_pts
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Zalatoris, Will",19428,9500,0.1788,1,6,3,0,0,83.0,30,122.0
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Straka, Sepp",17511,6100,0.0053,2,3,3,0,5,82.5,20,113.5
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Glover, Lucas",7399,6300,0.0036,T3,0,0,0,5,84.0,18,107.0
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Harman, Brian",8825,7200,0.0376,T3,3,0,0,5,78.0,18,104.0
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Morikawa, Collin",22085,8700,0.14,T5,3,0,0,5,80.5,14,102.5
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Mullinax, Trey",18761,6500,0.0237,T5,3,0,0,0,81.0,14,98.0
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Finau, Tony",11676,9700,0.1869,T5,3,0,0,5,75.5,14,97.5
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Scott, Adam",6430,7500,0.0525,T5,3,0,0,0,79.5,14,96.5
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Rahm, Jon",19195,10000,0.1221,T5,0,3,0,5,72.5,14,94.5
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Putnam, Andrew",14704,6600,0.0095,T5,0,3,0,5,71.0,14,93.0
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Fitzpatrick, Matt",17646,9800,0.1466,T5,0,0,0,5,73.5,14,92.5
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Smith, Cameron",15856,10500,0.1043,T13,0,0,0,0,80.0,6,86.0
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Niemann, Joaquin",18079,8100,0.1119,T13,0,3,0,0,77.0,6,86.0
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Merritt, Troy",13367,6700,0.0352,T28,0,0,0,0,83.0,3,86.0
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Duncan, Tyler",18187,6300,0.0042,T31,6,3,0,0,74.5,2,85.5
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Palmer, Ryan",7820,6600,0.0078,T20,3,0,0,0,77.0,5,85.0
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"McCarthy, Denny",19870,7100,0.0216,T20,3,0,0,0,76.0,5,84.0
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Frittelli, Dylan",11955,6300,0.0022,T20,0,0,0,0,78.0,5,83.0
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Hovland, Viktor",18841,9000,0.1389,T20,3,3,0,0,71.5,5,82.5
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Im, Sungjae",17488,8500,0.2212,12,0,0,0,0,75.5,6,81.5
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Hodges, Lee",25157,6400,0.0115,T13,3,0,0,0,72.5,6,81.5
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Thomas, Justin",14139,10200,0.1395,T13,0,0,0,0,75.5,6,81.5
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Kim, Joohyung",24766,8000,0.1904,T13,3,0,0,0,72.5,6,81.5
pga,2022,2022,FedEx St. Jude Championship,27,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Davis, Cam",17786,7200,0.106,T13,3,0,0,0,72.0,6,81.0
