player_id,team,opp,pos,name,fpts,proj_own,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1210,,,G,Peter Malnati,39.96,1.5,31.84,67,21,0,0,6200,,34908,1210
1496,,,G,Scottie Scheffler,84.16,13.3,93.36,103,65.5,0,0,10800,,35127,1496
2024,,,G,Max Homa,63.15,11.4,74.37,86,27,0,0,7900,,36137,2024
2145,,,G,Chesson Hadley,34.67,1.4,34.14,61,19.5,0,0,6400,,34879,2145
2167,,,G,J.J. Spaun,45.8,0.91,38.55,72,22.5,0,0,6400,,36093,2167
1760,,,G,Tom Hoge,48.68,5,55.28,74,23,0,0,6800,,34888,1760
300102,,,G,Collin Morikawa,61.68,11.5,74.03,83.5,26.5,0,0,8700,,36083,300102
1112,,,G,Robert Streb,41.14,0.26,29.27,67.5,21.5,0,0,6000,,34814,1112
2168,,,G,Kevin Tway,36.2,0.23,21.82,63,20,0,0,6100,,35139,2168
1860,,,G,Corey Conners,68.15,16.8,79.64,89,28.65,0,0,7600,,37123,1860
2125,,,G,Tony Finau,74.5,21.7,84.12,93.5,54,0,0,9700,,34873,2125
2158,,,G,Lucas Glover,47.1,0.61,40.36,73.5,23,0,0,6300,,34876,2158
700009,,,G,Joohyung Kim,62.06,18.4,73.87,84.5,27,0,0,8000,,2087790,700009
696566,,,G,Brandon Wu,44.45,2.3,36.4,70.5,22.5,0,0,6800,,1074861,696566
1883,,,G,Danny Lee,41.3,0.16,35.86,68,22,0,0,6100,,34784,1883
1663,,,G,Chez Reavie,45.97,1.1,49.77,72.5,22.5,0,0,7100,,34927,1663
1356,,,G,Tyrrell Hatton,59.54,10.7,67.95,82.5,26,0,0,7800,,35279,1356
404847,,,G,Sahith Theegala,55.26,4.1,48.58,79,25,0,0,7400,,37149,404847
670398,,,G,Greyson Sigg,45.05,0.28,33.89,71,22.5,0,0,6200,,37979,670398
1961,,,G,Scott Stallings,55.02,11.9,64.88,79.5,25,0,0,7100,,34999,1961
1653,,,G,C.T. Pan,49.22,0.92,47.37,74,24,0,0,6400,,35389,1653
1554,,,G,Kevin Streelman,53.85,1.7,52.37,79,24.5,0,0,6700,,34815,1554
1115,,,G,Nick Watney,26.67,0.12,20.73,33,16.5,0,0,6000,,36095,1115
1478,,,G,Jhonattan Vegas,53.34,1.4,52.92,78.5,24.5,0,0,6600,,35007,1478
1005,,,G,Stewart Cink,46.02,0.7,47.98,72,22.5,0,0,6600,,34863,1005
698823,,,G,Vince Whaley,45.23,0.64,29.76,71,22.5,0,0,6300,,1266432,698823
320038,,,G,Sebastian Munoz,57.17,3.6,62.29,81.5,25.5,0,0,7100,,36138,320038
1654,,,G,Russell Henley,64.67,17.8,78.34,86.5,27.5,0,0,7800,,34884,1654
1237,,,G,Rickie Fowler,41.69,0.76,32.06,68.5,22,0,0,6400,,34760,1237
670620,,,G,Sungjae Im,71.49,19.7,82.26,92,31.15,0,0,8500,,382250,670620
1941,,,G,Matthew NeSmith,48.16,1.6,46.37,73,23.5,0,0,6500,,35080,1941
1842,,,G,Tyler Duncan,45.31,0.24,39.6,72,22.5,0,0,6300,,37911,1842
696569,,,G,Cameron Young,65.67,12.8,80.65,87,28,0,0,9300,,1074862,696569
1622,,,G,Joel Dahmen,44.58,0.57,39.94,70.5,22.5,0,0,6400,,36136,1622
1655,,,G,James Hahn,42.91,0.72,33.54,69,22,0,0,6200,,34881,1655
1216,,,G,Russell Knox,45.37,1.1,47.4,71,23,0,0,6500,,34778,1216
1579,,,G,Will Zalatoris,70.83,19.6,86.12,91.5,30,0,0,9500,,35055,1579
1018,,,G,Denny McCarthy,48.88,2.7,61.63,74,23.5,0,0,7100,,35117,1018
692005,,,G,Adam Long,48.64,2,52.9,73.35,24,0,0,7000,,565464,692005
