tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw
pga,2022,2022,FedEx St. Jude Championship,27,"Zalatoris, Will",19428,1,1,TPC Southwind,513,70,71,-1.367,-1.254,0.161,0.017,-1.075,-2.442,294.0,0.571,0.667,0.4,51.677,20.527
pga,2022,2022,FedEx St. Jude Championship,27,"Zalatoris, Will",19428,1,2,TPC Southwind,513,70,63,3.601,-0.036,1.918,0.936,2.818,6.419,294.2,0.714,0.667,0.857,57.824,19.802
pga,2022,2022,FedEx St. Jude Championship,27,"Zalatoris, Will",19428,1,3,TPC Southwind,513,70,65,-0.407,-0.159,3.055,1.743,4.639,4.261,306.9,0.786,0.889,0.667,18.459,24.249
pga,2022,2022,FedEx St. Jude Championship,27,"Zalatoris, Will",19428,1,4,TPC Southwind,513,70,66,0.672,1.262,2.599,-0.881,2.98,3.652,304.4,0.357,0.667,1.0,39.458,17.786
pga,2022,2022,FedEx St. Jude Championship,27,"Straka, Sepp",17511,2,1,TPC Southwind,513,70,64,1.752,0.617,1.902,0.287,2.806,4.558,286.6,0.643,0.778,0.833,36.99,25.448
pga,2022,2022,FedEx St. Jude Championship,27,"Straka, Sepp",17511,2,2,TPC Southwind,513,70,66,2.348,0.717,0.28,0.074,1.071,3.419,282.8,0.857,0.778,0.8,50.081,30.273
pga,2022,2022,FedEx St. Jude Championship,27,"Straka, Sepp",17511,2,3,TPC Southwind,513,70,68,1.324,-0.938,0.328,0.518,-0.092,1.261,288.3,0.714,0.667,0.4,31.698,23.129
pga,2022,2022,FedEx St. Jude Championship,27,"Straka, Sepp",17511,2,4,TPC Southwind,513,70,67,0.587,0.218,1.477,0.37,2.065,2.652,298.0,0.571,0.889,0.333,29.815,42.246
pga,2022,2022,FedEx St. Jude Championship,27,"Glover, Lucas",7399,T3,1,TPC Southwind,513,70,65,2.469,1.113,-0.636,0.612,1.089,3.558,281.2,0.786,0.667,1.0,19.613,25.203
pga,2022,2022,FedEx St. Jude Championship,27,"Glover, Lucas",7399,T3,2,TPC Southwind,513,70,68,-0.641,-0.403,1.81,0.653,2.06,1.419,288.0,0.786,0.722,0.571,65.496,27.305
pga,2022,2022,FedEx St. Jude Championship,27,"Glover, Lucas",7399,T3,3,TPC Southwind,513,70,69,-1.428,-0.094,0.805,0.949,1.66,0.261,289.6,0.857,0.667,0.6,20.225,23.032
pga,2022,2022,FedEx St. Jude Championship,27,"Glover, Lucas",7399,T3,4,TPC Southwind,513,70,66,2.804,-0.506,1.372,-0.018,0.848,3.652,293.5,0.571,0.778,0.4,41.955,19.643
