player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Lane Johnson,7786,T,PHI,2,0,24,57.3,100.0,15,21.7,15,67.5,0,100.0,69,69,66.2,100.0,46,66.7,46
DeVonta Smith,61100,WR,PHI,2,0,24,60.3,100.0,15,21.7,15,55.1,0,100.0,69,69,73.3,100.0,46,66.7,46
Landon Dickerson,41712,G,PHI,2,0,24,47.5,100.0,15,21.7,15,68.8,1,100.0,69,69,75.4,100.0,46,66.7,46
Jordan Mailata,66916,T,PHI,2,1,24,45.3,100.0,15,21.7,15,91.7,1,100.0,69,69,96.2,100.0,46,66.7,46
Cam Jurgens,84014,G,PHI,2,0,24,62.6,100.0,15,21.7,15,51.9,0,100.0,69,69,53.4,100.0,46,66.7,46
Jason Kelce,6343,C,PHI,2,0,24,66.0,100.0,15,21.7,15,62.2,0,100.0,69,69,57.9,100.0,46,66.7,46
A.J. Brown,48327,WR,PHI,2,0,24,58.8,100.0,13,20.3,13,61.2,0,100.0,64,64,62.9,100.0,45,70.3,45
Dallas Goedert,47272,TE,PHI,2,0,24,66.6,100.0,13,20.3,13,85.6,0,100.0,64,64,84.0,100.0,43,67.2,43
Jalen Hurts,40291,QB,PHI,2,0,24,60.0,66.7,10,18.9,15,60.0,0,76.8,53,69,60.0,93.5,43,81.1,46
Steve Avila,77319,G,LA,1,0,26,64.3,100.0,31,77.5,31,58.1,0,100.0,40,40,48.6,100.0,6,15.0,6
Rob Havenstein,9490,T,LA,1,0,26,57.9,100.0,31,77.5,31,58.0,0,100.0,40,40,59.9,100.0,6,15.0,6
Alaric Jackson,40972,T,LA,1,0,26,59.5,100.0,31,77.5,31,52.5,0,100.0,40,40,42.4,100.0,6,15.0,6
Joe Noteboom,46249,G,LA,1,0,26,58.6,100.0,31,77.5,31,55.5,0,100.0,40,40,52.0,100.0,6,15.0,6
Coleman Shelton,39316,C,LA,1,0,26,52.0,100.0,31,77.5,31,69.5,0,100.0,40,40,92.5,100.0,6,15.0,6
Ethan Pocic,11813,C,CLV,1,0,8,61.2,100.0,24,61.5,24,62.2,0,100.0,39,39,55.1,100.0,14,35.9,14
Jedrick Wills Jr.,58467,T,CLV,1,0,8,45.6,100.0,24,61.5,24,36.6,0,100.0,39,39,35.5,100.0,14,35.9,14
Joel Bitonio,8670,G,CLV,1,0,8,59.3,100.0,24,61.5,24,67.9,1,100.0,39,39,75.7,100.0,14,35.9,14
Wyatt Teller,46131,G,CLV,1,0,8,58.7,100.0,24,61.5,24,63.5,0,100.0,39,39,61.9,100.0,14,35.9,14
Matthew Stafford,4924,QB,LA,1,0,26,60.0,100.0,31,81.6,31,60.0,0,95.0,38,40,60.0,100.0,6,15.8,6
Van Jefferson,47447,WR,LA,1,0,26,53.2,100.0,30,78.9,30,42.9,1,100.0,38,38,58.3,100.0,5,13.2,5
Donovan Peoples-Jones,61439,WR,CLV,1,0,8,52.0,100.0,23,60.5,23,53.6,0,100.0,38,38,58.8,100.0,14,36.8,14
Deshaun Watson,11767,QB,CLV,1,0,8,60.0,91.7,22,61.1,24,60.0,0,92.3,36,39,60.0,92.9,13,36.1,14
Tyler Higbee,10744,TE,LA,1,0,26,55.4,100.0,27,75.0,27,57.7,0,100.0,36,36,68.4,100.0,6,16.7,6
Walker Little,52287,T,JAX,1,0,15,62.2,100.0,19,55.9,19,60.0,0,100.0,34,34,60.6,100.0,10,29.4,10
Spencer Burford,81920,G,SF,1,0,28,58.2,100.0,12,35.3,12,49.3,1,100.0,34,34,46.6,100.0,19,55.9,19
Trey Pipkins III,91462,T,LAC,1,0,27,48.8,100.0,18,52.9,18,52.4,0,100.0,34,34,71.5,100.0,13,38.2,13
Anton Harrison,122929,T,JAX,1,0,15,47.8,100.0,19,55.9,19,41.2,0,100.0,34,34,41.5,100.0,10,29.4,10
Zion Johnson,99681,G,LAC,1,0,27,57.8,100.0,18,52.9,18,65.8,0,100.0,34,34,57.4,100.0,13,38.2,13
Jake Brendel,11117,C,SF,1,0,28,58.1,100.0,12,35.3,12,65.7,0,100.0,34,34,68.1,100.0,19,55.9,19
Luke Fortner,42028,C,JAX,1,0,15,53.9,100.0,19,55.9,19,49.9,0,100.0,34,34,50.5,100.0,10,29.4,10
Ben Bartch,84236,G,JAX,1,0,15,45.0,100.0,19,55.9,19,53.4,0,100.0,34,34,63.9,100.0,10,29.4,10
Jamaree Salyer,81656,G,LAC,1,0,27,59.9,100.0,18,52.9,18,60.8,0,100.0,34,34,65.4,100.0,13,38.2,13
Aaron Banks,59983,G,SF,1,0,28,46.5,100.0,12,35.3,12,52.0,0,100.0,34,34,58.7,100.0,19,55.9,19
Corey Linsley,8796,C,LAC,1,0,27,61.6,100.0,18,52.9,18,70.8,0,100.0,34,34,73.8,100.0,13,38.2,13
Rashawn Slater,59971,T,LAC,1,0,27,63.0,100.0,18,52.9,18,72.4,0,100.0,34,34,78.7,100.0,13,38.2,13
Colton McKivitz,29314,T,SF,1,0,28,54.3,100.0,12,35.3,12,45.4,0,100.0,34,34,44.5,100.0,19,55.9,19
