player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,ED,ATL,1,0,2.0,0,0,2,60.0,56.4,79.4,54.2,60.1,25.0,50.0,1,0,17,17,5.9,1,1
Brandon Graham,5538,ED,PHI,2,0,,0,0,24,70.4,72.0,79.4,63.7,60.6,69.6,,0,0,6,6,0.0,0,0
Kareem Jackson,5545,S,DEN,1,0,,0,0,10,70.6,65.8,0.0,,58.6,49.1,,0,1,24,25,0.0,0,0
Jerry Hughes,5556,ED,HST,1,0,,0,0,13,60.0,42.2,78.2,49.6,45.4,,,0,0,8,9,0.0,0,0
Al Woods,5646,DI,NYJ,1,0,,0,0,22,,63.4,74.9,60.0,62.8,67.3,,0,0,7,7,0.0,0,0
Patrick Peterson,6157,CB,PIT,1,1,5.0,0,0,25,64.5,63.2,76.4,,56.8,38.5,0.0,0,0,31,33,0.0,0,1
Cameron Jordan,6176,ED,NO,1,1,4.0,0,0,20,,72.8,79.5,65.5,70.5,74.4,0.0,0,0,16,17,12.5,2,3
Cameron Heyward,6183,DI,PIT,1,0,,0,0,25,,56.9,72.7,62.2,54.5,,,0,0,4,5,0.0,0,0
Justin Houston,6222,ED,CAR,1,1,,0,0,5,62.3,66.6,74.9,56.6,70.5,72.8,0.0,0,0,6,6,0.0,0,0
Lawrence Guy Sr.,6385,DI,NE,1,2,1.5,0,0,19,,70.5,76.0,50.8,79.2,70.8,0.0,0,0,12,12,16.7,2,2
Stephon Gilmore,7016,CB,DAL,1,0,,0,0,9,89.8,89.9,76.1,,72.0,78.9,,0,0,19,19,0.0,0,0
Fletcher Cox,7018,DI,PHI,2,0,3.5,0,0,24,,63.1,25.7,64.7,63.0,70.9,0.0,0,1,21,21,4.8,1,4
Bobby Wagner,7050,LB,SEA,1,3,1.7,0,0,29,47.2,74.7,75.3,60.2,90.4,86.0,0.0,0,0,39,40,20.5,8,9
Lavonte David,7060,LB,TB,1,0,-1.0,0,0,30,68.8,67.4,76.0,56.5,59.8,80.1,0.0,0,0,15,15,6.7,1,1
Demario Davis,7079,LB,NO,1,0,6.8,0,0,20,80.8,90.7,76.8,70.0,88.2,83.6,0.0,0,0,19,20,21.1,4,6
Rodney McLeod,7271,S,CLV,1,1,8.0,0,0,8,56.8,56.1,78.1,,58.0,46.4,25.0,1,0,19,19,5.3,1,2
Tashaun Gipson Sr.,7288,S,SF,1,0,,0,0,28,70.4,73.6,78.8,,60.4,78.2,,0,0,9,9,0.0,0,0
Harrison Smith,7641,S,MIN,2,0,5.5,0,0,18,61.7,56.6,79.4,52.0,49.7,32.7,42.9,3,0,73,74,0.0,0,4
Darius Slay,7817,CB,PHI,2,0,7.0,0,0,24,65.1,64.8,80.5,,56.4,81.5,0.0,0,0,29,29,0.0,0,1
Johnathan Hankins,7830,DI,DAL,1,1,,0,0,9,75.4,65.5,75.0,53.6,57.6,69.5,0.0,0,0,9,9,0.0,0,0
Tyrann Mathieu,7850,S,NO,1,1,4.5,0,0,20,56.8,61.6,76.9,60.0,70.2,54.7,25.0,1,0,19,20,5.3,1,2
John Jenkins,7863,DI,LV,1,0,,0,0,23,,59.0,76.8,74.8,48.9,67.3,,0,0,14,15,0.0,0,0
William Gholston,7908,DI,TB,1,0,,0,0,30,,72.0,73.4,55.3,71.4,,,0,0,4,4,0.0,0,0
