player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,ED,ATL,1,0,0,2,54.2,1,2,31,97.1,9.7,3,0,4.8,0,34,33,3,0,54.7,1,2,27,100.0,11.1,3,5.6,0,29,29,3
Brandon Graham,5538,ED,PHI,2,0,0,24,63.7,1,0,27,93.8,3.7,1,0,1.9,0,32,30,1,0,66.4,1,0,13,100.0,0.0,0,3.8,0,15,15,1
Jerry Hughes,5556,ED,HST,1,0,0,13,49.6,0,2,12,92.9,0.0,0,0,8.3,0,14,13,2,0,50.8,0,1,8,100.0,0.0,0,6.3,0,8,8,1
Al Woods,5646,DI,NYJ,1,0,0,22,60.0,0,0,13,100.0,0.0,0,0,7.7,1,13,13,1,0,54.7,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Cameron Jordan,6176,ED,NO,1,2,0,20,65.5,0,4,34,100.0,5.9,2,0,8.8,1,37,37,5,0,67.3,0,1,15,100.0,13.3,2,10.0,1,17,17,2
Cameron Heyward,6183,DI,PIT,1,0,0,25,62.2,1,0,9,100.0,11.1,1,0,5.6,0,9,9,1,0,55.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Justin Houston,6222,ED,CAR,1,0,0,5,56.6,0,1,15,85.0,0.0,0,0,3.3,0,20,17,1,0,53.3,0,1,5,100.0,0.0,0,10.0,0,5,5,1
Lawrence Guy Sr.,6385,DI,NE,1,0,0,19,50.8,0,0,16,100.0,0.0,0,0,0.0,0,19,19,0,0,53.6,0,0,5,100.0,0.0,0,0.0,0,7,7,0
Fletcher Cox,7018,DI,PHI,2,0,0,24,64.7,4,2,71,100.0,12.7,9,1,4.2,0,73,73,6,0,68.4,4,1,35,100.0,17.1,6,7.1,0,36,36,5
Bobby Wagner,7050,LB,SEA,1,0,0,29,60.2,0,1,7,17.1,14.3,1,0,7.1,0,41,7,1,0,51.0,0,0,4,19.0,0.0,0,0.0,0,21,4,0
Lavonte David,7060,LB,TB,1,0,0,30,56.5,0,0,2,4.3,0.0,0,0,0.0,0,46,2,0,0,59.7,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Demario Davis,7079,LB,NO,1,0,0,20,70.0,0,2,7,16.3,14.3,1,0,14.3,0,43,7,2,0,76.2,0,2,4,21.1,25.0,1,25.0,0,19,4,2
Harrison Smith,7641,S,MIN,2,0,0,18,52.0,0,0,7,10.3,0.0,0,0,0.0,0,68,7,0,0,55.9,0,0,2,14.3,0.0,0,0.0,0,14,2,0
Justin Bethel,7654,S,MIA,1,0,0,17,88.9,0,1,2,22.2,0.0,0,0,75.0,1,9,2,2,0,88.9,0,1,2,28.6,0.0,0,75.0,1,7,2,2
Johnathan Hankins,7830,DI,DAL,1,0,0,9,53.6,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,55.3,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Tyrann Mathieu,7850,S,NO,1,0,0,20,60.0,0,1,1,2.3,0.0,0,0,50.0,0,43,1,1,0,,0,1,0,0.0,,0,,0,19,0,1
John Jenkins,7863,DI,LV,1,0,0,23,74.8,0,0,14,100.0,21.4,3,0,0.0,0,16,16,0,0,68.7,0,0,3,100.0,33.3,1,0.0,0,3,3,0
William Gholston,7908,DI,TB,1,0,0,30,55.3,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jordan Poyer,8000,S,BUF,1,0,0,4,57.9,0,0,1,7.4,0.0,0,0,0.0,0,27,2,0,0,59.1,0,0,0,7.7,,0,,0,13,1,0
Nick Williams,8006,DI,LAC,1,0,0,27,52.7,0,0,20,100.0,0.0,0,0,0.0,0,20,20,0,0,55.5,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Mike Purcell,8530,DI,DEN,1,0,0,10,65.4,1,0,6,100.0,16.7,1,0,8.3,0,8,8,1,0,58.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jadeveon Clowney,8636,ED,BLT,1,0,0,3,56.6,1,4,32,100.0,12.5,4,0,7.8,0,35,35,5,0,61.6,0,2,13,100.0,23.1,3,7.7,0,15,15,2
Khalil Mack,8640,ED,LAC,1,0,0,27,59.1,0,6,34,94.6,8.8,3,0,8.8,0,37,35,6,0,74.5,0,4,11,100.0,27.3,3,18.2,0,11,11,4
Aaron Donald,8648,DI,LA,1,0,1,26,75.0,0,4,25,100.0,20.0,5,1,12.0,1,29,29,5,0,82.0,0,3,10,100.0,40.0,4,25.0,1,11,11,4
C.J. Mosley,8652,LB,NYJ,1,0,0,22,53.1,0,1,4,7.8,0.0,0,0,12.5,0,51,4,1,0,56.0,0,1,2,6.7,0.0,0,25.0,0,30,2,1
DeMarcus Lawrence,8669,ED,DAL,1,0,0,9,60.8,0,2,20,100.0,15.0,3,0,10.0,1,21,21,3,0,57.0,0,2,15,100.0,13.3,2,6.7,0,16,16,2
DaQuan Jones,8747,DI,BUF,1,0,0,4,68.9,1,2,15,100.0,20.0,3,0,10.0,0,16,16,3,0,68.0,1,0,7,100.0,28.6,2,7.1,0,8,8,1
Brent Urban,8769,DI,BLT,1,0,0,3,55.2,0,2,8,100.0,0.0,0,0,12.5,0,8,8,2,0,57.5,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Shelby Harris,8869,DI,CLV,1,0,0,8,61.9,0,0,9,90.9,11.1,1,0,0.0,0,11,10,0,0,55.9,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Denico Autry,8982,ED,TEN,1,0,0,31,87.5,2,3,26,100.0,26.9,7,0,17.3,2,27,27,7,0,90.2,2,3,21,100.0,33.3,7,21.4,2,22,22,7
Shaquil Barrett,9000,ED,TB,1,0,0,30,57.5,2,0,20,75.0,0.0,0,0,5.0,0,28,21,2,0,56.7,1,0,10,84.6,0.0,0,5.0,0,13,11,1
Kerry Hyder Jr.,9045,ED,SF,1,0,0,28,76.6,0,1,14,100.0,28.6,4,0,10.7,1,14,14,2,0,77.3,0,1,13,100.0,30.8,4,11.5,1,13,13,2
Dante Fowler Jr.,9436,ED,DAL,1,0,0,9,65.4,2,2,25,100.0,12.0,3,0,8.0,0,29,29,4,0,62.3,1,1,17,100.0,11.8,2,5.9,0,20,20,2
Leonard Williams,9439,DI,NYG,1,1,0,21,64.6,0,0,17,100.0,0.0,0,0,0.0,0,18,18,0,0,63.3,0,0,5,100.0,0.0,0,0.0,0,6,6,0
Arik Armstead,9450,DI,SF,1,0,0,28,75.5,1,4,32,100.0,21.9,7,0,7.8,0,33,33,5,0,82.2,1,4,21,100.0,33.3,7,11.9,0,22,22,5
Bud Dupree,9455,ED,ATL,1,0,0,2,46.9,0,4,31,97.1,6.5,2,0,6.5,0,34,33,4,0,47.1,0,4,26,96.6,7.7,2,7.7,0,29,28,4
Shaq Thompson,9458,LB,CAR,1,0,0,5,68.5,0,0,1,4.2,100.0,1,0,0.0,0,24,1,0,0,67.6,0,0,0,0.0,,1,,0,5,0,0
Mario Edwards Jr.,9468,DI,SEA,1,0,0,29,60.8,0,0,11,100.0,9.1,1,0,0.0,0,11,11,0,0,61.8,0,0,8,100.0,12.5,1,0.0,0,8,8,0
Preston Smith,9471,ED,GB,1,0,0,12,53.6,0,3,20,91.3,5.0,1,0,7.5,0,23,21,3,0,48.9,0,2,11,85.7,0.0,0,9.1,0,14,12,2
Eric Kendricks,9478,LB,LAC,1,0,0,27,64.8,0,0,5,10.6,20.0,1,0,0.0,0,47,5,0,0,59.4,0,0,1,7.7,0.0,0,0.0,0,13,1,0
Denzel Perryman,9481,LB,HST,1,0,0,13,51.3,0,0,4,12.1,0.0,0,0,0.0,0,33,4,0,0,54.6,0,0,2,14.3,0.0,0,0.0,0,14,2,0
Jordan Phillips,9485,DI,BUF,1,0,0,4,68.6,0,0,3,75.0,33.3,1,0,33.3,1,4,3,1,0,69.3,0,0,2,100.0,50.0,1,50.0,1,2,2,1
Markus Golden,9491,ED,PIT,1,0,0,25,54.7,0,0,5,55.6,0.0,0,0,0.0,0,9,5,0,0,56.8,0,0,2,50.0,0.0,0,0.0,0,4,2,0
Randy Gregory,9493,ED,DEN,1,0,0,10,50.2,0,0,17,94.4,0.0,0,0,0.0,0,18,17,0,0,51.8,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Frank Clark,9496,ED,DEN,1,0,0,10,55.1,0,0,13,84.2,7.7,1,1,0.0,0,19,16,0,0,58.9,0,0,7,88.9,14.3,1,0.0,0,9,8,0
Jordan Hicks,9517,LB,MIN,2,0,0,18,59.5,0,2,18,27.9,5.6,1,0,5.6,0,68,19,2,0,68.7,0,2,7,53.3,14.3,1,14.3,0,15,8,2
Danielle Hunter,9521,ED,MIN,2,1,0,18,64.1,0,5,57,95.1,10.5,6,0,11.4,4,61,58,9,0,47.0,0,1,10,100.0,0.0,0,5.0,0,11,11,1
Angelo Blackson,9533,DI,JAX,1,0,0,15,57.9,0,0,16,100.0,6.3,1,0,0.0,0,16,16,0,0,52.2,0,0,10,100.0,0.0,0,0.0,0,10,10,0
Za'Darius Smith,9555,ED,CLV,1,0,0,8,84.4,4,2,25,89.7,16.0,4,0,12.0,0,29,26,6,0,90.5,1,2,10,90.9,30.0,3,15.0,0,11,10,3
Kwon Alexander,9557,LB,PIT,1,0,0,25,56.2,0,0,2,7.7,0.0,0,0,0.0,0,26,2,0,0,,0,0,0,0.0,,0,,0,12,0,0
Grady Jarrett,9570,DI,ATL,1,0,0,2,73.6,1,4,31,100.0,25.8,8,0,11.3,1,33,33,6,0,72.0,1,3,26,100.0,26.9,7,11.5,1,28,28,5
Rakeem Nunez-Roches,9650,DI,NYG,1,0,0,21,55.7,0,0,9,100.0,0.0,0,0,0.0,0,11,11,0,0,,0,0,0,,,0,,0,0,0,0
DeShawn Williams,9891,DI,CAR,1,0,0,5,53.4,0,1,11,100.0,0.0,0,0,4.5,0,11,11,1,0,57.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Alex Singleton,9994,LB,DEN,1,0,0,10,80.1,1,1,4,13.8,25.0,1,0,25.0,0,29,4,2,0,71.1,0,1,2,18.2,50.0,1,25.0,0,11,2,1
Joey Bosa,10637,ED,LAC,1,0,0,27,58.8,0,4,42,100.0,9.5,4,2,4.8,0,43,43,4,0,69.9,0,2,11,100.0,27.3,3,9.1,0,11,11,2
DeForest Buckner,10641,DI,IND,1,0,0,14,93.7,1,1,22,91.7,22.7,5,1,9.1,1,24,22,3,0,95.0,1,0,13,100.0,30.8,4,11.5,1,13,13,2
Leonard Floyd,10643,ED,BUF,1,0,0,4,71.2,0,3,15,100.0,13.3,2,0,23.3,2,16,16,5,0,77.7,0,2,9,100.0,22.2,2,33.3,2,10,10,4
Sheldon Rankins,10646,DI,HST,1,0,0,13,54.8,0,1,20,100.0,5.0,1,0,2.5,0,22,22,1,0,58.8,0,1,9,100.0,11.1,1,5.6,0,9,9,1
Keanu Neal,10651,S,PIT,1,0,0,25,60.0,0,0,1,5.0,0.0,0,0,0.0,0,20,1,0,0,,0,0,0,0.0,,0,,0,11,0,0
Shaq Lawson,10653,ED,BUF,1,0,0,4,66.4,0,3,12,100.0,16.7,2,0,12.5,0,12,12,3,0,54.6,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Artie Burns,10659,CB,SEA,1,0,0,29,60.0,0,0,1,5.9,0.0,0,0,0.0,0,17,1,0,0,60.0,0,0,1,9.1,0.0,0,0.0,0,11,1,0
Kenny Clark,10661,DI,GB,1,0,0,12,76.8,1,2,24,100.0,12.5,3,0,10.4,1,25,25,4,0,70.6,0,2,12,100.0,16.7,2,16.7,1,12,12,3
Emmanuel Ogbah,10666,ED,MIA,1,0,0,17,52.9,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,53.5,0,0,4,100.0,0.0,0,0.0,0,5,5,0
Austin Johnson,10677,DI,LAC,1,1,0,27,59.7,0,1,22,100.0,0.0,0,0,2.3,0,22,22,1,1,67.2,0,1,6,100.0,0.0,0,8.3,0,6,6,1
Jihad Ward,10678,ED,NYG,1,0,0,21,54.1,1,0,8,90.0,0.0,0,0,6.3,0,10,9,1,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
A'Shawn Robinson,10680,DI,NYG,1,0,0,21,55.9,0,0,4,100.0,0.0,0,0,0.0,0,5,5,0,0,,0,0,0,,,0,,0,0,0,0
