,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Michigan,2022-03-17 12:15:00,-120,16.67,-1.5,18.18,137.0,18.18,52.2,69.3,67.8
Colorado State,2022-03-17 12:15:00,100,20.00,1.5,18.18,137.0,18.18,47.8,67.8,69.3
South Dakota State,2022-03-17 12:40:00,115,23.00,2.0,18.18,148.5,18.18,44.7,73.3,75.3
Providence,2022-03-17 12:40:00,-135,14.81,-2.0,18.18,148.5,18.18,55.3,75.3,73.3
Memphis,2022-03-17 13:45:00,-155,12.90,-3.0,18.18,133.5,18.18,58.8,68.3,65.3
Boise State,2022-03-17 13:45:00,135,27.00,3.0,18.18,133.5,18.18,41.2,65.3,68.3
Norfolk State,2022-03-17 14:00:00,1800,360.00,20.5,18.18,137.5,18.18,5.1,58.5,79.0
Baylor,2022-03-17 14:00:00,-4500,0.44,-20.5,18.18,137.5,18.18,94.9,79.0,58.5
Longwood,2022-03-17 14:45:00,1200,240.00,18.0,18.18,133.0,18.18,7.4,57.5,75.5
Tennessee,2022-03-17 14:45:00,-2500,0.80,-18.0,18.18,133.0,18.18,92.6,75.5,57.5
Richmond,2022-03-17 15:10:00,410,82.00,10.5,18.18,150.0,17.39,18.7,69.8,80.3
Iowa,2022-03-17 15:10:00,-575,3.48,-10.5,18.18,150.0,19.05,81.3,80.3,69.8
Georgia State,2022-03-17 16:15:00,3300,660.00,23.5,18.18,149.5,18.18,2.9,63.0,86.5
Gonzaga,2022-03-17 16:15:00,-10000,0.20,-23.5,18.18,149.5,18.18,97.1,86.5,63.0
Marquette,2022-03-17 16:30:00,150,30.00,3.5,18.18,152.5,18.18,38.8,74.5,78.0
North Carolina,2022-03-17 16:30:00,-170,11.76,-3.5,18.18,152.5,18.18,61.2,78.0,74.5
New Mexico State,2022-03-17 18:50:00,230,46.00,6.5,18.18,132.0,18.18,29.0,62.8,69.3
Connecticut,2022-03-17 18:50:00,-290,6.90,-6.5,18.18,132.0,18.18,71.0,69.3,62.8
St. Peter's,2022-03-17 19:10:00,1600,320.00,18.0,18.18,131.5,17.39,5.7,56.8,74.8
Kentucky,2022-03-17 19:10:00,-3800,0.53,-18.0,18.18,131.5,19.05,94.3,74.8,56.8
Indiana,2022-03-17 19:20:00,120,24.00,2.5,18.18,126.5,18.18,43.8,62.0,64.5
St. Mary's (CAL),2022-03-17 19:20:00,-140,14.29,-2.5,18.18,126.5,18.18,56.2,64.5,62.0
Creighton,2022-03-17 19:27:00,115,23.00,2.0,18.18,120.5,18.18,44.7,59.3,61.3
San Diego State,2022-03-17 19:27:00,-135,14.81,-2.0,18.18,120.5,18.18,55.3,61.3,59.3
Vermont,2022-03-17 21:20:00,180,36.00,5.0,17.39,139.0,17.39,34.2,67.0,72.0
Arkansas,2022-03-17 21:20:00,-220,9.09,-5.0,19.05,139.0,19.05,65.8,72.0,67.0
San Francisco,2022-03-17 21:40:00,115,23.00,2.0,18.18,137.5,18.18,44.7,67.8,69.8
Murray State,2022-03-17 21:40:00,-135,14.81,-2.0,18.18,137.5,18.18,55.3,69.8,67.8
Akron,2022-03-17 21:50:00,750,150.00,13.5,17.39,128.5,18.18,11.3,57.5,71.0
UCLA,2022-03-17 21:50:00,-1250,1.60,-13.5,19.05,128.5,18.18,88.7,71.0,57.5
Texas Southern,2022-03-17 21:57:00,2500,500.00,21.5,18.18,146.0,19.05,3.7,62.3,83.8
Kansas,2022-03-17 21:57:00,-8000,0.25,-21.5,18.18,146.0,17.39,96.3,83.8,62.3
Eastern Washington,2022-03-17 22:00:00,600,120.00,13.5,18.18,132.0,18.18,13.7,59.3,72.8
Fresno State,2022-03-17 22:00:00,-900,2.22,-13.5,18.18,132.0,18.18,86.3,72.8,59.3
