"offPlayer","offTeam","defPlayer","defTeam","advantage","expectedSnaps"
"Ja'Marr Chase","CIN","All Defenders","KC","98.3925889","60.70689771"
"Ja'Marr Chase","CIN","Mike Hughes","KC","95.14142958","28.09716163"
"Ja'Marr Chase","CIN","Charvarius Ward","KC","92.96571154","20.94515685"
"Ja'Marr Chase","CIN","L'Jarius Sneed","KC","99.00102423","11.23886465"
"Tee Higgins","CIN","All Defenders","KC","75.516251","55.10131393"
"Tee Higgins","CIN","Mike Hughes","KC","71.72456102","18.76772941"
"Tee Higgins","CIN","Charvarius Ward","KC","72.90650335","24.31484155"
"Tee Higgins","CIN","L'Jarius Sneed","KC","77.82769491","11.83383923"
"Tyler Boyd","CIN","All Defenders","KC","31.23101808","57.55660989"
"Tyler Boyd","CIN","Mike Hughes","KC","29.33452245","8.065144905"
"Tyler Boyd","CIN","Charvarius Ward","KC","36.59461961","8.065144905"
"Tyler Boyd","CIN","L'Jarius Sneed","KC","39.49898994","41.42632008"
"Byron Pringle","KC","All Defenders","CIN","22.29608391","38.00625711"
"Byron Pringle","KC","Chidobe Awuzie","CIN","9.127230437","22.80375426"
"Byron Pringle","KC","Eli Apple","CIN","27.2887051","7.616185118"
"Byron Pringle","KC","Mike Hilton","CIN","0.001","7.601251421"
"Demarcus Robinson","KC","All Defenders","CIN","7.738287062","42.46462707"
"Demarcus Robinson","KC","Chidobe Awuzie","CIN","4.11","19.30210322"
"Demarcus Robinson","KC","Eli Apple","CIN","8.887300239","17.0006986"
"Demarcus Robinson","KC","Mike Hilton","CIN","1.001","5.642153248"
"Tyreek Hill","KC","All Defenders","CIN","87.45878508","52.09346419"
"Tyreek Hill","KC","Chidobe Awuzie","CIN","82.36577725","11.35552353"
"Tyreek Hill","KC","Eli Apple","CIN","90.0258407","12.06524375"
"Tyreek Hill","KC","Mike Hilton","CIN","58.96515763","28.10492074"
"Odell Beckham Jr.","LA","All Defenders","SF","56.25254524","50.55127834"
"Odell Beckham Jr.","LA","Emmanuel Moseley","SF","25.47251425","22.60176916"
"Odell Beckham Jr.","LA","Dontae Johnson","SF","68.37207942","17.45583065"
"Odell Beckham Jr.","LA","K'Waun Williams","SF","35.55114899","10.49367854"
"Van Jefferson","LA","All Defenders","SF","20.58388624","54.4842408"
"Van Jefferson","LA","Emmanuel Moseley","SF","0.0016","23.80207696"
"Van Jefferson","LA","Dontae Johnson","SF","26.36942087","18.71017986"
"Van Jefferson","LA","K'Waun Williams","SF","6.1165","11.88841919"
"Cooper Kupp","LA","All Defenders","SF","94.10535195","64.09419125"
"Cooper Kupp","LA","Emmanuel Moseley","SF","92.29160342","17.11689404"
"Cooper Kupp","LA","Dontae Johnson","SF","99.87846921","10.18934908"
"Cooper Kupp","LA","K'Waun Williams","SF","92.8067031","37.45091154"
"Brandon Aiyuk","SF","All Defenders","LA","86.02007857","53.63643585"
"Brandon Aiyuk","SF","Darious Williams","LA","93.20958233","22.03594829"
"Brandon Aiyuk","SF","Jalen Ramsey","LA","31.03343428","17.62875864"
"Brandon Aiyuk","SF","David Long Jr.","LA","93.45620248","13.87795893"
"Deebo Samuel","SF","All Defenders","LA","90.37239407","55.92506198"
"Deebo Samuel","SF","Darious Williams","LA","99.02456639","16.76765527"
"Deebo Samuel","SF","Jalen Ramsey","LA","36.01462874","19.72665325"
"Deebo Samuel","SF","David Long Jr.","LA","98.71406059","17.35945486"
"Jauan Jennings","SF","All Defenders","LA","11.36280498","42.18681547"
"Jauan Jennings","SF","Darious Williams","LA","5.223415738","6.82169782"
"Jauan Jennings","SF","Jalen Ramsey","LA","0.11","8.25784473"
"Jauan Jennings","SF","David Long Jr.","LA","13.89987427","26.92775455"
