player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,3,12,12,3.91,36.92,45.92,9.8,0,0,0,0,1,64.7,3,57,2,0,75.0,88,9,12,46.88,443,1,551
Kevin Huber,5066,P,CIN,4,15,15,4.36,40.33,46.33,14.0,0,0,2,7,7,69.8,6,63,0,0,33.3,70,5,15,65.46,605,1,695
Thomas Morstead,5088,P,MIA,4,13,13,4.37,43.15,48.69,10.3,0,0,4,2,17,67.5,6,66,0,0,53.8,72,7,14,56.75,561,0,633
Bryan Anger,7072,P,DAL,3,14,14,4.54,41.43,46.36,8.2,0,0,2,5,9,62.9,8,58,0,0,42.9,49,6,14,63.6,580,1,649
Johnny Hekker,7252,P,CAR,3,16,16,4.3,43.44,46.31,6.6,0,0,3,5,5,70.5,8,61,1,0,43.8,46,7,16,68.87,695,0,741
Sam Martin,7947,P,BUF,2,4,4,4.57,43.75,43.75,0.0,0,0,0,2,4,69.2,3,56,0,0,50.0,0,2,4,18.26,175,0,175
Tress Way,8358,P,WAS,3,17,17,4.5,44.41,50.06,7.0,0,0,0,6,32,65.9,5,62,1,0,47.1,56,8,17,76.46,755,2,851
Pat O'Donnell,8826,P,GB,3,13,13,4.32,45.15,49.23,8.3,0,0,1,6,12,71.6,9,72,1,0,30.8,33,4,13,56.22,587,1,640
Bradley Pinion,9598,P,ATL,3,6,6,4.87,44.33,49.5,5.5,0,0,0,3,2,76.7,2,73,0,0,33.3,11,2,6,29.22,266,1,297
Riley Dixon,10862,P,LA,3,7,7,4.2,40.43,45.14,8.3,1,0,0,3,26,63.1,2,58,0,0,57.1,33,4,8,29.38,283,0,316
Matt Haack,12212,P,IND,3,12,12,4.55,45.08,46.67,4.8,0,0,3,3,14,66.4,8,70,2,0,33.3,19,4,12,54.55,541,0,560
Cameron Johnston,12255,P,HST,3,17,17,4.31,43.24,48.71,8.5,0,0,1,4,13,63.8,11,64,1,0,64.7,93,11,17,73.28,735,0,828
Corey Bojorquez,27626,P,CLV,3,12,12,4.33,40.0,45.5,13.0,0,0,2,1,8,78.6,7,63,5,0,16.7,26,2,12,52.01,480,2,546
Logan Cooke,29214,P,JAX,3,9,9,4.44,41.22,48.67,7.8,0,0,1,1,15,75.6,3,61,0,0,66.7,47,6,9,39.97,371,1,438
Tommy Townsend,33007,P,KC,3,11,11,5.05,49.55,55.55,6.5,0,0,3,2,16,81.6,5,74,0,0,36.4,26,4,11,55.52,545,2,611
Jake Bailey,33963,P,NE,3,9,9,4.46,32.11,42.67,18.3,0,0,2,2,19,74.0,5,58,0,0,33.3,55,3,9,40.17,289,2,384
Jack Fox,34735,P,DET,3,12,12,4.64,43.83,49.33,9.4,0,0,0,4,11,68.6,5,63,1,0,58.3,66,7,12,55.68,526,0,592
Michael Dickson,35381,P,SEA,3,9,9,4.11,46.67,50.22,6.4,0,0,1,1,29,59.7,4,54,2,0,55.6,32,5,9,37.03,420,0,452
A.J. Cole III,36038,P,LV,3,8,8,4.38,46.13,51.38,14.0,0,0,2,2,23,72.0,3,66,1,0,37.5,42,3,8,35.01,369,0,411
J.K. Scott,38809,P,LAC,3,14,14,4.88,41.86,43.86,4.0,0,0,2,5,27,68.3,5,53,0,0,50.0,28,7,14,68.32,586,0,614
Corliss Waitman,39620,P,DEN,3,16,16,4.46,39.94,45.38,7.8,0,0,3,5,10,65.6,8,57,0,0,37.5,47,6,16,71.43,639,2,726
Mitch Wishnowsky,44663,P,SF,3,14,14,4.46,43.36,46.64,2.0,0,0,4,2,28,70.4,8,74,3,0,21.4,6,3,14,62.48,607,2,653
Braden Mann,44664,P,NYJ,3,13,13,4.33,41.15,45.23,8.8,0,0,1,3,22,67.2,5,52,3,0,46.2,53,6,13,56.26,535,0,588
Blake Gillikin,45045,P,NO,3,16,16,4.51,42.13,48.44,10.1,0,0,0,7,20,65.7,5,59,0,0,50.0,81,8,16,72.08,674,1,775
Ryan Stonehouse,52045,P,TEN,3,15,15,4.55,46.67,57.0,11.5,0,0,0,3,31,73.5,7,70,0,0,66.7,115,10,15,68.23,700,2,855
Jordan Stout,57649,P,BLT,3,11,11,4.37,39.45,45.91,10.2,0,0,0,3,3,62.6,4,64,2,0,45.5,51,5,11,48.08,434,1,505
Trenton Gill,60295,P,CHI,3,14,14,4.16,40.21,46.93,12.3,0,0,1,5,6,64.4,3,58,1,0,42.9,74,6,14,58.3,563,1,657
Pressley Harvin III,62973,P,PIT,3,17,17,4.41,41.35,47.47,6.4,0,0,1,3,25,67.8,3,69,1,0,58.8,64,10,17,74.96,703,2,807
Jamie Gillan,63303,P,NYG,3,14,14,4.5,40.71,49.79,15.3,0,0,0,3,21,70.1,6,69,3,0,50.0,107,7,14,62.98,570,1,697
Ryan Wright,77591,P,MIN,3,13,13,4.63,45.0,48.77,8.2,0,0,1,5,18,73.9,8,58,1,0,46.2,49,6,13,60.24,585,0,634
Arryn Siposs,82019,P,PHI,3,13,13,4.32,41.0,45.62,4.0,0,0,3,3,24,60.3,7,53,0,0,38.5,20,5,13,56.22,533,2,593
Jake Camarda,82636,P,TB,3,15,15,4.64,42.67,45.2,4.5,0,0,1,7,30,75.6,7,63,2,0,26.7,18,4,15,69.63,640,1,678
