player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Tyreek Hill,10799,WR,MIA,4,11.0,5,72.1,40.0,2,5,1,3.1,1,19,17,1,79.1,29.1,85.8,,85.2,2.9,4,2,64,0.0,0,136,2,31,94.1,128,35.3,48,104.5,43,2,58.8,80,477,177,5.7,15.4,3.73
Ja'Marr Chase,84270,WR,CIN,4,10.7,2,64.1,20.0,1,5,0,7.4,2,20,7,1,63.2,26.9,69.1,,71.1,0.5,1,0,36,0.0,0,194,1,25,94.8,184,20.6,40,103.9,39,2,77.8,151,293,100,4.0,11.7,1.59
Cooper Kupp,11824,WR,LA,3,9.3,6,80.0,66.7,4,6,0,3.4,1,17,26,1,76.1,27.0,89.4,,88.0,0.0,0,2,28,0.0,0,115,0,28,99.1,114,53.0,61,104.8,35,3,45.2,52,280,114,4.1,10.0,2.46
Jaylen Waddle,84088,WR,MIA,4,11.5,2,61.8,42.9,3,7,0,16.0,4,18,17,0,37.1,75.4,79.9,,80.9,0.0,0,1,59,0.0,0,127,0,21,93.7,119,22.8,29,117.4,34,3,77.2,98,381,155,7.4,18.1,3.2
Marquise Brown,61568,WR,ARZ,3,10.5,0,72.7,50.0,3,6,0,0.0,0,11,1,0,85.3,75.3,70.7,,71.3,0.0,0,1,26,0.0,0,161,0,24,93.2,150,23.6,38,91.9,33,1,76.4,123,251,91,3.8,10.5,1.67
Stefon Diggs,9579,WR,BUF,3,10.0,2,81.8,25.0,1,4,1,0.0,0,15,4,0,86.5,75.9,88.1,,87.4,0.0,0,0,53,0.0,0,121,1,27,96.7,117,31.4,38,149.7,33,4,68.6,83,344,95,3.5,12.7,2.94
Amon-Ra St. Brown,84470,WR,DET,3,5.8,2,69.7,0.0,0,2,0,8.0,2,12,11,0,61.3,75.8,78.6,64.9,76.4,0.9,1,0,49,0.9,1,106,0,23,96.2,102,66.0,70,122.4,33,3,32.1,34,253,141,6.1,11.0,2.48
Diontae Johnson,33441,WR,PIT,3,11.5,1,65.6,40.0,2,5,0,4.5,1,11,25,1,60.3,25.0,79.0,,78.5,0.0,0,1,25,0.0,0,115,0,21,93.9,108,5.2,6,68.0,32,0,94.8,109,186,-2,-0.1,8.9,1.72
CeeDee Lamb,61570,WR,DAL,3,10.7,2,53.1,40.0,2,5,0,15.0,3,12,9,0,43.5,73.9,70.0,,69.8,0.0,0,0,26,0.0,0,115,1,17,94.8,109,54.8,63,81.6,32,1,45.2,52,191,68,4.0,11.2,1.75
Mark Andrews,47436,TE,BLT,3,11.7,2,68.8,80.0,4,5,0,8.3,2,15,3,0,60.3,75.2,89.7,,87.8,16.1,15,0,25,0.0,0,93,0,22,95.7,89,65.6,61,122.5,32,3,18.3,17,245,81,3.7,11.1,2.75
Davante Adams,8688,WR,LV,3,11.9,2,56.7,66.7,2,3,0,0.0,0,12,23,0,82.2,74.3,71.4,66.1,71.3,0.0,0,1,41,0.7,1,140,0,17,91.4,128,35.7,50,95.0,30,3,64.3,90,189,80,4.7,11.1,1.48
Garrett Wilson,97405,WR,NYJ,3,10.5,4,62.1,28.6,2,7,0,5.3,1,11,22,0,68.7,74.3,80.7,35.6,80.2,6.2,7,0,31,1.8,2,113,0,18,95.6,108,54.0,61,107.5,29,2,39.8,45,214,55,3.1,11.9,1.98
Curtis Samuel,11795,WR,WAS,3,3.3,4,78.6,80.0,4,5,0,0.0,0,10,32,0,85.3,28.1,67.3,,70.0,0.7,1,0,27,0.0,0,142,0,22,91.5,130,68.3,97,117.4,28,2,25.4,36,181,105,4.8,8.2,1.39
