team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
PIT,25,3,110,3,8,110,95.0,11,0
PHI,24,3,121,2,14,121,92.6,17,1
ATL,2,3,94,2,11,94,91.0,15,2
NO,20,3,127,4,15,127,89.4,23,4
IND,14,3,132,9,11,132,89.4,24,4
ARZ,1,3,158,4,24,158,89.2,31,3
JAX,15,3,116,8,16,116,88.8,25,1
HST,13,3,115,3,13,115,88.7,21,5
DAL,9,3,110,9,15,110,88.2,25,1
BLT,3,3,99,2,16,99,87.9,21,3
KC,16,3,120,6,23,120,87.9,29,0
SF,28,3,93,2,17,93,87.6,21,2
MIA,17,4,149,7,25,149,87.2,35,3
CLV,8,3,101,3,15,101,87.1,22,4
LV,23,3,132,10,17,132,86.7,31,4
NE,19,3,111,5,17,111,86.5,26,4
GB,12,3,107,2,19,107,86.4,25,4
DEN,10,3,120,4,20,120,85.8,29,5
TB,30,3,109,4,19,109,85.8,27,4
BUF,4,3,152,6,30,152,85.5,40,4
TEN,31,3,90,6,19,90,85.0,26,1
CAR,5,3,98,1,21,98,84.7,26,4
MIN,18,3,124,12,22,124,83.9,37,3
DET,11,3,118,10,20,118,83.9,34,4
WAS,32,3,153,7,21,153,83.7,39,11
LAC,27,3,133,9,31,133,83.5,42,2
CIN,7,4,185,12,29,185,83.0,52,11
LA,26,3,114,10,15,114,82.0,33,8
NYG,21,3,121,3,29,121,81.0,39,7
NYJ,22,3,165,10,38,165,80.6,56,8
SEA,29,3,110,8,24,110,80.0,38,6
CHI,6,3,65,2,18,65,76.9,25,5
