player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Joe Mixon,11803,HB,CIN,4,82,7,1,13.8,31,0,224,1,2,7,152,16.9,2,10,7,0,36,86.8,58.5,83.5,,70.5,67.4,54.6,60.0,31,0,116,17,108,92,0,0,22,99,1,224,152,1.85,2.7,1.07,43
Nick Chubb,45783,HB,CLV,3,62,26,6,39.6,135,0,341,0,0,26,246,156.3,10,15,8,0,34,84.6,88.4,80.1,,61.5,55.5,89.4,60.0,36,0,28,4,39,70,0,0,5,66,4,341,246,3.97,5.5,0.72,25
Jonathan Taylor,57488,HB,IND,3,61,16,3,20.6,59,0,286,0,2,16,191,81.7,8,15,14,0,16,84.6,67.2,81.5,,18.0,63.9,70.4,60.0,21,0,43,8,81,67,0,0,11,69,1,286,191,3.13,4.7,0.53,42
Leonard Fournette,11759,HB,TB,3,57,7,2,15.0,34,0,227,1,0,7,141,26.2,7,8,30,0,35,84.3,58.7,80.9,,37.6,56.3,62.4,45.3,17,0,54,9,79,65,0,0,12,66,0,227,141,2.47,4.0,0.68,20
Derrick Henry,10679,HB,TEN,3,54,10,2,22.1,42,0,190,1,0,10,175,54.9,5,7,31,1,29,83.7,67.6,78.4,,77.2,55.3,67.9,60.0,24,0,58,5,34,59,0,0,6,59,2,190,175,3.24,3.5,1.71,25
Saquon Barkley,45791,HB,NYG,3,53,10,6,57.7,183,0,317,0,2,10,246,84.4,8,11,21,1,30,52.1,70.4,83.3,,49.4,64.1,73.0,59.1,68,0,91,13,90,65,0,0,15,66,2,317,246,4.64,6.0,1.01,22
James Robinson,22425,HB,JAX,3,51,8,4,56.1,129,0,230,0,1,8,160,49.5,6,12,15,0,17,83.6,68.8,81.7,,66.8,60.5,69.2,60.1,50,0,33,6,52,61,0,0,7,57,3,230,160,3.14,4.5,0.63,31
Christian McCaffrey,11763,HB,CAR,3,50,13,2,27.6,67,0,243,0,1,13,174,81.2,3,13,5,0,32,83.7,86.3,80.0,,57.7,69.7,87.6,63.0,49,0,57,10,67,59,0,0,13,60,1,243,174,3.48,4.9,0.85,18
Cordarrelle Patterson,7810,HB,ATL,3,49,8,5,35.8,108,0,302,1,0,8,145,44.7,9,17,2,0,15,83.5,77.5,81.3,,68.6,53.0,82.3,54.5,40,0,28,4,44,64,0,0,7,53,2,302,145,2.96,6.2,0.64,34
Dameon Pierce,83659,HB,HST,3,46,10,1,13.1,24,0,183,0,2,10,162,84.5,4,13,13,2,28,25.7,64.1,78.0,,69.3,65.3,62.3,60.0,24,0,35,4,29,49,0,0,4,50,1,183,162,3.52,4.0,1.21,18
Miles Sanders,40555,HB,PHI,3,45,7,2,21.6,48,0,222,0,0,7,170,51.9,7,11,24,0,18,82.6,67.5,82.7,,68.8,53.4,70.7,56.5,24,0,13,6,51,61,0,0,6,51,1,222,170,3.78,4.9,0.25,25
Jamaal Williams,11889,HB,DET,3,43,4,1,8.9,15,0,168,1,1,4,100,24.7,5,10,11,0,36,82.0,71.5,0.0,,82.6,47.9,75.0,60.0,15,1,29,4,24,45,0,0,5,47,4,168,100,2.33,3.9,1.21,7
Dalvin Cook,11796,HB,MIN,3,43,10,1,7.9,16,0,203,1,0,10,135,62.8,5,13,18,1,17,42.3,67.1,82.9,,47.4,52.2,73.1,60.0,16,0,37,7,68,44,0,0,9,50,1,203,135,3.14,4.7,0.54,25
