player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Robbie Gould,2607,K,SF,3,0,1,1,100.0,0,0,,28,69.8,0,0,,5,5,100.0,0,1,1,100.0,5,4,80.0,3,2,66.7
Matt Prater,3471,K,ARZ,3,0,0,0,,2,2,100.0,1,69.9,0,0,,2,2,100.0,0,1,1,100.0,4,4,100.0,1,1,100.0
Nick Folk,3794,K,NE,3,0,2,1,50.0,0,0,,19,61.1,0,0,,5,5,100.0,0,1,1,100.0,4,3,75.0,1,1,100.0
Mason Crosby,3809,K,GB,3,0,0,0,,1,1,100.0,12,67.5,0,0,,6,6,100.0,0,0,0,,2,2,100.0,1,1,100.0
Ryan Succop,5180,K,TB,3,0,0,0,,6,6,100.0,30,67.9,0,0,,3,3,100.0,0,2,1,50.0,9,8,88.9,1,1,100.0
Graham Gano,5443,K,NYG,3,0,4,4,100.0,2,1,50.0,21,90.3,0,0,,3,3,100.0,0,2,2,100.0,8,7,87.5,0,0,
Randy Bullock,7154,K,TEN,3,0,0,0,,3,2,66.7,31,55.3,0,0,,6,6,100.0,0,0,0,,4,3,75.0,1,1,100.0
Greg Zuerlein,7163,K,NYJ,3,0,3,3,100.0,4,3,75.0,22,64.9,0,0,,5,4,80.0,0,0,0,,7,6,85.7,0,0,
Justin Tucker,7604,K,BLT,3,0,2,2,100.0,0,0,,3,73.1,0,0,,13,12,92.3,0,0,0,,3,3,100.0,1,1,100.0
Dustin Hopkins,7958,K,LAC,3,0,0,0,,2,1,50.0,27,59.8,0,0,,7,7,100.0,0,1,1,100.0,4,3,75.0,1,1,100.0
Brandon McManus,8437,K,DEN,3,0,4,2,50.0,1,1,100.0,10,66.7,0,0,,2,2,100.0,0,1,1,100.0,9,7,77.8,3,3,100.0
