player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Tua Tagovailoa,60326,QB,MIA,4,-2.5,0,122,17,77.7,103,107,10.0,2.6,1,5,4.5,68.2,73,31,8.8,114,93.4,7,44,,61.6,79.4,83.0,78.6,,54.3,1,3,120,19.4,107.4,5.3,6,0,0,2,7,7,5.8,985,9.2,78.8,66,68,9.3,2.35,1,5,6.9,70.6,48,17,7.7,71,58.2,4,27,,49.3,84.8,81.9,83.5,,58.7,1,1,75,17.6,127.8,4.2,3,0,0,0,7,3,4.0,631,9.3,77.8,45,47,8.7,2.78,0,0,0.0,68.1,32,15,8.6,51,41.8,3,21,,81.0,65.3,78.3,65.7,,56.8,0,2,55,20.0,84.0,5.9,3,0,0,2,1,4,7.3,404,8.6,0,87.5,8,8,-3.0,1.56,0,0,0.0,87.5,7,1,0.0,8,6.6,0,4,,71.4,67.6,72.3,66.9,,,0,0,10,0.0,132.3,0.0,0,0,0,0,1,0,0.0,50,6.3,-0.68
Jalen Hurts,40291,QB,PHI,3,-8.55,0,121,24,77.3,75,84,11.0,3.19,3,6,6.6,66.7,56,35,3.4,107,88.4,2,44,,64.0,80.6,0.0,90.2,,50.6,1,0,114,14.3,110.8,4.7,5,18,0,5,3,1,0.9,832,9.9,78.3,60,64,9.3,2.94,2,5,7.4,70.3,45,20,4.3,77,63.6,2,32,,57.2,79.5,0.0,90.7,,49.1,0,1,81,10.0,106.9,2.6,2,11,0,2,2,1,1.2,650,10.2,78.6,28,34,8.5,3.17,2,1,2.6,61.8,21,16,4.5,44,36.4,1,15,,80.3,71.3,77.9,71.4,,60.4,1,0,49,18.8,105.8,6.8,3,7,0,3,2,0,0.0,266,7.8,0,84.6,13,14,-2.2,1.79,1,0,0.0,71.4,10,1,9.1,14,11.6,1,3,,73.9,59.4,73.9,59.3,,,0,1,16,0.0,80.7,0.0,0,0,0,0,1,0,0.0,84,6.0,-2.34
Daniel Jones,39395,QB,NYG,3,18.13,0,120,21,78.1,73,84,7.6,3.37,2,2,2.2,61.9,52,62,8.8,112,93.3,5,33,,86.9,56.8,0.0,56.0,58.9,63.0,1,2,119,19.4,81.3,10.7,12,16,0,8,3,4,3.4,516,6.1,75.5,49,59,7.8,3.1,3,1,1.6,57.6,34,40,8.1,74,61.7,3,18,,84.5,42.6,0.0,42.2,,58.3,1,2,80,20.0,66.3,10.8,8,7,0,6,1,4,5.0,349,5.9,87.1,31,33,4.6,3.51,0,1,2.7,75.8,25,22,7.4,46,38.3,2,15,,80.4,82.8,78.0,81.5,58.9,68.0,0,0,50,18.2,112.1,8.7,4,9,0,2,2,0,0.0,211,6.4,0,100.0,7,8,-4.0,1.73,1,0,0.0,87.5,7,0,0.0,8,6.7,0,0,,71.9,64.0,72.6,63.6,,,0,0,11,,89.6,0.0,0,0,0,0,0,0,0.0,44,5.5,0.47
Russell Wilson,7077,QB,DEN,3,-8.51,0,120,10,69.1,94,100,8.9,2.81,2,3,2.7,58.0,58,41,10.8,113,94.2,7,32,,86.8,60.0,0.0,60.7,,60.2,0,1,125,22.0,82.7,8.0,9,4,0,4,2,2,1.6,714,7.1,75.0,72,76,7.5,2.67,2,2,2.4,61.8,47,28,13.0,86,71.7,7,22,,85.0,58.6,0.0,59.9,,58.4,0,1,95,17.9,80.0,5.8,5,5,0,2,1,1,1.1,501,6.6,57.1,28,30,10.1,3.09,0,1,3.0,53.3,16,14,0.0,34,28.3,0,11,,78.6,63.5,76.9,63.0,,,0,0,37,28.6,91.3,11.8,4,0,0,2,1,1,2.7,242,8.1,0,83.3,6,6,-2.3,2.5,0,0,0.0,83.3,5,1,0.0,7,5.8,0,1,,69.6,62.3,71.1,65.1,,58.3,0,0,7,0.0,86.8,0.0,0,1,0,0,0,0,0.0,29,4.8,1.48
Patrick Mahomes,11765,QB,KC,3,6.06,0,119,16,75.6,90,99,9.3,2.83,1,5,4.6,64.6,64,43,5.9,108,90.8,4,44,,86.3,75.1,32.5,73.6,,68.5,1,1,118,4.7,108.5,1.9,2,6,0,7,7,4,3.4,788,8.0,76.3,80,87,7.9,2.62,1,3,3.2,66.7,58,35,4.9,92,77.3,3,37,,85.0,75.1,27.1,73.5,,69.6,1,1,99,2.9,103.8,1.1,1,3,0,5,5,3,3.0,664,7.6,85.0,20,22,8.3,3.01,0,2,8.0,72.7,16,9,5.9,27,22.7,1,12,,77.4,68.2,76.1,67.5,,61.4,0,0,30,11.1,138.8,3.7,1,3,0,2,3,1,3.3,193,8.8,0,100.0,10,10,-3.9,1.53,0,0,0.0,100.0,10,1,0.0,11,9.2,0,5,,71.9,65.5,72.6,65.0,,,0,0,11,0.0,128.8,0.0,0,0,0,0,1,0,0.0,69,6.9,1.14
Jared Goff,10635,QB,DET,3,5.0,0,119,11,66.3,101,104,9.6,2.7,0,3,2.8,56.7,59,38,11.9,111,93.3,8,37,,86.1,57.4,83.3,56.6,,60.5,0,2,115,10.5,91.1,3.6,4,3,1,2,7,5,4.3,682,6.6,66.7,78,80,8.5,2.45,0,2,2.4,57.5,46,29,11.5,85,71.4,6,24,,84.3,51.4,82.7,50.0,,63.1,0,2,88,10.3,82.0,3.5,3,2,1,1,4,4,4.5,495,6.2,73.3,30,32,9.2,3.08,0,1,3.0,62.5,20,9,9.1,34,28.6,2,15,,78.3,72.5,76.7,72.4,,58.3,0,0,35,11.1,118.4,2.9,1,1,0,2,3,1,2.9,253,7.9,0,100.0,7,8,-4.0,1.64,0,0,0.0,87.5,7,0,0.0,8,6.7,0,2,,70.3,64.6,71.5,64.2,,,0,0,8,,101.0,0.0,0,0,0,1,0,0,0.0,66,8.3,1.72
Trevor Lawrence,77632,QB,JAX,3,-6.8,0,116,15,76.7,90,97,9.2,2.58,2,4,3.8,68.0,66,33,4.3,101,87.1,3,39,,86.1,72.2,83.3,71.0,,60.9,2,1,109,6.1,104.0,2.0,2,2,0,3,6,3,2.8,673,6.9,76.3,80,83,7.1,2.3,2,2,2.2,71.1,59,24,3.3,87,75.0,2,30,,85.1,65.5,83.0,64.3,,60.9,0,1,94,4.2,98.9,1.1,1,2,0,1,4,3,3.2,528,6.4,87.0,23,28,9.5,2.89,1,2,6.9,64.3,18,10,10.0,29,25.0,2,14,,77.4,81.9,76.1,80.1,,,2,0,30,10.0,115.8,3.4,1,0,0,2,2,0,0.0,244,8.7,0,92.3,13,14,-3.4,1.57,1,0,0.0,78.6,11,1,8.3,15,12.9,1,5,,73.5,61.3,73.7,61.1,,,0,0,15,0.0,96.1,0.0,0,0,0,0,0,0,0.0,99,7.1,2.35
Matthew Stafford,4924,QB,LA,3,7.37,0,114,26,76.7,86,89,8.7,2.67,1,6,6.7,70.8,63,31,4.5,101,88.6,3,36,,56.5,72.2,30.9,70.7,,69.1,0,5,102,29.0,83.1,8.9,9,2,0,2,4,5,4.9,651,7.3,77.9,77,79,7.8,2.39,1,6,7.5,70.9,56,26,6.7,87,76.3,4,29,,52.4,72.6,26.8,71.5,,65.3,0,4,88,23.1,83.8,6.9,6,1,0,1,4,4,4.5,510,6.5,85.7,21,23,5.6,3.1,0,0,0.0,78.3,18,6,0.0,27,23.7,0,13,,76.8,66.2,75.8,64.2,,62.6,0,1,27,50.0,94.0,11.1,3,1,0,2,0,1,3.7,251,10.9,0,100.0,12,13,-2.5,1.68,0,0,0.0,84.6,11,1,8.3,13,11.4,1,6,,72.8,66.4,73.2,65.8,,,0,0,13,0.0,101.9,0.0,0,0,0,1,0,0,0.0,110,8.5,4.45
Davis Mills,52269,QB,HST,3,0.93,0,114,13,66.3,89,96,9.5,2.46,3,0,0.0,55.2,53,32,10.2,103,90.4,6,26,,57.7,65.8,82.8,64.6,,61.5,2,2,109,21.9,77.0,6.8,7,0,0,2,3,2,1.8,627,6.5,70.4,71,78,6.9,2.3,3,0,0.0,57.7,45,21,10.0,82,71.9,5,15,,84.2,62.3,82.2,61.0,,61.5,2,2,86,19.0,65.8,4.9,4,0,0,2,1,1,1.2,412,5.3,67.9,28,29,11.4,2.62,0,0,0.0,58.6,17,11,10.5,32,28.1,2,12,,26.9,70.8,76.6,69.7,,,0,0,34,27.3,109.8,9.4,3,0,0,1,2,1,2.9,250,8.6,0,100.0,10,11,-3.2,1.74,0,0,0.0,81.8,9,0,10.0,11,9.6,1,1,,71.9,65.7,72.6,65.1,,,0,0,11,,79.9,0.0,0,0,0,1,0,0,0.0,35,3.2,3.34
Mitchell Trubisky,11757,QB,PIT,3,33.58,0,111,25,64.4,90,95,10.4,2.73,1,6,6.1,56.8,54,32,6.9,102,91.9,4,29,,85.7,70.8,31.7,69.3,,69.4,2,1,107,15.6,74.6,4.9,5,2,1,1,2,2,1.9,514,5.4,62.2,82,86,10.2,2.57,1,5,5.4,54.7,47,24,7.8,92,82.9,4,21,,85.1,72.2,29.5,71.2,,66.8,1,0,99,12.5,70.1,3.3,3,3,1,1,1,1,1.0,383,4.5,93.8,16,17,4.9,3.12,0,1,5.9,88.2,15,8,0.0,19,17.1,0,9,,74.8,59.7,74.5,59.5,,,1,1,19,25.0,104.9,10.5,2,0,0,0,1,1,5.3,176,10.4,0,100.0,8,8,-2.6,1.91,0,0,0.0,100.0,8,0,0.0,9,8.1,0,1,,71.9,65.0,72.6,67.2,,58.3,0,0,11,,90.1,0.0,0,1,0,0,0,0,0.0,45,5.6,5.9
Mac Jones,60323,QB,NE,3,0.78,0,111,19,67.8,87,90,11.4,2.87,1,6,6.3,64.4,58,29,1.7,104,93.7,1,34,,85.9,57.8,0.0,58.2,,61.7,0,5,109,17.2,74.3,4.8,5,9,0,2,2,6,5.5,740,8.2,69.5,82,85,10.8,2.75,1,5,5.5,65.9,56,26,1.8,99,89.2,1,30,,85.7,57.8,0.0,58.2,,61.7,0,4,105,19.2,78.0,5.1,5,9,0,2,2,5,4.8,669,7.9,66.7,12,12,7.3,2.93,0,1,8.3,66.7,8,3,0.0,12,10.8,0,5,,72.4,62.5,72.9,62.2,,,0,1,12,0.0,63.5,0.0,0,0,0,0,0,1,8.3,117,9.8,0,85.7,7,7,-2.7,1.31,0,0,0.0,85.7,6,0,0.0,7,6.3,0,1,,70.3,64.6,71.5,64.1,,,0,0,8,,94.0,0.0,0,0,0,0,0,0,0.0,46,6.6,1.88
Tom Brady,698,QB,TB,3,-8.77,0,109,30,67.8,87,90,10.2,2.34,1,4,4.2,62.2,56,21,5.1,96,88.1,3,31,,58.2,72.0,82.9,73.8,,39.6,0,1,103,28.6,89.3,6.3,6,0,0,2,3,1,1.0,623,6.9,72.8,81,84,8.2,2.13,0,4,4.5,66.7,56,18,5.1,90,82.6,3,24,,56.4,69.9,82.8,72.0,,39.6,0,1,96,33.3,89.9,6.7,6,0,0,3,3,1,1.0,510,6.1,66.7,18,19,10.5,2.69,1,0,0.0,57.9,11,3,8.3,19,17.4,1,8,,75.1,73.5,74.7,72.2,,,0,0,20,0.0,86.3,0.0,0,0,0,0,0,0,0.0,164,8.6,0,100.0,12,13,-2.9,1.35,0,0,0.0,84.6,11,0,8.3,13,11.9,1,1,,72.8,66.3,73.2,65.7,,,0,0,13,,83.0,0.0,0,0,0,1,0,0,0.0,51,3.9,2.56
Geno Smith,7820,QB,SEA,3,18.59,0,109,29,78.9,90,94,8.1,2.62,1,4,4.0,75.5,71,36,0.0,101,92.7,0,34,,86.2,73.7,82.5,71.3,59.0,69.4,0,2,107,16.7,101.6,5.9,6,1,0,3,4,6,5.6,705,7.5,77.0,74,78,7.7,2.51,1,2,2.5,73.1,57,30,0.0,84,77.1,0,25,,85.0,67.8,82.0,65.0,,69.4,0,2,87,16.7,97.4,6.0,5,1,0,3,4,6,6.9,524,6.7,91.7,24,24,5.7,2.72,0,2,7.1,91.7,22,7,0.0,25,22.9,0,9,,77.0,82.9,76.2,81.7,59.0,,0,0,29,14.3,100.2,4.0,1,0,0,0,0,0,0.0,193,8.0,0,100.0,8,8,-2.3,1.75,0,0,0.0,100.0,8,1,0.0,8,7.3,0,0,,70.9,67.2,71.9,66.5,,,0,0,9,0.0,79.2,0.0,0,0,0,0,0,0,0.0,12,1.5,1.32
