"id","firstName","lastName","adp","projectedPoints","positionRank","slotName","teamName","lineupStatus","byeWeek"
"f9c8f898-a032-4eed-99f3-bae805f4e320","Nikola","Jokic","1.2","3966.0","B1","C","Denver Nuggets",,
"aad25053-f844-47b8-bea0-de320f588955","Giannis","Antetokounmpo","2.0","3859.4","W1","F","Milwaukee Bucks",,
"068fa916-2fac-4adf-b988-b19b26aba12d","Luka","Doncic","3.2","3163.0","G1","G","Dallas Mavericks",,
"8fdf579d-712c-412d-b34b-9d8f6eb22c40","Joel","Embiid","4.3","2517.3","B2","C","Philadelphia 76ers",,
"c1d33aa2-05ca-4177-94b1-872ebbc25f43","Jayson","Tatum","5.1","2703.4","W2","F","Boston Celtics",,
"73a63b74-b308-45c1-ae32-9f32d8b8c63e","Kevin","Durant","6.5","2852.3","W3","F","Brooklyn Nets",,
"5a916649-d8f7-45f0-aca0-6867bbc537b5","James","Harden","7.5","2984.5","G2","G","Philadelphia 76ers",,
"c1ceead9-e0a7-4b79-a67c-bedeac3ce5c3","Ja","Morant","8.5","2687.8","G3","G","Memphis Grizzlies",,
"3f03cc88-48a3-4237-abc8-43795849afc5","LeBron","James","9.6","2489.8","W4","F","Los Angeles Lakers",,
"4d15d3f5-c50d-40e1-8622-47c9dba5ee8e","LaMelo","Ball","9.7","2549.9","G4","G","Charlotte Hornets",,
"07e4acc6-0713-483a-8e27-bff95b44919d","Karl-Anthony","Towns","11.0","2689.1","B3","C","Minnesota Timberwolves",,
"176cae90-6f6f-41f1-b074-610d11e5e9de","Trae","Young","12.5","2327.1","G5","G","Atlanta Hawks",,
"77e3cb3c-413a-4692-8d1e-4f9f790ac2ce","Stephen","Curry","13.1","2546.7","G6","G","Golden State Warriors",,
"6e4cc7ec-2113-4b94-8985-b3d5fb882059","Damian","Lillard","13.9","1907.0","G7","G","Portland Trail Blazers",,
"b7cb765f-c634-4733-ac78-1ff88001fdf6","Tyrese","Haliburton","16.0","2223.5","G8","G","Indiana Pacers",,
"a78139e6-9589-45c9-9716-5165d68dc500","Anthony","Edwards","17.0","2050.7","W5","F","Minnesota Timberwolves",,
"711bd617-66c4-459b-96ec-0ad634f386a1","Zion","Williamson","17.5","1895.1","B4","C","New Orleans Pelicans",,
"e9e309ad-c761-47ce-8610-936f8141653c","Devin","Booker","17.7","2169.6","G9","G","Phoenix Suns",,
"445eedf2-cec1-465a-966e-ba9069a37276","Anthony","Davis","19.3","2070.0","B5","C","Los Angeles Lakers",,
"5be8e128-efe1-431f-9ae6-7448bc860c04","Pascal","Siakam","20.1","1996.4","W6","F","Toronto Raptors",,
"a3f4b1c7-798a-45bb-aded-b0d37b40b3f4","DeMar","DeRozan","21.0","2231.4","W7","F","Chicago Bulls",,
"bd69b284-cae5-488e-ad28-87e0573c5833","Domantas","Sabonis","21.5","2259.3","B6","C","Sacramento Kings",,
"3016454a-bb40-41ba-aa3f-fa3a6e7f9e03","Kawhi","Leonard","23.6","2113.1","W8","F","Los Angeles Clippers",,
"7ef21b7b-453e-4e61-96f7-741a2ba1c16a","Dejounte","Murray","25.1","1928.6","G10","G","Atlanta Hawks",,
"8d194312-b542-4f22-91f1-a589cb75225c","Shai","Gilgeous-Alexander","26.1","2332.9","G11","G","Oklahoma City Thunder",,
"db72d139-c89c-4a71-9afa-e7719e8158de","Jaylen","Brown","26.8","2261.5","W9","F","Boston Celtics",,
"1676a1ee-727c-4a32-9697-225ade36b8b6","Donovan","Mitchell","28.0","2220.2","G12","G","Cleveland Cavaliers",,
"16dfbc47-ec11-4565-8b01-bb77b973c351","Cade","Cunningham","28.2","1859.2","G13","G","Detroit Pistons",,
"2c2f76b1-a670-483e-88cb-89e500af8c90","Bradley","Beal","29.1","1926.9","G14","G","Washington Wizards",,
"c2946d62-1a65-433a-8156-598f98e1c55e","Jimmy","Butler","30.0","2225.6","W10","F","Miami Heat",,
"447f3cd8-64f7-4c91-9fc3-0eb7d1c8f357","Paul","George","30.4","1768.7","W11","F","Los Angeles Clippers",,
"30696434-c3d1-4555-a130-43ec24772f25","Kyrie","Irving","32.3","1493.7","G15","G","Brooklyn Nets",,
"96d0faf5-6ffa-4892-be31-b4a7596f22af","Rudy","Gobert","32.9","2263.2","B7","C","Minnesota Timberwolves",,
"17dfe51e-1257-44a5-9233-c28a67398f1b","De'Aaron","Fox","33.1","2225.8","G16","G","Sacramento Kings",,
"9c039639-e865-4c89-8135-0e7af930ce58","Bam","Adebayo","34.5","2059.0","B8","C","Miami Heat",,
"0317dd0c-b9df-4fe4-a958-00989c23b511","Zach","LaVine","35.5","2223.0","W12","F","Chicago Bulls",,
"cacb6345-a306-4b9c-8109-55f239e1c384","Scottie","Barnes","36.6","1551.7","W13","F","Toronto Raptors",,
"5008cb8d-4eef-4d2f-b12a-740cf796cdb0","Brandon","Ingram","38.8","1765.1","W14","F","New Orleans Pelicans",,
"f86963fa-3639-4380-902e-60a0ab750a4b","Nikola","Vucevic","39.3","2281.7","B9","C","Chicago Bulls",,
"1ee8ca3d-fdca-4c9b-8750-79477c023940","Darius","Garland","39.5","1907.6","G17","G","Cleveland Cavaliers",,
"a7fc4b37-a9ee-45c4-b70f-5c8a97635065","Evan","Mobley","41.4","1700.1","B10","C","Cleveland Cavaliers",,
"5403c939-beb0-4083-b6f7-c97a0f8470a6","Julius","Randle","42.9","2084.2","B11","C","New York Knicks",,
"7212dbc1-31d5-493c-9511-2f0f95860867","CJ","McCollum","44.3","2124.5","G18","G","New Orleans Pelicans",,
"2ab7495e-84db-4c62-9ed3-bf0955ac6281","Chris","Paul","46.1","2138.5","G19","G","Phoenix Suns",,
"c418e50f-c039-4499-8c67-19f53a5df65e","Jrue","Holiday","46.3","2177.4","G20","G","Milwaukee Bucks",,
"1dcfaf5b-e2cd-4965-954d-f87f5afea1f8","Josh","Giddey","46.3","1621.6","W15","F","Oklahoma City Thunder",,
"9f5a018f-306d-4544-9a18-cdb7547a8016","Ben","Simmons","46.7","1771.9","G21","G","Brooklyn Nets",,
"1a264339-45c3-4e49-a600-6823652c77a9","Fred","VanVleet","48.2","2080.1","G22","G","Toronto Raptors",,
"84e1f383-031a-459b-aaa8-5fa7bc2ec6bb","Russell","Westbrook","48.3","2146.5","G23","G","Los Angeles Lakers",,
"71227061-7a5b-4f4a-a3eb-cc1ca1aab57e","Khris","Middleton","49.8","1891.0","W16","F","Milwaukee Bucks",,
"d98ff98b-ff47-481c-8518-d19d44e1f092","Deandre","Ayton","50.8","2152.8","B12","C","Phoenix Suns",,
"763f93f2-72a7-433f-85a3-e8fb73129bd7","Paolo","Banchero","51.8","1346.9","W17","F","Orlando Magic",,
"b68c7935-7557-456f-8121-4152f9923adc","Terry","Rozier","53.8","1644.7","G24","G","Charlotte Hornets",,
"680c1f1f-50a2-45fe-b20c-8f26432371de","RJ","Barrett","54.2","1891.9","W18","F","New York Knicks",,
"10ae10c5-d8d0-4f04-b44b-47c606a588d3","Kristaps","Porzingis","55.2","2129.1","B13","C","Washington Wizards",,
"7fe797f3-2e4f-47a3-a5ad-dbb65b3c6a1b","Keldon","Johnson","56.5","1523.7","W19","F","San Antonio Spurs",,
"64785570-1aeb-47da-9452-784a31d9e1fb","Jarrett","Allen","57.0","2001.8","B14","C","Cleveland Cavaliers",,
"62975a78-93e0-4118-98f9-431471a2a52c","Andrew","Wiggins","57.9","1941.2","W20","F","Golden State Warriors",,
"f4a049fe-70c0-4017-aecf-54055f513ce8","Jalen","Brunson","59.8","1916.7","G25","G","New York Knicks",,
"5e13c88e-74d4-4eca-a2b7-65f9e28bfb7e","Jamal","Murray","61.4","1458.6","G26","G","Denver Nuggets",,
"2d1b5be2-b505-42ed-b8fc-e23ec756bc79","Jalen","Green","61.9","1648.2","G27","G","Houston Rockets",,
"2943e7f0-ae68-4bc6-93d2-3ff6f57482a9","Jonas","Valanciunas","63.0","1856.9","B15","C","New Orleans Pelicans",,
"abcc2d03-bcef-44e3-a0b8-5deabdbdbf73","Tobias","Harris","64.3","1870.5","W21","F","Philadelphia 76ers",,
"29fc9c2d-c1de-4ea7-a499-e3366b60a799","Klay","Thompson","64.7","1590.8","W22","F","Golden State Warriors",,
"255fe7d2-6602-4e77-94c0-0da1e14d946c","Desmond","Bane","65.3","1385.1","G28","G","Memphis Grizzlies",,
"096c53c3-2223-473b-8663-68146086fbae","Christian","Wood","67.2","1729.3","B16","C","Dallas Mavericks",,
"c91b8026-80ac-4f09-8520-f9e1ab1acf54","Alperen","Sengun","67.3","1549.1","B17","C","Houston Rockets",,
"874800e2-35b5-4c56-ac1d-5c6d8a584235","Tyrese","Maxey","68.3","1793.6","G29","G","Philadelphia 76ers",,
"1d718f28-3926-4ec4-a84b-3b22953ef816","Collin","Sexton","68.6","1075.5","G30","G","Utah Jazz",,
"aa6ea279-869a-4f66-8d21-12e591701cb4","Kyle","Kuzma","69.6","1525.3","W23","F","Washington Wizards",,
"d586f146-d56d-45d7-aee0-aa0b17621cfa","Jusuf","Nurkic","71.2","2093.5","B18","C","Portland Trail Blazers",,
"4b6dcc1f-37bd-4faf-9e52-21cfcea06ab1","D'Angelo","Russell","71.2","1661.5","G31","G","Minnesota Timberwolves",,
"58b1510d-cecb-4fbf-9d12-2a889db3a826","Kevin","Porter Jr.","71.5","1324.6","G32","G","Houston Rockets",,
"ff5afdb8-8863-4548-a845-66549e1dee6c","Michael","Porter","73.4","1527.6","W24","F","Denver Nuggets",,
"564cb4a5-47b5-4bb8-b97c-9a267b25a3a7","Clint","Capela","76.3","1919.3","B19","C","Atlanta Hawks",,
"ce281d81-9d12-4339-9238-8cd965506b95","Jordan","Poole","76.5","1439.2","G33","G","Golden State Warriors",,
"531c5fa7-d124-47f7-aa9a-fd99d25e039c","John","Collins","77.4","1733.9","W25","F","Atlanta Hawks",,
"7e4b3f9c-fa56-4b53-a6eb-0cd4f68217af","Jabari","Smith","79.7","1304.9","W26","F","Houston Rockets",,
"e9ae136f-a4b9-49a2-9bab-412febd65858","Tyler","Herro","80.1","1468.2","G34","G","Miami Heat",,
"644d5771-1171-4650-9a63-40c8853ca1a0","Jakob","Poeltl","80.2","1516.0","B20","C","San Antonio Spurs",,
"26597a7f-bd57-4368-8301-4975362b6a5f","Buddy","Hield","80.7","1816.5","W27","F","Indiana Pacers",,
"82c5b789-4242-44d5-842c-13661d45d269","Devin","Vassell","81.6","1306.1","W28","F","San Antonio Spurs",,
"02b78d43-e11d-46a7-a614-5c730f7b5517","Mikal","Bridges","82.3","1489.1","W29","F","Phoenix Suns",,
"9e055c66-3d31-4fdb-a4f5-41d08700a271","Saddiq","Bey","84.4","1412.1","W30","F","Detroit Pistons",,
"8093c35f-ee1c-4bd8-9ce3-a3ce824aba5b","Franz","Wagner","84.5","830.9","W31","F","Orlando Magic",,
"f9557983-2dc6-478d-8a03-49a1371f5741","Keegan","Murray","85.1","938.5","W32","F","Sacramento Kings",,
"a34469f8-813c-456e-887d-9ad4755be43c","OG","Anunoby","88.2","1591.4","W33","F","Toronto Raptors",,
"f446963f-ceba-479c-b457-e25caac34a86","Jerami","Grant","89.3","1521.6","W34","F","Portland Trail Blazers",,
"9a366891-0c9e-422e-94ed-c7971c45bd51","Draymond","Green","89.5","1952.2","B21","C","Golden State Warriors",,
"acb7f967-b453-409b-abdb-197fd225c12a","Marcus","Smart","90.3","1481.4","G35","G","Boston Celtics",,
"5de34a04-3dde-46bd-972f-d807253c714f","Jaren","Jackson Jr.","91.0","1038.3","B22","C","Memphis Grizzlies",,
"b4f9b0d8-7cba-427d-9861-649f8fb23e98","Tre","Jones","91.9","713.0","G36","G","San Antonio Spurs",,
"5c4df313-f65f-46cd-a5fc-fdee70237612","Lauri","Markkanen","92.7","1073.8","W35","F","Utah Jazz",,
"734f7327-dbb4-44fd-bc69-f2ded559ee69","Wendell","Carter Jr.","95.4","1521.1","B23","C","Orlando Magic",,
"78559125-76cb-4b4e-a691-28e9ce48b776","Cole","Anthony","96.0","1512.8","G37","G","Orlando Magic",,
"39223d3a-f170-45d8-a5af-6a22fb35d0c2","Myles","Turner","96.4","1671.8","B24","C","Indiana Pacers",,
"0010d4ef-b4ca-455d-881a-72549d070262","Anfernee","Simons","96.7","1078.4","G38","G","Portland Trail Blazers",,
"c2287a0d-3c94-4064-93c3-f3c82b03c943","John","Wall","98.4","1186.3","G39","G","Los Angeles Clippers",,
"55c4cbd9-4604-4de1-a89b-4df1bdbc6ace","Robert","Williams","98.7","1456.7","B25","C","Boston Celtics",,
"3fa631ff-6a94-4eaa-a642-54a92ecb7241","Spencer","Dinwiddie","99.0","998.9","G40","G","Dallas Mavericks",,
"0f542603-9494-445f-b027-6c9da8dc29bb","Gordon","Hayward","100.6","1528.6","W36","F","Charlotte Hornets",,
"9ad2872c-4685-4adf-8e7e-3f1445c41f60","Jaden","Ivey","102.4","1046.7","G41","G","Detroit Pistons",,
"797a4b2d-c44a-47d5-9c0b-3099ee7ab305","Al","Horford","102.4","1565.8","B26","C","Boston Celtics",,
"7c97883d-bece-4b60-b6aa-391b5efcf53b","Brandon","Clarke","104.5","1012.2","W37","F","Memphis Grizzlies",,
"e612a398-c539-41e6-8e01-6489f8e8b621","Jordan","Clarkson","104.9","1539.4","G42","G","Utah Jazz",,
"57c17d67-5152-4957-8ed2-390a373f0ea1","Malcolm","Brogdon","107.2","1076.8","G43","G","Boston Celtics",,
"9567c45d-cf80-4a27-ae59-b3fe31ea6e68","Jalen","Smith","107.8","150.9","W38","F","Indiana Pacers",,
"20fa421b-502a-4a69-b7e1-9a44779a3b79","Mitchell","Robinson","108.0","1630.7","B27","C","New York Knicks",,
"0d862583-396f-4654-a001-484a08036c47","Kyle","Lowry","109.7","1179.8","G44","G","Miami Heat",,
"787a01b3-2237-406e-96a7-9abbedb51541","P.J.","Washington","109.8","943.8","W39","F","Charlotte Hornets",,
"a649aa61-2f3f-49fa-8324-acddec82afa7","Josh","Hart","112.6","969.9","W40","F","Portland Trail Blazers",,
"b1973fa4-9349-40ec-b28d-aa5000439c73","Aaron","Gordon","112.8","1059.7","W41","F","Denver Nuggets",,
"306aed39-baee-426b-a20c-09bbc486f24a","Caris","LeVert","114.3","1091.7","W42","F","Cleveland Cavaliers",,
"d8479adc-7a30-4736-b15d-a212ef0dfa5e","Gary","Trent Jr.","115.4","694.0","G45","G","Toronto Raptors",,
"91f678d2-58c2-4877-a6f9-b5412545dde6","Bobby","Portis","117.0","872.1","B28","C","Milwaukee Bucks",,
"2715a1ce-286d-4f20-82ab-c80bd8c7d8b7","Dillon","Brooks","117.1","1094.2","G46","G","Memphis Grizzlies",,
"6c6a7ada-346d-43ff-9452-4f98e9d085ac","Jalen","Suggs","118.6","1068.9","G47","G","Orlando Magic",,
"62681e1d-5521-4e6e-8c91-20df718cb7c1","Harrison","Barnes","119.2","949.5","W43","F","Sacramento Kings",,
"175667f8-a86c-4659-906f-ed66912f30d6","Steven","Adams","119.6","1188.8","B29","C","Memphis Grizzlies",,
"7afa0f08-1e77-459f-b4ea-29d67766a43e","James","Wiseman","119.9","881.2","B30","C","Golden State Warriors",,
"ed36c1d4-ed46-4765-9c9c-6033cea54e7a","Jarred","Vanderbilt","122.1","600.0","W44","F","Utah Jazz",,
"4df92a95-8623-458f-8a88-28b1f787483f","De'Andre","Hunter","122.5","1362.0","W45","F","Atlanta Hawks",,
"5facde40-9e46-4d96-a844-a02d49a1d214","Chris","Duarte","125.1","1334.1","G48","G","Indiana Pacers",,
"be5f95f6-f1cb-4e8d-a53c-11df5b8ee061","Bones","Hyland","125.2","862.7","G49","G","Denver Nuggets",,
"7f5a8da5-3ec5-4abe-88ac-0cb8c2c8fb16","Kelly","Oubre","126.3","729.6","W46","F","Charlotte Hornets",,
"156b9ee0-a80e-402b-8de1-de9f1a9bc74f","Lonzo","Ball","126.9","1537.0","G50","G","Chicago Bulls",,
"9f53c367-747f-41b9-88ea-b5a5329df48f","Cam","Johnson","128.0","739.1","W47","F","Phoenix Suns",,
"3f41eb35-b9a1-450b-932d-7e4e943b0972","Jae'Sean","Tate","128.0","733.3","W48","F","Houston Rockets",,
"eb70ed91-16f1-4631-ab45-7a1e70d13ebb","Bogdan","Bogdanovic","129.8","947.4","W49","F","Atlanta Hawks",,
"68326630-eb54-4f8b-bb5c-de791e1caba2","Jonathan","Kuminga","130.4","809.4","W50","F","Golden State Warriors",,
"a66fa2e6-a896-49a7-923b-24d5ec0760b9","Davion","Mitchell","131.0","694.4","G51","G","Sacramento Kings",,
"c5cfec7d-f393-46c3-ba62-efc7ed671fa5","Bennedict","Mathurin","131.0","998.7","G52","G","Indiana Pacers",,
"8b631709-c415-4037-9edb-64c8a75277ce","Herbert","Jones","131.2","53.2","W51","F","New Orleans Pelicans",,
"62c73cce-07d6-4eb8-9a86-6d35d0713a8e","Monte","Morris","132.5","738.0","G53","G","Washington Wizards",,
"10f86f79-c8d1-489e-968f-c1fb5e3fcc83","Ivica","Zubac","134.3","922.2","B31","C","Los Angeles Clippers",,
"386d295b-96ab-484c-a74f-5aeda5e041ef","Lu","Dort","135.8","722.9","G54","G","Oklahoma City Thunder",,
"d401b119-f37c-43d3-87fe-8d849d087812","Bojan","Bogdanovic","138.2","936.3","W52","F","Detroit Pistons",,
"4690d3b6-5cfb-43f9-b403-335c447dd0a0","Josh","Primo","140.4","1212.9","G55","G","San Antonio Spurs",,
"2e2c47c9-b5cd-49ae-9a2a-7b97128312b6","Mo","Bamba","142.2","727.6","B32","C","Orlando Magic",,
"803e55f2-da25-48b8-a82a-37f0d44e1630","Mark","Williams","144.1","1521.9","B33","C","Charlotte Hornets",,
"81e9f0db-c153-4897-bd1a-59796e8b7cc5","Dorian","Finney-Smith","144.7","716.1","W53","F","Dallas Mavericks",,
"59e56232-cdbe-46cf-963b-f8f901438b7d","Will","Barton","144.7","913.5","G56","G","Washington Wizards",,
"0a791fc7-3d0d-44c5-a217-84bb2dc48074","Markelle","Fultz","145.1","957.2","G57","G","Orlando Magic",,
"d1858bf4-a9fc-4643-a002-dec7496d0f0a","Reggie","Jackson","145.2","731.6","G58","G","Los Angeles Clippers",,
"4b1cb483-47e6-4b5b-826a-356cdec70d17","Isaiah","Jackson","145.5","605.4","B34","C","Indiana Pacers",,
"caaef8d2-bfd2-497c-92e6-ef55c23e440d","Immanuel","Quickley","145.9","808.1","G59","G","New York Knicks",,
"67c6a721-a7b5-4b69-9930-276bedf8090b","Mike","Conley","146.2","953.7","G60","G","Utah Jazz",,
"65f22840-0446-4c64-b18c-5a2894dad8c2","Patrick","Williams","150.2","676.7","W54","F","Chicago Bulls",,
"192f6afb-3d8f-4957-ae7c-c4c0361ce9fd","Darius","Bazley","150.4","854.4","W55","F","Oklahoma City Thunder",,
"95ef710c-db25-4878-8317-a66dff0e61bc","Talen","Horton-Tucker","151.0","593.4","G61","G","Utah Jazz",,
