player_name,primary_tour,dg_rank,dg_change,owgr_rank,owgr_change,dg_index
"Kokrak, Jason",LIV Tour,70,-3,128,-10,0.536
"Pieters, Thomas",DP World Tour,71,8,53,0,0.532
"Perez, Victor",DP World Tour,72,36,59,7,0.531
"Lahiri, Anirban",LIV Tour,73,-8,104,-6,0.527
"Stricker, Steve",PGA TOUR Champions,74,-3,9999,0,0.517
"Burmester, Dean",LIV Tour,75,-1,83,2,0.515
"Bezuidenhout, Christiaan",PGA TOUR,76,-6,78,-1,0.515
"DeChambeau, Bryson",LIV Tour,77,40,90,124,0.512
"Montgomery, Taylor",PGA TOUR,78,-17,63,-3,0.51
"Grillo, Emiliano",PGA TOUR,79,-15,80,-2,0.502
"Aberg, Ludvig",Amateur Events,80,9,9999,0,0.497
"Casey, Paul",LIV Tour,81,-8,144,-2,0.488
"Smalley, Alex",PGA TOUR,82,23,93,9,0.469
"Grace, Branden",LIV Tour,83,-7,305,-6,0.459
"An, Byeong Hun",PGA TOUR,84,-7,137,3,0.459
"Mitchell, Keith",PGA TOUR,85,-10,55,-4,0.458
"Bramlett, Joseph",PGA TOUR,86,-8,153,-2,0.457
"Lee, Min Woo",DP World Tour,87,22,61,1,0.457
"Detry, Thomas",PGA TOUR,88,11,86,1,0.453
"Wu, Brandon",PGA TOUR,89,-21,81,0,0.453
"English, Harris",PGA TOUR,90,-18,39,-2,0.452
"Smith, Jordan",DP World Tour,91,-1,98,-3,0.425
"Bjork, Alexander",DP World Tour,92,-6,114,-2,0.422
"Hojgaard, Nicolai",DP World Tour,93,10,108,1,0.411
"Rai, Aaron",PGA TOUR,94,-3,139,0,0.407
"Uihlein, Peter",LIV Tour,95,-1,483,-5,0.396
"Tringale, Cameron",LIV Tour,96,-1,110,-6,0.395
"Griffin, Ben",PGA TOUR,97,-4,87,-1,0.376
"Hughes, Mackenzie",PGA TOUR,98,-13,62,-3,0.372
"NeSmith, Matthew",PGA TOUR,99,21,99,8,0.369
"Sargent, Gordon",Amateur Events,100,1,9999,0,0.361
"Ancer, Abraham",LIV Tour,101,-21,46,-3,0.327
"Oosthuizen, Louis",LIV Tour,102,0,202,-16,0.325
"Watson, Bubba",PGA TOUR,103,1,282,-9,0.316
"Ryder, Sam",PGA TOUR,104,-16,111,-5,0.292
"Lashley, Nate",PGA TOUR,105,1,180,3,0.288
"McNealy, Maverick",PGA TOUR,106,-14,92,-3,0.287
"Martin, Ben",PGA TOUR,107,0,184,7,0.285
"Stevens, Samuel",PGA TOUR,108,-12,130,0,0.27
"Horschel, Billy",PGA TOUR,109,6,35,-4,0.26
"Vegas, Jhonattan",PGA TOUR,110,0,166,-8,0.259
"Schenk, Adam",PGA TOUR,111,-24,91,0,0.257
"Hubbard, Mark",PGA TOUR,112,-30,124,-1,0.254
"Munoz, Sebastian",PGA TOUR,113,-1,115,-4,0.235
"Straka, Sepp",PGA TOUR,114,52,34,6,0.23
"Palmer, Ryan",PGA TOUR,115,-1,167,4,0.222
"Suh, Justin",PGA TOUR,116,27,76,3,0.208
"Kim, Seonghyeon",PGA TOUR,117,-1,140,-3,0.207
"Stallings, Scott",PGA TOUR,118,-5,68,-1,0.195
"Wise, Aaron",PGA TOUR,119,-22,57,-5,0.188
"Na, Kevin",LIV Tour,120,1,133,-6,0.187
"Leishman, Marc",LIV Tour,121,1,138,-5,0.178
"Gordon, Will",PGA TOUR,122,1,131,4,0.171
"Ortiz, Carlos",LIV Tour,123,1,355,-9,0.171
"Willett, Danny",PGA TOUR,124,-13,106,-6,0.16
"Paul, Yannik",DP World Tour,125,-7,107,-4,0.159
"Rozner, Antoine",DP World Tour,126,0,135,1,0.153
"Riley, Davis",PGA TOUR,127,-2,74,-1,0.151
"Shelton, Robby",PGA TOUR,128,0,119,-6,0.147
"Wu, Dylan",PGA TOUR,129,0,296,1,0.147
"Hodges, Lee",PGA TOUR,130,6,132,11,0.137
"Perez, Pat",LIV Tour,131,0,313,-8,0.134
"Streelman, Kevin",PGA TOUR,132,0,159,-2,0.121
"Wolff, Matthew",LIV Tour,133,0,249,-5,0.12
"Pendrith, Taylor",PGA TOUR,134,16,112,9,0.111
"Hojgaard, Rasmus",DP World Tour,135,-8,123,-4,0.106
"Dahmen, Joel",PGA TOUR,136,-6,113,-5,0.106
"Harrington, Padraig",PGA TOUR Champions,137,10,212,26,0.105
"Olesen, Thorbjorn",DP World Tour,138,-19,84,0,0.098
"Bhatia, Akshay",PGA TOUR,139,-4,181,-3,0.085
"Kohles, Ben",Korn Ferry Tour,140,-2,194,7,0.078
"Campillo, Jorge",DP World Tour,141,-4,127,-2,0.07
"Norrman, Vincent",PGA TOUR,142,-2,301,0,0.051
"Thompson, Michael",PGA TOUR,143,-2,238,-3,0.051
"Kim, Michael",PGA TOUR,144,-2,157,-1,0.044
"Eckroat, Austin",PGA TOUR,145,-1,120,-5,0.034
"Stenson, Henrik",LIV Tour,146,0,210,-3,0.023
"Hardy, Nick",PGA TOUR,147,-8,189,-5,0.013
"Macintyre, Robert",DP World Tour,148,-14,100,-3,0.001
"Reavie, Chez",PGA TOUR,149,26,109,5,-0.011
"Tosti, Alejandro",Korn Ferry Tour,150,31,286,59,-0.027
"Piercy, Scott",PGA TOUR,151,-2,250,-2,-0.028
"Lee, Danny",PGA TOUR,152,-1,275,6,-0.049
"Hall, Harry",PGA TOUR,153,-1,197,0,-0.05
"Bland, Richard",LIV Tour,154,-1,141,-7,-0.051
"Molinari, Francesco",PGA TOUR,155,2,134,-5,-0.054
"Sigg, Greyson",PGA TOUR,156,-2,230,-2,-0.056
"Wallace, Matt",PGA TOUR,157,-2,117,-1,-0.058
"Gotterup, Chris",Korn Ferry Tour,158,9,322,7,-0.061
"Yu, Kevin",PGA TOUR,159,-3,190,-5,-0.063
"Langasque, Romain",DP World Tour,160,-2,155,-2,-0.065
"Thorbjornsen, Michael",Amateur Events,161,0,466,-2,-0.068
"List, Luke",PGA TOUR,162,-3,118,-8,-0.071
"Walker, Jimmy",PGA TOUR,163,-15,243,0,-0.076
"Vincent, Scott",LIV Tour,164,-4,125,1,-0.081
"Poulter, Ian",LIV Tour,165,-3,217,-6,-0.09
"Ghim, Doug",PGA TOUR,166,-1,252,-2,-0.093
"Johnston, Andrew",DP World Tour,167,-3,9999,0,-0.093
"Taylor, Ben",PGA TOUR,168,-5,102,-1,-0.111
"Kizzire, Patton",PGA TOUR,169,-1,205,1,-0.12
"Simpson, Webb",PGA TOUR,170,-25,161,-9,-0.125
"Luiten, Joost",DP World Tour,171,-2,245,1,-0.126
"Baddeley, Aaron",PGA TOUR,172,-2,319,2,-0.136
"Higgo, Garrick",PGA TOUR,173,-2,200,-1,-0.137
"Lopez-Chacarra, Eugenio",LIV Tour,174,-2,9999,0,-0.148
"Thompson, Davis",PGA TOUR,175,3,85,-2,-0.154
"Pan, C.T.",PGA TOUR,176,-2,185,-5,-0.155
"Otaegui, Adrian",DP World Tour,177,-4,96,-3,-0.17
"Ramey, Chad",PGA TOUR,178,-2,226,-4,-0.178
"Whaley, Vince",PGA TOUR,179,18,380,16,-0.191
"Kanaya, Takumi",Other Tours,180,-1,142,-4,-0.204
"Long, Adam",PGA TOUR,181,-1,237,-4,-0.206
"Johnson, Zach",PGA TOUR,182,12,242,9,-0.213
"Chassart, Adrien Dumont de",Amateur Events,183,8,9999,0,-0.225
"Lipsky, David",PGA TOUR,184,-1,178,-5,-0.227
"Hoffman, Charley",PGA TOUR,185,-1,384,-7,-0.228
"Lindheim, Nicholas",Korn Ferry Tour,186,-1,9999,0,-0.234
"Malnati, Peter",PGA TOUR,187,-1,222,-3,-0.238
"Tway, Kevin",PGA TOUR,188,-1,291,-3,-0.241
"Lower, Justin",PGA TOUR,189,-1,229,1,-0.242
"Griffin, Lanto",PGA TOUR,190,-1,193,-3,-0.247
"Mullinax, Trey",PGA TOUR,191,-1,88,2,-0.265
"James, Benjamin",Amateur Events,192,49,9999,0,-0.269
"Forrest, Grant",DP World Tour,193,0,209,-1,-0.28
"Duncan, Tyler",PGA TOUR,194,1,187,0,-0.284
"Cockerill, Aaron",DP World Tour,195,1,213,5,-0.286
"Horsfield, Sam",DP World Tour,196,2,186,-4,-0.289
"Greyserman, Max",Korn Ferry Tour,197,8,9999,0,-0.291
"Cink, Stewart",PGA TOUR,198,2,268,-4,-0.292
"Knapp, Jake",Korn Ferry Tour,199,38,331,17,-0.293
"Highsmith, Joe",Korn Ferry Tour,200,-8,425,-2,-0.293
"Daffue, MJ",PGA TOUR,201,0,154,0,-0.293
"Kieffer, Maximilian",DP World Tour,202,1,214,3,-0.295
"Novak, Andrew",PGA TOUR,203,1,318,-3,-0.301
"Mickelson, Phil",LIV Tour,204,20,79,1,-0.304
"Lingmerth, David",PGA TOUR,205,-28,122,-2,-0.309
"Shinkwin, Callum",DP World Tour,206,-4,94,-2,-0.31
"Hoshino, Rikuya",Other Tours,207,13,126,2,-0.317
"Redman, Doc",PGA TOUR,208,-1,405,-5,-0.318
"Young, Carson",PGA TOUR,209,-3,302,1,-0.318
"Southgate, Matthew",DP World Tour,210,-2,307,-1,-0.319
"Laird, Martin",PGA TOUR,211,-2,236,3,-0.319
"Jamieson, Scott",DP World Tour,212,-2,266,8,-0.324
"Schwartzel, Charl",LIV Tour,213,-2,246,-5,-0.33
"Norlander, Henrik",PGA TOUR,214,-2,383,-5,-0.339
"Hahn, James",PGA TOUR,215,-2,308,5,-0.34
"Tarren, Callum",PGA TOUR,216,61,152,17,-0.34
"Korhonen, Mikko",DP World Tour,217,-3,344,-2,-0.345
"Brun, Julien",DP World Tour,218,-3,204,-1,-0.347
"Hadley, Chesson",PGA TOUR,219,-3,292,-1,-0.348
"Skinns, David",Korn Ferry Tour,220,34,251,21,-0.353
"Westwood, Lee",LIV Tour,221,-3,337,-6,-0.353
"Blair, Zac",PGA TOUR,222,-3,437,-5,-0.354
"Wiesberger, Bernd",LIV Tour,223,-2,219,-7,-0.369
"Kim, Chan",Korn Ferry Tour,224,-2,223,-8,-0.371
"Jones, Matt",LIV Tour,225,0,170,-6,-0.376
"Siem, Marcel",DP World Tour,226,1,279,-4,-0.382
"Gutschewski, Scott",Korn Ferry Tour,227,-1,326,-2,-0.388
"Zanotti, Fabrizio",DP World Tour,228,2,241,4,-0.39
"Pepperell, Eddie",DP World Tour,229,3,216,7,-0.393
"Schneider, Marcel",DP World Tour,230,3,183,-6,-0.396
"Pavon, Matthieu",DP World Tour,231,3,173,-1,-0.397
"Alker, Steven",PGA TOUR Champions,232,-33,9999,0,-0.397
"Barnes, Erik",PGA TOUR,233,2,329,-6,-0.398
"Nunez, Augusto",PGA TOUR,234,-11,287,0,-0.399
"Helligkilde, Marcus",DP World Tour,235,1,175,-2,-0.4
"Dougherty, Kevin",Korn Ferry Tour,236,-19,316,-9,-0.41
"Semikawa, Taiga",Other Tours,237,30,174,24,-0.412
"Goya, Estanislao",PGA TOUR,238,1,440,-6,-0.421
"Ford, David",Amateur Events,239,-57,9999,0,-0.422
"VanDerLaan, John",Korn Ferry Tour,240,-9,495,-5,-0.423
"Silverman, Ben",Korn Ferry Tour,241,-12,224,7,-0.43
"Surratt, Caleb",Amateur Events,242,7,9999,0,-0.431
"Garnett, Brice",PGA TOUR,243,-3,369,-1,-0.431
"Bridgeman, Jacob",Korn Ferry Tour,244,-16,467,0,-0.44
"Zecheng, Marty Dou",PGA TOUR,245,-3,162,4,-0.443
"Valimaki, Sami",DP World Tour,246,-3,203,2,-0.444
"Glover, Lucas",PGA TOUR,247,-3,149,-2,-0.444
"Smotherman, Austin",PGA TOUR,248,-3,298,0,-0.445
"Mansell, Richard",DP World Tour,249,-3,176,3,-0.447
"Lamprecht, Christo",Amateur Events,250,23,9999,0,-0.448
"Ramsay, Richie",DP World Tour,251,-4,172,-2,-0.448
"Kodaira, Satoshi",PGA TOUR,252,-4,327,-5,-0.456
"Larrazabal, Pablo",DP World Tour,253,12,70,0,-0.46
"Ferguson, Ewen",DP World Tour,254,-4,147,-1,-0.463
"Tuten, Shad",Korn Ferry Tour,255,-4,395,-2,-0.469
"Moller, Niklas Norgaard",DP World Tour,256,-3,366,-4,-0.471
"Chappell, Kevin",PGA TOUR,257,-2,494,-5,-0.473
"Green, Gavin",DP World Tour,258,-2,232,0,-0.476
"Streb, Robert",PGA TOUR,259,-2,403,-9,-0.476
"Molinari, Edoardo",DP World Tour,260,-2,300,-4,-0.477
"Canter, Laurie",LIV Tour,261,-2,244,-4,-0.477
"Champ, Cameron",PGA TOUR,262,-2,208,2,-0.48
"Hickok, Kramer",PGA TOUR,263,-2,321,-5,-0.485
"Hill, Calum",DP World Tour,264,-2,347,-8,-0.49
"Hoey, Rico",Korn Ferry Tour,265,70,315,131,-0.496
"Coody, Pierceson",Korn Ferry Tour,266,-14,148,1,-0.496
"O'Hair, Sean",PGA TOUR,267,-4,433,0,-0.499
"Roy, Kevin",PGA TOUR,268,-4,404,-2,-0.499
"Donald, Luke",PGA TOUR,269,3,459,-2,-0.511
"Janewattananond, Jazz",DP World Tour,270,-4,228,1,-0.515
"Merritt, Troy",PGA TOUR,271,-3,168,-8,-0.517
"Armour, Ryan",PGA TOUR,272,-2,336,-2,-0.531
"Hisatsune, Ryo",DP World Tour,273,-2,164,-2,-0.531
"Stroud, Chris",PGA TOUR,274,0,476,-1,-0.541
"McDowell, Graeme",LIV Tour,275,1,464,-4,-0.545
"Yuan, Yechun",PGA TOUR,276,2,156,-1,-0.552
"Fishburn, Patrick",Korn Ferry Tour,277,-8,446,-8,-0.553
"Arnaus, Adri",DP World Tour,278,15,89,-1,-0.56
"Brown, Daniel",DP World Tour,279,0,421,-2,-0.564
"Seiffert, Chase",Korn Ferry Tour,280,-42,475,-7,-0.569
"Moore, Ryan",PGA TOUR,281,-1,396,-7,-0.57
"Wu, Ashun",DP World Tour,282,0,218,9,-0.572
"Kimsey, Nathan",DP World Tour,283,-2,259,6,-0.573
"Sordet, Clement",DP World Tour,284,-1,262,7,-0.576
"Noh, Seung-Yul",PGA TOUR,285,0,9999,0,-0.58
"Percy, Cameron",PGA TOUR,286,2,306,-2,-0.597
"Meissner, Mac",Korn Ferry Tour,287,-3,370,-10,-0.598
"McCormick, Ryan",Korn Ferry Tour,288,33,378,17,-0.602
"Johannessen, Kristian Krogh",DP World Tour,289,1,254,6,-0.606
"McCarty, Matt",Korn Ferry Tour,290,1,458,-10,-0.614
"Echavarria, Nicolas",PGA TOUR,291,-2,293,1,-0.615
"Jimenez, Miguel A",PGA TOUR Champions,292,0,9999,0,-0.616
"Nakajima, Keita",Other Tours,293,1,338,-5,-0.623
"Drewitt, Brett",Korn Ferry Tour,294,-8,356,2,-0.631
"Ogletree, Andy",Other Tours,295,1,341,-3,-0.633
"Micheluzzi, David",Other Tours,296,-1,350,1,-0.647
"Byrd, Jonathan",PGA TOUR,297,0,9999,0,-0.654
"Park, Sanghyun",Other Tours,298,-23,234,-8,-0.655
"Bennett, Sam",Amateur Events,299,6,9999,0,-0.656
"Lorenzo-Vera, Michael",DP World Tour,300,-1,436,2,-0.662
"Whitnell, Dale",DP World Tour,301,-1,297,-2,-0.667
"Kaymer, Martin",LIV Tour,302,-1,9999,0,-0.676
"Schaper, Jayden",DP World Tour,303,-1,443,-8,-0.677
"Van Rooyen, Erik",PGA TOUR,304,-1,145,0,-0.677
"Cook, Austin",PGA TOUR,305,-1,392,-4,-0.678
"Forsstrom, Simon",DP World Tour,306,1,235,7,-0.696
"Baldwin, Matthew",DP World Tour,307,1,281,1,-0.704
"Ko, Jeong Weon",DP World Tour,308,1,423,-2,-0.708
"Kawamura, Masahiro",DP World Tour,309,2,273,-3,-0.714
"Catlin, John",DP World Tour,310,2,353,-3,-0.716
"Smyth, Travis",Other Tours,311,2,283,1,-0.722
"Bateman, Wilson",Korn Ferry Tour,312,-14,358,-1,-0.726
"Lombard, Zander",DP World Tour,313,1,182,-6,-0.727
"Law, David",DP World Tour,314,1,310,-2,-0.729
"Schwab, Matthias",PGA TOUR,315,2,323,-6,-0.735
"Lebioda, Hank",PGA TOUR,316,2,499,-5,-0.741
"Soderberg, Sebastian",DP World Tour,317,2,150,0,-0.742
"Hammer, Cole",Korn Ferry Tour,318,18,435,8,-0.747
"Endycott, Harrison",PGA TOUR,319,1,314,5,-0.748
"Els, Ernie",PGA TOUR Champions,320,2,9999,0,-0.754
"Du Plessis, Hennie",DP World Tour,321,2,192,-4,-0.755
"Syme, Connor",DP World Tour,322,2,215,-2,-0.755
"Higgs, Harry",PGA TOUR,323,3,294,-1,-0.762
"Kelly, Jerry",PGA TOUR Champions,324,3,9999,0,-0.765
"Coussaud, Ugo",Challenge Tour,325,4,328,-3,-0.767
"Cabrera Bello, Rafa",DP World Tour,326,4,220,-4,-0.769
"McGirt, William",PGA TOUR,327,5,9999,0,-0.778
"Donaldson, Jamie",DP World Tour,328,3,257,4,-0.778
"Scrivener, Jason",DP World Tour,329,5,247,2,-0.783
"Crick, Brandon",Korn Ferry Tour,330,49,9999,0,-0.792
"Dickson, Taylor",Korn Ferry Tour,331,29,9999,0,-0.796
"Migliozzi, Guido",DP World Tour,332,7,207,-3,-0.797
"Stanger, Jimmy",Korn Ferry Tour,333,48,439,13,-0.798
"Lawrence, Thriston",DP World Tour,334,44,95,1,-0.804
"Aphibarnrat, Kiradech",DP World Tour,335,6,362,-8,-0.804
"Kim, Bio",Other Tours,336,49,160,5,-0.805
"Ledesma, Nelson",Korn Ferry Tour,337,25,500,0,-0.806
"Ishikawa, Ryo",Other Tours,338,4,257,-3,-0.808
"Van Tonder, Daniel",DP World Tour,339,4,271,-4,-0.809
"Guerrier, Julien",DP World Tour,340,5,277,-2,-0.813
"Sullivan, Andy",DP World Tour,341,5,334,-4,-0.817
"Higa, Kazuki",Other Tours,342,-36,105,-6,-0.817
"Kisner, Kevin",PGA TOUR,343,-27,65,-4,-0.817
"Nemecz, Lukas",DP World Tour,344,3,340,-5,-0.825
"Werenski, Richy",PGA TOUR,345,3,449,-8,-0.825
"Haas, Bill",PGA TOUR,346,3,9999,0,-0.833
"Paul, Jeremy",Korn Ferry Tour,347,-19,9999,0,-0.834
"Hopfinger, Brad",Korn Ferry Tour,348,68,9999,0,-0.837
"Phillips, Chandler",Korn Ferry Tour,349,-11,432,-2,-0.837
"Sloan, Roger",Korn Ferry Tour,350,0,9999,0,-0.84
"Kaewkanjana, Sadom",Other Tours,351,-26,97,-3,-0.84
"Lewton, Steve",Other Tours,352,0,260,-5,-0.846
"Nienaber, Wilco",DP World Tour,353,1,387,-3,-0.847
"Flavin, Patrick",Korn Ferry Tour,354,-44,9999,0,-0.848
"Fisher, Ross",DP World Tour,355,1,363,-7,-0.851
"Fitzpatrick, Alex",DP World Tour,356,59,9999,0,-0.853
"Coetzee, George",DP World Tour,357,0,263,-5,-0.854
"Gligic, Michael",PGA TOUR,358,0,422,-6,-0.856
"Hoag, Bo",Korn Ferry Tour,359,21,9999,0,-0.858
"Vogel, T.J.",Korn Ferry Tour,360,-20,457,-1,-0.861
"Barber, Blayne",Korn Ferry Tour,361,-28,9999,0,-0.867
"Diaz, Roberto",Korn Ferry Tour,362,30,9999,0,-0.868
"Wang, Jeunghun",DP World Tour,363,0,399,0,-0.876
"Solomon, Jacob",Korn Ferry Tour,364,-5,9999,0,-0.876
"Katsuragawa, Yuto",Other Tours,365,-1,171,-3,-0.876
"Knox, Russell",PGA TOUR,366,0,239,-3,-0.881
"Puig Currius, David",LIV Tour,367,0,9999,0,-0.881
"Samooja, Kalle",DP World Tour,368,0,270,-2,-0.881
"Kinhult, Marcus",DP World Tour,369,1,317,-5,-0.882
"Mouw, William",Amateur Events,370,-17,9999,0,-0.883
"Jenkins, Carter",Korn Ferry Tour,371,29,9999,0,-0.888
"Howie, Craig",Challenge Tour,372,-1,9999,0,-0.889
"Dantorp, Jens",DP World Tour,373,-1,163,-2,-0.889
"Haley II, Paul",PGA TOUR,374,-1,198,-2,-0.892
"Gerard, Ryan",PGA TOUR,375,0,253,3,-0.896
"Long, Hurly",DP World Tour,376,0,227,-3,-0.898
"Harrington, Scott",PGA TOUR,377,0,9999,0,-0.9
"Walsh, Thomas",Korn Ferry Tour,378,62,497,0,-0.903
"Gabrelcik, Nick",Amateur Events,379,-10,9999,0,-0.905
"Waring, Paul",DP World Tour,380,2,196,6,-0.915
"Garber, Joey",Korn Ferry Tour,381,-30,9999,0,-0.918
"Flores, Martin",Korn Ferry Tour,382,51,9999,0,-0.919
"Levin, Spencer",Korn Ferry Tour,383,41,360,14,-0.921
"Imahira, Shugo",Other Tours,384,0,150,-2,-0.932
"Gibson, Rhein",Korn Ferry Tour,385,6,377,4,-0.932
"Tarrio Ben, Santiago",DP World Tour,386,0,330,-4,-0.935
"Peterson, Paul",Korn Ferry Tour,387,2,415,-6,-0.939
"Prinsloo, Jaco",Challenge Tour,388,-14,349,-5,-0.943
"Murray, Grayson",PGA TOUR,389,0,299,0,-0.944
"Fischer, Zack",Korn Ferry Tour,390,-25,375,-2,-0.944
"Horikawa, Mikumu",Other Tours,391,-54,169,-2,-0.948
"Sharma, Shubhankar",DP World Tour,392,-2,240,-6,-0.957
"Hwang, Junggon",Other Tours,393,-10,272,5,-0.959
"Teater, Josh",Korn Ferry Tour,394,67,9999,0,-0.96
"Lin, Yuxin",Amateur Events,395,3,9999,0,-0.961
"Widing, Tim",Korn Ferry Tour,396,-41,9999,0,-0.962
"Saunders, Sam",Korn Ferry Tour,397,7,413,12,-0.975
"Bekker, Oliver",DP World Tour,398,-5,129,-5,-0.976
"Steelman, Ross",Amateur Events,399,2,9999,0,-0.976
"Cone, Trevor",PGA TOUR,400,-6,448,3,-0.98
"Grant, Brent",PGA TOUR,401,-6,365,-2,-0.981
"Lee, Richard Taehoon",Other Tours,402,70,410,49,-0.982
"Mckibbin, Tom",DP World Tour,403,-7,342,-6,-0.982
"McAllister, Logan",Korn Ferry Tour,404,74,479,0,-0.989
"Werbylo, Trevor",PGA TOUR,405,-8,367,-3,-0.991
"Burgoon, Bronson",PGA TOUR,406,-4,9999,0,-0.998
"Schmid, Matthias",PGA TOUR,407,-1,255,-3,-1.008
"Westmoreland, Kyle",PGA TOUR,408,-1,9999,0,-1.008
"Andersen, Mason",Korn Ferry Tour,409,0,9999,0,-1.009
"Moldovan, Maxwell",Amateur Events,410,90,9999,0,-1.012
"Frittelli, Dylan",PGA TOUR,411,-3,225,-4,-1.013
"Van Der Walt, Dawie",Korn Ferry Tour,412,53,9999,0,-1.014
"Sabbatini, Rory",PGA TOUR,413,-4,374,-3,-1.016
"Johnson, Michael",Korn Ferry Tour,414,-70,9999,0,-1.017
"Ham, Jeongwoo",Other Tours,415,37,472,4,-1.019
"Alexander, Tyson",PGA TOUR,416,-2,191,-2,-1.024
"Bradbury, Dan",DP World Tour,417,-4,386,0,-1.025
"Herman, Jim",PGA TOUR,418,-1,9999,0,-1.029
"Gribble, Cody",PGA TOUR,419,-1,447,-3,-1.032
"Knappe, Alexander",DP World Tour,420,-1,325,-5,-1.036
"Kennedy, Brad",Other Tours,421,13,165,-2,-1.041
"Khongwatmai, Phachara",Other Tours,422,-2,195,-2,-1.042
"Suber, Jackson",Korn Ferry Tour,423,0,9999,0,-1.043
"Gouveia, Ricardo",DP World Tour,424,-2,332,-6,-1.045
"Whitney, Tom",Korn Ferry Tour,425,-4,389,-4,-1.049
