player_name,sample_size,DG_odds,bet365_odds,bet365_ev,whill_odds,whill_ev,fanduel_odds,fanduel_ev,draftkings_odds,draftkings_ev,pinnacle_odds,pinnacle_ev,betcris_odds,betcris_ev,betfair_odds,betfair_ev,betonline_odds,betonline_ev,betmgm_odds,betmgm_ev,betway_odds,betway_ev,bovada_odds,bovada_ev,circa_odds,circa_ev,pointsbet_odds,pointsbet_ev,skybet_odds,skybet_ev,unibet_odds,unibet_ev
"Kokrak, Jason",150,+17291,+12500,-0.275,+10000,-0.419,+12000,-0.304,+13000,-0.247,+16318,-0.056,+16050,-0.071,+6600,-0.615,+17500,0.012,+12500,-0.275,+10000,-0.419,+15000,-0.132,+17500,0.012,+10000,-0.419,+8000,-0.534,+12500,-0.275
"Scott, Adam",150,+19702,+11000,-0.439,+10000,-0.490,+12000,-0.389,+13000,-0.338,+13748,-0.301,+16050,-0.184,+6600,-0.662,+15000,-0.237,+12500,-0.364,+10000,-0.490,+15000,-0.237,+15000,-0.237,+10000,-0.490,+8000,-0.591,+12500,-0.364
"List, Luke",150,+20102,+15000,-0.253,+15000,-0.253,+18000,-0.104,+15000,-0.253,+16309,-0.188,+17550,-0.126,+12500,-0.376,+22500,0.119,+15000,-0.253,+15000,-0.253,+15000,-0.253,+18500,-0.079,+15000,-0.253,+12500,-0.376,+15000,-0.253
"Garcia, Sergio",150,+20205,+15000,-0.256,+12500,-0.379,+18000,-0.109,+8000,-0.601,+15262,-0.243,+18550,-0.081,+8000,-0.601,+17500,-0.133,+12500,-0.379,+12500,-0.379,+15000,-0.256,+25000,0.236,+12500,-0.379,+10000,-0.503,+12500,-0.379
"Noren, Alex",150,+20842,+17500,-0.160,+15000,-0.279,+21000,0.008,+18000,-0.136,+16356,-0.214,+18550,-0.109,+12500,-0.398,+20000,-0.040,+20000,-0.040,+15000,-0.279,+20000,-0.040,+20000,-0.040,+15000,-0.279,+17500,-0.160,+10000,-0.518
"Simpson, Webb",150,+21522,+8000,-0.625,+8000,-0.625,+9000,-0.579,+11000,-0.487,+9294,-0.566,+8250,-0.614,+5000,-0.764,+10000,-0.533,+8000,-0.625,+8000,-0.625,+10000,-0.533,+9500,-0.556,+8000,-0.625,+7000,-0.672,+9000,-0.579
"Leishman, Marc",150,+21758,+17500,-0.195,+12500,-0.424,+18000,-0.172,+18000,-0.172,+16356,-0.247,+20250,-0.069,+12500,-0.424,+24000,0.103,+15000,-0.309,+15000,-0.309,+15000,-0.309,+27500,0.263,+12500,-0.424,+12500,-0.424,+15000,-0.309
"Fox, Ryan",150,+22627,+17500,-0.226,+15000,-0.336,+16000,-0.292,+30000,0.324,+25236,0.115,+25550,0.129,+12500,-0.446,+25000,0.104,+25000,0.104,+15000,-0.336,+20000,-0.116,+25000,0.104,+20000,-0.116,+17500,-0.226,+20000,-0.116
"Ancer, Abraham",150,+23710,+8000,-0.660,+6600,-0.719,+9000,-0.618,+8000,-0.660,+10610,-0.550,+8850,-0.624,+5000,-0.786,+11000,-0.534,+8000,-0.660,+6600,-0.719,+10000,-0.576,+11500,-0.513,+7000,-0.702,+6000,-0.744,+8000,-0.660
"Tringale, Cameron",150,+24440,+25000,0.023,+20000,-0.181,+28000,0.145,+13000,-0.466,+16356,-0.329,+25250,0.033,+17500,-0.283,+22500,-0.079,+25000,0.023,+20000,-0.181,+25000,0.023,+22500,-0.079,+20000,-0.181,+20000,-0.181,+17500,-0.283
"Woodland, Gary",150,+24900,+15000,-0.396,+12500,-0.496,+14000,-0.436,+15000,-0.396,+18635,-0.251,+22050,-0.114,+10000,-0.596,+20000,-0.196,+12500,-0.496,+12500,-0.496,+15000,-0.396,+21000,-0.156,+12500,-0.496,+8000,-0.676,+15000,-0.396
"Horsfield, Sam",150,+24900,+22500,-0.096,+20000,-0.196,+28000,0.124,+30000,0.204,+27953,0.122,+27550,0.106,+20000,-0.196,+32500,0.304,+30000,0.204,+20000,-0.196,+25000,0.004,+40000,0.604,+20000,-0.196,+20000,-0.196,+20000,-0.196
"McCarthy, Denny",150,+25541,+30000,0.174,+20000,-0.216,+31000,0.213,+15000,-0.411,+20155,-0.210,+30050,0.176,+20000,-0.216,+35000,0.369,+25000,-0.021,+20000,-0.216,+20000,-0.216,+50000,0.954,+20000,-0.216,+20000,-0.216,+12500,-0.509
"Harman, Brian",150,+25541,+15000,-0.411,+12500,-0.509,+16000,-0.372,+13000,-0.489,+13840,-0.456,+13784,-0.459,+8000,-0.684,+19000,-0.255,+15000,-0.411,+15000,-0.411,+15000,-0.411,+14500,-0.431,+12500,-0.509,+12500,-0.509,+10000,-0.606
"Hoge, Tom",150,+27486,+20000,-0.271,+15000,-0.453,+18000,-0.344,+15000,-0.453,+18648,-0.320,+18550,-0.324,+12500,-0.543,+20000,-0.271,+15000,-0.453,+12500,-0.543,+15000,-0.453,+26500,-0.036,+15000,-0.453,+12500,-0.543,+15000,-0.453
"Straka, Sepp",150,+28471,+22500,-0.209,+20000,-0.296,+22000,-0.227,+25000,-0.121,+23944,-0.158,+20250,-0.288,+17500,-0.384,+27500,-0.034,+25000,-0.121,+20000,-0.296,+15000,-0.472,+33300,0.169,+25000,-0.121,+17500,-0.384,+20000,-0.296
"NeSmith, Matthew",150,+28677,+30000,0.046,+25000,-0.128,+31000,0.081,+30000,0.046,+23944,-0.164,+25250,-0.119,+20000,-0.302,+37500,0.307,+30000,0.046,+20000,-0.302,+25000,-0.128,+57500,1.002,+25000,-0.128,+20000,-0.302,+20000,-0.302
"Griffin, Lanto",150,+29530,+27500,-0.069,+25000,-0.153,+28000,-0.052,+30000,0.016,+20155,-0.316,+30250,0.024,+20000,-0.322,+27500,-0.069,+30000,0.016,+25000,-0.153,+20000,-0.322,+22500,-0.237,+20000,-0.322,+17500,-0.406,+15000,-0.490
"Grace, Branden",150,+29751,+30000,0.008,+20000,-0.327,+28000,-0.059,+15000,-0.494,+31270,0.051,+22550,-0.241,+20000,-0.327,+32500,0.092,+25000,-0.159,+20000,-0.327,+20000,-0.327,+48500,0.628,+20000,-0.327,+17500,-0.410,+20000,-0.327
"Hadwin, Adam",150,+30669,+25000,-0.184,+15000,-0.509,+28000,-0.087,,0.00,+19633,-0.359,+21488,-0.298,+20000,-0.347,+32500,0.060,+15000,-0.509,+15000,-0.509,+20000,-0.347,+37500,0.222,+15000,-0.509,,0.00,+15000,-0.509
"Herbert, Lucas",150,+31150,+27500,-0.117,+20000,-0.357,+24000,-0.229,+20000,-0.357,+20155,-0.352,+22850,-0.266,+17500,-0.437,+30000,-0.037,+25000,-0.197,+20000,-0.357,+25000,-0.197,+37500,0.203,+20000,-0.357,+20000,-0.357,+20000,-0.357
"Pieters, Thomas",150,+31646,+22500,-0.288,+15000,-0.524,+21000,-0.335,+20000,-0.367,+31491,-0.005,+22550,-0.287,+15000,-0.524,+27500,-0.131,+20000,-0.367,+15000,-0.524,+20000,-0.367,+22000,-0.304,+15000,-0.524,+15000,-0.524,+20000,-0.367
"Van Rooyen, Erik",150,+32158,+25000,-0.222,+20000,-0.377,+28000,-0.129,+20000,-0.377,+23944,-0.255,+15250,-0.524,+20000,-0.377,+32500,0.011,+25000,-0.222,+20000,-0.377,+20000,-0.377,+29500,-0.082,+25000,-0.222,+17500,-0.454,+25000,-0.222
"Arnaus, Adri",150,+33233,+27500,-0.172,+25000,-0.247,+31000,-0.067,+20000,-0.397,+20100,-0.394,+28050,-0.155,+20000,-0.397,+30000,-0.097,+30000,-0.097,+25000,-0.247,+20000,-0.397,+37500,0.128,+25000,-0.247,+25000,-0.247,+25000,-0.247
"Na, Kevin",150,+34088,+20000,-0.412,+15000,-0.558,+21000,-0.383,+10000,-0.705,+15227,-0.552,+22550,-0.337,+15000,-0.558,+25000,-0.266,+12500,-0.631,+15000,-0.558,+15000,-0.558,+27500,-0.193,+15000,-0.558,+12500,-0.631,+12500,-0.631
"Reed, Patrick",150,+34088,+11000,-0.675,+8000,-0.763,+12000,-0.646,+10000,-0.705,+15238,-0.551,+10250,-0.697,+6600,-0.804,+12500,-0.631,+8000,-0.763,+8000,-0.763,+12500,-0.631,+16500,-0.514,+8000,-0.763,+7000,-0.792,+10000,-0.705
"Lee, Kyounghoon",150,+35614,+22500,-0.367,+15000,-0.577,+21000,-0.409,+15000,-0.577,+21802,-0.387,+20250,-0.430,,0.00,+25000,-0.297,+20000,-0.437,+15000,-0.577,+15000,-0.577,+29500,-0.171,+15000,-0.577,+12500,-0.647,+20000,-0.437
"Rodgers, Patrick",150,+37636,+40000,0.063,+25000,-0.335,+37000,-0.017,+15000,-0.600,+31491,-0.163,+25250,-0.328,+17500,-0.534,+35000,-0.070,+35000,-0.070,+25000,-0.335,+15000,-0.600,+32500,-0.136,+25000,-0.335,+20000,-0.467,+25000,-0.335
"Merritt, Troy",150,+39504,+40000,0.013,+30000,-0.240,+55000,0.391,+18000,-0.543,+31491,-0.202,,0.00,+30000,-0.240,+55000,0.391,+35000,-0.114,+30000,-0.240,+40000,0.013,+55000,0.391,+30000,-0.240,+25000,-0.366,+35000,-0.114
"Molinari, Francesco",150,+40304,+27500,-0.317,+15000,-0.626,+23000,-0.428,+15000,-0.626,+30867,-0.234,+25250,-0.373,+17500,-0.564,+30000,-0.255,+15000,-0.626,+20000,-0.503,+20000,-0.503,+39000,-0.032,+15000,-0.626,+12500,-0.688,+20000,-0.503
"Hossler, Beau",150,+40716,+40000,-0.018,+30000,-0.263,+35000,-0.140,+20000,-0.508,+31270,-0.231,+25250,-0.379,+25000,-0.385,+45000,0.105,+40000,-0.018,+30000,-0.263,+25000,-0.385,+52500,0.289,+30000,-0.263,+25000,-0.385,+35000,-0.140
"Mansell, Richard",150,+40716,+60000,0.472,+40000,-0.018,+65000,0.595,+30000,-0.263,+31491,-0.226,,0.00,+25000,-0.385,+60000,0.472,+40000,-0.018,+40000,-0.018,+50000,0.227,+150000,2.677,+40000,-0.018,+40000,-0.018,+35000,-0.140
"Dahmen, Joel",150,+40716,+35000,-0.140,+25000,-0.385,+35000,-0.140,+30000,-0.263,+31491,-0.226,+25250,-0.379,+25000,-0.385,+45000,0.105,+30000,-0.263,+25000,-0.385,+25000,-0.385,+65000,0.595,+25000,-0.385,+20000,-0.508,+30000,-0.263
"Kitayama, Kurt",150,+41567,+40000,-0.038,+30000,-0.278,+42000,0.010,+40000,-0.038,+43500,0.046,+30250,-0.272,+30000,-0.278,+45000,0.082,+50000,0.202,+40000,-0.038,+30000,-0.278,+62500,0.502,+30000,-0.278,+25000,-0.398,+35000,-0.158
"Stallings, Scott",150,+42453,+40000,-0.058,+25000,-0.410,+37000,-0.128,+30000,-0.293,+23944,-0.435,+30250,-0.287,+25000,-0.410,+45000,0.060,+30000,-0.293,+25000,-0.410,+25000,-0.410,+40000,-0.058,+25000,-0.410,+20000,-0.528,+20000,-0.528
"Montgomery, Taylor",150,+42453,+30000,-0.293,+25000,-0.410,+28000,-0.340,+30000,-0.293,+43800,0.032,+35250,-0.169,+20000,-0.528,+35000,-0.175,+30000,-0.293,+20000,-0.528,+50000,0.177,+45000,0.060,+40000,-0.058,+25000,-0.410,+30000,-0.293
"Hughes, Mackenzie",150,+45877,+25000,-0.454,+20000,-0.563,+28000,-0.389,+20000,-0.563,+23161,-0.494,+22550,-0.507,+20000,-0.563,+32500,-0.291,+30000,-0.345,+20000,-0.563,+15000,-0.672,+49000,0.068,+20000,-0.563,+17500,-0.617,+20000,-0.563
"DeChambeau, Bryson",150,+45877,+11000,-0.759,+8000,-0.824,+12000,-0.737,+8000,-0.824,+12761,-0.720,+13050,-0.714,+6600,-0.854,+13500,-0.704,+9000,-0.802,+8000,-0.824,+10000,-0.780,+16000,-0.650,+9000,-0.802,+7000,-0.846,+10000,-0.780
"Clark, Wyndham",150,+46412,+35000,-0.245,+25000,-0.460,+37000,-0.202,+30000,-0.353,+29644,-0.361,+20250,-0.562,+17500,-0.622,+35000,-0.245,+30000,-0.353,+25000,-0.460,+25000,-0.460,+42500,-0.084,+25000,-0.460,+20000,-0.568,+20000,-0.568
"Kisner, Kevin",150,+51182,+30000,-0.413,+20000,-0.608,+28000,-0.452,+25000,-0.511,+30397,-0.405,+25250,-0.506,+20000,-0.608,+35000,-0.316,+25000,-0.511,+20000,-0.608,+25000,-0.511,+44000,-0.140,+20000,-0.608,+17500,-0.657,+25000,-0.511
"Cink, Stewart",150,+55456,+30000,-0.458,+25000,-0.548,+27000,-0.512,+30000,-0.458,+31491,-0.431,+32550,-0.412,+20000,-0.638,+35000,-0.368,+30000,-0.458,+25000,-0.548,+25000,-0.548,+53500,-0.035,+25000,-0.548,+20000,-0.638,+35000,-0.368
"Lee, Min Woo",150,+57871,+50000,-0.136,+30000,-0.481,+55000,-0.050,+40000,-0.308,+50043,-0.135,,0.00,+30000,-0.481,+60000,0.037,+50000,-0.136,+30000,-0.481,+30000,-0.481,+67500,0.166,+30000,-0.481,+25000,-0.567,+35000,-0.395
"English, Harris",150,+60506,+30000,-0.503,+20000,-0.668,+28000,-0.536,+20000,-0.668,+41048,-0.321,+25250,-0.582,+20000,-0.668,+40000,-0.338,+25000,-0.586,+25000,-0.586,+20000,-0.668,+37500,-0.380,+15000,-0.751,+20000,-0.668,+25000,-0.586
"Perez, Victor",150,+62400,+30000,-0.518,+20000,-0.678,+28000,-0.550,+20000,-0.678,+40788,-0.346,+35250,-0.434,+15000,-0.758,+35000,-0.438,+30000,-0.518,+20000,-0.678,+25000,-0.598,+42500,-0.318,+20000,-0.678,+20000,-0.678,+25000,-0.598
"Taylor, Nick",150,+68866,+60000,-0.129,+30000,-0.564,+65000,-0.056,+20000,-0.709,+30867,-0.551,+52550,-0.237,+50000,-0.274,+60000,-0.129,+35000,-0.491,+30000,-0.564,+20000,-0.709,+95000,0.379,+30000,-0.564,+25000,-0.636,+20000,-0.709
"Schenk, Adam",150,+70075,+60000,-0.144,+40000,-0.429,+65000,-0.072,+40000,-0.429,+31491,-0.550,,0.00,+25000,-0.642,+70000,-0.001,+40000,-0.429,+40000,-0.429,+30000,-0.571,+100000,0.426,+40000,-0.429,+40000,-0.429,+25000,-0.642
"Hardy, Nick",150,+72627,+60000,-0.174,+30000,-0.586,+42000,-0.421,+40000,-0.449,+50370,-0.306,+35250,-0.514,+30000,-0.586,+65000,-0.105,+35000,-0.517,+30000,-0.586,+20000,-0.724,+100000,0.376,+40000,-0.449,,0.00,+35000,-0.517
"Putnam, Andrew",150,+85006,+60000,-0.294,+40000,-0.529,+65000,-0.235,+40000,-0.529,+50370,-0.407,,0.00,+50000,-0.411,+75000,-0.118,+50000,-0.411,+50000,-0.411,+75000,-0.118,+100000,0.176,+50000,-0.411,+40000,-0.529,+50000,-0.411
"Lee, Danny",150,+86857,+50000,-0.424,+30000,-0.654,+46000,-0.470,+40000,-0.539,+46999,-0.458,,0.00,+30000,-0.654,+50000,-0.424,+40000,-0.539,+30000,-0.654,+40000,-0.539,+100000,0.151,+35000,-0.596,+30000,-0.654,+50000,-0.424
"Bramlett, Joseph",150,+86857,+60000,-0.309,+40000,-0.539,+55000,-0.366,+50000,-0.424,,0.00,,0.00,+30000,-0.654,+72500,-0.165,+50000,-0.424,+40000,-0.539,+40000,-0.539,+150000,0.726,+40000,-0.539,+30000,-0.654,+50000,-0.424
"Barnes, Erik",150,+86857,+100000,0.151,+40000,-0.539,+55000,-0.366,+30000,-0.654,+50370,-0.420,,0.00,+30000,-0.654,+50000,-0.424,+50000,-0.424,+50000,-0.424,+15000,-0.826,+150000,0.726,+50000,-0.424,+40000,-0.539,+50000,-0.424
