"","G","G","G","G","G","G"
"57",22991930,22991931,22991935,22991936,22991941,22991942
"58",22991928,22991930,22991931,22991935,22991941,22991951
"59",22991930,22991931,22991934,22991935,22991936,22991951
"60",22991930,22991931,22991935,22991936,22991937,22991941
"61",22991928,22991930,22991935,22991936,22991941,22991942
"62",22991924,22991930,22991935,22991936,22991942,22991951
"63",22991924,22991931,22991934,22991935,22991941,22991951
"64",22991930,22991931,22991934,22991936,22991941,22991942
"65",22991930,22991931,22991934,22991936,22991937,22991941
"66",22991928,22991930,22991934,22991936,22991941,22991942
"67",22991930,22991931,22991934,22991936,22991939,22991941
"68",22991924,22991930,22991936,22991939,22991941,22991942
"69",22991928,22991930,22991934,22991936,22991942,22991944
"70",22991924,22991930,22991936,22991937,22991942,22991944
"71",22991924,22991934,22991936,22991937,22991939,22991942
"72",22991924,22991934,22991936,22991937,22991942,22991944
"73",22991922,22991934,22991936,22991937,22991942,22991944
"74",22991924,22991934,22991936,22991937,22991938,22991942
"75",22991924,22991928,22991936,22991937,22991942,22991949
"76",22991928,22991932,22991934,22991936,22991942,22991944
"77",22991924,22991932,22991934,22991937,22991942,22991944
"78",22991924,22991932,22991936,22991937,22991942,22991944
"79",22991928,22991932,22991934,22991936,22991937,22991944
"80",22991928,22991932,22991934,22991936,22991937,22991949
"81",22991922,22991934,22991936,22991937,22991938,22991944
"82",22991927,22991928,22991932,22991937,22991944,22991949
"83",22991922,22991928,22991937,22991938,22991944,22991949
"84",22991927,22991928,22991932,22991937,22991944,22991948
"85",22991922,22991927,22991937,22991938,22991944,22991949
"86",22991921,22991928,22991937,22991938,22991944,22991949
"87",22991922,22991928,22991937,22991938,22991944,22991948
"88",22991927,22991928,22991932,22991938,22991944,22991949
"89",22991927,22991928,22991932,22991937,22991944,22991950
"90",22991923,22991928,22991937,22991938,22991944,22991949
"91",22991927,22991928,22991932,22991937,22991948,22991949
"92",22991922,22991928,22991932,22991944,22991948,22991949
"93",22991922,22991927,22991937,22991938,22991944,22991948
"94",22991921,22991928,22991937,22991938,22991944,22991948
"95",22991922,22991928,22991937,22991938,22991944,22991950
"96",22991922,22991928,22991937,22991938,22991948,22991949
"97",22991922,22991927,22991937,22991944,22991948,22991949
"98",22991921,22991928,22991937,22991944,22991948,22991949
"99",22991927,22991928,22991932,22991938,22991944,22991948
"100",22991923,22991927,22991937,22991938,22991944,22991949
"101",22991922,22991927,22991932,22991944,22991948,22991949
"102",22991921,22991928,22991932,22991944,22991948,22991949
"103",22991927,22991928,22991932,22991937,22991949,22991950
"104",22991922,22991928,22991932,22991944,22991949,22991950
"105",22991922,22991923,22991937,22991944,22991948,22991949
"106",22991927,22991928,22991932,22991937,22991948,22991950
"107",22991921,22991922,22991937,22991948,22991949,22991950
"108",22991922,22991923,22991937,22991948,22991949,22991950
"109",22991921,22991923,22991937,22991948,22991949,22991950
"110",22991923,22991927,22991928,22991949,22991950,22991952
"111",22991926,22991927,22991928,22991949,22991950,22991952
"112",22991925,22991927,22991928,22991949,22991950,22991952
"113",22991922,22991928,22991929,22991949,22991950,22991952
"114",22991922,22991927,22991929,22991949,22991950,22991952
"115",0,NA,NA,NA,NA,NA
"116",NA,NA,NA,NA,NA,NA
