team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
ARZ,1,1,38,0,3,38,96.1,3,0
DEN,10,1,43,3,3,43,93.0,6,0
JAX,15,1,32,0,5,32,92.2,5,0
MIA,17,1,36,2,2,36,91.7,5,1
BLT,3,1,22,0,2,22,90.9,3,1
IND,14,1,33,0,4,33,90.9,5,1
LAC,27,1,41,0,8,41,90.2,8,0
NO,20,1,47,1,7,47,89.4,9,1
GB,12,1,23,1,4,23,89.1,5,0
KC,16,1,46,3,7,46,89.1,10,0
SEA,29,1,25,1,3,25,88.0,5,1
WAS,32,1,37,0,5,37,87.8,7,2
CAR,5,1,40,2,7,40,86.2,10,1
MIN,18,1,25,1,2,25,86.0,5,2
SF,28,1,39,1,10,39,85.9,11,0
PIT,25,1,34,2,2,34,85.3,7,3
TB,30,1,37,0,11,37,85.1,11,0
NYG,21,1,45,2,10,45,84.4,13,1
BUF,4,1,52,1,14,52,83.7,16,1
LV,23,1,39,3,8,39,83.3,12,1
HST,13,1,34,4,6,34,82.4,11,1
NE,19,1,53,5,12,53,82.1,18,1
ATL,2,1,47,3,12,47,81.9,16,1
DET,11,1,43,2,6,43,81.4,12,4
DAL,9,1,34,0,13,34,80.9,13,0
PHI,24,1,34,3,8,34,80.9,12,1
LA,26,1,32,2,7,32,79.7,11,2
TEN,31,1,34,4,6,34,79.4,12,2
CLV,8,1,48,3,16,48,78.1,20,1
NYJ,22,1,25,0,9,25,78.0,10,1
CIN,7,1,29,2,7,29,77.6,11,2
CHI,6,1,44,3,15,44,77.3,19,1
