player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
DeMarcus Lawrence,8669,ED,SEA,1,3,0,,0,0,29,0,0,,59.5,80.5,49.7,67.2,56.2,1,1,0,0,,12.5,1,0,0,0.0,0,0,0,1,0,0,52,51,0,0,47,4,0,1,29,23,0,4,4,1,0,2,0,0,0,
Kyle Van Noy,8675,ED,BLT,1,0,0,,0,0,3,0,0,63.6,63.6,78.4,59.5,63.2,72.4,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,3,1,3,58,54,0,0,53,1,0,4,39,16,0,1,2,0,0,2,0,0,0,
DaQuan Jones,8747,DI,BUF,1,0,0,,0,0,4,0,0,,63.6,77.2,65.0,59.7,68.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,35,35,6,28,0,1,0,0,15,20,0,1,1,1,0,0,0,0,0,
Shelby Harris,8869,DI,CLV,1,0,0,,0,0,8,0,0,,31.6,0.0,52.9,46.7,67.3,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,23,23,3,17,0,3,0,0,11,12,0,1,1,0,0,0,0,0,0,
Mike Pennel,9316,DI,CIN,1,4,0,,0,0,7,0,0,64.9,62.1,75.1,60.3,52.6,71.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,22,22,3,19,0,0,0,0,12,10,0,1,1,1,0,1,0,0,0,
Dante Fowler Jr.,9436,ED,DAL,1,0,0,,0,0,9,0,0,60.0,55.8,77.2,64.9,44.6,,1,2,0,0,,,0,0,0,0.0,0,0,0,0,0,1,27,27,0,0,27,0,0,0,19,7,0,0,0,0,0,3,0,0,0,
Leonard Williams,9439,DI,SEA,1,5,0,,0,0,29,0,0,60.8,70.2,7.1,60.3,78.5,49.3,1,2,0,0,,12.5,1,0,1,0.0,0,0,0,1,0,1,59,58,0,25,12,21,0,1,34,24,0,2,2,1,0,3,0,0,0,
Arik Armstead,9450,ED,JAX,1,1,0,,0,0,15,0,0,,59.1,77.3,58.4,59.0,66.8,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,49,49,0,24,0,25,0,0,35,14,0,0,0,0,0,2,0,0,0,
Bud Dupree,9455,ED,LAC,1,0,1,100.0,0,0,27,0,0,48.6,52.3,74.9,62.1,60.0,,0,3,0,0,12,,0,0,0,116.7,1,0,0,1,0,2,24,23,0,0,23,0,0,1,20,2,0,0,0,0,1,3,0,12,5,12.0
Mario Edwards Jr.,9468,DI,HST,1,0,0,,0,0,13,0,0,,53.1,74.9,63.2,47.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,24,24,0,17,1,6,0,0,15,9,0,0,0,0,0,0,0,0,0,
Eddie Goldman,9472,DI,WAS,1,0,0,,0,0,32,0,0,,84.0,76.2,66.7,79.9,67.6,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,10,16,0,0,0,0,18,8,0,1,1,1,0,1,0,0,0,
Denzel Perryman,9481,LB,LAC,1,1,0,,0,0,27,0,0,62.8,60.3,72.5,,57.1,74.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,7,0,4,8,0,0,0,0,0,0,8,0,4,1,0,0,0,0,0,0,0,0,
Danielle Hunter,9521,ED,HST,1,0,0,,0,0,13,1,0,60.0,86.0,81.0,78.7,65.7,71.2,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,45,45,0,0,43,2,0,0,26,19,0,1,2,0,0,3,0,0,0,
Grady Jarrett,9570,DI,CHI,1,0,0,,0,0,6,0,0,60.0,60.2,77.1,49.1,67.7,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,46,46,5,35,1,5,0,0,28,18,0,2,3,0,0,0,0,0,0,
Quandre Diggs,9633,S,TEN,1,0,0,66.7,0,0,31,0,0,60.4,53.7,80.4,59.1,52.3,43.7,0,0,0,0,6,25.0,1,0,0,72.9,2,0,0,5,1,23,31,1,0,0,1,0,23,30,1,7,1,1,3,0,3,0,0,11,3,5.5
Rakeem Nunez-Roches,9650,DI,NYG,1,1,0,,0,0,21,0,0,,49.9,0.0,51.5,66.0,67.3,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,32,32,1,25,0,6,0,0,17,15,0,0,0,0,0,0,0,0,0,
Alex Singleton,9994,LB,DEN,1,1,0,50.0,0,0,10,0,0,53.9,49.1,76.9,57.1,50.0,41.7,0,1,0,0,29,20.0,1,0,0,79.2,2,0,0,47,0,34,57,3,0,0,3,0,0,54,2,21,7,0,3,0,4,1,0,34,31,17.0
Joey Bosa,10637,ED,BUF,1,0,0,,0,1,4,0,0,60.1,58.2,80.0,50.3,64.9,30.0,0,2,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,1,35,35,0,0,35,0,0,0,18,16,0,2,2,1,0,2,0,0,0,
Jalen Ramsey,10639,CB,PIT,1,0,0,50.0,0,0,25,0,0,87.5,79.4,77.1,56.0,56.1,77.8,1,0,0,0,6,0.0,0,2,1,56.3,1,0,0,5,12,24,64,2,0,0,2,0,11,62,2,38,34,1,3,0,2,1,0,6,1,6.0
DeForest Buckner,10641,DI,IND,1,1,0,,0,0,14,0,0,60.0,68.4,76.2,64.2,64.8,68.7,1,1,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,1,32,32,1,20,2,9,0,0,22,9,0,1,1,0,0,2,0,0,0,
Leonard Floyd,10643,ED,ATL,1,0,0,,0,0,2,0,0,63.5,58.5,77.5,52.1,64.7,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,4,34,33,0,1,32,0,0,1,22,8,1,0,0,0,0,2,0,0,0,
Sheldon Rankins,10646,DI,HST,1,0,0,,0,0,13,0,0,,62.1,77.4,74.3,46.7,70.2,2,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,43,43,0,22,0,21,0,0,24,19,0,1,2,0,0,5,0,0,0,
Kenny Clark,10661,DI,DAL,1,1,0,,0,0,9,0,0,59.0,60.7,77.1,65.9,60.3,42.4,0,1,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,40,40,1,34,0,5,0,0,20,20,0,2,3,0,0,1,0,0,0,
Emmanuel Ogbah,10666,ED,JAX,1,0,0,,0,0,15,0,0,60.5,63.8,77.5,51.7,69.8,67.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,23,23,0,0,20,3,0,0,12,9,0,0,1,0,0,0,0,0,0,
Chris Jones,10671,DI,KC,1,0,0,,0,0,16,0,0,,73.5,78.3,64.9,72.0,68.4,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,51,51,2,36,7,6,0,0,36,15,0,2,2,1,0,3,0,0,0,
Xavien Howard,10672,CB,IND,1,0,0,0.0,0,0,14,1,0,80.7,80.0,76.0,,61.3,,0,0,0,0,,,0,0,0,39.6,0,0,0,5,22,22,31,1,0,0,1,0,0,30,0,9,3,0,0,0,2,0,0,0,0,
Austin Johnson,10677,DI,JAX,1,0,1,,0,0,15,0,0,60.0,51.1,73.9,69.9,49.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,13,13,0,13,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,
Jihad Ward,10678,ED,TEN,1,0,0,,0,0,31,0,0,,74.4,73.5,61.3,72.2,72.8,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,16,16,0,1,14,1,0,0,8,8,0,2,2,0,0,1,0,0,0,
A'Shawn Robinson,10680,DI,CAR,1,3,0,,0,0,5,0,0,,69.9,77.1,69.4,64.1,72.3,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,41,41,1,36,3,1,0,0,17,24,0,3,3,0,0,2,0,0,0,
Jarran Reed,10683,DI,SEA,1,1,0,,0,0,29,0,0,60.0,52.2,77.0,62.8,49.0,71.8,2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,38,38,1,31,1,5,0,0,17,20,0,1,5,0,0,2,0,0,0,
Deion Jones,10686,LB,TB,1,0,0,,0,0,30,0,0,60.0,62.7,64.4,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,
Kevin Byard,10698,S,CHI,1,2,0,100.0,0,0,6,0,0,57.8,58.4,78.7,52.7,63.0,63.7,0,0,0,0,13,12.5,1,0,0,147.9,2,0,0,12,1,27,56,6,0,0,6,0,37,50,4,25,0,3,5,0,2,0,1,20,12,10.0
Maliek Collins,10701,DI,CLV,1,0,0,,0,0,8,0,0,,67.8,75.6,69.5,58.3,26.6,0,2,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,37,37,0,18,0,19,0,0,23,14,0,0,0,0,0,2,0,0,0,
Jonathan Bullard,10706,DI,NO,1,0,0,,0,0,20,0,0,,55.1,75.3,51.1,61.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,22,22,0,8,4,10,0,0,13,9,0,0,0,0,0,0,0,0,0,
Javon Hargrave,10723,DI,MIN,1,2,0,,0,0,18,0,0,,61.7,0.0,70.5,58.1,71.1,0,5,0,0,,25.0,1,0,1,0.0,0,2,0,0,0,0,45,45,2,34,0,9,0,0,33,12,0,3,1,0,0,7,0,0,0,
Eric Murray,10740,S,JAX,1,0,0,50.0,0,0,15,0,0,74.2,81.0,77.7,58.4,75.9,59.5,1,0,0,0,27,12.5,1,2,0,112.5,2,0,0,7,0,41,62,7,0,0,7,0,43,55,1,20,5,3,7,0,4,1,1,28,32,14.0
David Onyemata,10754,DI,ATL,1,1,0,,0,0,2,0,0,,29.6,76.2,51.0,29.5,67.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,31,31,5,24,0,2,0,0,15,16,0,0,0,0,0,0,0,0,0,
Andrew Billings,10756,DI,CHI,1,0,0,,0,0,6,0,0,,34.3,75.6,55.5,37.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,21,21,14,7,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,
Matthew Judon,10780,ED,MIA,1,0,0,,0,0,17,0,0,63.2,61.8,76.0,58.8,59.6,72.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,2,33,31,0,1,29,1,0,2,10,21,1,1,2,0,0,0,0,0,0,
DJ Reader,10800,DI,DET,1,0,0,,0,0,11,0,0,,50.8,77.6,51.4,54.3,26.1,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,37,37,13,22,0,2,0,0,19,18,0,0,1,0,0,0,0,0,0,
Elandon Roberts,10848,LB,LV,1,0,0,100.0,0,0,23,0,0,48.8,50.5,71.5,,62.9,74.9,0,0,0,0,10,0.0,0,0,0,108.3,1,0,0,10,0,7,11,0,0,0,0,0,0,11,0,4,1,0,1,0,1,0,0,10,7,10.0
Jonathan Jones,11217,CB,WAS,1,0,0,,0,0,32,0,0,48.5,49.5,72.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,7,6,8,0,0,0,0,0,0,8,0,2,1,0,0,0,0,0,0,0,0,
Roy Robertson-Harris,11341,DI,NYG,1,0,0,,0,0,21,0,0,,53.9,77.3,65.2,45.8,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,47,47,0,26,3,18,0,0,25,22,0,0,0,0,0,1,0,0,0,
Myles Garrett,11756,ED,CLV,1,0,0,,0,0,8,0,0,60.0,72.1,0.0,78.9,73.1,74.0,1,2,0,0,,0.0,0,0,2,0.0,0,2,0,0,0,0,45,45,0,0,45,0,0,0,25,20,0,5,3,2,0,5,0,0,0,
Solomon Thomas,11758,DI,DAL,1,2,0,,0,0,9,0,0,,47.1,75.0,54.1,49.8,43.4,0,2,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,0,25,25,0,13,1,11,0,0,9,16,0,2,3,1,0,2,0,0,0,
Jamal Adams,11761,LB,LV,1,1,0,100.0,0,0,23,0,0,76.8,90.9,72.7,92.5,72.3,78.1,1,1,0,0,5,0.0,0,0,0,87.5,1,0,0,10,0,13,25,3,0,0,3,0,0,22,4,8,12,3,3,1,1,2,0,5,8,5.0
Marshon Lattimore,11766,CB,WAS,1,1,0,25.0,0,0,32,0,0,68.2,64.1,0.0,,63.2,76.9,0,0,0,0,11,0.0,0,2,2,39.6,1,0,0,4,50,44,58,0,0,0,0,0,0,58,0,14,4,0,2,0,4,0,0,11,7,11.0
Haason Reddick,11768,ED,TB,1,1,0,100.0,0,0,30,0,0,48.0,69.2,3.3,73.2,73.0,42.9,0,7,0,0,12,33.3,1,0,1,116.7,1,1,0,4,0,6,60,53,0,0,53,0,0,7,36,18,3,2,1,0,1,8,0,12,6,12.0
Derek Barnett,11769,ED,HST,1,1,0,,0,0,13,0,0,,47.1,75.7,52.0,52.1,69.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,15,15,0,0,15,0,0,0,8,7,0,0,0,0,0,0,0,0,0,
Malik Hooker,11770,S,DAL,1,3,0,100.0,0,0,9,0,0,66.9,76.3,77.0,,77.8,87.7,0,0,0,0,6,0.0,0,0,0,91.7,1,0,0,12,0,34,62,0,0,0,0,0,48,62,0,28,2,1,6,0,1,0,0,6,0,6.0
Marlon Humphrey,11771,CB,BLT,1,0,0,66.7,0,0,3,0,0,52.7,47.3,77.0,58.8,33.0,34.7,0,0,0,0,22,33.3,1,0,0,95.8,4,0,0,18,9,56,83,3,0,0,3,0,2,80,1,26,51,0,2,0,6,0,0,55,12,13.8
Jonathan Allen,11772,DI,MIN,1,0,0,,0,0,18,0,0,60.0,50.2,77.8,58.5,54.3,26.6,1,5,0,0,,40.0,2,0,0,0.0,0,0,0,0,0,0,52,52,0,32,0,20,0,0,36,16,0,2,3,0,0,6,0,0,0,
Adoree' Jackson,11773,CB,PHI,1,0,0,71.4,0,0,24,0,0,33.6,32.4,76.8,,41.8,57.4,0,0,0,0,32,12.5,1,1,1,113.7,5,0,0,1,41,29,42,0,0,0,0,0,0,42,0,13,0,1,7,0,7,0,0,103,32,20.6
T.J. Watt,11785,ED,PIT,1,3,1,,0,0,25,0,0,57.0,82.4,80.2,68.8,84.2,55.0,0,1,0,0,,14.3,1,0,0,0.0,0,0,0,1,0,1,56,55,0,0,55,0,0,1,22,33,0,3,3,1,0,1,0,0,0,
Budda Baker,11791,S,ARZ,1,2,0,100.0,0,0,1,0,0,76.5,75.4,76.7,66.7,48.2,85.5,0,1,0,0,6,0.0,0,0,0,91.7,2,0,0,28,0,49,75,2,0,0,2,0,33,73,4,22,12,4,8,1,2,1,0,12,3,6.0
Dalvin Tomlinson,11810,DI,ARZ,1,0,0,,0,0,1,0,0,,56.0,74.7,53.5,59.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,25,25,19,6,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,
Tanoh Kpassagnon,11814,DI,CHI,1,0,0,,0,0,6,0,0,,64.8,76.0,73.4,54.8,69.2,1,0,0,0,,,0,0,0,0.0,0,1,0,0,0,0,13,13,0,0,13,0,0,0,5,8,0,1,0,0,0,2,0,0,0,
Chidobe Awuzie,11815,CB,BLT,1,1,0,71.4,0,0,3,0,0,74.0,70.9,78.4,54.2,53.3,54.7,0,0,0,0,11,0.0,0,0,0,74.7,5,0,0,11,37,51,67,3,0,0,3,0,0,64,3,13,16,3,5,0,7,0,0,22,15,4.4
Ahkello Witherspoon,11821,CB,LA,1,0,0,66.7,0,0,26,0,0,70.0,65.0,76.2,,48.8,36.3,0,0,0,0,4,25.0,1,0,1,70.1,2,0,0,8,43,28,51,0,0,0,0,0,0,51,0,23,0,1,3,0,3,0,0,5,-2,2.5
Dawuane Smoot,11823,DI,JAX,1,0,0,,0,0,15,0,0,60.0,56.8,75.7,53.9,61.5,69.9,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,35,35,1,10,8,16,0,0,24,10,0,2,1,0,0,1,0,0,0,
Alex Anzalone,11831,LB,DET,1,3,0,50.0,0,0,11,0,0,68.6,70.9,73.8,50.5,70.0,80.0,0,0,0,0,4,0.0,0,0,0,56.3,1,0,0,44,1,19,48,2,0,0,2,0,0,46,5,24,1,3,3,0,2,0,0,4,4,4.0
Jourdan Lewis,11846,CB,JAX,1,2,0,66.7,0,0,15,1,0,64.5,68.9,76.3,69.8,70.4,51.0,1,0,0,1,21,16.7,1,1,1,48.6,4,0,0,10,6,39,64,2,0,0,2,0,0,62,4,21,46,2,3,0,6,1,0,44,17,11.0
Rasul Douglas,11854,CB,MIA,1,0,0,60.0,0,0,17,0,0,47.3,52.3,75.1,,65.2,72.8,0,0,0,0,36,0.0,0,1,0,98.8,3,0,0,9,33,17,44,0,0,0,0,0,0,44,0,27,2,1,1,0,5,0,0,56,7,18.7
Trey Hendrickson,11858,ED,CIN,1,0,0,,0,0,7,0,0,62.0,88.1,8.5,90.2,65.2,72.7,2,5,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,3,57,57,0,0,57,0,0,0,39,15,0,2,2,0,0,8,0,0,0,
Rayshawn Jenkins,11868,S,CLV,1,0,0,0.0,0,0,8,0,0,70.1,47.9,70.4,,60.0,,0,0,0,0,,,0,0,0,39.6,0,0,0,5,0,12,15,0,0,0,0,0,9,15,0,3,1,0,0,0,1,0,0,0,0,
Samson Ebukam,11880,ED,IND,1,0,0,,0,0,14,0,0,,63.4,73.5,62.5,60.0,69.9,2,1,0,0,,,0,0,0,0.0,0,1,0,0,0,0,18,18,0,0,18,0,0,0,17,1,0,1,0,0,0,4,0,0,0,
Deatrich Wise Jr.,11886,ED,WAS,1,1,0,,0,0,32,0,0,71.3,61.2,0.0,61.8,58.3,72.9,2,2,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,40,40,0,1,35,4,0,0,28,12,0,1,2,1,0,4,0,0,0,
Carlos Watkins,11897,DI,TEN,1,0,0,,0,0,31,0,0,,46.7,71.9,56.5,53.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,9,9,1,5,0,3,0,0,5,4,0,0,0,0,0,0,0,0,0,
Grover Stewart,11899,DI,IND,1,1,0,,0,0,14,0,0,,70.9,75.5,71.1,61.7,68.7,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,7,19,0,0,0,0,18,8,0,0,1,0,0,2,0,0,0,
Matt Milano,11918,LB,BUF,1,1,0,50.0,0,0,4,0,0,40.9,29.7,76.2,68.6,29.8,29.2,0,0,0,0,3,25.0,1,0,0,56.3,1,1,0,37,0,12,45,6,0,0,6,0,0,39,7,26,2,2,2,0,2,1,0,3,4,3.0
Davon Godchaux,11934,DI,NO,1,2,0,,0,0,20,0,0,,62.8,77.4,56.0,65.6,70.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,39,19,20,0,0,0,0,26,13,0,1,1,0,0,1,0,0,0,
Chuck Clark,11941,S,PIT,1,0,0,100.0,0,0,25,0,0,54.7,63.2,73.5,60.0,72.9,79.1,0,0,0,0,12,0.0,0,0,0,116.7,1,0,0,9,1,14,32,3,0,0,3,0,17,29,1,17,2,1,4,1,1,0,0,12,1,12.0
Xavier Woods,11946,S,TEN,1,0,0,0.0,0,0,31,0,0,87.3,87.2,76.4,57.4,55.5,33.5,0,0,0,1,,33.3,1,0,0,0.0,0,0,0,24,0,46,76,2,0,0,2,0,45,74,2,28,5,0,2,0,2,0,0,0,0,
Al-Quadin Muhammad,11951,ED,DET,1,0,0,,0,0,11,0,0,,85.2,72.1,87.6,60.2,,1,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,7,7,3,1,3,0,0,0,4,3,0,0,0,0,0,1,0,0,0,
D.J. Jones,11953,DI,DEN,1,0,0,,0,0,10,0,0,,57.6,77.0,60.7,55.8,67.9,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,32,32,13,19,0,0,0,0,16,16,0,2,2,0,0,2,0,0,0,
Patrick O'Connor,12005,ED,DET,1,0,0,,0,0,11,0,0,,57.1,75.7,53.5,61.3,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,14,14,0,3,10,1,0,0,8,6,0,0,0,0,0,1,0,0,0,
Adam Butler,12214,DI,LV,1,1,0,,0,0,23,0,0,63.7,63.6,8.6,66.2,60.4,70.4,1,4,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,61,61,5,48,1,7,0,0,46,15,0,1,2,0,0,5,0,0,0,
Nathan Shepherd,24614,DI,NO,1,0,0,,0,0,20,0,0,60.0,63.9,0.0,54.7,75.8,27.1,0,0,0,0,,33.3,2,0,1,0.0,0,0,0,0,0,1,44,44,11,23,3,7,0,0,25,18,0,4,4,0,0,0,0,0,0,
Foyesade Oluokun,24904,LB,JAX,1,3,0,80.0,0,1,15,0,0,92.5,92.5,76.5,56.3,71.3,81.5,0,1,0,1,18,0.0,0,0,0,48.8,4,0,0,54,1,32,64,3,0,0,3,0,0,61,11,21,6,4,6,0,5,1,0,26,6,6.5
Dexter Lawrence,25991,DI,NYG,1,0,0,,0,0,21,0,0,,78.5,78.9,66.1,75.9,68.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,49,49,25,18,0,6,0,0,29,20,0,2,3,0,0,0,0,0,0,
Maxx Crosby,26316,ED,LV,1,2,0,,0,0,23,0,0,55.8,74.9,82.4,74.0,65.3,39.7,2,4,0,0,,33.3,1,0,0,0.0,0,1,0,1,0,1,71,70,0,0,67,3,0,1,53,17,0,1,0,0,0,7,0,0,0,
D.J. Reed,26940,CB,DET,1,0,0,80.0,1,0,11,0,0,30.5,38.0,76.3,,66.9,78.9,0,0,0,0,20,0.0,0,0,1,105.8,4,0,0,5,36,24,48,2,0,0,2,0,0,46,0,24,5,2,5,0,5,0,0,47,12,11.8
Isaiah Rodgers,27069,CB,MIN,1,1,0,50.0,0,0,18,0,0,49.2,52.0,76.6,,63.0,79.2,0,0,0,0,17,0.0,0,0,0,57.3,2,0,0,13,47,47,67,1,0,0,1,0,0,66,0,20,6,1,4,1,4,0,0,13,0,6.5
Bryce Huff,27128,ED,SF,1,1,0,,0,0,28,0,0,,58.6,0.0,65.8,62.7,71.2,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,26,26,0,0,26,0,0,0,20,6,0,0,1,0,0,1,0,0,0,
Montez Sweat,27271,ED,CHI,1,1,1,,0,0,6,0,0,62.3,64.0,80.1,58.8,63.6,30.0,0,1,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,3,43,43,0,0,42,1,0,0,23,17,0,1,1,1,0,1,0,0,0,
Devin Bush,27375,LB,CLV,1,3,0,100.0,0,0,8,0,0,76.7,87.5,75.5,71.9,76.4,53.0,1,0,0,0,1,12.5,1,0,0,79.2,1,0,0,31,0,17,39,6,0,0,6,0,0,33,1,21,2,3,4,1,1,1,0,1,3,1.0
Joshua Uche,27379,ED,PHI,1,0,0,,0,0,24,0,0,60.0,93.9,73.9,92.7,,,0,4,0,0,,,0,0,0,0.0,0,0,0,0,0,1,19,19,0,0,19,0,0,0,18,0,0,0,0,0,0,4,0,0,0,
Khalil Dorsey,27819,CB,DET,1,0,0,,0,0,11,0,0,60.0,61.3,67.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,3,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,
DaVon Hamilton,28072,DI,JAX,1,0,0,,0,0,15,0,0,,36.4,74.9,52.9,39.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,24,24,6,16,0,2,0,0,12,12,0,0,0,0,0,0,0,0,0,
