player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Henry To'oTo'o,98982,LB,HST,1,0,13,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,3.2,1,31,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Jaylinn Hawkins,51423,S,NE,1,0,19,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,2.6,1,39,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Jaylen McCollough,98845,S,LA,1,0,26,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,6.7,1,15,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Ja'Quan McMillian,100931,CB,DEN,1,0,10,0,1,0,0,0,0,50.0,1,1,100.0,1,1,0,0,8.3,2,24,2,75.0,0,0,1,0,50.0,1,1,50.0,0,0,0,1,1,0
Trevon Diggs,41817,CB,DAL,1,0,9,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,4.8,1,21,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Troy Dye,28251,LB,LAC,1,0,27,0,1,0,0,0,0,,0,0,,0,0,0,0,4.2,1,24,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Quan Martin,83236,S,WAS,1,0,32,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.2,1,45,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Justin Strnad,42659,LB,DEN,1,0,10,1,1,0,1,0,0,50.0,1,1,50.0,0,0,0,0,10.5,2,19,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Julian Love,51081,S,SEA,1,0,29,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,5.1,2,39,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Minkah Fitzpatrick,51206,S,MIA,1,0,17,0,2,0,0,1,0,50.0,1,1,50.0,0,0,0,0,6.1,2,33,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Dane Belton,101398,S,NYG,1,0,21,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,7.1,1,14,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Amani Hooker,51378,S,TEN,1,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,2.3,1,43,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Drake Thomas,97525,LB,SEA,1,0,29,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,16.7,1,6,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
