player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Connor McGovern,41714,C,BUF,1,0,4,63.0,0,2,52,100.0,100.0,98.1,0,2,0,59,59,47.0,0,2,30,100.0,100.0,96.7,2,0,32,32
Dion Dawkins,11818,T,BUF,1,0,4,78.0,0,2,52,100.0,100.0,96.2,0,3,1,59,59,73.0,0,2,30,100.0,100.0,93.3,3,1,32,32
David Edwards,35941,G,BUF,1,0,4,66.1,0,3,52,100.0,100.0,97.1,0,3,0,59,59,66.6,0,3,30,100.0,100.0,95.0,3,0,32,32
Spencer Brown,42296,T,BUF,1,0,4,55.6,1,2,52,100.0,100.0,97.1,1,3,0,59,59,43.5,1,2,30,100.0,100.0,95.0,3,0,32,32
O'Cyrus Torrence,102821,G,BUF,1,0,4,50.6,0,5,52,100.0,100.0,95.2,0,5,0,59,59,46.8,0,4,30,100.0,100.0,93.3,4,0,32,32
Will Campbell,157106,T,NE,1,0,19,72.6,0,3,53,100.0,100.0,95.3,0,4,1,54,54,64.6,0,2,30,100.0,100.0,93.3,3,1,30,30
Garrett Bradbury,46013,C,NE,1,0,19,85.9,0,0,53,100.0,100.0,100.0,0,0,0,54,54,83.0,0,0,30,100.0,100.0,100.0,0,0,30,30
Mike Onwenu,27357,G,NE,1,0,19,73.7,1,2,53,100.0,100.0,97.2,0,3,0,54,54,76.9,1,1,30,100.0,100.0,96.7,2,0,30,30
Morgan Moses,8701,T,NE,1,0,19,52.0,2,3,53,100.0,100.0,95.3,0,5,0,54,54,53.4,0,3,30,100.0,100.0,95.0,3,0,30,30
Jared Wilson,146717,G,NE,1,0,19,33.8,2,4,53,100.0,100.0,94.3,0,6,0,54,54,28.9,1,3,30,100.0,100.0,93.3,4,0,30,30
Joel Bitonio,8670,G,CLV,1,0,8,78.3,0,2,48,100.0,100.0,97.9,0,2,0,53,53,86.6,0,0,22,100.0,100.0,100.0,0,0,23,23
Erik McCoy,37347,C,NO,1,1,20,81.2,0,0,47,100.0,100.0,100.0,1,0,0,53,53,82.5,0,0,22,100.0,100.0,100.0,0,0,24,24
Ethan Pocic,11813,C,CLV,1,0,8,74.3,1,0,48,100.0,100.0,96.9,0,2,1,53,53,75.2,0,0,22,100.0,100.0,100.0,0,0,23,23
Dillon Radunz,30551,G,NO,1,0,20,79.2,0,1,47,100.0,100.0,98.9,0,1,0,53,53,80.9,0,0,22,100.0,100.0,100.0,0,0,24,24
