,,Win,,Cover,,Total Points,,Implied,Implied Score,
South Alabama,2022-02-19 16:30:00,-120,16.67,-1.5,19.05,129.5,18.18,52.2,65.5,64.0
Appalachian State,2022-02-19 16:30:00,100,20.00,1.5,17.39,129.5,18.18,47.8,64.0,65.5
Miami (OH),2022-02-19 16:30:00,,,,,,,,,
Northern Illinois,2022-02-19 16:30:00,,,,,,,,,
Murray State,2022-02-19 16:30:00,-2000,1.00,-16.0,18.18,141.5,18.18,91.3,78.8,62.8
Tennessee-Martin,2022-02-19 16:30:00,1000,200.00,16.0,18.18,141.5,18.18,8.7,62.8,78.8
Lipscomb,2022-02-19 16:30:00,-120,16.67,-1.5,20.00,143.5,18.18,52.2,72.5,71.0
North Alabama,2022-02-19 16:30:00,100,20.00,1.5,16.67,143.5,18.18,47.8,71.0,72.5
North Carolina A&T,2022-02-19 16:30:00,250,50.00,7.5,17.39,130.5,18.18,27.3,61.5,69.0
Campbell,2022-02-19 16:30:00,-320,6.25,-7.5,19.05,130.5,18.18,72.7,69.0,61.5
Winthrop,2022-02-19 16:30:00,-110,18.18,1.5,16.67,139.5,18.18,50.0,69.0,70.5
UNC-Asheville,2022-02-19 16:30:00,-110,18.18,-1.5,20.00,139.5,18.18,50.0,70.5,69.0
Arkansas-Little Rock,2022-02-19 17:00:00,750,150.00,14.0,18.18,132.0,20.00,11.3,59.0,73.0
Texas State,2022-02-19 17:00:00,-1250,1.60,-14.0,18.18,132.0,16.67,88.7,73.0,59.0
Florida Gulf Coast,2022-02-19 17:00:00,-170,11.76,-3.5,18.18,149.5,18.18,61.2,76.5,73.0
North Florida,2022-02-19 17:00:00,150,30.00,3.5,18.18,149.5,18.18,38.8,73.0,76.5
Tennessee Tech,2022-02-19 17:00:00,-110,18.18,1.0,17.39,137.0,18.18,50.0,68.0,69.0
Austin Peay,2022-02-19 17:00:00,-110,18.18,-1.0,19.05,137.0,18.18,50.0,69.0,68.0
McNeese State,2022-02-19 17:00:00,250,50.00,6.5,20.00,151.5,18.18,27.3,72.5,79.0
New Orleans,2022-02-19 17:00:00,-320,6.25,-6.5,16.67,151.5,18.18,72.7,79.0,72.5
Western Illinois,2022-02-19 17:00:00,,,,,,,,,
South Dakota,2022-02-19 17:00:00,,,,,,,,,
Binghamton,2022-02-19 17:00:00,220,44.00,6.5,17.39,134.5,18.18,29.9,64.0,70.5
Massachusetts-Lowell,2022-02-19 17:00:00,-275,7.27,-6.5,19.05,134.5,18.18,70.1,70.5,64.0
Ball State,2022-02-19 17:00:00,140,28.00,3.5,18.18,163.5,16.67,40.4,80.0,83.5
Bowling Green,2022-02-19 17:00:00,-160,12.50,-3.5,18.18,163.5,20.00,59.6,83.5,80.0
SIU-Edwardsville,2022-02-19 17:00:00,,,,,,,,,
Belmont,2022-02-19 17:00:00,,,,,,,,,
Virginia,2022-02-19 17:00:00,115,23.00,2.0,18.18,129.0,19.05,44.7,63.5,65.5
Miami,2022-02-19 17:00:00,-135,14.81,-2.0,18.18,129.0,17.39,55.3,65.5,63.5
Georgetown,2022-02-19 17:00:00,1400,280.00,19.5,19.05,144.5,18.18,6.4,62.5,82.0
Villanova,2022-02-19 17:00:00,-3300,0.61,-19.5,17.39,144.5,18.18,93.6,82.0,62.5
SE Louisiana,2022-02-19 17:00:00,-275,7.27,-6.5,20.00,149.5,18.18,70.1,78.0,71.5
Incarnate Word,2022-02-19 17:00:00,220,44.00,6.5,16.67,149.5,18.18,29.9,71.5,78.0
Texas Southern,2022-02-19 17:00:00,-630,3.17,-10.5,19.05,143.5,18.18,82.6,77.0,66.5
Mississippi Valley St.,2022-02-19 17:00:00,450,90.00,10.5,17.39,143.5,18.18,17.4,66.5,77.0
Hartford,2022-02-19 17:30:00,160,32.00,4.5,16.67,147.5,18.18,37.0,71.5,76.0
Stony Brook,2022-02-19 17:30:00,-190,10.53,-4.5,20.00,147.5,18.18,63.0,76.0,71.5
USC Upstate,2022-02-19 17:30:00,-190,10.53,-4.5,19.05,147.5,18.18,63.0,76.0,71.5
Charleston Southern,2022-02-19 17:30:00,160,32.00,4.5,17.39,147.5,18.18,37.0,71.5,76.0
Pennsylvania,2022-02-19 18:00:00,115,23.00,2.5,18.18,140.5,17.39,44.7,69.0,71.5
Brown,2022-02-19 18:00:00,-135,14.81,-2.5,18.18,140.5,19.05,55.3,71.5,69.0
Utah State,2022-02-19 18:00:00,155,31.00,3.5,19.05,132.5,19.05,37.9,64.5,68.0
Boise State,2022-02-19 18:00:00,-180,11.11,-3.5,17.39,132.5,17.39,62.1,68.0,64.5
Kennesaw State,2022-02-19 18:00:00,190,38.00,5.5,18.18,126.5,17.39,33.0,60.5,66.0
Jacksonville,2022-02-19 18:00:00,-235,8.51,-5.5,18.18,126.5,19.05,67.0,66.0,60.5
Texas A&M,2022-02-19 18:00:00,155,31.00,4.0,18.18,135.0,18.18,37.9,65.5,69.5
Vanderbilt,2022-02-19 18:00:00,-180,11.11,-4.0,18.18,135.0,18.18,62.1,69.5,65.5
Northwestern State,2022-02-19 18:00:00,260,52.00,6.5,18.18,152.5,18.18,26.5,73.0,79.5
Texas A&M-Corpus Christi,2022-02-19 18:00:00,-335,5.97,-6.5,18.18,152.5,18.18,73.5,79.5,73.0
Florida State,2022-02-19 18:00:00,850,170.00,15.0,17.39,141.5,18.18,10.1,63.3,78.3
Duke,2022-02-19 18:00:00,-1500,1.33,-15.0,19.05,141.5,18.18,89.9,78.3,63.3
Duquesne,2022-02-19 18:00:00,850,170.00,14.5,18.18,135.0,18.18,10.1,60.3,74.8
St. Bonaventure,2022-02-19 18:00:00,-1500,1.33,-14.5,18.18,135.0,18.18,89.9,74.8,60.3
Rhode Island,2022-02-19 18:00:00,-160,12.50,-3.5,18.18,135.5,19.05,59.6,69.5,66.0
George Washington,2022-02-19 18:00:00,140,28.00,3.5,18.18,135.5,17.39,40.4,66.0,69.5
Utah,2022-02-19 18:00:00,-130,15.38,-2.0,18.18,134.0,19.05,54.3,68.0,66.0
California,2022-02-19 18:00:00,110,22.00,2.0,18.18,134.0,17.39,45.7,66.0,68.0
Drake,2022-02-19 18:00:00,,,,,,,,,
Loyola-Chicago,2022-02-19 18:00:00,,,,,,,,,
Eastern Washington,2022-02-19 18:30:00,-180,11.11,-5.0,20.00,156.0,18.18,62.1,80.5,75.5
Idaho,2022-02-19 18:30:00,155,31.00,5.0,16.67,156.0,18.18,37.9,75.5,80.5
Prairie View,2022-02-19 18:30:00,-335,5.97,-7.5,19.05,144.5,18.18,73.5,76.0,68.5
Arkansas-Pine Bluff,2022-02-19 18:30:00,260,52.00,7.5,17.39,144.5,18.18,26.5,68.5,76.0
Grambling,2022-02-19 18:30:00,290,58.00,8.5,17.39,141.5,18.18,24.5,66.5,75.0
Southern,2022-02-19 18:30:00,-380,5.26,-8.5,19.05,141.5,18.18,75.5,75.0,66.5
James Madison,2022-02-19 19:00:00,140,28.00,3.0,18.18,144.5,17.39,40.4,70.8,73.8
UNC-Wilmington,2022-02-19 19:00:00,-160,12.50,-3.0,18.18,144.5,19.05,59.6,73.8,70.8
Stetson,2022-02-19 19:00:00,800,160.00,14.5,19.05,133.5,18.18,10.6,59.5,74.0
Liberty,2022-02-19 19:00:00,-1375,1.45,-14.5,17.39,133.5,18.18,89.4,74.0,59.5
Old Dominion,2022-02-19 19:00:00,310,62.00,8.0,19.05,138.0,16.67,23.3,65.0,73.0
Western Kentucky,2022-02-19 19:00:00,-410,4.88,-8.0,17.39,138.0,20.00,76.7,73.0,65.0
Texas-San Antonio,2022-02-19 19:00:00,900,180.00,16.0,19.05,144.0,18.18,9.6,64.0,80.0
Louisiana Tech,2022-02-19 19:00:00,-1600,1.25,-16.0,17.39,144.0,18.18,90.4,80.0,64.0
UNC-Charlotte,2022-02-19 19:00:00,130,26.00,2.5,19.05,149.0,18.18,42.0,73.3,75.8
Marshall,2022-02-19 19:00:00,-150,13.33,-2.5,17.39,149.0,18.18,58.0,75.8,73.3
Cornell,2022-02-19 19:00:00,125,25.00,2.5,18.18,150.5,17.39,42.9,74.0,76.5
Harvard,2022-02-19 19:00:00,-145,13.79,-2.5,18.18,150.5,19.05,57.1,76.5,74.0
Central Michigan,2022-02-19 19:00:00,1500,300.00,20.0,18.18,151.5,18.18,6.0,65.8,85.8
Toledo,2022-02-19 19:00:00,-3500,0.57,-20.0,18.18,151.5,18.18,94.0,85.8,65.8
Georgia Tech,2022-02-19 19:00:00,140,28.00,3.5,17.39,131.0,18.18,40.4,63.8,67.3
Pittsburgh,2022-02-19 19:00:00,-160,12.50,-3.5,19.05,131.0,18.18,59.6,67.3,63.8
Hampton,2022-02-19 19:00:00,750,150.00,14.5,19.05,136.5,18.18,11.3,61.0,75.5
Longwood,2022-02-19 19:00:00,-1250,1.60,-14.5,17.39,136.5,18.18,88.7,75.5,61.0
Rice,2022-02-19 19:00:00,-110,18.18,-1.0,18.18,145.0,18.18,50.0,73.0,72.0
Florida International,2022-02-19 19:00:00,-110,18.18,1.0,18.18,145.0,18.18,50.0,72.0,73.0
Illinois-Chicago,2022-02-19 19:00:00,,,,,,,,,
Robert Morris,2022-02-19 19:00:00,,,,,,,,,
Columbia,2022-02-19 19:00:00,550,110.00,11.5,19.05,138.5,18.18,14.8,63.5,75.0
Dartmouth,2022-02-19 19:00:00,-800,2.50,-11.5,17.39,138.5,18.18,85.2,75.0,63.5
Eastern Kentucky,2022-02-19 19:15:00,-165,12.12,-3.5,19.05,162.5,18.18,60.4,83.0,79.5
Central Arkansas,2022-02-19 19:15:00,145,29.00,3.5,17.39,162.5,18.18,39.6,79.5,83.0
Louisiana-Monroe,2022-02-19 20:00:00,280,56.00,8.0,18.18,139.5,18.18,25.1,65.8,73.8
Louisiana-Lafayette,2022-02-19 20:00:00,-365,5.48,-8.0,18.18,139.5,18.18,74.9,73.8,65.8
Pepperdine,2022-02-19 20:00:00,280,56.00,7.5,18.18,147.0,16.67,25.1,69.8,77.3
Portland,2022-02-19 20:00:00,-365,5.48,-7.5,18.18,147.0,20.00,74.9,77.3,69.8
Sacramento State,2022-02-19 20:00:00,135,27.00,2.5,20.00,125.0,18.18,41.2,61.3,63.8
Idaho State,2022-02-19 20:00:00,-155,12.90,-2.5,16.67,125.0,18.18,58.8,63.8,61.3
Northern Colorado,2022-02-19 20:00:00,185,37.00,5.5,18.18,155.5,17.39,33.6,75.0,80.5
Weber State,2022-02-19 20:00:00,-225,8.89,-5.5,18.18,155.5,19.05,66.4,80.5,75.0
Colorado State,2022-02-19 20:00:00,-190,10.53,-3.5,16.67,142.5,18.18,63.0,73.0,69.5
UNLV,2022-02-19 20:00:00,160,32.00,3.5,20.00,142.5,18.18,37.0,69.5,73.0
New Mexico State,2022-02-19 20:00:00,100,20.00,1.0,18.18,135.0,20.00,47.8,67.0,68.0
Grand Canyon,2022-02-19 20:00:00,-120,16.67,-1.0,18.18,135.0,16.67,52.2,68.0,67.0
Cal State Bakersfield,2022-02-19 20:00:00,185,37.00,5.5,18.18,130.5,19.05,33.6,62.5,68.0
UC Davis,2022-02-19 20:00:00,-225,8.89,-5.5,18.18,130.5,17.39,66.4,68.0,62.5
Sam Houston,2022-02-19 20:00:00,-260,7.69,-6.0,18.18,145.0,19.05,69.1,75.5,69.5
Texas Rio Grande Valley,2022-02-19 20:00:00,210,42.00,6.0,18.18,145.0,17.39,30.9,69.5,75.5
Kansas,2022-02-19 20:00:00,-200,10.00,-4.5,18.18,145.5,18.18,64.3,75.0,70.5
West Virginia,2022-02-19 20:00:00,170,34.00,4.5,18.18,145.5,18.18,35.7,70.5,75.0
Oregon State,2022-02-19 20:00:00,300,60.00,8.5,18.18,138.0,18.18,23.8,64.8,73.3
Arizona State,2022-02-19 20:00:00,-400,5.00,-8.5,18.18,138.0,18.18,76.2,73.3,64.8
Cal-Poly San Luis Obispo,2022-02-19 20:00:00,435,87.00,10.5,19.05,123.5,17.39,17.9,56.5,67.0
UC Riverside,2022-02-19 20:00:00,-600,3.33,-10.5,17.39,123.5,19.05,82.1,67.0,56.5
Santa Clara,2022-02-19 21:00:00,1600,320.00,21.5,18.18,163.0,16.67,5.7,70.8,92.3
Gonzaga,2022-02-19 21:00:00,-3800,0.53,-21.5,18.18,163.0,20.00,94.3,92.3,70.8
Utah Valley,2022-02-19 21:00:00,-305,6.56,-7.0,18.18,142.0,18.18,71.9,74.5,67.5
