,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Maryland-Baltimore County,2022-02-19 12:00:00,750,150.00,14.5,18.18,144.5,17.39,11.3,65.0,79.5
Vermont,2022-02-19 12:00:00,-1250,1.60,-14.5,18.18,144.5,19.05,88.7,79.5,65.0
Illinois,2022-02-19 12:00:00,,,,,,,,,
Michigan State,2022-02-19 12:00:00,,,,,,,,,
Wofford,2022-02-19 12:00:00,,,6.0,18.18,136.0,19.05,,65.0,71.0
Furman,2022-02-19 12:00:00,,,-6.0,18.18,136.0,17.39,,71.0,65.0
TCU,2022-02-19 12:00:00,500,100.00,11.5,19.05,137.5,18.18,16.0,63.0,74.5
Baylor,2022-02-19 12:00:00,-720,2.78,-11.5,17.39,137.5,18.18,84.0,74.5,63.0
Boston College,2022-02-19 12:00:00,290,58.00,8.5,18.18,144.5,17.39,24.5,68.0,76.5
Syracuse,2022-02-19 12:00:00,-380,5.26,-8.5,18.18,144.5,19.05,75.5,76.5,68.0
Xavier,2022-02-19 12:00:00,225,45.00,6.5,18.18,140.0,20.00,29.5,66.8,73.3
Connecticut,2022-02-19 12:00:00,-280,7.14,-6.5,18.18,140.0,16.67,70.5,73.3,66.8
La Salle,2022-02-19 12:00:00,210,42.00,6.0,18.18,150.0,18.18,30.9,72.0,78.0
Massachusetts,2022-02-19 12:00:00,-260,7.69,-6.0,18.18,150.0,18.18,69.1,78.0,72.0
Tulsa,2022-02-19 12:00:00,-145,13.79,-2.5,18.18,127.0,18.18,57.1,64.8,62.3
South Florida,2022-02-19 12:00:00,125,25.00,2.5,18.18,127.0,18.18,42.9,62.3,64.8
Holy Cross,2022-02-19 12:00:00,800,160.00,14.5,18.18,123.5,18.18,10.6,54.5,69.0
Navy,2022-02-19 12:00:00,-1375,1.45,-14.5,18.18,123.5,18.18,89.4,69.0,54.5
Texas Tech,2022-02-19 12:30:00,140,28.00,3.5,18.18,127.5,20.00,40.4,62.0,65.5
Texas,2022-02-19 12:30:00,-160,12.50,-3.5,18.18,127.5,16.67,59.6,65.5,62.0
Alabama,2022-02-19 13:00:00,220,44.00,6.5,19.05,155.0,16.67,29.9,74.3,80.8
Kentucky,2022-02-19 13:00:00,-275,7.27,-6.5,17.39,155.0,20.00,70.1,80.8,74.3
Mississippi,2022-02-19 13:00:00,-155,12.90,-3.0,19.05,143.5,19.05,58.8,73.3,70.3
Georgia,2022-02-19 13:00:00,135,27.00,3.0,17.39,143.5,17.39,41.2,70.3,73.3
UTEP,2022-02-19 13:00:00,-320,6.25,-7.5,19.05,134.5,18.18,72.7,71.0,63.5
Southern Mississippi,2022-02-19 13:00:00,250,50.00,7.5,17.39,134.5,18.18,27.3,63.5,71.0
Niagara,2022-02-19 13:00:00,100,20.00,-1.0,19.05,136.0,18.18,47.8,68.5,67.5
Canisius,2022-02-19 13:00:00,-120,16.67,1.0,17.39,136.0,18.18,52.2,67.5,68.5
Southern Illinois,2022-02-19 13:00:00,,,,,,,,,
Indiana State,2022-02-19 13:00:00,,,,,,,,,
Fairleigh-Dickinson,2022-02-19 13:00:00,,,16.0,18.18,155.0,18.18,,69.5,85.5
Bryant,2022-02-19 13:00:00,,,-16.0,18.18,155.0,18.18,,85.5,69.5
E. Tennessee State,2022-02-19 13:00:00,-110,18.18,1.0,17.39,153.0,18.18,50.0,76.0,77.0
Citadel,2022-02-19 13:00:00,-110,18.18,-1.0,19.05,153.0,18.18,50.0,77.0,76.0
Notre Dame,2022-02-19 13:00:00,185,37.00,5.5,18.18,143.0,18.18,33.6,68.8,74.3
Wake Forest,2022-02-19 13:00:00,-225,8.89,-5.5,18.18,143.0,18.18,66.4,74.3,68.8
Dayton,2022-02-19 13:00:00,-310,6.45,-7.0,20.00,133.5,18.18,72.3,70.3,63.3
St. Joseph's,2022-02-19 13:00:00,245,49.00,7.0,16.67,133.5,18.18,27.7,63.3,70.3
Central Connecticut,2022-02-19 13:00:00,850,170.00,15.5,19.05,128.5,17.39,10.1,56.5,72.0
Wagner,2022-02-19 13:00:00,-1500,1.33,-15.5,17.39,128.5,19.05,89.9,72.0,56.5
Boston University,2022-02-19 13:30:00,225,45.00,6.5,19.05,145.5,18.18,29.5,69.5,76.0
Colgate,2022-02-19 13:30:00,-280,7.14,-6.5,17.39,145.5,18.18,70.5,76.0,69.5
Northeastern,2022-02-19 14:00:00,,,11.0,20.00,141.0,18.18,,65.0,76.0
Hofstra,2022-02-19 14:00:00,,,-11.0,16.67,141.0,18.18,,76.0,65.0
UM-Kansas City,2022-02-19 14:00:00,195,39.00,5.0,18.18,137.0,19.05,32.4,66.0,71.0
North Dakota State,2022-02-19 14:00:00,-240,8.33,-5.0,18.18,137.0,17.39,67.6,71.0,66.0
Oral Roberts,2022-02-19 14:00:00,-600,3.33,-11.0,18.18,157.5,17.39,82.1,84.3,73.3
North Dakota,2022-02-19 14:00:00,435,87.00,11.0,18.18,157.5,19.05,17.9,73.3,84.3
Auburn,2022-02-19 14:00:00,-180,11.11,-3.5,17.39,140.0,19.05,62.1,71.8,68.3
Florida,2022-02-19 14:00:00,155,31.00,3.5,19.05,140.0,17.39,37.9,68.3,71.8
Illinois State,2022-02-19 14:00:00,,,,,,,,,
Bradley,2022-02-19 14:00:00,,,,,,,,,
Valparaiso,2022-02-19 14:00:00,-140,14.29,-3.0,19.05,124.5,18.18,56.2,63.8,60.8
Evansville,2022-02-19 14:00:00,120,24.00,3.0,17.39,124.5,18.18,43.8,60.8,63.8
Oklahoma,2022-02-19 14:00:00,105,21.00,2.0,18.18,127.0,16.67,46.8,62.5,64.5
Iowa State,2022-02-19 14:00:00,-125,16.00,-2.0,18.18,127.0,20.00,53.2,64.5,62.5
Kansas State,2022-02-19 14:00:00,190,38.00,5.5,18.18,131.5,18.18,33.0,63.0,68.5
Oklahoma State,2022-02-19 14:00:00,-235,8.51,-5.5,18.18,131.5,18.18,67.0,68.5,63.0
High Point,2022-02-19 14:00:00,110,22.00,1.5,19.05,128.5,18.18,45.7,63.5,65.0
Radford,2022-02-19 14:00:00,-130,15.38,-1.5,17.39,128.5,18.18,54.3,65.0,63.5
IUPUI,2022-02-19 14:00:00,1000,200.00,17.5,19.05,126.0,18.18,8.7,54.3,71.8
Youngstown State,2022-02-19 14:00:00,-2000,1.00,-17.5,17.39,126.0,18.18,91.3,71.8,54.3
Army,2022-02-19 14:00:00,-165,12.12,-3.5,19.05,135.5,18.18,60.4,69.5,66.0
American,2022-02-19 14:00:00,145,29.00,3.5,17.39,135.5,18.18,39.6,66.0,69.5
Mercer,2022-02-19 14:00:00,-225,8.89,-6.0,20.00,144.0,18.18,66.4,75.0,69.0
Western Carolina,2022-02-19 14:00:00,185,37.00,6.0,16.67,144.0,18.18,33.6,69.0,75.0
Morgan State,2022-02-19 14:00:00,240,48.00,6.5,19.05,154.5,18.18,28.1,74.0,80.5
Howard,2022-02-19 14:00:00,-305,6.56,-6.5,17.39,154.5,18.18,71.9,80.5,74.0
Iowa,2022-02-19 14:30:00,180,36.00,5.0,18.18,153.0,20.00,34.2,74.0,79.0
Ohio State,2022-02-19 14:30:00,-220,9.09,-5.0,18.18,153.0,16.67,65.8,79.0,74.0
Georgia State,2022-02-19 15:00:00,-180,11.11,-4.5,19.05,133.0,18.18,62.1,68.8,64.3
Georgia Southern,2022-02-19 15:00:00,155,31.00,4.5,17.39,133.0,18.18,37.9,64.3,68.8
Arkansas State,2022-02-19 15:00:00,115,23.00,2.5,18.18,135.5,18.18,44.7,66.5,69.0
Texas-Arlington,2022-02-19 15:00:00,-135,14.81,-2.5,18.18,135.5,18.18,55.3,69.0,66.5
Tarleton State,2022-02-19 15:00:00,,,,,,,,,
Chicago State,2022-02-19 15:00:00,,,,,,,,,
Akron,2022-02-19 15:00:00,-170,11.76,-4.5,18.18,133.0,17.39,61.2,68.8,64.3
Eastern Michigan,2022-02-19 15:00:00,150,30.00,4.5,18.18,133.0,19.05,38.8,64.3,68.8
UNC-Greensboro,2022-02-19 15:00:00,-105,19.05,1.5,17.39,137.0,16.67,48.9,67.8,69.3
Samford,2022-02-19 15:00:00,-115,17.39,-1.5,19.05,137.0,20.00,51.1,69.3,67.8
Clemson,2022-02-19 15:00:00,100,20.00,2.0,16.67,138.0,16.67,47.8,68.0,70.0
Louisville,2022-02-19 15:00:00,-120,16.67,-2.0,20.00,138.0,20.00,52.2,70.0,68.0
Sacred Heart,2022-02-19 15:00:00,,,5.5,18.18,130.0,19.05,,62.3,67.8
Merrimack,2022-02-19 15:00:00,,,-5.5,18.18,130.0,17.39,,67.8,62.3
Louisiana State,2022-02-19 15:30:00,-195,10.26,-4.5,18.18,138.5,18.18,63.7,71.5,67.0
South Carolina,2022-02-19 15:30:00,165,33.00,4.5,18.18,138.5,18.18,36.3,67.0,71.5
Saint Louis,2022-02-19 15:30:00,110,22.00,2.5,17.39,144.0,18.18,45.7,70.8,73.3
Davidson,2022-02-19 15:30:00,-130,15.38,-2.5,19.05,144.0,18.18,54.3,73.3,70.8
Troy,2022-02-19 16:00:00,165,33.00,4.5,18.18,134.5,17.39,36.3,65.0,69.5
Coastal Carolina,2022-02-19 16:00:00,-195,10.26,-4.5,18.18,134.5,19.05,63.7,69.5,65.0
Drexel,2022-02-19 16:00:00,-195,10.26,-4.5,18.18,138.0,18.18,63.7,71.3,66.8
Elon,2022-02-19 16:00:00,165,33.00,4.5,18.18,138.0,18.18,36.3,66.8,71.3
Delaware,2022-02-19 16:00:00,-525,3.81,-10.0,18.18,142.0,18.18,80.3,76.0,66.0
William & Mary,2022-02-19 16:00:00,385,77.00,10.0,18.18,142.0,18.18,19.7,66.0,76.0
Towson,2022-02-19 16:00:00,-180,11.11,-3.5,16.67,145.0,16.67,62.1,74.3,70.8
College of Charleston,2022-02-19 16:00:00,155,31.00,3.5,20.00,145.0,20.00,37.9,70.8,74.3
Montana State,2022-02-19 16:00:00,130,26.00,2.0,20.00,146.0,18.18,42.0,72.0,74.0
Southern Utah,2022-02-19 16:00:00,-150,13.33,-2.0,16.67,146.0,18.18,58.0,74.0,72.0
Air Force,2022-02-19 16:00:00,900,180.00,16.0,18.18,130.5,18.18,9.6,57.3,73.3
Wyoming,2022-02-19 16:00:00,-1600,1.25,-16.0,18.18,130.5,18.18,90.4,73.3,57.3
North Texas,2022-02-19 16:00:00,165,33.00,4.5,18.18,127.0,20.00,36.3,61.3,65.8
UAB,2022-02-19 16:00:00,-195,10.26,-4.5,18.18,127.0,16.67,63.7,65.8,61.3
LIU-Brooklyn,2022-02-19 16:00:00,,,1.0,18.18,134.0,19.05,,66.5,67.5
Mount St. Mary's,2022-02-19 16:00:00,,,-1.0,18.18,134.0,17.39,,67.5,66.5
New Hampshire,2022-02-19 16:00:00,100,20.00,1.5,17.39,124.5,18.18,47.8,61.5,63.0
Albany,2022-02-19 16:00:00,-120,16.67,-1.5,19.05,124.5,18.18,52.2,63.0,61.5
Tennessee,2022-02-19 16:00:00,,,3.0,18.18,143.0,20.00,,70.0,73.0
Arkansas,2022-02-19 16:00:00,,,-3.0,18.18,143.0,16.67,,73.0,70.0
Northwestern,2022-02-19 16:00:00,,,,,,,,,
Minnesota,2022-02-19 16:00:00,,,,,,,,,
Middle Tennessee St.,2022-02-19 16:00:00,165,33.00,4.0,18.18,142.0,19.05,36.3,69.0,73.0
Florida Atlantic,2022-02-19 16:00:00,-195,10.26,-4.0,18.18,142.0,17.39,63.7,73.0,69.0
Western Michigan,2022-02-19 16:00:00,1300,260.00,19.5,18.18,146.5,19.05,6.9,63.5,83.0
Buffalo,2022-02-19 16:00:00,-3000,0.67,-19.5,18.18,146.5,17.39,93.1,83.0,63.5
St. Francis (NY),2022-02-19 16:00:00,-105,19.05,1.5,16.67,135.5,18.18,48.9,67.0,68.5
St. Francis (Pa.),2022-02-19 16:00:00,-115,17.39,-1.5,20.00,135.5,18.18,51.1,68.5,67.0
SE Missouri State,2022-02-19 16:00:00,525,105.00,11.0,19.05,142.5,16.67,15.3,65.8,76.8
Morehead State,2022-02-19 16:00:00,-760,2.63,-11.0,17.39,142.5,20.00,84.7,76.8,65.8
VMI,2022-02-19 16:00:00,330,66.00,8.5,19.05,147.5,18.18,22.2,69.5,78.0
Chattanooga,2022-02-19 16:00:00,-435,4.60,-8.5,17.39,147.5,18.18,77.8,78.0,69.5
Stephen F. Austin,2022-02-19 16:00:00,-1000,2.00,-13.5,18.18,137.0,18.18,87.2,75.3,61.8
Lamar,2022-02-19 16:00:00,650,130.00,13.5,18.18,137.0,18.18,12.8,61.8,75.3
North Carolina,2022-02-19 16:00:00,165,33.00,4.5,18.18,145.0,18.18,36.3,70.3,74.8
Virginia Tech,2022-02-19 16:00:00,-195,10.26,-4.5,18.18,145.0,18.18,63.7,74.8,70.3
Gardner-Webb,2022-02-19 16:00:00,-130,15.38,-1.5,17.39,126.5,18.18,54.3,64.0,62.5
Presbyterian,2022-02-19 16:00:00,110,22.00,1.5,19.05,126.5,18.18,45.7,62.5,64.0
Hawaii,2022-02-19 16:00:00,210,42.00,6.0,19.05,128.5,20.00,30.9,61.3,67.3
UC Irvine,2022-02-19 16:00:00,-260,7.69,-6.0,17.39,128.5,16.67,69.1,67.3,61.3
Norfolk State,2022-02-19 16:00:00,-130,15.38,-1.5,17.39,143.5,18.18,54.3,72.5,71.0
Coppin State,2022-02-19 16:00:00,110,22.00,1.5,19.05,143.5,18.18,45.7,71.0,72.5
Alabama State,2022-02-19 16:00:00,185,37.00,4.5,20.00,134.5,19.05,33.6,65.0,69.5
Florida A&M,2022-02-19 16:00:00,-225,8.89,-4.5,16.67,134.5,17.39,66.4,69.5,65.0
Delaware State,2022-02-19 16:00:00,,,15.0,18.18,132.0,18.18,,58.5,73.5
North Carolina Central,2022-02-19 16:00:00,,,-15.0,18.18,132.0,18.18,,73.5,58.5
Jackson State,2022-02-19 16:00:00,160,32.00,4.5,17.39,125.5,18.18,37.0,60.5,65.0
Alcorn State,2022-02-19 16:00:00,-190,10.53,-4.5,19.05,125.5,18.18,63.0,65.0,60.5
Houston Baptist,2022-02-19 16:00:00,650,130.00,13.5,17.39,144.5,18.18,12.8,65.5,79.0
Nicholls State,2022-02-19 16:00:00,-1000,2.00,-13.5,19.05,144.5,18.18,87.2,79.0,65.5
California Baptist,2022-02-19 16:00:00,215,43.00,6.5,18.18,145.0,20.00,30.4,69.3,75.8
Seattle,2022-02-19 16:00:00,-265,7.55,-6.5,18.18,145.0,16.67,69.6,75.8,69.3
Eastern Illinois,2022-02-19 16:00:00,,,,,,,,,
Tennessee State,2022-02-19 16:00:00,,,,,,,,,
Alabama A&M,2022-02-19 16:00:00,170,34.00,3.5,18.18,119.5,18.18,35.7,58.0,61.5
Bethune-Cookman,2022-02-19 16:00:00,-200,10.00,-3.5,18.18,119.5,18.18,64.3,61.5,58.0
Lafayette,2022-02-19 16:00:00,-105,19.05,1.5,16.67,142.5,18.18,48.9,70.5,72.0
Bucknell,2022-02-19 16:00:00,-115,17.39,-1.5,20.00,142.5,18.18,51.1,72.0,70.5
Maryland-Eastern Shore,2022-02-19 16:00:00,135,27.00,3.5,16.67,133.5,18.18,41.2,65.0,68.5
South Carolina State,2022-02-19 16:00:00,-155,12.90,-3.5,20.00,133.5,18.18,58.8,68.5,65.0
