,,Win,,Cover,,Total Points,,Implied,Implied Score,
Siena,2022-03-03 19:00:00,115,23.00,2.5,17.39,130.0,19.05,44.7,63.8,66.3
Niagara,2022-03-03 19:00:00,-135,14.81,-2.5,19.05,130.0,17.39,55.3,66.3,63.8
Florida Atlantic,2022-03-03 19:00:00,-210,9.52,-5.0,18.18,139.5,17.39,65.1,72.3,67.3
Florida International,2022-03-03 19:00:00,175,35.00,5.0,18.18,139.5,19.05,34.9,67.3,72.3
Temple,2022-03-03 19:00:00,850,170.00,15.5,18.18,131.5,18.18,10.1,58.0,73.5
Houston,2022-03-03 19:00:00,-1500,1.33,-15.5,18.18,131.5,18.18,89.9,73.5,58.0
Cincinnati,2022-03-03 19:00:00,245,49.00,7.5,17.39,140.5,18.18,27.7,66.5,74.0
SMU,2022-03-03 19:00:00,-310,6.45,-7.5,19.05,140.5,18.18,72.3,74.0,66.5
Central Arkansas,2022-03-03 19:00:00,550,110.00,12.0,18.18,137.5,18.18,14.8,62.8,74.8
Jacksonville,2022-03-03 19:00:00,-800,2.50,-12.0,18.18,137.5,18.18,85.2,74.8,62.8
Kennesaw State,2022-03-03 19:00:00,270,54.00,8.0,18.18,140.5,18.18,25.8,66.3,74.3
Jacksonville State,2022-03-03 19:00:00,-350,5.71,-8.0,18.18,140.5,18.18,74.2,74.3,66.3
Florida Gulf Coast,2022-03-03 19:00:00,135,27.00,3.0,18.18,145.5,18.18,41.2,71.3,74.3
Bellarmine,2022-03-03 19:00:00,-155,12.90,-3.0,18.18,145.5,18.18,58.8,74.3,71.3
Lipscomb,2022-03-03 19:00:00,550,110.00,12.0,18.18,148.0,18.18,14.8,68.0,80.0
Liberty,2022-03-03 19:00:00,-800,2.50,-12.0,18.18,148.0,18.18,85.2,80.0,68.0
Oakland,2022-03-03 19:00:00,160,32.00,4.5,18.18,148.0,18.18,37.0,71.8,76.3
Wright State,2022-03-03 19:00:00,-190,10.53,-4.5,18.18,148.0,18.18,63.0,76.3,71.8
Illinois-Chicago,2022-03-03 19:00:00,,,,,,,,,
IPFW,2022-03-03 19:00:00,,,,,,,,,
Detroit,2022-03-03 19:00:00,155,31.00,4.5,17.39,137.5,18.18,37.9,66.5,71.0
Northern Kentucky,2022-03-03 19:00:00,-180,11.11,-4.5,19.05,137.5,18.18,62.1,71.0,66.5
Indiana State,2022-03-03 19:00:00,,,,,,,,,
Illinois State,2022-03-03 19:00:00,,,,,,,,,
Bucknell,2022-03-03 19:00:00,850,170.00,15.5,18.18,151.0,18.18,10.1,67.8,83.3
Colgate,2022-03-03 19:00:00,-1500,1.33,-15.5,18.18,151.0,18.18,89.9,83.3,67.8
Army,2022-03-03 19:00:00,-105,19.05,1.0,18.18,143.0,18.18,48.9,71.0,72.0
Lehigh,2022-03-03 19:00:00,-115,17.39,-1.0,18.18,143.0,18.18,51.1,72.0,71.0
Loyola (MD),2022-03-03 19:00:00,220,44.00,6.0,18.18,132.0,18.18,29.9,63.0,69.0
Boston University,2022-03-03 19:00:00,-275,7.27,-6.0,18.18,132.0,18.18,70.1,69.0,63.0
American,2022-03-03 19:00:00,500,100.00,12.5,18.18,119.5,18.18,16.0,53.5,66.0
Navy,2022-03-03 19:00:00,-720,2.78,-12.5,18.18,119.5,18.18,84.0,66.0,53.5
Rider,2022-03-03 19:30:00,145,29.00,3.5,19.05,132.5,18.18,39.6,64.5,68.0
Fairfield,2022-03-03 19:30:00,-165,12.12,-3.5,17.39,132.5,18.18,60.4,68.0,64.5
Tarleton State,2022-03-03 19:30:00,205,41.00,6.0,17.39,125.0,18.18,31.3,59.5,65.5
Sam Houston,2022-03-03 19:30:00,-255,7.84,-6.0,19.05,125.0,18.18,68.7,65.5,59.5
Morgan State,2022-03-03 19:30:00,110,22.00,1.5,18.18,150.5,18.18,45.7,74.5,76.0
Coppin State,2022-03-03 19:30:00,-130,15.38,-1.5,18.18,150.5,18.18,54.3,76.0,74.5
Delaware State,2022-03-03 19:30:00,575,115.00,11.5,19.05,129.5,18.18,14.2,59.0,70.5
Maryland-Eastern Shore,2022-03-03 19:30:00,-850,2.35,-11.5,17.39,129.5,18.18,85.8,70.5,59.0
South Carolina State,2022-03-03 19:30:00,155,31.00,3.5,18.18,139.0,18.18,37.9,67.8,71.3
North Carolina Central,2022-03-03 19:30:00,-180,11.11,-3.5,18.18,139.0,18.18,62.1,71.3,67.8
Howard,2022-03-03 19:30:00,180,36.00,4.5,18.18,146.5,18.18,34.2,71.0,75.5
Norfolk State,2022-03-03 19:30:00,-220,9.09,-4.5,18.18,146.5,18.18,65.8,75.5,71.0
Tennessee State,2022-03-03 19:30:00,100,20.00,1.0,18.18,154.5,18.18,47.8,76.8,77.8
SE Missouri State,2022-03-03 19:30:00,-120,16.67,-1.0,18.18,154.5,18.18,52.2,77.8,76.8
North Texas,2022-03-03 20:00:00,-1125,1.78,-14.5,19.05,123.5,18.18,88.0,69.0,54.5
Texas-San Antonio,2022-03-03 20:00:00,700,140.00,14.5,17.39,123.5,18.18,12.0,54.5,69.0
Dixie State,2022-03-03 20:00:00,500,100.00,12.0,19.05,144.5,16.67,16.0,66.3,78.3
Abilene Christian,2022-03-03 20:00:00,-720,2.78,-12.0,17.39,144.5,20.00,84.0,78.3,66.3
Central Florida,2022-03-03 20:00:00,-110,18.18,1.0,17.39,142.5,18.18,50.0,70.8,71.8
Tulane,2022-03-03 20:00:00,-110,18.18,-1.0,19.05,142.5,18.18,50.0,71.8,70.8
California,2022-03-03 20:00:00,230,46.00,7.0,17.39,125.5,17.39,29.0,59.3,66.3
Arizona State,2022-03-03 20:00:00,-290,6.90,-7.0,19.05,125.5,19.05,71.0,66.3,59.3
Grambling,2022-03-03 20:00:00,-105,19.05,1.5,17.39,129.5,18.18,48.9,64.0,65.5
Alabama A&M,2022-03-03 20:00:00,-115,17.39,-1.5,19.05,129.5,18.18,51.1,65.5,64.0
TCU,2022-03-03 20:00:00,410,82.00,10.5,18.18,144.0,19.05,18.7,66.8,77.3
Kansas,2022-03-03 20:00:00,-575,3.48,-10.5,18.18,144.0,17.39,81.3,77.3,66.8
Robert Morris,2022-03-03 20:00:00,450,90.00,11.0,17.39,144.0,18.18,17.4,66.5,77.5
Cleveland State,2022-03-03 20:00:00,-630,3.17,-11.0,19.05,144.0,18.18,82.6,77.5,66.5
Mississippi Valley St.,2022-03-03 20:30:00,700,140.00,13.5,19.05,145.5,18.18,12.0,66.0,79.5
Alcorn State,2022-03-03 20:30:00,-1125,1.78,-13.5,17.39,145.5,18.18,88.0,79.5,66.0
Arkansas-Pine Bluff,2022-03-03 20:30:00,410,82.00,10.0,18.18,130.5,17.39,18.7,60.3,70.3
Jackson State,2022-03-03 20:30:00,-575,3.48,-10.0,18.18,130.5,19.05,81.3,70.3,60.3
Georgia Southern,2022-03-03 20:30:00,200,40.00,6.0,17.39,132.0,20.00,31.8,63.0,69.0
Coastal Carolina,2022-03-03 20:30:00,-250,8.00,-6.0,19.05,132.0,16.67,68.2,69.0,63.0
Northern Arizona,2022-03-03 21:00:00,425,85.00,10.5,18.18,146.0,18.18,18.2,67.8,78.3
Eastern Washington,2022-03-03 21:00:00,-590,3.39,-10.5,18.18,146.0,18.18,81.8,78.3,67.8
Portland State,2022-03-03 21:00:00,-145,13.79,-2.5,18.18,153.5,18.18,57.1,78.0,75.5
Idaho,2022-03-03 21:00:00,125,25.00,2.5,18.18,153.5,18.18,42.9,75.5,78.0
Southern Utah,2022-03-03 21:00:00,-320,6.25,-7.5,18.18,140.0,18.18,72.7,73.8,66.3
Idaho State,2022-03-03 21:00:00,250,50.00,7.5,18.18,140.0,18.18,27.3,66.3,73.8
Northern Colorado,2022-03-03 21:00:00,120,24.00,2.5,18.18,147.5,18.18,43.8,72.5,75.0
Montana,2022-03-03 21:00:00,-140,14.29,-2.5,18.18,147.5,18.18,56.2,75.0,72.5
Sacramento State,2022-03-03 21:00:00,575,115.00,13.0,17.39,133.5,18.18,14.2,60.3,73.3
Montana State,2022-03-03 21:00:00,-850,2.35,-13.0,19.05,133.5,18.18,85.8,73.3,60.3
Utah Valley,2022-03-03 21:00:00,225,45.00,6.5,19.05,129.0,16.67,29.5,61.3,67.8
Grand Canyon,2022-03-03 21:00:00,-280,7.14,-6.5,17.39,129.0,20.00,70.5,67.8,61.3
Iowa,2022-03-03 21:00:00,100,20.00,2.0,18.18,154.5,18.18,47.8,76.3,78.3
Michigan,2022-03-03 21:00:00,-120,16.67,-2.0,18.18,154.5,18.18,52.2,78.3,76.3
Memphis,2022-03-03 21:00:00,-800,2.50,-12.5,18.18,131.5,17.39,85.2,72.0,59.5
South Florida,2022-03-03 21:00:00,550,110.00,12.5,18.18,131.5,19.05,14.8,59.5,72.0
Stanford,2022-03-03 21:00:00,1300,260.00,18.5,18.18,147.0,17.39,6.9,64.3,82.8
Arizona,2022-03-03 21:00:00,-3000,0.67,-18.5,18.18,147.0,19.05,93.1,82.8,64.3
Rice,2022-03-03 21:00:00,220,44.00,6.0,19.05,144.0,16.67,29.9,69.0,75.0
UTEP,2022-03-03 21:00:00,-275,7.27,-6.0,17.39,144.0,20.00,70.1,75.0,69.0
Southern,2022-03-03 21:00:00,-190,10.53,-4.5,19.05,144.5,19.05,63.0,74.5,70.0
Alabama State,2022-03-03 21:00:00,160,32.00,4.5,17.39,144.5,17.39,37.0,70.0,74.5
Pacific,2022-03-03 21:00:00,160,32.00,4.5,17.39,140.5,18.18,37.0,68.0,72.5
Loyola Marymount,2022-03-03 21:00:00,-190,10.53,-4.5,19.05,140.5,18.18,63.0,72.5,68.0
Evansville,2022-03-03 21:30:00,200,40.00,6.0,17.39,125.5,16.67,31.8,59.8,65.8
Valparaiso,2022-03-03 21:30:00,-250,8.00,-6.0,19.05,125.5,20.00,68.2,65.8,59.8
UC Davis,2022-03-03 22:00:00,190,38.00,5.5,18.18,145.5,18.18,33.0,70.0,75.5
Long Beach State,2022-03-03 22:00:00,-235,8.51,-5.5,18.18,145.5,18.18,67.0,75.5,70.0
Hawaii,2022-03-03 22:00:00,245,49.00,7.5,17.39,131.0,18.18,27.7,61.8,69.3
Cal-Santa Barbara,2022-03-03 22:00:00,-310,6.45,-7.5,19.05,131.0,18.18,72.3,69.3,61.8
UC Irvine,2022-03-03 22:00:00,-510,3.92,-9.5,17.39,121.0,18.18,79.9,65.3,55.8
Cal-Poly San Luis Obispo,2022-03-03 22:00:00,375,75.00,9.5,19.05,121.0,18.18,20.1,55.8,65.3
Oregon,2022-03-03 22:00:00,-180,11.11,-4.0,17.39,145.0,18.18,62.1,74.5,70.5
Washington,2022-03-03 22:00:00,155,31.00,4.0,19.05,145.0,18.18,37.9,70.5,74.5
UC San Diego,2022-03-03 22:00:00,135,27.00,3.5,17.39,134.5,17.39,41.2,65.5,69.0
Cal State Bakersfield,2022-03-03 22:00:00,-155,12.90,-3.5,19.05,134.5,19.05,58.8,69.0,65.5
Tennessee Tech,2022-03-03 22:00:00,200,40.00,6.0,18.18,141.5,18.18,31.8,67.8,73.8
Morehead State,2022-03-03 22:00:00,-250,8.00,-6.0,18.18,141.5,18.18,68.2,73.8,67.8
Oregon State,2022-03-03 23:00:00,800,160.00,14.5,18.18,141.5,18.18,10.6,63.5,78.0
Washington State,2022-03-03 23:00:00,-1375,1.45,-14.5,18.18,141.5,18.18,89.4,78.0,63.5
UC Riverside,2022-03-03 23:00:00,120,24.00,2.5,18.18,134.0,18.18,43.8,65.8,68.3
Cal State-Fullerton,2022-03-03 23:00:00,-140,14.29,-2.5,18.18,134.0,18.18,56.2,68.3,65.8
Fresno State,2022-03-03 23:00:00,280,56.00,8.0,18.18,116.0,17.39,25.1,54.0,62.0
San Diego State,2022-03-03 23:00:00,-365,5.48,-8.0,18.18,116.0,19.05,74.9,62.0,54.0
Pepperdine,2022-03-03 23:00:00,155,31.00,4.0,18.18,139.0,18.18,37.9,67.5,71.5
San Diego,2022-03-03 23:00:00,-180,11.11,-4.0,18.18,139.0,18.18,62.1,71.5,67.5
