player_name,sample_size,primary_tour,dg_rank,dg_change,owgr_rank,owgr_change,dg_index
"Catlin, John",150,euro,201,-7,206,-4,-0.183825516227738
"Dantorp, Jens",150,cha,202,25,232,15,-0.19830676263373698
"Kieffer, Maximilian",150,euro,203,-5,272,1,-0.204774087162677
"Haas, Bill",150,pga,204,-15,9999,0,-0.20574765851913898
"Shelton, Robby",150,pga,205,51,334,60,-0.207756920219228
"Hoshino, Rikuya",150,jpn,206,-5,79,-2,-0.218293723301601
"Kaymer, Martin",150,euro,207,-5,267,-12,-0.22238514732098397
"Campillo, Jorge",150,euro,208,-21,314,-7,-0.231756599345568
"Uihlein, Peter",150,pga,209,-2,347,-3,-0.24429233102059805
"Veerman, Johannes",150,euro,210,-2,168,4,-0.245751766803434
"Zecheng, Marty Dou",150,kft,211,-2,238,0,-0.247033746045332
"Streb, Robert",150,pga,212,41,190,8,-0.25057903578932
"Pavon, Matthieu",150,euro,213,-2,244,-7,-0.253816312596989
"Donald, Luke",150,pga,214,-2,9999,0,-0.256280526993413
"Kraft, Kelly",150,pga,215,43,453,0,-0.26161600041001304
"Law, David",150,euro,216,-3,343,-11,-0.261952177793862
"Besseling, Wil",150,euro,217,-3,256,-3,-0.26315353091800797
"Stevens, Samuel",150,kft,218,-8,474,-2,-0.26593226510442897
"Hall, Harry",150,kft,219,29,260,16,-0.268215125634104
"Novak, Andrew",150,kft,220,-3,382,-5,-0.272617596776476
"Helligkilde, Marcus",150,cha,221,-3,138,4,-0.288337338737701
"McDowell, Graeme",150,pga,222,-2,398,-9,-0.289478206664671
"Hill, Calum",150,euro,223,-4,200,-6,-0.289980024473857
"Li, Haotong",150,euro,224,-3,140,1,-0.297309943661722
"Aberg, Ludvig",150,am,225,-3,9999,0,-0.29754451614168603
"Swafford, Hudson",150,pga,226,-3,102,3,-0.29755930712445194
"Shinkwin, Callum",150,euro,227,14,337,14,-0.298640457905594
"Percy, Cameron",150,pga,228,21,404,5,-0.299649955174019
"Wallace, Matt",150,pga,229,22,165,0,-0.302439856205085
"Hickok, Kramer",150,pga,230,-31,186,-3,-0.305362358441112
"Barnes, Erik",150,kft,231,-34,349,-13,-0.306402238012422
"Roy, Kevin",150,kft,232,13,415,13,-0.30768514410096803
"Guerrier, Julien",150,euro,233,44,375,79,-0.323543716638379
"Kofstad, Espen",150,cha,234,-9,292,0,-0.325907875016719
"Mansell, Richard",150,euro,235,-5,286,-3,-0.33159434962846196
"Yu, Kevin",150,kft,236,56,228,51,-0.332135135071392
"Moller, Niklas Norgaard",150,cha,237,-11,380,-9,-0.333768924370257
"Nemecz, Lukas",150,cha,238,-9,294,-9,-0.33955873402116
"Harrington, Padraig",150,euro,239,-1,209,-3,-0.342942558575452
"Armour, Ryan",150,pga,240,-24,372,-7,-0.350221848704234
"McGirt, William",150,pga,241,-10,9999,0,-0.352913693314742
"Schmid, Matthias",150,euro,242,-10,229,-3,-0.3554115583770379
"Lopez-Chacarra, Eugenio",150,am,243,-10,9999,0,-0.35962419685293195
"Hoffman, Charley",150,pga,244,-9,203,-8,-0.366203636926181
"Wu, Ashun",150,euro,245,-9,199,-3,-0.37402114575250106
"Kohles, Ben",150,kft,246,-12,9999,0,-0.39094320454561204
"Rozner, Antoine",150,euro,247,-1,211,-3,-0.393571572179505
"Seiffert, Chase",150,pga,248,12,500,-5,-0.414773421083444
"Bramlett, Joseph",150,pga,249,-21,256,-5,-0.421261342238044
"Thompson, Davis",150,kft,250,-35,263,-4,-0.42196725966852394
"Schneider, Marcel",150,euro,251,-4,195,-5,-0.42202535541045294
"Paul, Jeremy",150,kft,252,-12,498,0,-0.427249409582223
"Moore, Ryan",150,pga,253,-16,409,-10,-0.42827565062676504
"Taylor, Vaughn",150,pga,254,-11,470,-6,-0.42838105442746705
"Morrison, James",150,euro,255,-5,253,-3,-0.435141123904216
"Forrest, Grant",150,euro,256,52,227,40,-0.439864116688067
"Kennedy, Brad",150,jpn,257,-5,132,1,-0.440767033311336
"Kim, Bio",150,kor,258,-4,111,0,-0.45148156047449
"Hwang, Junggon",150,kor,259,-4,264,1,-0.45452746380391096
"Tarrio Ben, Santiago",150,euro,260,34,170,9,-0.464431298075974
"Coetzee, George",150,euro,261,-2,255,-6,-0.466743941948622
"Jamieson, Scott",150,euro,262,0,340,-9,-0.477682364912876
"Noh, Seung-Yul",134,pga,263,25,9999,0,-0.484132187036808
"Van Tonder, Daniel",150,euro,264,-1,151,0,-0.484406505329881
"Donaldson, Jamie",150,euro,265,-1,160,3,-0.4850248099665129
"Byrd, Jonathan",150,pga,266,-5,9999,0,-0.4851794992947221
"Ritchie, JC",150,cha,267,1,177,-2,-0.486055765773731
"Samooja, Kalle",150,euro,268,-2,158,2,-0.48868115631272896
"Walters, Justin",150,euro,269,0,324,-10,-0.500307907275109
"Norrman, Vincent",150,kft,270,-28,316,-6,-0.5021818794152519
"Cook, Austin",150,pga,271,1,468,-11,-0.505785471467296
"Redman, Doc",150,pga,272,-28,373,-18,-0.50617873060454
"O'Hair, Sean",150,pga,273,1,416,-14,-0.507944979025456
"Valimaki, Sami",150,euro,274,29,343,14,-0.5085493239618101
"Snedeker, Brandt",150,pga,275,-2,341,-15,-0.509621140753693
"Stone, Brandon",150,euro,276,-1,275,-13,-0.5136835461972439
"Brown, Scott",150,pga,277,53,9999,0,-0.5187412501458071
"Fisher, Ross",150,euro,278,-21,335,-13,-0.5200244691320539
"Waring, Paul",150,euro,279,70,298,0,-0.528422349117686
"Tway, Kevin",150,pga,280,-1,311,-10,-0.5320476453668079
"VanDerLaan, John",150,kft,281,-11,9999,0,-0.53377350236754
"Oppenheim, Rob",150,pga,282,-11,494,-2,-0.5343102797607829
"Soderberg, Sebastian",150,euro,283,-3,196,-5,-0.5427063861632461
"Vincent, Scott",150,jpn,284,-3,93,2,-0.5472260944798211
"Norlander, Henrik",150,pga,285,-7,374,-8,-0.550140565246022
"Johannessen, Kristian Krogh",150,cha,286,11,278,8,-0.5577699532890129
"Jordan, Matthew",150,euro,287,4,317,-9,-0.562743078538883
"Hansen, Joachim B",150,euro,288,-5,193,-5,-0.5635865054786589
"An, Byeong Hun",150,pga,289,-24,295,-13,-0.5638434461163879
"Garcia-Heredia, Alfredo",150,cha,290,-14,302,-14,-0.56411956660714
"Syme, Connor",150,euro,291,-5,328,-13,-0.5669627706972429
"Kodaira, Satoshi",150,pga,292,-7,363,-10,-0.576007438082876
"Higa, Kazuki",150,jpn,293,-4,80,0,-0.587770786861901
"Villegas, Camilo",150,pga,294,1,9999,0,-0.597171272810827
"Fischer, Zack",82,kft,295,73,9999,0,-0.6010768743875239
"LaCroix, Frederic",150,cha,296,-14,248,-5,-0.6055367546428579
"Katsuragawa, Yuto",150,jpn,297,-1,117,1,-0.607244076656706
"Rodriguez, Jose de Jesus",150,kft,298,-8,421,-8,-0.614066167088219
"Kaewkanjana, Sadom",150,atgt,299,-1,95,1,-0.6149131852284521
"Hojgaard, Nicolai",150,euro,300,-1,106,4,-0.617363996820344
"Cabrera Bello, Rafa",150,pga,301,4,163,-1,-0.634634061483473
"Dubuisson, Victor",150,euro,302,57,299,18,-0.645643097574631
"Bertasio, Nino",150,euro,303,4,481,-4,-0.6519596000943481
"Bennett, Sam",150,am,304,5,9999,0,-0.6543761815292629
"Kanaya, Takumi",150,jpn,305,-38,109,-7,-0.654922768787874
"Inamori, Yuki",150,jpn,306,6,81,0,-0.657333652366446
"Stanley, Kyle",150,pga,307,7,420,-5,-0.660832322604971
"Luiten, Joost",150,euro,308,7,9999,0,-0.6630361437989319
"McAllister, Logan",150,am,309,44,9999,0,-0.664296662853162
"Higgs, Harry",150,pga,310,7,198,-5,-0.664312897697661
"Sloan, Roger",150,pga,311,39,368,-9,-0.671041634151027
"Chappell, Kevin",150,pga,312,-1,9999,0,-0.6896657013933989
"Walker, Jimmy",150,pga,313,12,411,-8,-0.6951524439332422
"Barjon, Paul",150,pga,314,49,450,-9,-0.6957511846998491
"Kawamura, Masahiro",150,euro,315,-9,250,-4,-0.698364287981002
"Ferguson, Ewen",150,euro,316,-16,210,-1,-0.7001277439838628
"Sordet, Clement",150,euro,317,2,323,-11,-0.701967617443301
"Norris, Shaun",150,jpn,318,10,89,-2,-0.7034659574879311
"Crick, Brandon",150,kft,319,-1,9999,0,-0.704748385316009
"Kinoshita, Ryosuke",150,jpn,320,9,100,0,-0.7062001296589799
"Higgo, Garrick",150,pga,321,-34,131,-2,-0.7087252493752041
"Anderson, Mark",150,kft,322,1,430,-5,-0.7120965097713101
"McCormick, Ryan",150,kft,323,13,424,-3,-0.7150461198068041
"Kim, Seonghyeon",150,kft,324,-31,188,-11,-0.7217191316668199
"Gouveia, Ricardo",150,cha,325,6,214,-4,-0.7228616025155871
"Van Driel, Darius",150,euro,326,32,371,-7,-0.7278103617070959
"Echavarria, Nicolas",150,kft,327,-25,436,-10,-0.7279881124233248
"Els, Ernie",150,champ,328,23,9999,0,-0.729159128015233
"Jimenez, Miguel A",150,champ,329,-45,9999,0,-0.7296950906915459
"Lindheim, Nicholas",150,kft,330,15,9999,0,-0.7302865936765308
"Dougherty, Kevin",150,kft,331,-7,9999,0,-0.7329152938228198
"Pulkkanen, Tapio",150,euro,332,0,274,-5,-0.734905906016796
"Senior, Jack",150,euro,333,11,476,-7,-0.7369311973237671
"Griffin, Ben",150,kft,334,-8,261,-4,-0.7377758055639041
"Ahlers, Jaco",150,afr,335,0,204,-3,-0.7385687017236109
"Gordon, Will",150,pga,336,-35,9999,0,-0.740046440411176
"Vick, Travis",150,am,337,0,9999,0,-0.7402188222295619
"Sullivan, Andy",150,euro,338,54,306,17,-0.7415303672660509
"Flavin, Patrick",150,kft,339,1,9999,0,-0.74556038486295
"Martin, Ben",150,pga,340,-27,396,-9,-0.7464704787399921
"Kozuma, Jinichiro",150,jpn,341,0,116,-1,-0.7485830070794879
"Portillo, Angel Hidalgo",150,cha,342,51,308,25,-0.753785709713856
"Thorbjornsen, Michael",143,am,343,0,418,2,-0.7543731513680021
"Lingmerth, David",150,pga,344,-17,9999,0,-0.7591043297938241
"Kearney, Niall",150,euro,345,-6,9999,0,-0.7615516115269959
"Phillips, Trent",150,am,346,-36,9999,0,-0.770599899955775
"Lorenzo-Vera, Michael",150,euro,347,-1,9999,0,-0.7706544580761769
"Germishuys, Deon",150,afr,348,-15,281,-7,-0.77589069364835
"Stuard, Brian",150,pga,349,-11,322,-17,-0.780881703825293
"Kinhult, Marcus",150,euro,350,78,331,76,-0.784419811171638
"Grant, Brent",150,kft,351,-4,356,-13,-0.785924588798599
"Kruyswijk, Jacques",150,euro,352,0,333,-14,-0.789142011771902
"Pepperell, Eddie",150,euro,353,53,9999,0,-0.7912068637812639
"Greyserman, Max",150,kft,354,0,9999,0,-0.7962392722953591
"Taylor, Ben",150,kft,355,-35,365,-7,-0.7996470053260011
"Ormsby, Wade",150,euro,356,-1,319,-10,-0.800059447800926
"Kim, Chan",150,jpn,357,3,127,-1,-0.8178010693916049
"Skinns, David",150,kft,358,15,414,-17,-0.8184767069818141
"Wu, Dylan",150,kft,359,-38,488,-8,-0.8192021015425359
"Crocker, Sean",150,euro,360,-44,241,-9,-0.8196910594981021
"Elvira Mijares, Ignacio",150,euro,361,14,330,-12,-0.826648188546218
"Meissner, Mitchell",150,sam,362,-1,456,0,-0.8301077264174059
"Laporta, Francesco",150,euro,363,-1,262,-8,-0.8303401679393899
"Whitnell, Dale",150,euro,364,-42,417,-7,-0.8411711603233841
"Meissner, Mac",150,kft,365,-31,9999,0,-0.8478221231919509
"Imahira, Shugo",150,jpn,366,0,91,-1,-0.8508306793421
"Menante, Dylan",150,am,367,2,9999,0,-0.851307930850565
"James, Benjamin",130,am,368,-1,9999,0,-0.8513467256288899
"Alexander, Tyson",150,kft,369,-12,291,-7,-0.8674308177064459
"Kocher, David",150,kft,370,0,9999,0,-0.874396828069021
"Hoag, Bo",150,pga,371,41,9999,0,-0.876802783703336
"Herman, Jim",150,pga,372,-2,493,-22,-0.877507892653244
"Nakajima, Keita",150,jpn,373,-2,283,-6,-0.8776559857001031
"Gomez, Fabian",150,pga,374,-2,9999,0,-0.8789886431349159
"Crouch, A.J.",132,kft,375,34,9999,0,-0.885115442688104
"Onishi, Kaito",150,jpn,376,2,213,0,-0.8864116899279749
"Janewattananond, Jazz",150,euro,377,-29,266,-10,-0.888676300605433
"Baldwin, Matthew",150,cha,378,46,9999,0,-0.8930840605963529
"McCumber, Tyler",150,pga,379,2,428,-14,-0.8934041070757109
"Broberg, Kristoffer",132,euro,380,-16,268,-2,-0.903452056677966
"Matthews, Brandon",150,kft,381,-77,235,-4,-0.9056152195158349
"Albertson, Anders",150,kft,382,-17,361,-7,-0.9087392921849928
"Barber, Blayne",150,kft,383,17,9999,0,-0.9096824498951089
"Armstrong, Dawson",150,kft,384,-42,9999,0,-0.9112638272028921
"Lamb, Rick",150,kft,385,54,9999,0,-0.9123909629703181
"Kim, Sihwan",150,euro,386,-1,157,-1,-0.9144896338817309
"Lewton, Steve",150,kft,387,-3,290,-1,-0.916335833453635
"Knowles, Philip",150,kft,388,62,9999,0,-0.9165961883904208
"Fishburn, Patrick",150,kft,389,69,9999,0,-0.928159348248987
"Southgate, Matthew",150,euro,390,-11,458,-9,-0.928574482911625
"Baddeley, Aaron",150,pga,391,30,9999,0,-0.930004452405737
"Fichardt, Darren",150,euro,392,54,435,11,-0.932841817513795
"Teater, Josh",150,kft,393,26,9999,0,-0.939127158390754
"Sterne, Richard",150,euro,394,54,9999,0,-0.939664961345723
"Howie, Craig",150,euro,395,37,469,-18,-0.9419177506232042
"Mickelson, Phil",150,pga,396,-5,96,-2,-0.9443862358638929
"Sciot-Siegrist, Robin",150,euro,397,56,9999,0,-0.9476383316128929
"Cockerill, Aaron",150,euro,398,-3,352,-15,-0.9485765623845279
"Von Dellingshausen, Nicolai",150,euro,399,-3,423,-7,-0.949882358272314
"Sharma, Shubhankar",150,euro,400,-3,208,-3,-0.9525358352090519
"Wilson, Oliver",150,euro,401,-3,9999,0,-0.954278357837525
"Lagergren, Joakim",150,euro,402,-1,329,-5,-0.9619818966742221
"Schott, Frederik",150,cha,403,17,325,13,-0.965145581129332
"Tuten, Shad",150,kft,404,59,9999,0,-0.9652752556152429
"Harkins, Brandon",150,kft,405,35,477,-4,-0.967328902110557
"Baker, Chris",150,kft,406,60,9999,0,-0.971501545017177
"Stegmaier, Brett",150,kft,407,-5,9999,0,-0.971503636485105
