datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"Cantlay, Patrick","Patrick Cantlay",150,23444508,10700,36.810,7:40 am,1,84.8,7.7,0,92.5,1,100,18.7922880753667,
"Finau, Tony","Tony Finau",150,23444509,10600,35.922,7:18 am,1,78.9,6,0,84.9,0.52,100,15.0574510046112,
"Zalatoris, Will","Will Zalatoris",150,23444510,10400,36.355,12:43 pm,0,81.2,6.6,0,87.8,0.79,100,16.4089384748143,
"Young, Cameron","Cameron Young",150,23444511,10100,36.280,12:43 pm,0,77.2,5.5,0,82.7,0.55,100,20.4353268130331,
"Homa, Max","Max Homa",150,23444512,9900,36.084,12:54 pm,0,75.7,5.1,0,80.8,0.5,100,17.5324898995451,
"Davis, Cameron","Cameron Davis",150,23444513,9700,34.782,7:18 am,1,70.5,3.9,0,74.3,0.13,100,14.4273942853687,
"Scott, Adam","Adam Scott",150,23444514,9300,34.509,1:05 pm,0,66.8,3.3,0,70.1,-0.01,100,11.6732199135409,
"Bradley, Keegan","Keegan Bradley",150,23444515,9200,35.976,1:05 pm,0,73.1,4.6,0,77.7,0.53,100,10.4687371254991,
"Kisner, Kevin","Kevin Kisner",150,23444516,9100,34.245,1:05 pm,0,66,3.1,0,69.1,-0.01,100,13.6183946385774,
"McCarthy, Denny","Denny McCarthy",150,23444517,8900,34.418,7:07 am,1,68.8,3.7,0,72.5,0.29,100,12.4365761691704,
"McNealy, Maverick","Maverick McNealy",150,23444518,8800,34.815,1:49 pm,0,70.6,3.9,0,74.5,0.46,100,14.6620997294951,
"Theegala, Sahith","Sahith Theegala",150,23444519,8700,34.404,12:10 pm,0,68.1,3.4,0,71.5,0.29,100,10.4839036610814,
"Riley, Davis","Davis Riley",150,23444520,8600,34.950,12:21 pm,0,69.5,3.7,0,73.2,0.44,100,13.1070969504593,
"Tringale, Cameron","Cameron Tringale",150,23444521,8500,34.887,1:16 pm,0,71.2,4,0,75.2,0.61,100,10.2275093412323,
"Hadwin, Adam","Adam Hadwin",150,23444522,8400,35.061,1:49 pm,0,70.6,3.9,0,74.4,0.6,100,7.95131175199896,
"Simpson, Webb","Webb Simpson",150,23444523,8300,34.227,7:29 am,1,67.5,3.3,0,70.8,0.39,100,8.4026478748771,
"Henley, Russell","Russell Henley",150,23444524,8200,35.019,6:56 am,1,71,4,0,75,0.71,100,11.9762048360654,
"Woodland, Gary","Gary Woodland",150,23444525,8100,34.586,7:40 am,1,67.8,3.4,0,71.2,0.49,100,6.29251826065943,
"Hubbard, Mark","Mark Hubbard",150,23444526,8000,33.806,6:56 am,1,67.4,3.3,0,70.6,0.48,100,10.8692808949677,
"Kim, Si Woo","Si Woo Kim",150,23444527,7900,35.066,7:07 am,1,70.9,4,0,74.9,0.81,100,9.40091985149973,
"Kirk, Chris","Chris Kirk",150,23444528,7800,35.233,1:38 pm,0,72.1,4.3,0,76.4,0.95,100,12.9533523061121,
"Stallings, Scott","Scott Stallings",150,23444529,7700,34.481,8:13 am,1,66.7,3.1,0,69.9,0.54,100,11.7907391137961,
"Streelman, Kevin","Kevin Streelman",150,23444530,7700,33.340,1:38 pm,0,63,2.6,0,65.6,0.25,100,5.02699833880558,
"Champ, Cameron","Cameron Champ",150,23444533,7600,32.658,7:40 am,1,60.8,2.2,0,63,0.11,100,8.8520825068689,
"Merritt, Troy","Troy Merritt",150,23444532,7600,33.609,1:27 pm,0,66.1,3,0,69.1,0.52,100,9.4931655063103,
"Kim, Joohyung","Joohyung Kim",150,23444531,7600,33.708,1:38 pm,0,65.2,2.8,0,68,0.45,100,7.89717304897068,
"Steele, Brendan","Brendan Steele",150,23444535,7500,34.696,1:27 pm,0,68.6,3.5,0,72.2,0.76,100,7.33103255593562,
"Kuchar, Matt","Matt Kuchar",150,23444536,7500,33.130,7:51 am,1,64.7,2.8,0,67.6,0.46,100,8.06414854840661,
"Pendrith, Taylor","Taylor Pendrith",150,23444537,7500,34.463,8:13 am,1,69,3.6,0,72.6,0.79,100,12.9883844885682,
"Day, Jason","Jason Day",150,23444534,7500,34.017,7:29 am,1,65,2.9,0,67.9,0.47,100,4.34795965109836,
"Palmer, Ryan","Ryan Palmer",150,23444541,7400,32.506,12:43 pm,0,61,2.1,0,63.1,0.19,100,2.94868073354364,
"Vegas, Jhonattan","Jhonattan Vegas",150,23444538,7400,33.139,8:02 am,1,64.7,2.8,0,67.5,0.48,100,5.39802763437341,
"Gotterup, Chris","Chris Gotterup",150,23444540,7400,32.742,2:22 pm,0,60.9,2.2,0,63.1,0.19,100,8.13001508281453,
"Smalley, Alex","Alex Smalley",150,23444539,7400,33.848,12:32 pm,0,65.2,2.9,0,68.1,0.52,100,6.88795118011198,
"Pan, C.T.","C.T. Pan",150,23444542,7300,33.506,7:40 am,1,64.8,2.8,0,67.6,0.53,100,5.74229741748272,
"Hughes, Mackenzie","Mackenzie Hughes",150,23444546,7300,32.952,7:07 am,1,61.7,2.4,0,64.1,0.29,100,5.74181634285326,
"Hardy, Nick","Nick Hardy",150,23444545,7300,33.507,8:57 am,1,64.4,2.8,0,67.2,0.5,100,7.43478950019174,
"Fowler, Rickie","Rickie Fowler",150,23444544,7300,32.700,7:29 am,1,62.3,2.4,0,64.7,0.33,100,5.25574571792892,
"English, Harris","Harris English",150,23444543,7300,31.781,12:43 pm,0,58.4,1.8,0,60.2,0.03,100,4.94573232193593,
"Svensson, Adam","Adam Svensson",150,23444547,7200,32.441,12:21 pm,0,60.8,2.1,0,62.9,0.25,100,6.38266955436993,
"Dahmen, Joel","Joel Dahmen",150,23444549,7200,33.184,12:54 pm,0,62.6,2.5,0,65.1,0.4,100,4.51441843453931,
"Clark, Wyndham","Wyndham Clark",150,23444548,7200,33.868,6:56 am,1,64.8,2.9,0,67.7,0.57,100,8.09242346304565,
"Kitayama, Kurt","Kurt Kitayama",150,23444551,7200,32.456,12:32 pm,0,60.6,2.1,0,62.7,0.23,100,5.76436193783116,
"Ghim, Doug","Doug Ghim",150,23444550,7200,33.427,1:27 pm,0,64.4,2.7,0,67.1,0.53,100,4.05719211103582,
"List, Luke","Luke List",150,23444552,7200,33.787,12:54 pm,0,67.2,3.3,0,70.4,0.75,100,6.72619227590751,
"Rodgers, Patrick","Patrick Rodgers",150,23444553,7100,32.430,6:45 am,1,62.1,2.3,0,64.5,0.39,100,7.50832233316307,
"Tarren, Callum","Callum Tarren",150,23444557,7100,32.458,8:57 am,1,61.1,2.2,0,63.3,0.3,100,8.860635964422,
"Sigg, Greyson","Greyson Sigg",150,23444554,7100,32.997,8:57 am,1,61.8,2.4,0,64.1,0.36,100,5.34975811535136,
"Thorbjornsen, Michael","Michael Thorbjornsen",150,23444558,7100,29.295,2:11 pm,0,51.4,1.1,0,52.5,-0.27,100,5.87716115464452,
"Cink, Stewart","Stewart Cink",150,23444556,7100,33.253,7:29 am,1,62.5,2.4,0,64.9,0.41,100,2.86191050680036,
"Willett, Danny","Danny Willett",150,23444555,7100,32.743,7:29 am,1,61.4,2.3,0,63.7,0.34,100,3.78090412706953,
"Lebioda, Hank","Hank Lebioda",150,23444559,7100,31.239,12:21 pm,0,56.9,1.7,0,58.7,0,100,3.55313156724869,
"Frittelli, Dylan","Dylan Frittelli",150,23444562,7000,32.561,1:05 pm,0,60.8,2.2,0,62.9,0.32,100,2.74456456991521,
"Hahn, James","James Hahn",150,23444564,7000,31.737,6:45 am,1,58.2,1.9,0,60.1,0.13,100,3.0551417505411,
