DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,Pass Att,Completions,Pass Yds,Pass TD,Pass Int,Rec,Rec Yds,Rec TD,Rush Att,Rush Yds,Rush TD
31164703,Christian McCaffrey,RB,SF,SEA,,8700,,24.05,24.05,2.764367816091954,47.089999999996444,47.27951342967532,0,100,25.7294,44.075599999999994,24.0489,16.9,22.9,30.1,34.15,41.4525,50.3,20.5704,14.4,19.6,25.7,29.25,35.7262,43.6,20.5704,14.4,19.6,25.7,29.25,35.7262,43.6,24.0489,16.9,22.9,30.1,34.15,41.4525,50.3,9.65515,8.36749,8.36749,9.65515,0,0,0,0,0,4.72538,37.9729,0.263976,18.9681,89.595,0.656082
31164683,Dak Prescott,QB,DAL,WAS,,6800,,23.71,23.71,3.4867647058823534,35.19999999999776,34.09301879763407,0,100,30.9698,48.5616,23.7139,17.66,23.1,29.26,32.64,38.3,45.1412,22.6214,17.3,22.14,27.465,30.42,35.585,42.3008,22.6214,17.3,22.14,27.465,30.42,35.585,42.3008,23.7139,17.66,23.1,29.26,32.64,38.3,45.1412,8.34441,7.51096,7.51096,8.34441,35.7176,25.2134,280.345,2.35898,0.651383,0,0,0,4.39563,19.0928,0.145817
31164769,CeeDee Lamb,WR,DAL,WAS,,8700,,23.63,23.63,2.7160919540229886,47.27999999999643,50.247479416068934,0,100,30.9698,48.5616,23.6275,15.1,22.6,30.8,35.2,42.8,52.1505,18.5725,12.1,17.5,23.9,27.8,34.6025,43.101,18.5725,12.1,17.5,23.9,27.8,34.6025,43.101,23.6275,15.1,22.6,30.8,35.2,42.8,52.1505,10.8771,8.81962,8.81962,10.8771,0,0,0,0,0,7.20197,102.288,0.727083,0.594833,2.61805,0.0228833
31164771,Amon-Ra St. Brown,WR,DET,GB,,8500,,20.09,20.09,2.3635294117647057,30.459999999998278,31.608180756041673,0,100,27.4882,47.008399999999995,20.0868,12.7,18.6,26.5,30.5,37.6,46.1,15.5742,9.8,14.5,20.2,23.5575,29.6763,37.101,15.5742,9.8,14.5,20.2,23.5575,29.6763,37.101,20.0868,12.7,18.6,26.5,30.5,37.6,46.1,9.66962,7.66637,7.66637,9.66962,0,0,0,0,0,7.02057,85.9091,0.5524,0.277413,1.09838,0.0126267
31164686,Brock Purdy,QB,SF,SEA,,6100,,19.39,19.39,3.178688524590164,15.369999999999939,15.41156428581235,0,100,25.7294,44.075599999999994,19.3887,14.255,18.74,23.865,26.78,32.061,38.06,18.5847,14.06,18.14,22.58,25.06,29.84,35.4,18.5847,14.06,18.14,22.58,25.06,29.84,35.4,19.3887,14.255,18.74,23.865,26.78,32.061,38.06,7.03356,6.32464,6.32464,7.03356,30.832,22.381,264.095,1.70733,0.7314,0,0,0,3.86426,13.8305,0.107682
31164684,Jared Goff,QB,DET,GB,,6300,,18.75,18.75,2.976190476190476,11.490000000000226,11.552309551510792,0,100,27.4882,47.008399999999995,18.7492,13.58,18.08,23.225,26.403,31.42,37.5804,17.9893,13.42,17.58,22,24.48,29.023,34.8012,17.9893,13.42,17.58,22,24.48,29.023,34.8012,18.7492,13.58,18.08,23.225,26.403,31.42,37.5804,7.02505,6.29371,6.29371,7.02505,32.6397,23.5238,261.053,1.8756,0.5566,0,0,0,2.10829,3.44336,0.05828
31164707,Tony Pollard,RB,DAL,WAS,,6700,,18.1,18.1,2.7014925373134333,42.079999999997,44.734278879161394,0,100,30.9698,48.5616,18.1006,11.1,16.6,23.5,27.8,35.3,43.8257,15.8999,9.7,14.7,20.6,24.4,30.905,39.1005,15.8999,9.7,14.7,20.6,24.4,30.905,39.1005,18.1006,11.1,16.6,23.5,27.8,35.3,43.8257,9.12735,8.07437,8.07437,9.12735,0,0,0,0,0,2.95668,20.8268,0.176317,14.3809,76.3261,0.625967
31164688,Jordan Love,QB,GB,DET,,5500,,17.37,17.37,3.158181818181818,16.859999999999776,16.861642743734826,0,100,19.5202,47.008399999999995,17.3723,12.2,16.52,21.72,24.823,30.202,36.2208,16.754,12.12,16.22,20.78,23.36,28.04,33.88,16.754,12.12,16.22,20.78,23.36,28.04,33.88,17.3723,12.2,16.52,21.72,24.823,30.202,36.2208,7.09049,6.41997,6.41997,7.09049,35.4806,23.0278,250.941,1.38348,1.02708,0,0,0,4.91623,17.0125,0.106507
31164685,Sam Howell,QB,WAS,DAL,,6200,,17.07,17.07,2.753225806451613,9.120000000000159,9.066192206474526,0,100,17.5918,48.5616,17.0694,11.94,16.12,21.325,24.363,29.6,36.0212,16.238,11.815,15.63,19.96,22.563,27.181,33.4005,16.238,11.815,15.63,19.96,22.563,27.181,33.4005,17.0694,11.94,16.12,21.325,24.363,29.6,36.0212,6.91274,6.13387,6.13387,6.91274,40.089,24.5528,264.933,1.17102,1.0293,0,0,0,4.1469,17.4172,0.06875
31164687,Geno Smith,QB,SEA,SF,Q,5600,,16.41,16.41,2.930357142857143,11.96000000000024,11.908467092326845,0,100,18.3462,44.075599999999994,16.4105,11.5,15.52,20.4,23.623,28.841,35.0001,15.8454,11.455,15.3,19.64,22.1215,26.702,32.6602,15.8454,11.455,15.3,19.64,22.1215,26.702,32.6602,16.4105,11.5,15.52,20.4,23.623,28.841,35.0001,6.81838,6.16433,6.16433,6.81838,36.1468,23.8512,246.635,1.29405,0.869153,0,0,0,2.51636,11.4869,0.1062
