player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,ED,ATL,4,0,,,6.3,,,0,0,0,,2,57.7,76.0,84.4,60.0,82.7,30.4,0,,100.0,1,0,0,0.0,0,6,96,0,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,4,0,,,8.5,,,0,0,0,,24,73.4,80.8,82.3,70.2,72.4,74.1,0,,0.0,0,0,0,0.0,0,5,59,1,1,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,4,0,13.0,75.0,100.0,39.3,29.5,0,0,1,25.0,10,64.1,58.0,0.0,,53.6,71.6,2,18,0.0,0,1,3,102.1,3,124,124,3,9,4,1,36,1,0.3,12.0
Jerry Hughes,5556,ED,HST,4,0,,,1.7,,,0,0,0,,13,60.0,53.8,38.3,58.8,54.4,29.7,0,,100.0,1,0,1,0.0,0,1,60,1,0,0,0,0,0,0.0,
Patrick Peterson,6157,CB,PIT,4,1,10.0,63.6,99.4,11.7,7.5,1,0,3,13.6,25,64.3,63.7,82.1,59.5,57.8,28.1,1,52,27.3,3,2,1,116.7,14,174,175,1,7,22,4,216,94,1.3,15.4
Cameron Jordan,6176,ED,NO,4,0,,,1.3,,,0,0,0,,20,78.5,76.0,85.3,64.1,77.1,79.2,0,,50.0,1,0,0,0.0,0,2,159,1,1,0,0,0,0,0.0,
Justin Houston,6222,ED,CAR,4,1,,,14.8,,,0,0,0,,5,76.7,60.8,35.5,65.6,48.5,35.1,0,,0.0,0,0,1,0.0,0,12,81,3,2,0,0,0,0,0.0,
Stephon Gilmore,7016,CB,DAL,4,1,11.1,45.0,100.0,14.1,6.4,1,0,4,20.0,9,68.9,69.4,81.1,,66.0,71.1,1,68,0.0,0,3,2,86.9,9,137,137,2,11,20,2,167,66,1.3,18.6
Bobby Wagner,7050,LB,SEA,4,2,6.0,87.5,86.1,11.6,10.1,0,0,0,0.0,29,62.8,86.9,80.4,69.2,93.2,89.7,0,22,0.0,0,0,0,107.0,14,167,194,9,20,16,0,155,93,1.0,11.1
Lavonte David,7060,LB,TB,4,2,3.0,87.0,89.0,7.3,6.3,0,0,0,0.0,30,65.9,63.2,80.7,55.3,57.7,54.5,0,25,0.0,0,0,0,86.8,20,153,172,9,12,23,0,111,59,0.8,5.6
Demario Davis,7079,LB,NO,4,2,9.8,55.6,84.6,28.4,15.8,1,0,0,0.0,20,69.0,82.4,82.3,64.0,90.3,89.2,0,9,0.0,0,0,1,97.9,5,154,182,5,9,9,1,22,13,0.2,4.4
Rodney McLeod,7271,S,CLV,4,0,4.2,40.0,100.0,30.0,12.0,0,1,1,20.0,8,55.3,59.4,80.1,,71.1,54.9,0,7,0.0,0,1,0,47.9,2,63,63,1,1,5,0,8,17,0.1,4.0
Tashaun Gipson Sr.,7288,S,SF,4,5,13.5,33.3,98.4,89.0,29.7,0,1,0,0.0,28,75.7,75.3,83.6,54.5,57.2,64.4,0,4,0.0,0,0,0,42.4,2,187,190,2,5,6,0,6,1,0.0,3.0
Harrison Smith,7641,S,MIN,4,3,5.3,66.7,80.7,15.5,10.3,0,0,0,0.0,18,76.3,70.9,82.2,65.5,48.2,55.9,0,13,0.0,0,0,0,73.6,8,130,161,7,10,12,0,46,37,0.4,5.8
Justin Bethel,7654,CB,MIA,4,1,8.3,85.7,93.4,11.3,9.7,0,0,1,14.3,17,69.4,74.2,77.6,90.9,65.4,84.8,0,18,0.0,0,0,0,127.1,6,71,76,3,6,7,1,35,5,0.5,5.8
Darius Slay,7817,CB,PHI,4,1,9.0,75.0,100.0,7.6,5.7,0,2,3,9.4,24,49.4,51.9,82.8,,68.9,68.7,1,35,10.5,2,1,1,106.1,24,194,194,2,16,32,2,259,121,1.4,10.8
Tyrann Mathieu,7850,S,NO,4,0,6.5,61.5,98.4,20.8,12.8,1,1,1,7.7,20,69.9,71.5,81.4,55.5,67.8,61.0,0,46,0.0,0,1,1,87.3,8,179,182,4,9,13,0,106,72,0.6,13.3
Micah Hyde,7941,S,BUF,4,3,6.4,85.7,99.2,19.8,17.0,0,0,0,0.0,4,81.8,84.2,83.2,60.0,65.1,79.1,2,11,7.7,1,0,0,93.5,6,128,129,3,9,7,1,45,9,0.4,7.5
Jordan Poyer,8000,S,BUF,3,0,9.8,75.0,95.3,26.3,19.8,0,0,0,0.0,4,58.7,55.6,78.6,55.1,51.2,71.7,0,21,14.3,1,0,0,92.7,3,81,85,1,6,4,0,27,3,0.3,9.0
Jadeveon Clowney,8636,ED,BLT,4,0,,,5.0,,,0,0,0,,3,64.5,73.5,86.1,67.9,68.3,27.6,0,,75.0,3,0,0,0.0,0,7,140,1,1,0,0,0,0,0.0,
Khalil Mack,8640,ED,LAC,4,0,,,9.0,,,0,0,0,,27,64.2,83.1,85.4,80.9,67.9,49.4,0,,,0,0,0,0.0,0,14,156,6,0,0,0,0,0,0.0,
C.J. Mosley,8652,LB,NYJ,4,5,4.9,72.2,92.1,11.2,8.1,0,2,1,5.6,22,63.4,66.0,24.4,75.0,65.2,83.4,1,33,0.0,0,1,1,76.4,13,151,164,3,14,18,0,161,120,1.1,12.4
Jimmie Ward,8665,S,HST,2,2,3.6,80.0,98.8,18.3,14.6,0,0,0,0.0,13,66.2,66.5,76.2,59.1,60.9,57.6,0,7,12.5,1,0,1,85.0,4,79,80,2,5,5,0,22,17,0.3,5.5
Kyle Van Noy,8675,ED,BLT,1,0,,,6.3,,,0,0,0,,3,60.0,62.0,75.3,75.8,41.8,25.0,0,,,0,0,0,0.0,0,1,16,0,0,0,0,0,0,0.0,
