player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Matthew Stafford,4924,QB,LA,4,-2.6,0,183,26,70.9,141,153,10.0,2.71,3,12,7.5,60.1,92,62,8.0,170,92.9,8,62,,89.3,81.1,51.7,80.1,,62.8,1,5,179,14.5,74.9,5.3,9,8,1,7,2,4,2.2,1175,7.7,71.2,125,131,8.3,2.54,1,5,3.7,62.6,82,48,7.9,145,79.2,7,48,,88.1,68.8,48.5,67.2,,68.2,0,5,152,16.7,73.0,5.5,8,6,1,4,3,4,2.6,850,6.5,78.6,28,35,12.3,3.01,3,7,18.9,60.0,21,15,4.5,38,20.8,1,16,,79.0,94.7,77.2,94.5,,52.3,1,0,40,6.7,97.2,2.6,1,2,0,3,0,0,0.0,379,10.8,0,91.7,12,13,-3.0,1.65,1,0,0.0,84.6,11,1,0.0,13,7.1,0,2,,72.8,62.1,73.2,61.8,,,0,0,13,0.0,109.6,0.0,0,0,0,0,1,0,0.0,54,4.2,4.34
Sam Howell,97599,QB,WAS,4,-14.95,0,176,32,76.8,112,126,9.5,3.02,5,6,4.4,64.3,81,65,5.8,162,92.0,5,42,,64.6,64.5,84.3,61.9,,69.2,1,5,177,36.9,77.7,14.8,24,11,0,8,4,6,3.4,847,6.7,83.8,105,118,7.0,2.81,5,5,4.0,69.5,82,57,6.8,148,84.1,6,41,,61.9,70.4,84.0,66.5,,77.3,1,4,160,36.8,84.2,14.2,21,8,0,7,3,6,3.8,846,7.2,57.1,21,22,12.7,3.51,0,1,4.0,54.5,12,10,0.0,28,15.9,0,4,,77.9,46.2,76.5,49.4,,50.2,0,1,33,30.0,65.5,10.7,3,3,0,1,1,0,0.0,115,5.2,0,100.0,14,14,-4.6,1.82,0,0,0.0,92.9,13,2,7.1,14,8.0,1,3,,73.9,67.3,73.9,66.6,,,0,0,16,0.0,100.6,0.0,0,0,0,0,0,0,0.0,114,8.1,-1.94
C.J. Stroud,129759,QB,HST,4,-8.22,0,172,13,71.5,123,135,9.9,2.79,0,3,2.1,59.3,80,61,9.1,154,89.5,8,56,,47.7,73.1,84.5,69.9,,72.5,2,0,162,18.0,100.1,7.1,11,8,5,5,6,4,2.5,1097,8.1,75.0,108,117,7.9,2.46,0,1,0.8,64.1,75,44,7.4,130,75.6,6,48,,41.1,73.9,84.1,70.2,,75.1,2,0,136,15.9,103.8,5.4,7,5,5,2,5,3,2.2,956,8.2,71.0,31,34,10.1,3.25,0,2,5.4,55.9,19,19,13.6,42,24.4,3,11,,79.6,65.8,77.7,65.6,,59.2,0,0,45,21.1,89.8,9.5,4,3,0,3,1,1,2.2,256,7.5,0,93.8,16,16,-3.3,1.49,0,0,0.0,87.5,14,2,6.7,18,10.5,1,3,,74.5,66.3,74.5,65.7,,,0,0,19,0.0,96.6,0.0,0,0,0,0,0,0,0.0,115,7.2,-0.64
Daniel Jones,39395,QB,NYG,4,10.72,0,170,21,75.9,112,121,7.2,2.95,2,2,1.6,66.9,81,77,4.7,160,94.1,4,41,,33.4,58.8,84.0,51.4,58.9,76.2,2,6,170,28.6,68.2,13.8,22,17,0,5,2,8,4.7,740,6.1,73.9,88,93,6.6,2.81,1,0,0.0,65.6,61,57,6.2,122,71.8,4,28,,43.9,49.5,83.4,42.8,58.9,69.5,1,6,131,28.1,57.3,13.1,16,13,0,3,2,6,4.6,453,4.9,85.3,34,38,5.6,3.0,1,2,5.3,76.3,29,22,0.0,48,28.2,0,14,,30.0,83.2,77.9,75.4,,83.2,1,0,49,27.3,99.9,12.5,6,4,0,2,0,2,4.1,312,8.2,0,90.0,10,10,-4.0,1.55,0,0,0.0,90.0,9,2,0.0,10,5.9,0,1,,71.4,62.5,72.3,62.2,,,0,0,10,0.0,79.2,0.0,0,0,0,0,0,0,0.0,25,2.5,3.34
Kirk Cousins,7102,QB,MIN,4,7.25,0,169,18,76.1,138,146,9.3,2.82,0,4,2.6,67.1,98,53,6.7,158,93.5,7,55,,29.5,73.3,84.0,74.0,,40.5,3,4,167,18.9,104.7,6.3,10,2,0,5,11,3,1.8,1157,7.9,75.5,106,111,9.1,2.59,0,3,2.5,66.7,74,36,7.5,117,69.2,6,37,,26.6,66.9,83.2,68.1,,41.0,2,4,124,13.9,96.9,4.3,5,1,0,3,7,3,2.4,887,8.0,81.4,43,46,6.6,3.17,0,1,2.0,73.9,34,17,2.9,52,30.8,1,21,,81.1,81.7,78.4,80.8,,58.3,1,0,56,29.4,122.3,9.6,5,1,0,2,4,0,0.0,327,7.1,0,90.9,11,11,-4.0,2.02,0,0,0.0,90.9,10,0,0.0,11,6.5,0,3,,72.8,68.6,73.2,67.8,,,0,0,13,,88.3,0.0,0,0,0,0,0,0,0.0,57,5.2,-0.88
Justin Herbert,28237,QB,LAC,4,-1.43,0,167,27,71.2,118,124,11.2,2.88,1,7,5.3,66.1,82,51,2.4,143,85.6,2,53,,47.8,76.0,84.2,71.2,58.4,79.6,0,1,152,17.6,106.3,6.3,9,10,0,5,7,6,3.9,1001,8.1,76.0,100,105,10.4,2.61,1,7,6.4,71.4,75,39,1.3,120,71.9,1,43,,41.1,75.9,83.8,73.6,58.4,68.0,0,1,126,23.1,105.9,7.5,9,4,0,4,4,6,4.8,895,8.5,74.4,39,40,5.7,2.71,0,0,0.0,70.0,28,13,3.4,47,28.1,1,14,,80.4,69.3,78.0,61.1,,83.6,0,0,50,0.0,107.4,0.0,0,6,0,1,3,0,0.0,211,5.3,0,100.0,21,21,-2.9,1.18,0,0,0.0,100.0,21,1,0.0,24,14.4,0,4,,76.1,66.7,75.3,66.1,,,0,0,24,0.0,87.5,0.0,0,0,0,0,0,0,0.0,105,5.0,-3.24
Trevor Lawrence,77632,QB,JAX,4,7.27,0,164,15,72.7,110,116,9.5,2.71,2,9,7.3,62.1,72,49,10.0,134,81.7,8,45,,66.7,85.9,46.1,84.9,,67.7,1,2,142,16.3,86.9,6.0,8,10,0,3,4,3,2.1,801,6.9,73.6,106,110,7.5,2.37,2,6,5.3,65.5,72,35,7.7,126,76.8,6,35,,64.6,79.5,44.5,79.7,60.0,62.4,0,1,130,17.1,89.5,4.8,6,8,0,2,4,2,1.5,648,5.9,90.0,30,33,6.1,2.71,1,3,8.1,72.7,24,14,11.1,38,23.2,3,17,,79.3,87.0,77.3,83.4,,70.4,1,1,42,14.3,87.3,5.3,2,3,0,1,0,1,2.4,295,8.9,0,96.2,26,27,-2.7,1.27,1,0,0.0,88.9,24,0,4.0,30,18.3,1,7,,77.2,65.9,76.3,67.0,60.0,58.3,0,0,30,,88.6,0.0,0,1,0,0,0,0,0.0,142,5.3,3.05
Joe Burrow,28022,QB,CIN,4,-18.12,0,162,7,68.6,121,137,7.6,2.37,3,3,2.1,54.0,74,44,10.8,148,91.4,9,36,,88.4,60.8,4.6,62.7,,48.4,6,2,156,18.2,65.8,5.4,8,3,1,6,2,2,1.3,656,4.8,71.7,113,123,6.5,2.24,2,2,1.5,61.0,75,38,7.4,133,82.1,6,29,,87.7,60.9,0.0,62.4,,52.4,4,1,140,21.1,74.3,6.0,8,2,1,3,2,2,1.4,573,4.7,71.4,21,28,7.1,2.49,1,1,3.4,42.9,12,9,20.0,29,17.9,3,8,,77.4,63.5,76.1,65.1,,56.3,2,1,30,0.0,46.0,0.0,0,1,0,4,0,0,0.0,155,5.5,0,100.0,13,14,-2.5,1.42,0,0,0.0,92.9,13,3,0.0,14,8.6,0,1,,73.2,67.0,73.5,66.3,,,0,0,14,0.0,88.1,0.0,0,0,0,1,0,0,0.0,72,5.1,0.88
Patrick Mahomes,11765,QB,KC,4,-4.5,0,161,16,68.9,119,126,9.3,3.24,0,5,3.7,60.3,76,51,7.3,143,88.8,6,49,,67.7,82.1,84.0,74.7,,88.7,4,4,154,3.9,88.1,1.4,2,15,0,3,7,6,3.9,921,7.3,73.4,109,115,7.6,2.94,0,4,3.3,65.2,75,45,6.3,129,80.1,5,46,,65.5,85.0,83.8,78.0,,86.6,4,3,139,2.2,94.5,0.8,1,13,0,2,7,5,3.6,791,6.9,69.2,26,28,8.9,3.54,0,1,3.4,60.7,17,10,5.6,32,19.9,1,10,,77.9,64.6,76.7,59.7,,74.8,0,1,33,10.0,81.7,3.1,1,3,0,2,1,1,3.0,215,7.7,0,100.0,16,17,-3.2,1.63,0,0,0.0,94.1,16,4,0.0,18,11.2,0,7,,74.5,70.8,74.7,66.9,,63.9,0,0,18,0.0,107.1,0.0,0,1,0,1,1,0,0.0,85,5.0,0.8
Mac Jones,60323,QB,NE,4,13.52,0,159,19,66.7,120,124,10.7,2.65,0,5,3.9,59.7,74,59,7.5,137,86.2,6,43,,65.8,59.4,46.7,57.3,,68.0,2,4,143,11.9,79.5,5.1,7,6,0,2,5,9,6.3,825,6.7,68.1,119,122,9.5,2.51,0,5,4.0,61.5,75,53,7.4,133,83.6,6,36,,87.8,59.6,45.9,56.5,,73.0,2,4,137,11.3,72.1,4.5,6,5,0,1,3,8,5.8,709,5.8,85.7,21,24,3.9,2.33,2,0,0.0,75.0,18,7,0.0,26,16.4,0,9,,25.5,58.3,75.9,61.6,,51.1,0,0,28,14.3,125.2,3.8,1,1,0,1,2,2,7.1,189,7.9,0,95.0,20,22,-3.6,1.44,2,0,0.0,86.4,19,1,0.0,22,13.8,0,2,,75.6,58.9,75.0,58.8,,,0,0,22,0.0,80.5,0.0,0,0,0,0,0,1,4.5,73,3.3,2.07
